ENSMOCP00000013157	ENSMOCG00000013044	Microtus_ochrogaster
ENSSCAP00000012020	ENSSCAG00000008984	Serinus_canaria
ENSCCNP00000007839	ENSCCNG00000008317	Castor_canadensis
ENSMUGP00000013312	ENSMUGG00000011561	Meriones_unguiculatus
ENSSCAP00000008212	ENSSCAG00000006279	Serinus_canaria
ENSCABP00000030986	ENSCABG00000022657	Chelonoidis_abingdonii
ENSSDAP00000012103	ENSSDAG00000010919	Spermophilus_dauricus
ENSNBRP00000010454	ENSNBRG00000008137	Neolamprologus_brichardi
ENSBSLP00000035613	ENSBSLG00000017399	Betta_splendens
ENSLCRP00005020679	ENSLCRG00005008411	Larimichthys_crocea
ENSFCAP00000017445	ENSFCAG00000027161	Felis_catus
ENSMVIP00005009667	ENSMVIG00005007112	Manacus_vitellinus
ENSXMAP00000025171	ENSXMAG00000006945	Xiphophorus_maculatus	ENSXMAT00000037657
ENSCHAP00000044848	ENSCHAG00000020817	Clupea_harengus
ENSPMEP00000006677	ENSPMEG00000008223	Poecilia_mexicana	ENSPMET00000005406
ENSMUNP00000002689	ENSMUNG00000002351	Melopsittacus_undulatus
ENSGMOP00000017830	ENSGMOG00000016608	Gadus_morhua
ENSSSCP00000059482	ENSSSCG00000040106	Sus_scrofa_strain_reference
ENSOCUP00000015605	ENSOCUG00000022307	Oryctolagus_cuniculus
ENSFDAP00000011103	ENSFDAG00000018728	Fukomys_damarensis
ENSPTRP00000085548	ENSPTRG00000002384	Pan_troglodytes
ENSNGAP00000001956	ENSNGAG00000001465	Nannospalax_galili
ENSTSYP00000032920	ENSTSYG00000029078	Carlito_syrichta
ENSFALP00000000858	ENSFALG00000000831	Ficedula_albicollis
ENSMMMP00000026880	ENSMMMG00000023516	Marmota_marmota_marmota
ENSORLP00020010681	ENSORLG00020011590	Oryzias_latipes_ASM223471v1
ENSCGRP00015035774	ENSCGRG00015026846	Cricetulus_griseus_CriGri-PICR
ENSSDAP00000003095	ENSSDAG00000002969	Spermophilus_dauricus
ENSFALP00000007469	ENSFALG00000007160	Ficedula_albicollis
ENSCGOP00000041486	ENSCGOG00000018820	Cottoperca_gobio
ENSDNVP00000027079	ENSDNVG00000018812	Dromaius_novaehollandiae
ENSPNYP00000002219	ENSPNYG00000001751	Pundamilia_nyererei
ENSLBEP00000025457	ENSLBEG00000019428	Labrus_bergylta	ENSLBET00000026745
ENSAHAP00000017869	ENSAHAG00000012665	Apteryx_haastii
ENSPCOP00000014447	ENSPCOG00000018906	Propithecus_coquereli
ENSCMIP00000025254	ENSCMIG00000011094	Callorhinchus_milii
ENSMPUP00000010514	ENSMPUG00000010592	Mustela_putorius_furo
ENSTRUP00000048388	ENSTRUG00000004283	Takifugu_rubripes	ENSTRUT00000056597
ENSLSDP00000002412	ENSLSDG00000001940	Lonchura_striata_domestica
ENSLAFP00000013062	ENSLAFG00000015582	Loxodonta_africana
ENSMUNP00000008747	ENSMUNG00000006912	Melopsittacus_undulatus
ENSCCEP00000014958	ENSCCEG00000014226	Cyanistes_caeruleus
ENSCGRP00000023739	ENSCGRG00000017201	Cricetulus_griseus_CriGri_1.0
ENSAMXP00000049387	ENSAMXG00000042073	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSSDAP00000022475	ENSSDAG00000020432	Spermophilus_dauricus
ENSMICP00000015739	ENSMICG00000017280	Microcebus_murinus
ENSNLEP00000041337	ENSNLEG00000016970	Nomascus_leucogenys
ENSODEP00000001364	ENSODEG00000001076	Octodon_degus
ENSPLAP00000015243	ENSPLAG00000019136	Poecilia_latipinna	ENSPLAT00000030606
ENSPSMP00000010604	ENSPSMG00000007642	Prolemur_simus
ENSTGUP00000001140	ENSTGUG00000001105	Taeniopygia_guttata
ENSTGUP00000001141	ENSTGUG00000001110	Taeniopygia_guttata
ENSVURP00010010940	ENSVURG00010008452	Vombatus_ursinus
ENSMAUP00000023587	ENSMAUG00000020698	Mesocricetus_auratus
ENSGGOP00000030458	ENSGGOG00000008086	Gorilla_gorilla
ENSKMAP00000009800	ENSKMAG00000007364	Kryptolebias_marmoratus	ENSKMAT00000009956
ENSOMEP00000025981	ENSOMEG00000007546	Oryzias_melastigma
ENSMUGP00000001945	ENSMUGG00000001821	Meriones_unguiculatus
ENSATEP00000004268	ENSATEG00000002952	Anabas_testudineus
ENSAHAP00000012247	ENSAHAG00000008852	Apteryx_haastii
ENSBTAP00000013018	ENSBTAG00000009871	Bos_taurus
ENSOGAP00000021542	ENSOGAG00000028015	Otolemur_garnettii
ENSEEEP00000028092	ENSEEEG00000013516	Electrophorus_electricus
ENSLACP00000012778	ENSLACG00000011256	Latimeria_chalumnae
ENSBIXP00005029061	ENSBIXG00005008947	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSMMUP00000049239	ENSMMUG00000046971	Macaca_mulatta
ENSEASP00005010111	ENSEASG00005007164	Equus_asinus_asinus
ENSABRP00000015020	ENSABRG00000013233	Anser_brachyrhynchus
ENSSBOP00000014185	ENSSBOG00000023832	Saimiri_boliviensis_boliviensis
ENSORLP00015006346	ENSORLG00015007182	Oryzias_latipes_ASM223469v1
ENSPPRP00000018697	ENSPPRG00000010314	Panthera_pardus
ENSMSIP00000029690	ENSMSIG00000024936	Mus_spicilegus
ENSACLP00000022554	ENSACLG00000015289	Astatotilapia_calliptera
ENSCCAP00000014440	ENSCCAG00000025025	Cebus_capucinus_imitator
ENSHCOP00000017995	ENSHCOG00000002217	Hippocampus_comes
ENSCANP00000023998	ENSCANG00000035397	Colobus_angolensis_palliatus
ENSODEP00000001198	ENSODEG00000000945	Octodon_degus
ENSNMEP00000009257	ENSNMEG00000008987	Numida_meleagris
ENSDNOP00000025299	ENSDNOG00000038845	Dasypus_novemcinctus
ENSCJPP00005003756	ENSCJPG00005003880	Coturnix_japonica
ENSHGLP00100012305	ENSHGLG00100009117	Heterocephalus_glaber_HetGla_1.0
ENSUPAP00010030285	ENSUPAG00010023778	Urocitellus_parryii
ENSDORP00000027443	ENSDORG00000029360	Dipodomys_ordii
ENSCAFP00020003928	ENSCAFG00020003253	Canis_lupus_dingo
ENSDORP00000022580	ENSDORG00000028596	Dipodomys_ordii
ENSSPAP00000027702	ENSSPAG00000020875	Stegastes_partitus
ENSDARP00000133937	ENSDARG00000098344	Danio_rerio
ENSGALP00000062764	ENSGALG00000007435	Gallus_gallus
ENSCSAP00000007949	ENSCSAG00000011749	Chlorocebus_sabaeus
ENSAOCP00000009346	ENSAOCG00000013479	Amphiprion_ocellaris
ENSECAP00000023167	ENSECAG00000017521	Equus_caballus
ENSHGLP00100007140	ENSHGLG00100005357	Heterocephalus_glaber_HetGla_1.0
ENSGWIP00000032897	ENSGWIG00000016906	Gouania_willdenowi
ENSTNIP00000010702	ENSTNIG00000007882	Tetraodon_nigroviridis	ENSTNIT00000010883
ENSCAFP00000036267	ENSCAFG00000028839	Canis_lupus_familiaris
ENSPMJP00000007447	ENSPMJG00000006149	Parus_major
ENSPMAP00000005880	ENSPMAG00000005322	Petromyzon_marinus
ENSGAFP00000012658	ENSGAFG00000008560	Gambusia_affinis	ENSGAFT00000012791
ENSMNEP00000029419	ENSMNEG00000038180	Macaca_nemestrina
ENSCPOP00000030742	ENSCPOG00000032827	Cavia_porcellus
ENSMALP00000007134	ENSMALG00000005069	Monopterus_albus
ENSJHYP00000011260	ENSJHYG00000008826	Junco_hyemalis
ENSMMOP00000023463	ENSMMOG00000017849	Mola_mola
ENSCABP00000016724	ENSCABG00000012406	Chelonoidis_abingdonii
ENSCCAP00000039306	ENSCCAG00000037470	Cebus_capucinus_imitator
ENSPTEP00000020116	ENSPTEG00000021394	Piliocolobus_tephrosceles
ENSEEUP00000011840	ENSEEUG00000013013	Erinaceus_europaeus
ENSARWP00000020764	ENSARWG00000014196	Apteryx_rowi
ENSTSYP00000023402	ENSTSYG00000013092	Carlito_syrichta
ENSGACP00000021646	ENSGACG00000016395	Gasterosteus_aculeatus
ENSCPUP00000021083	ENSCPUG00000014403	Calidris_pugnax
ENSTGEP00000000931	ENSTGEG00000000845	Theropithecus_gelada
