ENSPTRP00000080298	ENSPTRG00000021089	Pan_troglodytes
ENSMODP00000016735	ENSMODG00000013386	Monodelphis_domestica
MGP_PahariEiJ_P0040943	MGP_PahariEiJ_G0019580	Mus_pahari_strain_PAHARI_EIJ
ENSMOCP00000013873	ENSMOCG00000013537	Microtus_ochrogaster
ENSPVIP00000024546	ENSPVIG00000018482	Pogona_vitticeps
ENSOARP00000008235	ENSOARG00000007678	Ovis_aries
ENSECAP00000022411	ENSECAG00000024876	Equus_caballus
MGP_SPRETEiJ_P0035964	MGP_SPRETEiJ_G0019395	Mus_spretus_strain_SPRET/EiJ
ENSLAFP00000017362	ENSLAFG00000021847	Loxodonta_africana
ENSCJPP00005011085	ENSCJPG00005009559	Coturnix_japonica
ENSNLEP00000006586	ENSNLEG00000005444	Nomascus_leucogenys
ENSBIXP00005024535	ENSBIXG00005006619	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSPKIP00000003635	ENSPKIG00000021060	Paramormyrops_kingsleyae
ENSMSIP00000007480	ENSMSIG00000006666	Mus_spicilegus
ENSXMAP00000013663	ENSXMAG00000013635	Xiphophorus_maculatus
ENSKMAP00000017154	ENSKMAG00000012789	Kryptolebias_marmoratus
ENSNBRP00000014454	ENSNBRG00000011175	Neolamprologus_brichardi
ENSBSLP00000009788	ENSBSLG00000004800	Betta_splendens
ENSMPUP00000008510	ENSMPUG00000008578	Mustela_putorius_furo
ENSELUP00000003563	ENSELUG00000004768	Esox_lucius
ENSPPYP00000021689	ENSPPYG00000019356	Pongo_abelii
ENSMZEP00005000248	ENSMZEG00005000284	Maylandia_zebra
ENSCPGP00000019368	ENSCPGG00000013567	Calidris_pygmaea
ENSMAUP00000014493	ENSMAUG00000014236	Mesocricetus_auratus
ENSPFOP00000003708	ENSPFOG00000003830	Poecilia_formosa
ENSMUNP00000015490	ENSMUNG00000011951	Melopsittacus_undulatus
ENSUPAP00010000125	ENSUPAG00010000147	Urocitellus_parryii
ENSGALP00000041632	ENSGALG00000026598	Gallus_gallus
ENSPLAP00000030154	ENSPLAG00000000525	Poecilia_latipinna
ENSMFAP00000027464	ENSMFAG00000045135	Macaca_fascicularis
ENSLCOP00000006974	ENSLCOG00000005154	Lepidothrix_coronata
ENSMUGP00000017770	ENSMUGG00000015105	Meriones_unguiculatus
ENSORLP00000033078	ENSORLG00000030601	Oryzias_latipes_ASM223467v1
ENSCVAP00000022148	ENSCVAG00000004639	Cyprinodon_variegatus
ENSAMEP00000003486	ENSAMEG00000003317	Ailuropoda_melanoleuca
ENSLOCP00000012508	ENSLOCG00000010217	Lepisosteus_oculatus
ENSFDAP00000004741	ENSFDAG00000013905	Fukomys_damarensis
ENSOMEP00000026663	ENSOMEG00000008627	Oryzias_melastigma
MGP_CAROLIEiJ_P0034335	MGP_CAROLIEiJ_G0018514	Mus_caroli_strain_CAROLI_EIJ
ENSLACP00000014176	ENSLACG00000012480	Latimeria_chalumnae
ENSRROP00000034580	ENSRROG00000040840	Rhinopithecus_roxellana
ENSHCOP00000027942	ENSHCOG00000020161	Hippocampus_comes
ENSACAP00000016244	ENSACAG00000016534	Anolis_carolinensis
ENSPANP00000019352	ENSPANG00000024876	Papio_anubis
ENSLCAP00010008208	ENSLCAG00010003982	Lates_calcarifer
ENSCHIP00000013849	ENSCHIG00000015108	Capra_hircus
ENSMNEP00000003182	ENSMNEG00000014676	Macaca_nemestrina
ENSORLP00000041236	ENSORLG00000024669	Oryzias_latipes_ASM223467v1
ENSEBUP00000017263	ENSEBUG00000010782	Eptatretus_burgeri
ENSRNOP00000019489	ENSRNOG00000014538	Rattus_norvegicus
ENSCHAP00000031982	ENSCHAG00000015288	Clupea_harengus
ENSCSEP00000001147	ENSCSEG00000000798	Cynoglossus_semilaevis
ENSODEP00000000657	ENSODEG00000000550	Octodon_degus
ENSRBIP00000028101	ENSRBIG00000037936	Rhinopithecus_bieti
ENSTRUP00000052528	ENSTRUG00000019822	Takifugu_rubripes
ENSBTAP00000031488	ENSBTAG00000019958	Bos_taurus
ENSGAGP00000006603	ENSGAGG00000005339	Gopherus_agassizii
ENSAMXP00000048270	ENSAMXG00000043221	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000055794
ENSMMOP00000003043	ENSMMOG00000002452	Mola_mola
ENSFALP00000012961	ENSFALG00000012417	Ficedula_albicollis
