FBpp0071046	FBgn0010292	Drosophila_melanogaster	FBtr0071090
F57B9.5.1	WBGene00000276	Caenorhabditis_elegans_strain_N2	F57B9.5.1
ENSPMAP00000001056	ENSPMAG00000000953	Petromyzon_marinus
MGP_SPRETEiJ_P0046999	MGP_SPRETEiJ_G0022615	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000024783	ENSMUSG00000023988	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0045109	MGP_CAROLIEiJ_G0021703	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0044620	MGP_PahariEiJ_G0020693	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000067656	ENSRNOG00000049121	Rattus_norvegicus
ENSMUGP00000022313	ENSMUGG00000018726	Meriones_unguiculatus
ENSCGRP00015032533	ENSCGRG00015024542	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001024889	ENSCGRG00001022668	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000018474	ENSCGRG00000013448	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001007729	ENSCGRG00001010109	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00001005101	ENSCGRG00001006626	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000023145	ENSCGRG00000016761	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015022347	ENSCGRG00015017007	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000000049	ENSCGRG00000000072	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001005696	ENSCGRG00001007527	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015015327	ENSCGRG00015011769	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000022460	ENSCGRG00000016274	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015009944	ENSCGRG00015007647	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001006795	ENSCGRG00001008990	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000009772	ENSMAUG00000010845	Mesocricetus_auratus
ENSPEMP00000026059	ENSPEMG00000022283	Peromyscus_maniculatus_bairdii
ENSMOCP00000002774	ENSMOCG00000002210	Microtus_ochrogaster
ENSJJAP00000023326	ENSJJAG00000023129	Jaculus_jaculus
ENSJJAP00000002296	ENSJJAG00000003859	Jaculus_jaculus
ENSDORP00000010310	ENSDORG00000010968	Dipodomys_ordii
ENSHGLP00000024526	ENSHGLG00000017479	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100016028	ENSHGLG00100011829	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000005910	ENSFDAG00000014804	Fukomys_damarensis
ENSCLAP00000020644	ENSCLAG00000014143	Chinchilla_lanigera
ENSODEP00000021838	ENSODEG00000016059	Octodon_degus
ENSCPOP00000003973	ENSCPOG00000004403	Cavia_porcellus
ENSCAPP00000015993	ENSCAPG00000015987	Cavia_aperea
ENSCGRP00000003072	ENSCGRG00000002253	Cricetulus_griseus_CriGri_1.0
ENSETEP00000014805	ENSETEG00000018226	Echinops_telfairi
ENSUAMP00000036752	ENSUAMG00000027838	Ursus_americanus
ENSUMAP00000016311	ENSUMAG00000011988	Ursus_maritimus
ENSAMEP00000013726	ENSAMEG00000013033	Ailuropoda_melanoleuca
ENSNVIP00000016118	ENSNVIG00000012629	Neovison_vison
ENSMPUP00000013384	ENSMPUG00000013486	Mustela_putorius_furo
ENSCAFP00000002354	ENSCAFG00000001614	Canis_lupus_familiaris
ENSCAFP00020010364	ENSCAFG00020008426	Canis_lupus_dingo
ENSVVUP00000037301	ENSVVUG00000026680	Vulpes_vulpes
ENSPPRP00000019038	ENSPPRG00000010500	Panthera_pardus
ENSPTIP00000009055	ENSPTIG00000010244	Panthera_tigris_altaica
ENSFCAP00000017980	ENSFCAG00000026154	Felis_catus
ENSECAP00000018806	ENSECAG00000021260	Equus_caballus
ENSEASP00005004024	ENSEASG00005003059	Equus_asinus_asinus
ENSVPAP00000005275	ENSVPAG00000005678	Vicugna_pacos
ENSSSCP00000023383	ENSSSCG00000026752	Sus_scrofa_strain_reference
ENSBIXP00000006393	ENSBIXG00000012502	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000013326	ENSBTAG00000010101	Bos_taurus
ENSBMUP00000018376	ENSBMUG00000013908	Bos_mutus
ENSBIXP00005029282	ENSBIXG00005000413	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBBBP00000009507	ENSBBBG00000004364	Bison_bison_bison
ENSBMUP00000033470	ENSBMUG00000024998	Bos_mutus
ENSCHIP00000017944	ENSCHIG00000017590	Capra_hircus
ENSOARP00000003041	ENSOARG00000002863	Ovis_aries
ENSTTRP00000008935	ENSTTRG00000009429	Tursiops_truncatus
ENSPVAP00000007181	ENSPVAG00000007606	Pteropus_vampyrus
ENSMLUP00000012765	ENSMLUG00000014028	Myotis_lucifugus
ENSPCOP00000017777	ENSPCOG00000020727	Propithecus_coquereli
ENSPCOP00000001176	ENSPCOG00000003664	Propithecus_coquereli
ENSMICP00000010325	ENSMICG00000011347	Microcebus_murinus
ENSPSMP00000021834	ENSPSMG00000015433	Prolemur_simus
ENSOGAP00000013639	ENSOGAG00000015234	Otolemur_garnettii
ENSPPYP00000019365	ENSPPYG00000017273	Pongo_abelii
ENSOCUP00000028965	ENSOCUG00000023745	Oryctolagus_cuniculus
ENSTSYP00000031880	ENSTSYG00000029904	Carlito_syrichta
ENSTBEP00000008079	ENSTBEG00000009332	Tupaia_belangeri
ENSPTRP00000063749	ENSPTRG00000018163	Pan_troglodytes
ENSPPAP00000009679	ENSPPAG00000028063	Pan_paniscus
ENSP00000230340	ENSG00000112578	Homo_sapiens
ENSGGOP00000027026	ENSGGOG00000027046	Gorilla_gorilla
ENSNLEP00000046400	ENSNLEG00000032809	Nomascus_leucogenys
ENSMLEP00000035174	ENSMLEG00000041724	Mandrillus_leucophaeus
ENSCATP00000032410	ENSCATG00000039266	Cercocebus_atys
ENSMFAP00000020529	ENSMFAG00000033214	Macaca_fascicularis
ENSMNEP00000040300	ENSMNEG00000043045	Macaca_nemestrina
ENSMMUP00000005895	ENSMMUG00000004416	Macaca_mulatta
ENSTGEP00000037212	ENSTGEG00000029607	Theropithecus_gelada
ENSPANP00000012642	ENSPANG00000007619	Papio_anubis
ENSCSAP00000007512	ENSCSAG00000011306	Chlorocebus_sabaeus
ENSRROP00000001943	ENSRROG00000007843	Rhinopithecus_roxellana
ENSRROP00000011889	ENSRROG00000030276	Rhinopithecus_roxellana
ENSRBIP00000012449	ENSRBIG00000030183	Rhinopithecus_bieti
ENSCANP00000015773	ENSCANG00000031335	Colobus_angolensis_palliatus
ENSPTEP00000038393	ENSPTEG00000035719	Piliocolobus_tephrosceles
ENSCCAP00000037442	ENSCCAG00000036583	Cebus_capucinus_imitator
ENSSBOP00000036787	ENSSBOG00000034517	Saimiri_boliviensis_boliviensis
ENSCJAP00000007741	ENSCJAG00000004266	Callithrix_jacchus
ENSANAP00000037273	ENSANAG00000036138	Aotus_nancymaae
ENSOCUP00000015086	ENSOCUG00000017567	Oryctolagus_cuniculus
ENSOPRP00000014465	ENSOPRG00000015845	Ochotona_princeps
ENSCHOP00000010147	ENSCHOG00000011476	Choloepus_hoffmanni
ENSDNOP00000012916	ENSDNOG00000016670	Dasypus_novemcinctus
ENSLAFP00000029171	ENSLAFG00000015418	Loxodonta_africana
ENSPCAP00000004274	ENSPCAG00000004575	Procavia_capensis
ENSVURP00010010955	ENSVURG00010008463	Vombatus_ursinus
ENSPCIP00000034996	ENSPCIG00000025889	Phascolarctos_cinereus
ENSMEUP00000000702	ENSMEUG00000000759	Notamacropus_eugenii
ENSSHAP00000004497	ENSSHAG00000003954	Sarcophilus_harrisii
ENSMODP00000016023	ENSMODG00000012808	Monodelphis_domestica
ENSAMXP00005048237	ENSAMXG00005022054	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000009043	ENSAMXG00000008799	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000004079	ENSPNAG00000010533	Pygocentrus_nattereri
ENSEEEP00000031807	ENSEEEG00000015189	Electrophorus_electricus
ENSIPUP00000025861	ENSIPUG00000017509	Ictalurus_punctatus
ENSDARP00000001346	ENSDARG00000001057	Danio_rerio
ENSDCDP00000028064	ENSDCDG00000020339	Denticeps_clupeoides
ENSCHAP00000056083	ENSCHAG00000025404	Clupea_harengus
ENSCGOP00000012317	ENSCGOG00000006046	Cottoperca_gobio
ENSGACP00000001368	ENSGACG00000001059	Gasterosteus_aculeatus
ENSACLP00000033117	ENSACLG00000022434	Astatotilapia_calliptera
ENSPNYP00000010314	ENSPNYG00000007839	Pundamilia_nyererei
ENSHBUP00000022570	ENSHBUG00000002896	Haplochromis_burtoni
ENSMZEP00005014681	ENSMZEG00005011046	Maylandia_zebra
ENSNBRP00000008478	ENSNBRG00000006639	Neolamprologus_brichardi
ENSONIP00000023841	ENSONIG00000018932	Oreochromis_niloticus
ENSACIP00000025223	ENSACIG00000019537	Amphilophus_citrinellus
ENSGWIP00000018343	ENSGWIG00000010156	Gouania_willdenowi
ENSAPEP00000020631	ENSAPEG00000014739	Amphiprion_percula
ENSAOCP00000030966	ENSAOCG00000001625	Amphiprion_ocellaris
ENSAPOP00000014975	ENSAPOG00000017917	Acanthochromis_polyacanthus
ENSSPAP00000017713	ENSSPAG00000013378	Stegastes_partitus
ENSORLP00000000305	ENSORLG00000000248	Oryzias_latipes_ASM223467v1
ENSORLP00015003719	ENSORLG00015004475	Oryzias_latipes_ASM223469v1
ENSORLP00020007422	ENSORLG00020008275	Oryzias_latipes_ASM223471v1
ENSOMEP00000013533	ENSOMEG00000015003	Oryzias_melastigma
ENSPRNP00000048042	ENSPRNG00000023030	Parambassis_ranga
ENSPFOP00000000390	ENSPFOG00000000406	Poecilia_formosa
ENSPLAP00000026026	ENSPLAG00000013506	Poecilia_latipinna
ENSPMEP00000023095	ENSPMEG00000004461	Poecilia_mexicana
ENSPREP00000006398	ENSPREG00000004437	Poecilia_reticulata
ENSXMAP00000001058	ENSXMAG00000001060	Xiphophorus_maculatus
ENSXCOP00000004669	ENSXCOG00000003684	Xiphophorus_couchianus
ENSGAFP00000032089	ENSGAFG00000021598	Gambusia_affinis
ENSFHEP00000004225	ENSFHEG00000005147	Fundulus_heteroclitus
ENSCVAP00000019828	ENSCVAG00000023275	Cyprinodon_variegatus
ENSKMAP00000028918	ENSKMAG00000021439	Kryptolebias_marmoratus
ENSMALP00000026133	ENSMALG00000018147	Monopterus_albus
ENSATEP00000008994	ENSATEG00000006316	Anabas_testudineus
ENSBSLP00000048166	ENSBSLG00000022910	Betta_splendens
ENSMAMP00000035563	ENSMAMG00000023910	Mastacembelus_armatus
ENSTRUP00000022534	ENSTRUG00000008963	Takifugu_rubripes
ENSTNIP00000017676	ENSTNIG00000014648	Tetraodon_nigroviridis
ENSMMOP00000028848	ENSMMOG00000021768	Mola_mola
ENSLCRP00005056703	ENSLCRG00005021089	Larimichthys_crocea
ENSSLDP00000029431	ENSSLDG00000022707	Seriola_lalandi_dorsalis
ENSSDUP00000012538	ENSSDUG00000009127	Seriola_dumerili
ENSLCAP00010038800	ENSLCAG00010018152	Lates_calcarifer
ENSSMAP00000000570	ENSSMAG00000000371	Scophthalmus_maximus
ENSCSEP00000003426	ENSCSEG00000002246	Cynoglossus_semilaevis
ENSHCOP00000004008	ENSHCOG00000005390	Hippocampus_comes
ENSPMGP00000004723	ENSPMGG00000004006	Periophthalmus_magnuspinnatus
ENSGMOP00000008625	ENSGMOG00000008061	Gadus_morhua
ENSHHUP00000012651	ENSHHUG00000007732	Hucho_hucho
ENSELUP00000014162	ENSELUG00000014214	Esox_lucius
ENSPKIP00000014058	ENSPKIG00000001265	Paramormyrops_kingsleyae
ENSSFOP00015025511	ENSSFOG00015016401	Scleropages_formosus
ENSLOCP00000015583	ENSLOCG00000012661	Lepisosteus_oculatus
ENSECRP00000000887	ENSECRG00000000599	Erpetoichthys_calabaricus
ENSGAGP00000024326	ENSGAGG00000017774	Gopherus_agassizii
ENSCABP00000013892	ENSCABG00000010370	Chelonoidis_abingdonii
ENSCPBP00000024433	ENSCPBG00000017439	Chrysemys_picta_bellii
ENSPSIP00000010358	ENSPSIG00000009405	Pelodiscus_sinensis
ENSPVIP00000013470	ENSPVIG00000010434	Pogona_vitticeps
ENSACAP00000002985	ENSACAG00000003079	Anolis_carolinensis
ENSNSUP00000022931	ENSNSUG00000016621	Notechis_scutatus
ENSSMRP00000005406	ENSSMRG00000004399	Salvator_merianae
ENSSMRP00000002778	ENSSMRG00000002369	Salvator_merianae
ENSSPUP00000009958	ENSSPUG00000007702	Sphenodon_punctatus
ENSCPRP00005016266	ENSCPRG00005011347	Crocodylus_porosus
ENSXETP00000037291	ENSXETG00000013007	Xenopus_tropicalis
ENSCMIP00000003421	ENSCMIG00000002054	Callorhinchus_milii
ENSCINP00000003332	ENSCING00000001646	Ciona_intestinalis
ENSCSAVP00000014805	ENSCSAVG00000008659	Ciona_savignyi
YBR247C_mRNA	YBR247C	Saccharomyces_cerevisiae_strain_S288C
