ENSPPAP00000032217	ENSPPAG00000038984	Pan_paniscus
ENSUPAP00010012573	ENSUPAG00010010198	Urocitellus_parryii
ENSSTOP00000004475	ENSSTOG00000004992	Ictidomys_tridecemlineatus
ENSMMMP00000026556	ENSMMMG00000023257	Marmota_marmota_marmota
ENSSDAP00000015600	ENSSDAG00000014059	Spermophilus_dauricus
ENSCCNP00000001449	ENSCCNG00000001602	Castor_canadensis
ENSDORP00000000161	ENSDORG00000000176	Dipodomys_ordii
ENSCGRP00001009546	ENSCGRG00001011635	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000022977	ENSCGRG00000016638	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015010821	ENSCGRG00015008293	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000010698	ENSMAUG00000011493	Mesocricetus_auratus
ENSMOCP00000004618	ENSMOCG00000003899	Microtus_ochrogaster
ENSPEMP00000002765	ENSPEMG00000003334	Peromyscus_maniculatus_bairdii
ENSMSIP00000007612	ENSMSIG00000006756	Mus_spicilegus
MGP_SPRETEiJ_P0041643	MGP_SPRETEiJ_G0021174	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000073371	ENSMUSG00000023022	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0039808	MGP_CAROLIEiJ_G0020279	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0043155	MGP_PahariEiJ_G0020282	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000072604	ENSRNOG00000059801	Rattus_norvegicus
ENSMUGP00000031931	ENSMUGG00000026545	Meriones_unguiculatus
ENSNGAP00000021875	ENSNGAG00000020939	Nannospalax_galili
ENSJJAP00000008956	ENSJJAG00000012969	Jaculus_jaculus
ENSOCUP00000011056	ENSOCUG00000012851	Oryctolagus_cuniculus
ENSOPRP00000003225	ENSOPRG00000003509	Ochotona_princeps
ENSPVAP00000006343	ENSPVAG00000006717	Pteropus_vampyrus
ENSMLUP00000004696	ENSMLUG00000005140	Myotis_lucifugus
ENSECAP00000022850	ENSECAG00000011991	Equus_caballus
ENSEASP00005005831	ENSEASG00005004304	Equus_asinus_asinus
ENSUAMP00000027583	ENSUAMG00000021327	Ursus_americanus
ENSUMAP00000011263	ENSUMAG00000008459	Ursus_maritimus
ENSAMEP00000001324	ENSAMEG00000001243	Ailuropoda_melanoleuca
ENSMPUP00000014144	ENSMPUG00000014253	Mustela_putorius_furo
ENSNVIP00000007261	ENSNVIG00000005697	Neovison_vison
ENSCAFP00020018187	ENSCAFG00020014537	Canis_lupus_dingo
ENSCAFP00000061035	ENSCAFG00000008230	Canis_lupus_familiaris
ENSVVUP00000034160	ENSVVUG00000024665	Vulpes_vulpes
ENSPTIP00000009506	ENSPTIG00000010537	Panthera_tigris_altaica
ENSPPRP00000017368	ENSPPRG00000009365	Panthera_pardus
ENSFCAP00000008779	ENSFCAG00000009465	Felis_catus
ENSOARP00000019144	ENSOARG00000017839	Ovis_aries
ENSCHIP00000032361	ENSCHIG00000026369	Capra_hircus
ENSBIXP00000038348	ENSBIXG00000022164	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000073230	ENSBTAG00000012342	Bos_taurus
ENSBIXP00005014299	ENSBIXG00005018314	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000019535	ENSBMUG00000014740	Bos_mutus
ENSBBBP00000014915	ENSBBBG00000022743	Bison_bison_bison
ENSTTRP00000000954	ENSTTRG00000001015	Tursiops_truncatus
ENSSSCP00000042877	ENSSSCG00000032269	Sus_scrofa_strain_reference
ENSVPAP00000009429	ENSVPAG00000010134	Vicugna_pacos
ENSEEUP00000004552	ENSEEUG00000004967	Erinaceus_europaeus
ENSSARP00000007240	ENSSARG00000007927	Sorex_araneus
ENSCHOP00000007012	ENSCHOG00000007913	Choloepus_hoffmanni
ENSDNOP00000021676	ENSDNOG00000031237	Dasypus_novemcinctus
ENSLAFP00000000543	ENSLAFG00000000645	Loxodonta_africana
ENSPCAP00000005765	ENSPCAG00000006159	Procavia_capensis
ENSETEP00000002668	ENSETEG00000003254	Echinops_telfairi
ENSVURP00010009012	ENSVURG00010006976	Vombatus_ursinus
ENSPCIP00000012202	ENSPCIG00000009715	Phascolarctos_cinereus
ENSSHAP00000008445	ENSSHAG00000007318	Sarcophilus_harrisii
ENSMODP00000057834	ENSMODG00000040534	Monodelphis_domestica
ENSOANP00000029686	ENSOANG00000030565	Ornithorhynchus_anatinus
ENSPVIP00000019538	ENSPVIG00000014904	Pogona_vitticeps
ENSACAP00000016850	ENSACAG00000017099	Anolis_carolinensis
ENSNSUP00000001576	ENSNSUG00000001337	Notechis_scutatus
ENSSMRP00000015978	ENSSMRG00000012429	Salvator_merianae
ENSSPUP00000021573	ENSSPUG00000016565	Sphenodon_punctatus
ENSGALP00000073557	ENSGALG00000034742	Gallus_gallus
ENSCJPP00005025172	ENSCJPG00005019779	Coturnix_japonica
ENSMGAP00000011005	ENSMGAG00000010583	Meleagris_gallopavo
ENSAPLP00000032562	ENSAPLG00000006766	Anas_platyrhynchos_platyrhynchos
ENSLSDP00000022704	ENSLSDG00000016037	Lonchura_striata_domestica
ENSTGUP00000003626	ENSTGUG00000003510	Taeniopygia_guttata
ENSSCAP00000010974	ENSSCAG00000008268	Serinus_canaria
ENSJHYP00000021213	ENSJHYG00000016055	Junco_hyemalis
ENSZALP00000022750	ENSZALG00000017642	Zonotrichia_albicollis
ENSCCEP00000024980	ENSCCEG00000022116	Cyanistes_caeruleus
ENSFALP00000002199	ENSFALG00000002118	Ficedula_albicollis
ENSMUNP00000021571	ENSMUNG00000016273	Melopsittacus_undulatus
ENSCPUP00000007605	ENSCPUG00000005490	Calidris_pugnax
ENSAHAP00000003763	ENSAHAG00000002966	Apteryx_haastii
ENSARWP00000019156	ENSARWG00000013139	Apteryx_rowi
ENSCPRP00005005014	ENSCPRG00005003602	Crocodylus_porosus
ENSCABP00000014948	ENSCABG00000011163	Chelonoidis_abingdonii
ENSGAGP00000008818	ENSGAGG00000006981	Gopherus_agassizii
ENSPSIP00000017775	ENSPSIG00000015768	Pelodiscus_sinensis
ENSABRP00000025305	ENSABRG00000021217	Anser_brachyrhynchus
ENSNMEP00000016289	ENSNMEG00000014393	Numida_meleagris
ENSPMJP00000017637	ENSPMJG00000013254	Parus_major
ENSLCOP00000007551	ENSLCOG00000005557	Lepidothrix_coronata
ENSCPGP00000025511	ENSCPGG00000017595	Calidris_pygmaea
ENSAOWP00000002305	ENSAOWG00000001658	Apteryx_owenii
ENSNPEP00000014358	ENSNPEG00000010752	Nothoprocta_perdicaria
ENSDNVP00000005923	ENSDNVG00000004238	Dromaius_novaehollandiae
ENSMVIP00005010470	ENSMVIG00005007689	Manacus_vitellinus
ENSCPBP00000027404	ENSCPBG00000019395	Chrysemys_picta_bellii
ENSCPBP00000027400	ENSCPBG00000019392	Chrysemys_picta_bellii
ENSCPBP00000036155	ENSCPBG00000025134	Chrysemys_picta_bellii
ENSNMEP00000016290	ENSNMEG00000014394	Numida_meleagris
ENSCPGP00000025515	ENSCPGG00000017601	Calidris_pygmaea
ENSABRP00000025312	ENSABRG00000021232	Anser_brachyrhynchus
ENSMVIP00005001860	ENSMVIG00005001453	Manacus_vitellinus
ENSLCOP00000003968	ENSLCOG00000003006	Lepidothrix_coronata
ENSPMJP00000017636	ENSPMJG00000013253	Parus_major
ENSDNVP00000005932	ENSDNVG00000004246	Dromaius_novaehollandiae
ENSNPEP00000014356	ENSNPEG00000010751	Nothoprocta_perdicaria
ENSAOWP00000002293	ENSAOWG00000001655	Apteryx_owenii
ENSOANP00000013808	ENSOANG00000008669	Ornithorhynchus_anatinus
ENSXETP00000038407	ENSXETG00000016863	Xenopus_tropicalis
ENSLACP00000009628	ENSLACG00000008490	Latimeria_chalumnae
ENSECRP00000009575	ENSECRG00000006422	Erpetoichthys_calabaricus
ENSNSUP00000028925	ENSNSUG00000020538	Notechis_scutatus
ENSNSUP00000028786	ENSNSUG00000020466	Notechis_scutatus
ENSXETP00000048533	ENSXETG00000020789	Xenopus_tropicalis
ENSCHAP00000002265	ENSCHAG00000001566	Clupea_harengus
ENSIPUP00000023477	ENSIPUG00000015890	Ictalurus_punctatus
ENSLBEP00000012769	ENSLBEG00000009813	Labrus_bergylta
ENSCGOP00000043744	ENSCGOG00000019686	Cottoperca_gobio
ENSMMOP00000005741	ENSMMOG00000004520	Mola_mola
ENSORLP00015018340	ENSORLG00015019373	Oryzias_latipes_ASM223469v1
ENSORLP00000041152	ENSORLG00000026955	Oryzias_latipes_ASM223467v1
ENSORLP00020019786	ENSORLG00020020774	Oryzias_latipes_ASM223471v1
ENSGWIP00000002139	ENSGWIG00000001175	Gouania_willdenowi
ENSAPOP00000019837	ENSAPOG00000023319	Acanthochromis_polyacanthus
ENSSDUP00000012297	ENSSDUG00000008966	Seriola_dumerili
ENSHHUP00000034694	ENSHHUG00000021825	Hucho_hucho
ENSEBUP00000021707	ENSEBUG00000013391	Eptatretus_burgeri
ENSPNAP00000023280	ENSPNAG00000000479	Pygocentrus_nattereri
ENSAMXP00005049091	ENSAMXG00005022398	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSEEEP00000032685	ENSEEEG00000015580	Electrophorus_electricus
ENSIPUP00000003304	ENSIPUG00000002363	Ictalurus_punctatus
ENSDCDP00000060060	ENSDCDG00000034538	Denticeps_clupeoides
ENSHHUP00000017052	ENSHHUG00000010623	Hucho_hucho
ENSHHUP00000056602	ENSHHUG00000033781	Hucho_hucho
ENSELUP00000021264	ENSELUG00000020379	Esox_lucius
ENSMALP00000025936	ENSMALG00000018031	Monopterus_albus
ENSGWIP00000045266	ENSGWIG00000022432	Gouania_willdenowi
ENSSMAP00000006245	ENSSMAG00000003855	Scophthalmus_maximus
ENSPKIP00000021425	ENSPKIG00000005837	Paramormyrops_kingsleyae
ENSSFOP00015025980	ENSSFOG00015016703	Scleropages_formosus
ENSPLAP00000020670	ENSPLAG00000003756	Poecilia_latipinna
ENSPMEP00000011425	ENSPMEG00000013514	Poecilia_mexicana
ENSXCOP00000020906	ENSXCOG00000015652	Xiphophorus_couchianus
ENSAOCP00000002609	ENSAOCG00000005745	Amphiprion_ocellaris
ENSMAMP00000006289	ENSMAMG00000004275	Mastacembelus_armatus
ENSSLDP00000011133	ENSSLDG00000008859	Seriola_lalandi_dorsalis
ENSIPUP00000033571	ENSIPUG00000022571	Ictalurus_punctatus
ENSSFOP00015025966	ENSSFOG00015016697	Scleropages_formosus
ENSPREP00000030160	ENSPREG00000020431	Poecilia_reticulata
ENSPFOP00000019709	ENSPFOG00000019587	Poecilia_formosa
ENSXMAP00000009552	ENSXMAG00000009536	Xiphophorus_maculatus
ENSGAFP00000017573	ENSGAFG00000011889	Gambusia_affinis
ENSCVAP00000008686	ENSCVAG00000010527	Cyprinodon_variegatus
ENSFHEP00000009708	ENSFHEG00000010966	Fundulus_heteroclitus
ENSORLP00015020043	ENSORLG00015021141	Oryzias_latipes_ASM223469v1
ENSORLP00020005223	ENSORLG00020006012	Oryzias_latipes_ASM223471v1
ENSORLP00000033289	ENSORLG00000016655	Oryzias_latipes_ASM223467v1
ENSOMEP00000012697	ENSOMEG00000014102	Oryzias_melastigma
ENSACIP00000006099	ENSACIG00000004791	Amphilophus_citrinellus
ENSACIP00000006110	ENSACIG00000004806	Amphilophus_citrinellus
ENSMZEP00005035717	ENSMZEG00005026681	Maylandia_zebra
ENSACLP00000023105	ENSACLG00000015680	Astatotilapia_calliptera
ENSHBUP00000026559	ENSHBUG00000009288	Haplochromis_burtoni
ENSONIP00000020860	ENSONIG00000016565	Oreochromis_niloticus
ENSLCAP00010050146	ENSLCAG00010023402	Lates_calcarifer
ENSTNIP00000005483	ENSTNIG00000002916	Tetraodon_nigroviridis
ENSTRUP00000002161	ENSTRUG00000000912	Takifugu_rubripes
ENSLCAP00010048288	ENSLCAG00010022452	Lates_calcarifer
ENSLCAP00010000792	ENSLCAG00010000488	Lates_calcarifer
ENSCGOP00000026804	ENSCGOG00000012615	Cottoperca_gobio
ENSAOCP00000021904	ENSAOCG00000006996	Amphiprion_ocellaris
ENSAPOP00000008648	ENSAPOG00000010826	Acanthochromis_polyacanthus
ENSPMEP00000023553	ENSPMEG00000005228	Poecilia_mexicana
ENSPLAP00000030156	ENSPLAG00000020986	Poecilia_latipinna
ENSCVAP00000008668	ENSCVAG00000010525	Cyprinodon_variegatus
ENSNBRP00000031594	ENSNBRG00000024010	Neolamprologus_brichardi
ENSCGOP00000026811	ENSCGOG00000012618	Cottoperca_gobio
ENSMMOP00000014062	ENSMMOG00000010765	Mola_mola
ENSGWIP00000009831	ENSGWIG00000005831	Gouania_willdenowi
ENSSDUP00000008101	ENSSDUG00000005937	Seriola_dumerili
ENSSLDP00000003792	ENSSLDG00000003024	Seriola_lalandi_dorsalis
ENSLCAP00010006650	ENSLCAG00010003262	Lates_calcarifer
ENSSMAP00000029780	ENSSMAG00000018231	Scophthalmus_maximus
ENSMAMP00000009495	ENSMAMG00000006398	Mastacembelus_armatus
ENSAPEP00000022372	ENSAPEG00000015952	Amphiprion_percula
ENSAPOP00000026748	ENSAPOG00000010800	Acanthochromis_polyacanthus
ENSSPAP00000006340	ENSSPAG00000004879	Stegastes_partitus
ENSPRNP00000019941	ENSPRNG00000010463	Parambassis_ranga
ENSLCRP00005024695	ENSLCRG00005009922	Larimichthys_crocea
ENSGACP00000014130	ENSGACG00000010685	Gasterosteus_aculeatus
ENSLBEP00000003186	ENSLBEG00000002495	Labrus_bergylta
ENSCSEP00000014390	ENSCSEG00000009263	Cynoglossus_semilaevis
ENSATEP00000035894	ENSATEG00000024671	Anabas_testudineus
ENSBSLP00000017997	ENSBSLG00000009446	Betta_splendens
ENSMALP00000004885	ENSMALG00000003534	Monopterus_albus
ENSGMOP00000017639	ENSGMOG00000016425	Gadus_morhua
ENSHHUP00000003769	ENSHHUG00000002367	Hucho_hucho
ENSHHUP00000067088	ENSHHUG00000039560	Hucho_hucho
ENSELUP00000030118	ENSELUG00000007219	Esox_lucius
ENSCHAP00000060699	ENSCHAG00000027133	Clupea_harengus
ENSDCDP00000008315	ENSDCDG00000004252	Denticeps_clupeoides
ENSAMXP00000004999	ENSAMXG00000004876	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005034825	ENSAMXG00005016768	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000033277	ENSPNAG00000021800	Pygocentrus_nattereri
ENSEEEP00000043203	ENSEEEG00000020401	Electrophorus_electricus
ENSDARP00000132530	ENSDARG00000101441	Danio_rerio
ENSSFOP00015012002	ENSSFOG00015007763	Scleropages_formosus
ENSPKIP00000016544	ENSPKIG00000002812	Paramormyrops_kingsleyae
ENSPMEP00000010130	ENSPMEG00000012067	Poecilia_mexicana
ENSPMEP00000015167	ENSPMEG00000017673	Poecilia_mexicana
ENSPLAP00000007794	ENSPLAG00000010204	Poecilia_latipinna
ENSPREP00000021963	ENSPREG00000014832	Poecilia_reticulata
ENSXCOP00000024933	ENSXCOG00000018616	Xiphophorus_couchianus
ENSPMEP00000032311	ENSPMEG00000020061	Poecilia_mexicana
ENSNBRP00000012857	ENSNBRG00000010004	Neolamprologus_brichardi
ENSHBUP00000021330	ENSHBUG00000023674	Haplochromis_burtoni
ENSACIP00000002398	ENSACIG00000001949	Amphilophus_citrinellus
ENSLCAP00010045070	ENSLCAG00010020948	Lates_calcarifer
ENSPNYP00000029823	ENSPNYG00000022485	Pundamilia_nyererei
ENSPMGP00000006735	ENSPMGG00000005639	Periophthalmus_magnuspinnatus
ENSPMGP00000027644	ENSPMGG00000022304	Periophthalmus_magnuspinnatus
ENSMMOP00000029011	ENSMMOG00000021891	Mola_mola
ENSFHEP00000025968	ENSFHEG00000008503	Fundulus_heteroclitus
ENSCHAP00000035846	ENSCHAG00000016927	Clupea_harengus
ENSEBUP00000021964	ENSEBUG00000013557	Eptatretus_burgeri
ENSLOCP00000004194	ENSLOCG00000003551	Lepisosteus_oculatus
