ENSVURP00010027186	ENSVURG00010020813	Vombatus_ursinus	ENSVURT00010030960
ENSPCIP00000047565	ENSPCIG00000034123	Phascolarctos_cinereus	ENSPCIT00000060637
ENSMEUP00000007611	ENSMEUG00000008323	Notamacropus_eugenii	ENSMEUT00000008347
ENSSHAP00000014516	ENSSHAG00000012392	Sarcophilus_harrisii	ENSSHAT00000014638
ENSMODP00000024524	ENSMODG00000019659	Monodelphis_domestica	ENSMODT00000024960
ENSCHIP00000013939	ENSCHIG00000015161	Capra_hircus
ENSDORP00000007964	ENSDORG00000008484	Dipodomys_ordii
ENSCGRP00015004286	ENSCGRG00015003377	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001018456	ENSCGRG00001018204	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000001962	ENSCGRG00000001463	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000022284	ENSMAUG00000019768	Mesocricetus_auratus
ENSMOCP00000022122	ENSMOCG00000019258	Microtus_ochrogaster
ENSPEMP00000031973	ENSPEMG00000026308	Peromyscus_maniculatus_bairdii
ENSMSIP00000005807	ENSMSIG00000005229	Mus_spicilegus
ENSMUSP00000041307	ENSMUSG00000042743	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0037040	MGP_SPRETEiJ_G0019737	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0035363	MGP_CAROLIEiJ_G0018858	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0027026	MGP_PahariEiJ_G0015930	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000016129	ENSRNOG00000011937	Rattus_norvegicus
ENSMUGP00000014785	ENSMUGG00000012779	Meriones_unguiculatus
ENSJJAP00000000299	ENSJJAG00000000277	Jaculus_jaculus
ENSOPRP00000007091	ENSOPRG00000007750	Ochotona_princeps
ENSTBEP00000006176	ENSTBEG00000007148	Tupaia_belangeri
ENSPPAP00000034122	ENSPPAG00000039910	Pan_paniscus
ENSPTRP00000044589	ENSPTRG00000022683	Pan_troglodytes
ENSGGOP00000022915	ENSGGOG00000023754	Gorilla_gorilla
ENSP00000370395	ENSG00000197860	Homo_sapiens
ENSPPYP00000017332	ENSPPYG00000015512	Pongo_abelii
ENSNLEP00000043251	ENSNLEG00000003608	Nomascus_leucogenys
ENSRBIP00000020048	ENSRBIG00000034002	Rhinopithecus_bieti
ENSRROP00000021157	ENSRROG00000034507	Rhinopithecus_roxellana
ENSCANP00000001171	ENSCANG00000004208	Colobus_angolensis_palliatus
ENSPTEP00000012371	ENSPTEG00000013886	Piliocolobus_tephrosceles
ENSMNEP00000044219	ENSMNEG00000044712	Macaca_nemestrina
ENSMMUP00000021710	ENSMMUG00000016521	Macaca_mulatta
ENSMFAP00000024405	ENSMFAG00000043797	Macaca_fascicularis
ENSTGEP00000020702	ENSTGEG00000016663	Theropithecus_gelada
ENSPANP00000038323	ENSPANG00000018405	Papio_anubis
ENSMLEP00000015808	ENSMLEG00000032069	Mandrillus_leucophaeus
ENSCATP00000026752	ENSCATG00000036776	Cercocebus_atys
ENSCSAP00000012012	ENSCSAG00000015931	Chlorocebus_sabaeus
ENSCCAP00000035835	ENSCCAG00000035826	Cebus_capucinus_imitator
ENSCJAP00000029204	ENSCJAG00000015847	Callithrix_jacchus
ENSSBOP00000035593	ENSSBOG00000033955	Saimiri_boliviensis_boliviensis
ENSANAP00000009344	ENSANAG00000022661	Aotus_nancymaae
ENSTSYP00000004203	ENSTSYG00000004586	Carlito_syrichta
ENSMICP00000048307	ENSMICG00000047150	Microcebus_murinus
ENSPSMP00000007902	ENSPSMG00000005863	Prolemur_simus
ENSPCOP00000006691	ENSPCOG00000014532	Propithecus_coquereli
ENSOGAP00000009656	ENSOGAG00000010790	Otolemur_garnettii
ENSDNOP00000027247	ENSDNOG00000037222	Dasypus_novemcinctus
ENSCHOP00000007850	ENSCHOG00000008866	Choloepus_hoffmanni
ENSLAFP00000008653	ENSLAFG00000010332	Loxodonta_africana
ENSPCAP00000005340	ENSPCAG00000005756	Procavia_capensis
ENSOANP00000018954	ENSOANG00000011964	Ornithorhynchus_anatinus
ENSOANP00000029231	ENSOANG00000028524	Ornithorhynchus_anatinus
ENSCPGP00000012955	ENSCPGG00000009192	Calidris_pygmaea
ENSCPUP00000021903	ENSCPUG00000014887	Calidris_pugnax
ENSTGUP00000002952	ENSTGUG00000002864	Taeniopygia_guttata
ENSLSDP00000024689	ENSLSDG00000017313	Lonchura_striata_domestica
ENSSCAP00000015797	ENSSCAG00000011565	Serinus_canaria
ENSZALP00000016519	ENSZALG00000013410	Zonotrichia_albicollis
ENSPMJP00000021681	ENSPMJG00000016111	Parus_major
ENSCCEP00000019209	ENSCCEG00000017464	Cyanistes_caeruleus
ENSFALP00000010208	ENSFALG00000009774	Ficedula_albicollis
ENSMVIP00005022595	ENSMVIG00005015855	Manacus_vitellinus
ENSLCOP00000011703	ENSLCOG00000008500	Lepidothrix_coronata
ENSMUNP00000017350	ENSMUNG00000013330	Melopsittacus_undulatus
ENSGALP00000023773	ENSGALG00000014768	Gallus_gallus
ENSMGAP00000004317	ENSMGAG00000004490	Meleagris_gallopavo
ENSCJPP00005012627	ENSCJPG00005010731	Coturnix_japonica
ENSNMEP00000007641	ENSNMEG00000007585	Numida_meleagris
ENSABRP00000027638	ENSABRG00000023012	Anser_brachyrhynchus
ENSAPLP00000016972	ENSAPLG00000029083	Anas_platyrhynchos_platyrhynchos
ENSAHAP00000016085	ENSAHAG00000011476	Apteryx_haastii
ENSAOWP00000018704	ENSAOWG00000012724	Apteryx_owenii
ENSARWP00000016127	ENSARWG00000011127	Apteryx_rowi
ENSNPEP00000021695	ENSNPEG00000016092	Nothoprocta_perdicaria
ENSDNVP00000022443	ENSDNVG00000015624	Dromaius_novaehollandiae
ENSCPRP00005024818	ENSCPRG00005017232	Crocodylus_porosus
ENSCABP00000025471	ENSCABG00000018736	Chelonoidis_abingdonii
ENSGAGP00000022489	ENSGAGG00000016494	Gopherus_agassizii
ENSCPBP00000038922	ENSCPBG00000026852	Chrysemys_picta_bellii
ENSPSIP00000012221	ENSPSIG00000010947	Pelodiscus_sinensis
ENSACAP00000015626	ENSACAG00000015873	Anolis_carolinensis
ENSPVIP00000014988	ENSPVIG00000011543	Pogona_vitticeps
ENSNSUP00000004377	ENSNSUG00000003492	Notechis_scutatus
ENSSMRP00000000107	ENSSMRG00000000115	Salvator_merianae
ENSSPUP00000021480	ENSSPUG00000016506	Sphenodon_punctatus
ENSXETP00000042909	ENSXETG00000010511	Xenopus_tropicalis
ENSLACP00000016453	ENSLACG00000014497	Latimeria_chalumnae
ENSEEEP00000023368	ENSEEEG00000011322	Electrophorus_electricus
ENSIPUP00000028974	ENSIPUG00000019589	Ictalurus_punctatus
ENSAMXP00000034582	ENSAMXG00000033796	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005010697	ENSAMXG00005005942	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000003492	ENSPNAG00000009953	Pygocentrus_nattereri
ENSDARP00000013325	ENSDARG00000016769	Danio_rerio
ENSDCDP00000039490	ENSDCDG00000026236	Denticeps_clupeoides
ENSTNIP00000016455	ENSTNIG00000013460	Tetraodon_nigroviridis
ENSTRUP00000011736	ENSTRUG00000004914	Takifugu_rubripes
ENSLBEP00000029782	ENSLBEG00000022513	Labrus_bergylta
ENSGACP00000020956	ENSGACG00000015874	Gasterosteus_aculeatus
ENSORLP00020028843	ENSORLG00020012539	Oryzias_latipes_ASM223471v1
ENSORLP00000003525	ENSORLG00000002822	Oryzias_latipes_ASM223467v1
ENSORLP00015019059	ENSORLG00015020143	Oryzias_latipes_ASM223469v1
ENSOMEP00000013961	ENSOMEG00000015444	Oryzias_melastigma
ENSGWIP00000032860	ENSGWIG00000016896	Gouania_willdenowi
ENSBSLP00000041805	ENSBSLG00000020192	Betta_splendens
ENSCSEP00000021663	ENSCSEG00000013826	Cynoglossus_semilaevis
ENSSDUP00000014059	ENSSDUG00000010220	Seriola_dumerili
ENSSDUP00000014091	ENSSDUG00000010248	Seriola_dumerili
ENSSLDP00000021004	ENSSLDG00000016416	Seriola_lalandi_dorsalis
ENSLCAP00010012627	ENSLCAG00010005984	Lates_calcarifer
ENSMAMP00000003642	ENSMAMG00000002490	Mastacembelus_armatus
ENSCGOP00000049402	ENSCGOG00000022013	Cottoperca_gobio
ENSLCRP00005039724	ENSLCRG00005015344	Larimichthys_crocea
ENSMALP00000024137	ENSMALG00000016818	Monopterus_albus
ENSMMOP00000009622	ENSMMOG00000007457	Mola_mola
ENSSMAP00000019448	ENSSMAG00000011927	Scophthalmus_maximus
ENSATEP00000013842	ENSATEG00000009629	Anabas_testudineus
ENSAPEP00000002725	ENSAPEG00000001969	Amphiprion_percula
ENSAOCP00000019032	ENSAOCG00000024260	Amphiprion_ocellaris
ENSAPOP00000034612	ENSAPOG00000024028	Acanthochromis_polyacanthus
ENSSPAP00000029702	ENSSPAG00000022347	Stegastes_partitus
ENSPRNP00000002378	ENSPRNG00000001440	Parambassis_ranga
ENSCVAP00000001361	ENSCVAG00000002349	Cyprinodon_variegatus
ENSFHEP00000018822	ENSFHEG00000020787	Fundulus_heteroclitus
ENSPFOP00000002903	ENSPFOG00000002872	Poecilia_formosa
ENSPMEP00000005110	ENSPMEG00000006476	Poecilia_mexicana
ENSPLAP00000011168	ENSPLAG00000014245	Poecilia_latipinna
ENSPREP00000029751	ENSPREG00000020144	Poecilia_reticulata
ENSXMAP00000022291	ENSXMAG00000026160	Xiphophorus_maculatus
ENSXMAP00000035519	ENSXMAG00000028476	Xiphophorus_maculatus
ENSXCOP00000020292	ENSXCOG00000015217	Xiphophorus_couchianus
ENSGAFP00000002255	ENSGAFG00000001544	Gambusia_affinis
ENSKMAP00000023398	ENSKMAG00000017364	Kryptolebias_marmoratus
ENSACLP00000039857	ENSACLG00000026866	Astatotilapia_calliptera
ENSPNYP00000000850	ENSPNYG00000000689	Pundamilia_nyererei
ENSNBRP00000013536	ENSNBRG00000010480	Neolamprologus_brichardi
ENSMZEP00005007242	ENSMZEG00005005575	Maylandia_zebra
ENSHBUP00000005895	ENSHBUG00000007279	Haplochromis_burtoni
ENSONIP00000013968	ENSONIG00000011096	Oreochromis_niloticus
ENSACIP00000005479	ENSACIG00000004323	Amphilophus_citrinellus
ENSPMGP00000020762	ENSPMGG00000016821	Periophthalmus_magnuspinnatus
ENSHCOP00000013651	ENSHCOG00000016862	Hippocampus_comes
ENSGMOP00000019179	ENSGMOG00000017840	Gadus_morhua
ENSHHUP00000024531	ENSHHUG00000015398	Hucho_hucho
ENSHHUP00000037505	ENSHHUG00000023480	Hucho_hucho
ENSELUP00000031034	ENSELUG00000008489	Esox_lucius
ENSSFOP00015007945	ENSSFOG00015005180	Scleropages_formosus
ENSPKIP00000011114	ENSPKIG00000025548	Paramormyrops_kingsleyae
ENSLOCP00000012948	ENSLOCG00000010567	Lepisosteus_oculatus
ENSECRP00000014011	ENSECRG00000009343	Erpetoichthys_calabaricus
ENSEBUP00000008171	ENSEBUG00000005314	Eptatretus_burgeri
