ENSBIXP00000019885	ENSBIXG00000004618	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSSMRP00000004883	ENSSMRG00000004007	Salvator_merianae	ENSSMRT00000005756
ENSNVIP00000028394	ENSNVIG00000021913	Neovison_vison
ENSCGRP00001017966	ENSCGRG00001017845	Cricetulus_griseus_CHOK1GS_HDv1
ENSSSCP00000002198	ENSSSCG00000002011	Sus_scrofa_strain_reference
ENSPCIP00000013723	ENSPCIG00000010773	Phascolarctos_cinereus
ENSRNOP00000024978	ENSRNOG00000018399	Rattus_norvegicus
ENSEASP00005017210	ENSEASG00005011919	Equus_asinus_asinus
ENSPANP00000040442	ENSPANG00000015718	Papio_anubis
ENSNLEP00000018433	ENSNLEG00000015169	Nomascus_leucogenys
ENSNSUP00000023423	ENSNSUG00000016950	Notechis_scutatus	ENSNSUT00000024912
ENSPCAP00000013992	ENSPCAG00000014960	Procavia_capensis
ENSBIXP00005024415	ENSBIXG00005027008	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSJJAP00000013994	ENSJJAG00000016560	Jaculus_jaculus
ENSCJAP00000013726	ENSCJAG00000007314	Callithrix_jacchus
ENSODEP00000003642	ENSODEG00000002787	Octodon_degus
ENSHGLP00000005543	ENSHGLG00000004060	Heterocephalus_glaber_HetGla_female_1.0
ENSBTAP00000002436	ENSBTAG00000001870	Bos_taurus
ENSPEMP00000010256	ENSPEMG00000011274	Peromyscus_maniculatus_bairdii
ENSMOCP00000025392	ENSMOCG00000021526	Microtus_ochrogaster
ENSCCNP00000033154	ENSCCNG00000031392	Castor_canadensis
ENSCHOP00000011787	ENSCHOG00000013312	Choloepus_hoffmanni
ENSPVAP00000007269	ENSPVAG00000007697	Pteropus_vampyrus
ENSPCOP00000006820	ENSPCOG00000014600	Propithecus_coquereli
ENSOCUP00000006181	ENSOCUG00000007153	Oryctolagus_cuniculus
ENSMMMP00000014350	ENSMMMG00000012724	Marmota_marmota_marmota
ENSMUGP00000009382	ENSMUGG00000008301	Meriones_unguiculatus
ENSFCAP00000041501	ENSFCAG00000005579	Felis_catus
ENSCHIP00000033235	ENSCHIG00000026875	Capra_hircus
MGP_PahariEiJ_P0084900	MGP_PahariEiJ_G0030310	Mus_pahari_strain_PAHARI_EIJ
ENSMFAP00000027794	ENSMFAG00000045189	Macaca_fascicularis
ENSMODP00000041658	ENSMODG00000003641	Monodelphis_domestica
ENSMSIP00000017060	ENSMSIG00000014556	Mus_spicilegus
ENSCAPP00000013884	ENSCAPG00000014386	Cavia_aperea
ENSCANP00000003728	ENSCANG00000012202	Colobus_angolensis_palliatus
ENSBBBP00000014340	ENSBBBG00000005835	Bison_bison_bison
ENSOGAP00000021199	ENSOGAG00000024096	Otolemur_garnettii
ENSAMEP00000017475	ENSAMEG00000016531	Ailuropoda_melanoleuca
ENSMUSP00000073847	ENSMUSG00000022212	Mus_musculus_strain_reference_(CL57BL6)
ENSANAP00000022263	ENSANAG00000028896	Aotus_nancymaae
ENSUPAP00010012374	ENSUPAG00010009996	Urocitellus_parryii
ENSPTIP00000023598	ENSPTIG00000019986	Panthera_tigris_altaica
ENSMPUP00000006196	ENSMPUG00000006249	Mustela_putorius_furo
ENSUMAP00000031355	ENSUMAG00000022661	Ursus_maritimus
ENSMMUP00000046213	ENSMMUG00000007360	Macaca_mulatta
ENSPPAP00000035716	ENSPPAG00000040596	Pan_paniscus
ENSECAP00000028691	ENSECAG00000016307	Equus_caballus
ENSPPYP00000006455	ENSPPYG00000005677	Pongo_abelii
ENSETEP00000003180	ENSETEG00000003873	Echinops_telfairi
ENSCAFP00020005763	ENSCAFG00020004662	Canis_lupus_dingo
ENSDNOP00000027642	ENSDNOG00000037616	Dasypus_novemcinctus
ENSMLEP00000008004	ENSMLEG00000028017	Mandrillus_leucophaeus
ENSGGOP00000015579	ENSGGOG00000015970	Gorilla_gorilla
ENSMLUP00000008758	ENSMLUG00000009613	Myotis_lucifugus
ENSPPRP00000017317	ENSPPRG00000009332	Panthera_pardus
ENSCAFP00000017373	ENSCAFG00000011767	Canis_lupus_familiaris
ENSVVUP00000040923	ENSVVUG00000029129	Vulpes_vulpes
ENSVVUP00000040924	ENSVVUG00000029130	Vulpes_vulpes
ENSVVUP00000040925	ENSVVUG00000029131	Vulpes_vulpes
ENSCLAP00000015684	ENSCLAG00000010776	Chinchilla_lanigera
ENSSARP00000009482	ENSSARG00000010467	Sorex_araneus
ENSDORP00000011196	ENSDORG00000011910	Dipodomys_ordii
ENSOPRP00000000228	ENSOPRG00000000253	Ochotona_princeps
ENSNGAP00000012536	ENSNGAG00000014368	Nannospalax_galili
ENSPSMP00000023084	ENSPSMG00000016329	Prolemur_simus
ENSCPBP00000037286	ENSCPBG00000025853	Chrysemys_picta_bellii
ENSTSYP00000006373	ENSTSYG00000006966	Carlito_syrichta
ENSSDAP00000024800	ENSSDAG00000022528	Spermophilus_dauricus
ENSNSUP00000023422	ENSNSUG00000016949	Notechis_scutatus
ENSMAUP00000023096	ENSMAUG00000020335	Mesocricetus_auratus
ENSSTOP00000019825	ENSSTOG00000028109	Ictidomys_tridecemlineatus
ENSSBOP00000001922	ENSSBOG00000007926	Saimiri_boliviensis_boliviensis
ENSCGRP00015024272	ENSCGRG00015018424	Cricetulus_griseus_CriGri-PICR
ENSCATP00000036133	ENSCATG00000040872	Cercocebus_atys
ENSRBIP00000028824	ENSRBIG00000038297	Rhinopithecus_bieti
ENSVURP00010029654	ENSVURG00010022670	Vombatus_ursinus
ENSFDAP00000004183	ENSFDAG00000013488	Fukomys_damarensis
ENSSHAP00000019532	ENSSHAG00000016587	Sarcophilus_harrisii
ENSOARP00000020677	ENSOARG00000019247	Ovis_aries
ENSMICP00000034665	ENSMICG00000037765	Microcebus_murinus
ENSCCAP00000012048	ENSCCAG00000023698	Cebus_capucinus_imitator
