ENSDCDP00000012645	ENSDCDG00000007763	Denticeps_clupeoides
ENSACLP00000009198	ENSACLG00000006281	Astatotilapia_calliptera
ENSNBRP00000020743	ENSNBRG00000015940	Neolamprologus_brichardi
ENSONIP00000016078	ENSONIG00000012772	Oreochromis_niloticus
ENSACIP00000015267	ENSACIG00000011858	Amphilophus_citrinellus
ENSCGOP00000046727	ENSCGOG00000021000	Cottoperca_gobio
ENSGACP00000026749	ENSGACG00000020244	Gasterosteus_aculeatus
ENSLBEP00000021517	ENSLBEG00000016539	Labrus_bergylta
ENSMMOP00000006906	ENSMMOG00000005370	Mola_mola
ENSSDUP00000023804	ENSSDUG00000017305	Seriola_dumerili
ENSSLDP00000025051	ENSSLDG00000019511	Seriola_lalandi_dorsalis
ENSLCAP00010040175	ENSLCAG00010018778	Lates_calcarifer
ENSMALP00000018834	ENSMALG00000013124	Monopterus_albus
ENSMALP00000019166	ENSMALG00000013391	Monopterus_albus
ENSMAMP00000009623	ENSMAMG00000006489	Mastacembelus_armatus
ENSATEP00000007935	ENSATEG00000005555	Anabas_testudineus
ENSBSLP00000040551	ENSBSLG00000019660	Betta_splendens
ENSSMAP00000000534	ENSSMAG00000000344	Scophthalmus_maximus
ENSLCRP00005043284	ENSLCRG00005016611	Larimichthys_crocea
ENSHCOP00000027888	ENSHCOG00000020083	Hippocampus_comes
ENSGMOP00000014944	ENSGMOG00000013995	Gadus_morhua
ENSSFOP00015000036	ENSSFOG00015000057	Scleropages_formosus
ENSPKIP00000039004	ENSPKIG00000016556	Paramormyrops_kingsleyae
ENSLOCP00000003696	ENSLOCG00000003139	Lepisosteus_oculatus
ENSLACP00000019799	ENSLACG00000017408	Latimeria_chalumnae
ENSPVIP00000028424	ENSPVIG00000021060	Pogona_vitticeps
ENSACAP00000009187	ENSACAG00000009391	Anolis_carolinensis
ENSNSUP00000010553	ENSNSUG00000008012	Notechis_scutatus
ENSSMRP00000019193	ENSSMRG00000014952	Salvator_merianae
ENSCJPP00005022250	ENSCJPG00005017771	Coturnix_japonica
ENSMGAP00000018830	ENSMGAG00000016711	Meleagris_gallopavo
ENSGALP00000061216	ENSGALG00000026031	Gallus_gallus
ENSNMEP00000009644	ENSNMEG00000009284	Numida_meleagris
ENSAPLP00000028268	ENSAPLG00000021693	Anas_platyrhynchos_platyrhynchos
ENSNPEP00000014135	ENSNPEG00000010575	Nothoprocta_perdicaria
ENSDNVP00000000685	ENSDNVG00000000526	Dromaius_novaehollandiae
ENSLCOP00000013678	ENSLCOG00000009862	Lepidothrix_coronata
ENSMVIP00005027835	ENSMVIG00005019394	Manacus_vitellinus
ENSCPUP00000016827	ENSCPUG00000011622	Calidris_pugnax
ENSMUNP00000001392	ENSMUNG00000001192	Melopsittacus_undulatus
ENSCPRP00005014955	ENSCPRG00005010501	Crocodylus_porosus
ENSSCAP00000015396	ENSSCAG00000011260	Serinus_canaria
ENSLSDP00000012003	ENSLSDG00000008794	Lonchura_striata_domestica
ENSFALP00000005571	ENSFALG00000005354	Ficedula_albicollis
ENSGAGP00000008981	ENSGAGG00000007096	Gopherus_agassizii
ENSCABP00000008470	ENSCABG00000006402	Chelonoidis_abingdonii
ENSCPBP00000012656	ENSCPBG00000009540	Chrysemys_picta_bellii
ENSSPUP00000000150	ENSSPUG00000000180	Sphenodon_punctatus
ENSMEUP00000005859	ENSMEUG00000006429	Notamacropus_eugenii
ENSSHAP00000004681	ENSSHAG00000004110	Sarcophilus_harrisii
ENSMODP00000004134	ENSMODG00000003379	Monodelphis_domestica
ENSPCOP00000005507	ENSPCOG00000013676	Propithecus_coquereli
ENSPSMP00000016311	ENSPSMG00000011614	Prolemur_simus
ENSMICP00000050257	ENSMICG00000041948	Microcebus_murinus
ENSOGAP00000005008	ENSOGAG00000005605	Otolemur_garnettii
ENSHGLP00100022228	ENSHGLG00100016361	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000015104	ENSHGLG00000010819	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000021321	ENSFDAG00000007789	Fukomys_damarensis
ENSCLAP00000019236	ENSCLAG00000013180	Chinchilla_lanigera
ENSODEP00000017456	ENSODEG00000012868	Octodon_degus
ENSCPOP00000028768	ENSCPOG00000031447	Cavia_porcellus
ENSCAPP00000003256	ENSCAPG00000006072	Cavia_aperea
ENSTBEP00000002427	ENSTBEG00000002804	Tupaia_belangeri
ENSBIXP00005020606	ENSBIXG00005023671	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000002698	ENSBIXG00000009155	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000007540	ENSBMUG00000005931	Bos_mutus
ENSBTAP00000045729	ENSBTAG00000012672	Bos_taurus
ENSBBBP00000005241	ENSBBBG00000003083	Bison_bison_bison
ENSOARP00000019265	ENSOARG00000017951	Ovis_aries
ENSCHIP00000013950	ENSCHIG00000015170	Capra_hircus
ENSCHIP00000022029	ENSCHIG00000020151	Capra_hircus
ENSTTRP00000011337	ENSTTRG00000011955	Tursiops_truncatus
ENSSSCP00000021758	ENSSSCG00000023373	Sus_scrofa_strain_reference
ENSVPAP00000005742	ENSVPAG00000006191	Vicugna_pacos
ENSECAP00000040087	ENSECAG00000023232	Equus_caballus
ENSEASP00005002792	ENSEASG00005002148	Equus_asinus_asinus
ENSCAFP00020002758	ENSCAFG00020002337	Canis_lupus_dingo
ENSCAFP00000060260	ENSCAFG00000017830	Canis_lupus_familiaris
ENSVVUP00000025040	ENSVVUG00000018353	Vulpes_vulpes
ENSAMEP00000008620	ENSAMEG00000008200	Ailuropoda_melanoleuca
ENSUAMP00000030203	ENSUAMG00000023175	Ursus_americanus
ENSMPUP00000014983	ENSMPUG00000015094	Mustela_putorius_furo
ENSNVIP00000001047	ENSNVIG00000000885	Neovison_vison
ENSPTIP00000005546	ENSPTIG00000007741	Panthera_tigris_altaica
ENSPPRP00000016974	ENSPPRG00000009082	Panthera_pardus
ENSPPRP00000023297	ENSPPRG00000013587	Panthera_pardus
ENSPTIP00000004715	ENSPTIG00000007142	Panthera_tigris_altaica
ENSFCAP00000020511	ENSFCAG00000028458	Felis_catus
ENSMLUP00000011965	ENSMLUG00000013155	Myotis_lucifugus
ENSPVAP00000010951	ENSPVAG00000011619	Pteropus_vampyrus
ENSEEUP00000010704	ENSEEUG00000011748	Erinaceus_europaeus
ENSOPRP00000000013	ENSOPRG00000000013	Ochotona_princeps
ENSCCNP00000013831	ENSCCNG00000014320	Castor_canadensis
ENSDORP00000025308	ENSDORG00000029572	Dipodomys_ordii
MGP_SPRETEiJ_P0030330	MGP_SPRETEiJ_G0017746	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000012968	ENSMSIG00000011245	Mus_spicilegus
ENSMUSP00000099484	ENSMUSG00000020526	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0028920	MGP_CAROLIEiJ_G0016901	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0035641	MGP_PahariEiJ_G0018031	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000033107	ENSRNOG00000027818	Rattus_norvegicus
ENSMUGP00000009673	ENSMUGG00000008622	Meriones_unguiculatus
ENSMUGP00000028993	ENSMUGG00000024003	Meriones_unguiculatus
ENSCGRP00000015035	ENSCGRG00000010899	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001010974	ENSCGRG00001012741	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000001093	ENSCGRG00000000849	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001024210	ENSCGRG00001022196	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000012014	ENSCGRG00000008747	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015011978	ENSCGRG00015009206	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001020762	ENSCGRG00001019811	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000016868	ENSMAUG00000015879	Mesocricetus_auratus
ENSMOCP00000024646	ENSMOCG00000021001	Microtus_ochrogaster
ENSPEMP00000035611	ENSPEMG00000028356	Peromyscus_maniculatus_bairdii
ENSNGAP00000013967	ENSNGAG00000015406	Nannospalax_galili
ENSJJAP00000021419	ENSJJAG00000021789	Jaculus_jaculus
ENSSDAP00000023064	ENSSDAG00000020978	Spermophilus_dauricus
ENSSTOP00000012146	ENSSTOG00000013559	Ictidomys_tridecemlineatus
ENSMMMP00000022427	ENSMMMG00000019709	Marmota_marmota_marmota
ENSOCUP00000018512	ENSOCUG00000021331	Oryctolagus_cuniculus
ENSOCUP00000000794	ENSOCUG00000000920	Oryctolagus_cuniculus
ENSCSAP00000002324	ENSCSAG00000006027	Chlorocebus_sabaeus
ENSCSAP00000018171	ENSCSAG00000018645	Chlorocebus_sabaeus
ENSPANP00000020433	ENSPANG00000022144	Papio_anubis
ENSCSAP00000017968	ENSCSAG00000018426	Chlorocebus_sabaeus
ENSMMUP00000056586	ENSMMUG00000031468	Macaca_mulatta
ENSMFAP00000001899	ENSMFAG00000033834	Macaca_fascicularis
ENSMMUP00000010396	ENSMMUG00000007918	Macaca_mulatta
ENSMFAP00000008520	ENSMFAG00000001234	Macaca_fascicularis
ENSMNEP00000015275	ENSMNEG00000031757	Macaca_nemestrina
ENSTGEP00000023556	ENSTGEG00000019059	Theropithecus_gelada
ENSCATP00000023665	ENSCATG00000035385	Cercocebus_atys
ENSMLEP00000034870	ENSMLEG00000041589	Mandrillus_leucophaeus
ENSRBIP00000008352	ENSRBIG00000028062	Rhinopithecus_bieti
ENSRROP00000018328	ENSRROG00000033230	Rhinopithecus_roxellana
ENSPTEP00000018734	ENSPTEG00000020143	Piliocolobus_tephrosceles
ENSCANP00000039001	ENSCANG00000043186	Colobus_angolensis_palliatus
ENSPTRP00000015423	ENSPTRG00000009043	Pan_troglodytes
ENSPPAP00000001667	ENSPPAG00000007469	Pan_paniscus
ENSP00000484687	ENSG00000273611	Homo_sapiens
ENSGGOP00000039521	ENSGGOG00000007927	Gorilla_gorilla
ENSPPYP00000009227	ENSPPYG00000008210	Pongo_abelii
ENSNLEP00000002481	ENSNLEG00000002070	Nomascus_leucogenys
ENSSBOP00000021254	ENSSBOG00000027184	Saimiri_boliviensis_boliviensis
ENSCCAP00000007460	ENSCCAG00000021492	Cebus_capucinus_imitator
ENSCJAP00000001878	ENSCJAG00000001093	Callithrix_jacchus
ENSANAP00000017939	ENSANAG00000026827	Aotus_nancymaae
ENSTSYP00000005476	ENSTSYG00000006001	Carlito_syrichta
ENSCHOP00000003672	ENSCHOG00000004153	Choloepus_hoffmanni
ENSDNOP00000028742	ENSDNOG00000038530	Dasypus_novemcinctus
ENSLAFP00000007994	ENSLAFG00000009532	Loxodonta_africana
ENSPCAP00000010544	ENSPCAG00000011331	Procavia_capensis
ENSETEP00000014960	ENSETEG00000018407	Echinops_telfairi
ENSSARP00000005509	ENSSARG00000006086	Sorex_araneus
ENSOANP00000018251	ENSOANG00000011518	Ornithorhynchus_anatinus
ENSXETP00000007658	ENSXETG00000007791	Xenopus_tropicalis
ENSECRP00000021058	ENSECRG00000014189	Erpetoichthys_calabaricus
ENSCMIP00000042707	ENSCMIG00000017754	Callorhinchus_milii
ENSCSAVP00000001027	ENSCSAVG00000000569	Ciona_savignyi
ENSCSAVP00000000681	ENSCSAVG00000000379	Ciona_savignyi
ENSCINP00000035030	ENSCING00000023946	Ciona_intestinalis
FBpp0086482	FBgn0034033	Drosophila_melanogaster
