ENSMVIP00005000708	ENSMVIG00005000591	Manacus_vitellinus
ENSECAP00000025126	ENSECAG00000023993	Equus_caballus
ENSEASP00005008974	ENSEASG00005006441	Equus_asinus_asinus
ENSSTOP00000016564	ENSSTOG00000026766	Ictidomys_tridecemlineatus
ENSNGAP00000022523	ENSNGAG00000021369	Nannospalax_galili
ENSTSYP00000033436	ENSTSYG00000036643	Carlito_syrichta
ENSLAFP00000004438	ENSLAFG00000005298	Loxodonta_africana
ENSMLUP00000002108	ENSMLUG00000002324	Myotis_lucifugus
ENSPVAP00000004204	ENSPVAG00000004442	Pteropus_vampyrus
ENSVPAP00000010589	ENSVPAG00000011370	Vicugna_pacos
ENSUAMP00000009294	ENSUAMG00000007745	Ursus_americanus
ENSAMEP00000008463	ENSAMEG00000008053	Ailuropoda_melanoleuca
ENSCAFP00020022557	ENSCAFG00020017802	Canis_lupus_dingo
ENSCAFP00000038844	ENSCAFG00000029143	Canis_lupus_familiaris
ENSVVUP00000005950	ENSVVUG00000004649	Vulpes_vulpes
ENSNVIP00000005211	ENSNVIG00000004176	Neovison_vison
ENSMPUP00000009602	ENSMPUG00000009678	Mustela_putorius_furo
ENSPTIP00000012697	ENSPTIG00000012683	Panthera_tigris_altaica
ENSPPRP00000012580	ENSPPRG00000006060	Panthera_pardus
ENSFCAP00000008221	ENSFCAG00000008869	Felis_catus
ENSETEP00000009500	ENSETEG00000011710	Echinops_telfairi
ENSSMRP00000017089	ENSSMRG00000013319	Salvator_merianae
ENSNSUP00000025106	ENSNSUG00000018097	Notechis_scutatus
ENSCPBP00000007830	ENSCPBG00000006167	Chrysemys_picta_bellii
ENSGAGP00000036133	ENSGAGG00000025609	Gopherus_agassizii
ENSCABP00000027662	ENSCABG00000020335	Chelonoidis_abingdonii
ENSCPRP00005001591	ENSCPRG00005001204	Crocodylus_porosus
ENSECRP00000001864	ENSECRG00000001297	Erpetoichthys_calabaricus
ENSPRNP00000044635	ENSPRNG00000021682	Parambassis_ranga
ENSLACP00000008672	ENSLACG00000007666	Latimeria_chalumnae
ENSCHOP00000005783	ENSCHOG00000006525	Choloepus_hoffmanni
ENSHHUP00000061064	ENSHHUG00000036191	Hucho_hucho
ENSHHUP00000065181	ENSHHUG00000038484	Hucho_hucho
ENSBSLP00000044957	ENSBSLG00000021478	Betta_splendens
ENSGWIP00000031745	ENSGWIG00000016384	Gouania_willdenowi
ENSELUP00000007167	ENSELUG00000007960	Esox_lucius
ENSAMXP00005023303	ENSAMXG00005011980	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000021847	ENSAMXG00000021225	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000027491	ENSPNAG00000012991	Pygocentrus_nattereri
ENSDARP00000120361	ENSDARG00000076903	Danio_rerio
ENSLOCP00000020485	ENSLOCG00000016586	Lepisosteus_oculatus
ENSSFOP00015003956	ENSSFOG00015002605	Scleropages_formosus
ENSPKIP00000012528	ENSPKIG00000000294	Paramormyrops_kingsleyae
ENSIPUP00000003110	ENSIPUG00000002220	Ictalurus_punctatus
ENSEEEP00000049239	ENSEEEG00000023141	Electrophorus_electricus
ENSMMMP00000015437	ENSMMMG00000013770	Marmota_marmota_marmota
ENSSDAP00000018888	ENSSDAG00000017231	Spermophilus_dauricus
ENSCCNP00000024869	ENSCCNG00000024332	Castor_canadensis
ENSDNOP00000027702	ENSDNOG00000035050	Dasypus_novemcinctus
ENSDCDP00000045422	ENSDCDG00000028659	Denticeps_clupeoides
ENSOCUP00000009683	ENSOCUG00000011254	Oryctolagus_cuniculus
ENSCPUP00000013191	ENSCPUG00000009373	Calidris_pugnax
ENSCPGP00000004674	ENSCPGG00000003393	Calidris_pygmaea
ENSLSDP00000007018	ENSLSDG00000005302	Lonchura_striata_domestica
ENSCMIP00000017509	ENSCMIG00000008351	Callorhinchus_milii
