ENSCLAP00000008711	ENSCLAG00000006099	Chinchilla_lanigera
ENSFCAP00000017782	ENSFCAG00000027771	Felis_catus
ENSEEUP00000002363	ENSEEUG00000002581	Erinaceus_europaeus
ENSCHOP00000008333	ENSCHOG00000009402	Choloepus_hoffmanni
ENSDNOP00000012232	ENSDNOG00000015771	Dasypus_novemcinctus
ENSMPUP00000010864	ENSMPUG00000010952	Mustela_putorius_furo
ENSPCAP00000006897	ENSPCAG00000007377	Procavia_capensis
ENSETEP00000009679	ENSETEG00000011926	Echinops_telfairi
ENSLAFP00000008220	ENSLAFG00000009808	Loxodonta_africana
ENSSHAP00000003693	ENSSHAG00000003247	Sarcophilus_harrisii
ENSMODP00000043356	ENSMODG00000007939	Monodelphis_domestica
ENSPCIP00000033943	ENSPCIG00000025160	Phascolarctos_cinereus
ENSMEUP00000004134	ENSMEUG00000004529	Notamacropus_eugenii
ENSVURP00010006866	ENSVURG00010005320	Vombatus_ursinus
ENSOANP00000003392	ENSOANG00000002138	Ornithorhynchus_anatinus
ENSACAP00000010029	ENSACAG00000010198	Anolis_carolinensis
ENSPVIP00000012526	ENSPVIG00000009772	Pogona_vitticeps
ENSNSUP00000018582	ENSNSUG00000013578	Notechis_scutatus
ENSSMRP00000013669	ENSSMRG00000010624	Salvator_merianae
ENSSPUP00000019495	ENSSPUG00000014996	Sphenodon_punctatus
ENSAHAP00000004316	ENSAHAG00000003356	Apteryx_haastii
ENSAOWP00000011989	ENSAOWG00000008205	Apteryx_owenii
ENSARWP00000008086	ENSARWG00000005656	Apteryx_rowi
ENSDNVP00000007273	ENSDNVG00000005180	Dromaius_novaehollandiae
ENSNPEP00000018219	ENSNPEG00000013560	Nothoprocta_perdicaria
ENSABRP00000018980	ENSABRG00000016286	Anser_brachyrhynchus
ENSAPLP00000015291	ENSAPLG00000015440	Anas_platyrhynchos_platyrhynchos
ENSGALP00000047828	ENSGALG00000032031	Gallus_gallus
ENSMGAP00000012421	ENSMGAG00000011813	Meleagris_gallopavo
ENSCJPP00005000230	ENSCJPG00005000314	Coturnix_japonica
ENSNMEP00000003487	ENSNMEG00000004032	Numida_meleagris
ENSLSDP00000002543	ENSLSDG00000002020	Lonchura_striata_domestica
ENSTGUP00000012146	ENSTGUG00000011786	Taeniopygia_guttata
ENSSCAP00000003240	ENSSCAG00000002745	Serinus_canaria
ENSJHYP00000008078	ENSJHYG00000006433	Junco_hyemalis
ENSZALP00000016264	ENSZALG00000013223	Zonotrichia_albicollis
ENSCCEP00000009483	ENSCCEG00000009613	Cyanistes_caeruleus
ENSPMJP00000006649	ENSPMJG00000005561	Parus_major
ENSFALP00000005340	ENSFALG00000005115	Ficedula_albicollis
ENSLCOP00000014328	ENSLCOG00000010286	Lepidothrix_coronata
ENSMVIP00005022317	ENSMVIG00005015660	Manacus_vitellinus
ENSCPGP00000024787	ENSCPGG00000017064	Calidris_pygmaea
ENSCPUP00000000047	ENSCPUG00000000061	Calidris_pugnax
ENSMUNP00000007917	ENSMUNG00000006328	Melopsittacus_undulatus
ENSCPRP00005001828	ENSCPRG00005001349	Crocodylus_porosus
ENSCABP00000006492	ENSCABG00000004908	Chelonoidis_abingdonii
ENSGAGP00000024000	ENSGAGG00000017555	Gopherus_agassizii
ENSCPBP00000012603	ENSCPBG00000009502	Chrysemys_picta_bellii
ENSPSIP00000016807	ENSPSIG00000014928	Pelodiscus_sinensis
ENSXETP00000054720	ENSXETG00000017434	Xenopus_tropicalis
ENSSHAP00000006156	ENSSHAG00000005356	Sarcophilus_harrisii
ENSLACP00000000147	ENSLACG00000000129	Latimeria_chalumnae
ENSMLUP00000002374	ENSMLUG00000002612	Myotis_lucifugus
ENSPVAP00000005072	ENSPVAG00000005356	Pteropus_vampyrus
ENSSFOP00015013922	ENSSFOG00015008940	Scleropages_formosus
ENSSFOP00015006737	ENSSFOG00015004454	Scleropages_formosus
ENSPKIP00000038230	ENSPKIG00000016082	Paramormyrops_kingsleyae
ENSPKIP00000016025	ENSPKIG00000002523	Paramormyrops_kingsleyae
ENSAMXP00005024703	ENSAMXG00005012411	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000043164	ENSAMXG00000036120	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000026995	ENSPNAG00000012403	Pygocentrus_nattereri
ENSIPUP00000015059	ENSIPUG00000010263	Ictalurus_punctatus
ENSEEEP00000036654	ENSEEEG00000017345	Electrophorus_electricus
ENSDARP00000121807	ENSDARG00000058876	Danio_rerio
ENSCHAP00000057773	ENSCHAG00000026082	Clupea_harengus
ENSDCDP00000003893	ENSDCDG00000001837	Denticeps_clupeoides
ENSPLAP00000012974	ENSPLAG00000016425	Poecilia_latipinna
ENSPMEP00000033339	ENSPMEG00000022055	Poecilia_mexicana
ENSPFOP00000008728	ENSPFOG00000008665	Poecilia_formosa
ENSPREP00000025230	ENSPREG00000017030	Poecilia_reticulata
ENSXMAP00000034405	ENSXMAG00000016541	Xiphophorus_maculatus
ENSXCOP00000021838	ENSXCOG00000016311	Xiphophorus_couchianus
ENSGAFP00000031912	ENSGAFG00000021476	Gambusia_affinis
ENSFHEP00000007067	ENSFHEG00000008171	Fundulus_heteroclitus
ENSCVAP00000031726	ENSCVAG00000021234	Cyprinodon_variegatus
ENSKMAP00000004026	ENSKMAG00000003052	Kryptolebias_marmoratus
ENSORLP00020005843	ENSORLG00020006675	Oryzias_latipes_ASM223471v1
ENSORLP00000044412	ENSORLG00000017703	Oryzias_latipes_ASM223467v1
ENSORLP00015025326	ENSORLG00015006391	Oryzias_latipes_ASM223469v1
ENSOMEP00000008222	ENSOMEG00000009412	Oryzias_melastigma
ENSTRUP00000029167	ENSTRUG00000011547	Takifugu_rubripes
ENSTNIP00000017882	ENSTNIG00000014841	Tetraodon_nigroviridis
ENSLBEP00000022529	ENSLBEG00000017289	Labrus_bergylta
ENSMMOP00000015308	ENSMMOG00000011677	Mola_mola
ENSCGOP00000037432	ENSCGOG00000016739	Cottoperca_gobio
ENSMALP00000030773	ENSMALG00000021260	Monopterus_albus
ENSMAMP00000025588	ENSMAMG00000017170	Mastacembelus_armatus
ENSATEP00000005604	ENSATEG00000003939	Anabas_testudineus
ENSSDUP00000021902	ENSSDUG00000015932	Seriola_dumerili
ENSSLDP00000027173	ENSSLDG00000021088	Seriola_lalandi_dorsalis
ENSSMAP00000029150	ENSSMAG00000017868	Scophthalmus_maximus
ENSAOCP00000021523	ENSAOCG00000006394	Amphiprion_ocellaris
ENSAPEP00000034926	ENSAPEG00000024801	Amphiprion_percula
ENSAPOP00000011222	ENSAPOG00000013788	Acanthochromis_polyacanthus
ENSSPAP00000024498	ENSSPAG00000018500	Stegastes_partitus
ENSMZEP00005032950	ENSMZEG00005024547	Maylandia_zebra
ENSACLP00000022415	ENSACLG00000015174	Astatotilapia_calliptera
ENSHBUP00000027289	ENSHBUG00000010537	Haplochromis_burtoni
ENSPNYP00000024678	ENSPNYG00000018617	Pundamilia_nyererei
ENSNBRP00000009802	ENSNBRG00000007628	Neolamprologus_brichardi
ENSONIP00000011751	ENSONIG00000009351	Oreochromis_niloticus
ENSACIP00000025863	ENSACIG00000020030	Amphilophus_citrinellus
ENSLCAP00010002595	ENSLCAG00010001432	Lates_calcarifer
ENSLCRP00005032377	ENSLCRG00005012415	Larimichthys_crocea
ENSPRNP00000010353	ENSPRNG00000005751	Parambassis_ranga
ENSCSEP00000018585	ENSCSEG00000011907	Cynoglossus_semilaevis
ENSGACP00000022830	ENSGACG00000017287	Gasterosteus_aculeatus
ENSBSLP00000038521	ENSBSLG00000018619	Betta_splendens
ENSHCOP00000013929	ENSHCOG00000017187	Hippocampus_comes
ENSPMGP00000023055	ENSPMGG00000018658	Periophthalmus_magnuspinnatus
ENSGWIP00000032197	ENSGWIG00000015020	Gouania_willdenowi
ENSGWIP00000050996	ENSGWIG00000024633	Gouania_willdenowi
ENSGMOP00000012090	ENSGMOG00000011307	Gadus_morhua
ENSHHUP00000044026	ENSHHUG00000026955	Hucho_hucho
ENSHHUP00000066965	ENSHHUG00000039324	Hucho_hucho
ENSELUP00000042786	ENSELUG00000024178	Esox_lucius
ENSAMXP00000044540	ENSAMXG00000036283	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005014495	ENSAMXG00005006365	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000016497	ENSPNAG00000003731	Pygocentrus_nattereri
ENSIPUP00000017475	ENSIPUG00000011816	Ictalurus_punctatus
ENSEEEP00000020509	ENSEEEG00000010014	Electrophorus_electricus
ENSDARP00000146906	ENSDARG00000116438	Danio_rerio
ENSCHAP00000022352	ENSCHAG00000010887	Clupea_harengus
ENSDCDP00000029409	ENSDCDG00000019787	Denticeps_clupeoides
ENSLBEP00000004621	ENSLBEG00000003541	Labrus_bergylta
ENSPMGP00000013638	ENSPMGG00000011206	Periophthalmus_magnuspinnatus
ENSGWIP00000043754	ENSGWIG00000021701	Gouania_willdenowi
ENSCGOP00000017637	ENSCGOG00000008137	Cottoperca_gobio
ENSGACP00000002779	ENSGACG00000002135	Gasterosteus_aculeatus
ENSBSLP00000048693	ENSBSLG00000023094	Betta_splendens
ENSKMAP00000024978	ENSKMAG00000018491	Kryptolebias_marmoratus
ENSCSEP00000018313	ENSCSEG00000011762	Cynoglossus_semilaevis
ENSTRUP00000007215	ENSTRUG00000003092	Takifugu_rubripes
ENSTNIP00000002277	ENSTNIG00000008764	Tetraodon_nigroviridis
ENSMMOP00000006883	ENSMMOG00000005348	Mola_mola
ENSAOCP00000023946	ENSAOCG00000010415	Amphiprion_ocellaris
ENSAPEP00000013062	ENSAPEG00000009282	Amphiprion_percula
ENSAPOP00000015084	ENSAPOG00000018054	Acanthochromis_polyacanthus
ENSSPAP00000031462	ENSSPAG00000023589	Stegastes_partitus
ENSPRNP00000054451	ENSPRNG00000025587	Parambassis_ranga
ENSHBUP00000030313	ENSHBUG00000015249	Haplochromis_burtoni
ENSACLP00000020259	ENSACLG00000013771	Astatotilapia_calliptera
ENSPNYP00000027926	ENSPNYG00000020955	Pundamilia_nyererei
ENSMZEP00005027005	ENSMZEG00005020147	Maylandia_zebra
ENSNBRP00000015180	ENSNBRG00000011746	Neolamprologus_brichardi
ENSACIP00000027799	ENSACIG00000021506	Amphilophus_citrinellus
ENSLCRP00005039901	ENSLCRG00005015407	Larimichthys_crocea
ENSATEP00000030196	ENSATEG00000020846	Anabas_testudineus
ENSSDUP00000009696	ENSSDUG00000007111	Seriola_dumerili
ENSSLDP00000009314	ENSSLDG00000007395	Seriola_lalandi_dorsalis
ENSSMAP00000033003	ENSSMAG00000020221	Scophthalmus_maximus
ENSLCAP00010006449	ENSLCAG00010003161	Lates_calcarifer
ENSPMEP00000026435	ENSPMEG00000010122	Poecilia_mexicana
ENSPMEP00000021469	ENSPMEG00000001715	Poecilia_mexicana
ENSPFOP00000007907	ENSPFOG00000007610	Poecilia_formosa
ENSPLAP00000030964	ENSPLAG00000022532	Poecilia_latipinna
ENSPREP00000016061	ENSPREG00000010826	Poecilia_reticulata
ENSXMAP00000030858	ENSXMAG00000027646	Xiphophorus_maculatus
ENSGAFP00000025387	ENSGAFG00000017146	Gambusia_affinis
ENSFHEP00000032975	ENSFHEG00000019835	Fundulus_heteroclitus
ENSCVAP00000002204	ENSCVAG00000003276	Cyprinodon_variegatus
ENSORLP00000007510	ENSORLG00000005969	Oryzias_latipes_ASM223467v1
ENSORLP00020023782	ENSORLG00020004892	Oryzias_latipes_ASM223471v1
ENSORLP00015001025	ENSORLG00015001663	Oryzias_latipes_ASM223469v1
ENSOMEP00000031792	ENSOMEG00000016834	Oryzias_melastigma
ENSHCOP00000013576	ENSHCOG00000016758	Hippocampus_comes
ENSGMOP00000015727	ENSGMOG00000014684	Gadus_morhua
ENSHHUP00000032659	ENSHHUG00000020650	Hucho_hucho
ENSELUP00000001615	ENSELUG00000003070	Esox_lucius
ENSPKIP00000015997	ENSPKIG00000002504	Paramormyrops_kingsleyae
ENSLOCP00000012756	ENSLOCG00000010400	Lepisosteus_oculatus
ENSECRP00000002348	ENSECRG00000001603	Erpetoichthys_calabaricus
ENSCMIP00000019923	ENSCMIG00000009155	Callorhinchus_milii
