ENSDCDP00000036250	ENSDCDG00000024123	Denticeps_clupeoides
ENSRBIP00000007958	ENSRBIG00000027848	Rhinopithecus_bieti
ENSCATP00000017482	ENSCATG00000032600	Cercocebus_atys
ENSOGAP00000005245	ENSOGAG00000005863	Otolemur_garnettii
ENSNGAP00000000174	ENSNGAG00000000147	Nannospalax_galili
ENSEASP00005002600	ENSEASG00005002025	Equus_asinus_asinus
ENSECAP00000014810	ENSECAG00000017165	Equus_caballus
ENSMLUP00000016996	ENSMLUG00000027950	Myotis_lucifugus
ENSSSCP00000069445	ENSSSCG00000006653	Sus_scrofa_strain_reference
ENSMICP00000004548	ENSMICG00000004996	Microcebus_murinus
ENSPCOP00000008492	ENSPCOG00000015526	Propithecus_coquereli
ENSPSMP00000030905	ENSPSMG00000021455	Prolemur_simus
ENSCAFP00000017747	ENSCAFG00000012054	Canis_lupus_familiaris
ENSCAFP00020024862	ENSCAFG00020019539	Canis_lupus_dingo
ENSNVIP00000021001	ENSNVIG00000016441	Neovison_vison
ENSMPUP00000004610	ENSMPUG00000004647	Mustela_putorius_furo
ENSVVUP00000015746	ENSVVUG00000011538	Vulpes_vulpes
ENSSARP00000002369	ENSSARG00000002625	Sorex_araneus
ENSPVAP00000004116	ENSPVAG00000004348	Pteropus_vampyrus
ENSBIXP00005024238	ENSBIXG00005026915	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000009379	ENSBTAG00000007123	Bos_taurus
ENSBMUP00000031816	ENSBMUG00000023727	Bos_mutus
ENSBBBP00000027577	ENSBBBG00000023921	Bison_bison_bison
ENSOARP00000022399	ENSOARG00000020841	Ovis_aries
ENSCHIP00000008240	ENSCHIG00000011483	Capra_hircus
ENSPPRP00000020223	ENSPPRG00000011393	Panthera_pardus
ENSPTIP00000018546	ENSPTIG00000016622	Panthera_tigris_altaica
ENSFCAP00000048266	ENSFCAG00000024290	Felis_catus
ENSVPAP00000005045	ENSVPAG00000005431	Vicugna_pacos
ENSMSIP00000007379	ENSMSIG00000006584	Mus_spicilegus
MGP_CAROLIEiJ_P0059198	MGP_CAROLIEiJ_G0025348	Mus_caroli_strain_CAROLI_EIJ
MGP_SPRETEiJ_P0061570	MGP_SPRETEiJ_G0026292	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000051799	ENSMUSG00000038619	Mus_musculus_strain_reference_(CL57BL6)
MGP_PahariEiJ_P0070166	MGP_PahariEiJ_G0026792	Mus_pahari_strain_PAHARI_EIJ
ENSMSIP00000019867	ENSMSIG00000016866	Mus_spicilegus
ENSRNOP00000063946	ENSRNOG00000048617	Rattus_norvegicus
ENSMUGP00000014455	ENSMUGG00000012501	Meriones_unguiculatus
ENSCGRP00000016687	ENSCGRG00000012121	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015030672	ENSCGRG00015023118	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001024175	ENSCGRG00001022170	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000006756	ENSMAUG00000008619	Mesocricetus_auratus
ENSPEMP00000028504	ENSPEMG00000024023	Peromyscus_maniculatus_bairdii
ENSMOCP00000019486	ENSMOCG00000017464	Microtus_ochrogaster
ENSJJAP00000007423	ENSJJAG00000011829	Jaculus_jaculus
ENSTSYP00000016640	ENSTSYG00000029565	Carlito_syrichta
ENSTTRP00000015492	ENSTTRG00000016346	Tursiops_truncatus
ENSVURP00010000470	ENSVURG00010000444	Vombatus_ursinus
ENSVURP00010019690	ENSVURG00010015024	Vombatus_ursinus
ENSPCIP00000031779	ENSPCIG00000023585	Phascolarctos_cinereus
ENSMEUP00000011345	ENSMEUG00000012450	Notamacropus_eugenii
ENSMODP00000023452	ENSMODG00000018804	Monodelphis_domestica
ENSSHAP00000012961	ENSSHAG00000011088	Sarcophilus_harrisii
ENSOANP00000029745	ENSOANG00000030463	Ornithorhynchus_anatinus
ENSCPUP00000025156	ENSCPUG00000017021	Calidris_pugnax
ENSXETP00000017753	ENSXETG00000002066	Xenopus_tropicalis
ENSEBUP00000023478	ENSEBUG00000014463	Eptatretus_burgeri
