ENSUMAP00000003817	ENSUMAG00000003145	Ursus_maritimus
ENSCCNP00000022847	ENSCCNG00000022460	Castor_canadensis
ENSOCUP00000033473	ENSOCUG00000027440	Oryctolagus_cuniculus
ENSDNOP00000021637	ENSDNOG00000041933	Dasypus_novemcinctus
ENSDNOP00000031199	ENSDNOG00000035883	Dasypus_novemcinctus
ENSDNOP00000032900	ENSDNOG00000045941	Dasypus_novemcinctus
ENSDNOP00000024313	ENSDNOG00000046010	Dasypus_novemcinctus
ENSDNOP00000029241	ENSDNOG00000035325	Dasypus_novemcinctus
ENSDNOP00000028326	ENSDNOG00000036082	Dasypus_novemcinctus
ENSDNOP00000031846	ENSDNOG00000049762	Dasypus_novemcinctus
ENSDNOP00000023352	ENSDNOG00000041601	Dasypus_novemcinctus
ENSDNOP00000031512	ENSDNOG00000033305	Dasypus_novemcinctus
ENSLAFP00000022887	ENSLAFG00000032210	Loxodonta_africana
ENSOARP00000000499	ENSOARG00000000497	Ovis_aries
ENSOARP00000002439	ENSOARG00000002306	Ovis_aries
ENSOARP00000003289	ENSOARG00000003092	Ovis_aries
ENSPCIP00000016033	ENSPCIG00000012420	Phascolarctos_cinereus
ENSVURP00010031753	ENSVURG00010024261	Vombatus_ursinus
ENSSHAP00000003443	ENSSHAG00000003025	Sarcophilus_harrisii
ENSMODP00000054492	ENSMODG00000014372	Monodelphis_domestica
ENSOGAP00000015580	ENSOGAG00000028448	Otolemur_garnettii
ENSOGAP00000018687	ENSOGAG00000031055	Otolemur_garnettii
ENSOARP00000001230	ENSOARG00000001186	Ovis_aries
ENSOARP00000002669	ENSOARG00000002514	Ovis_aries
ENSOARP00000004344	ENSOARG00000004066	Ovis_aries
ENSBIXP00005010158	ENSBIXG00005014843	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSUPAP00010011608	ENSUPAG00010009427	Urocitellus_parryii
ENSUPAP00010011597	ENSUPAG00010009416	Urocitellus_parryii
ENSCABP00000031131	ENSCABG00000022745	Chelonoidis_abingdonii
ENSACIP00000008878	ENSACIG00000006946	Amphilophus_citrinellus
ENSFHEP00000004549	ENSFHEG00000005449	Fundulus_heteroclitus
ENSPMGP00000003023	ENSPMGG00000002641	Periophthalmus_magnuspinnatus
ENSCSEP00000001604	ENSCSEG00000001090	Cynoglossus_semilaevis
ENSXMAP00000037126	ENSXMAG00000016409	Xiphophorus_maculatus
ENSXCOP00000000061	ENSXCOG00000000048	Xiphophorus_couchianus
ENSGAFP00000001328	ENSGAFG00000000930	Gambusia_affinis
ENSPFOP00000024201	ENSPFOG00000006741	Poecilia_formosa
ENSORLP00000027297	ENSORLG00000027819	Oryzias_latipes_ASM223467v1
ENSORLP00000033172	ENSORLG00000026909	Oryzias_latipes_ASM223467v1
ENSORLP00015015617	ENSORLG00015016554	Oryzias_latipes_ASM223469v1
ENSOMEP00000011377	ENSOMEG00000012681	Oryzias_melastigma
ENSSDUP00000024468	ENSSDUG00000017773	Seriola_dumerili
ENSSMAP00000007124	ENSSMAG00000004413	Scophthalmus_maximus
ENSMAMP00000025486	ENSMAMG00000017114	Mastacembelus_armatus
ENSTRUP00000055997	ENSTRUG00000024517	Takifugu_rubripes
ENSLCRP00005062604	ENSLCRG00005022990	Larimichthys_crocea
ENSKMAP00000011078	ENSKMAG00000008324	Kryptolebias_marmoratus
ENSACLP00000012472	ENSACLG00000008521	Astatotilapia_calliptera
ENSGMOP00000014500	ENSGMOG00000013560	Gadus_morhua
ENSELUP00000011653	ENSELUG00000011978	Esox_lucius
ENSPFOP00000002508	ENSPFOG00000002668	Poecilia_formosa
ENSPREP00000014026	ENSPREG00000009527	Poecilia_reticulata
ENSPLAP00000025919	ENSPLAG00000013288	Poecilia_latipinna
ENSGAFP00000027336	ENSGAFG00000018471	Gambusia_affinis
ENSCMIP00000027126	ENSCMIG00000011815	Callorhinchus_milii
ENSORLP00020014743	ENSORLG00020015752	Oryzias_latipes_ASM223471v1
ENSORLP00020020314	ENSORLG00020021332	Oryzias_latipes_ASM223471v1
ENSORLP00000000706	ENSORLG00000000575	Oryzias_latipes_ASM223467v1
ENSHHUP00000026744	ENSHHUG00000016932	Hucho_hucho
ENSCMIP00000007907	ENSCMIG00000004276	Callorhinchus_milii
ENSNBRP00000011625	ENSNBRG00000009070	Neolamprologus_brichardi
ENSONIP00000015741	ENSONIG00000012503	Oreochromis_niloticus
ENSACIP00000005336	ENSACIG00000004206	Amphilophus_citrinellus
ENSACIP00000008199	ENSACIG00000006432	Amphilophus_citrinellus
ENSACIP00000005353	ENSACIG00000004227	Amphilophus_citrinellus
ENSNBRP00000027717	ENSNBRG00000021138	Neolamprologus_brichardi
ENSKMAP00000013310	ENSKMAG00000009991	Kryptolebias_marmoratus
ENSAPOP00000017974	ENSAPOG00000021249	Acanthochromis_polyacanthus
ENSSDUP00000013093	ENSSDUG00000009522	Seriola_dumerili
ENSPNAP00000000650	ENSPNAG00000000375	Pygocentrus_nattereri
ENSOARP00000003694	ENSOARG00000003463	Ovis_aries
ENSOARP00000001388	ENSOARG00000001334	Ovis_aries
ENSOARP00000003364	ENSOARG00000003159	Ovis_aries
ENSBIXP00000032196	ENSBIXG00000014673	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSOARP00000004260	ENSOARG00000003988	Ovis_aries
ENSOARP00000002159	ENSOARG00000002054	Ovis_aries
ENSOARP00000002636	ENSOARG00000002487	Ovis_aries
ENSOARP00000013818	ENSOARG00000012904	Ovis_aries
ENSBMUP00000000027	ENSBMUG00000000053	Bos_mutus
ENSUAMP00000034686	ENSUAMG00000026352	Ursus_americanus
ENSLAFP00000022852	ENSLAFG00000031645	Loxodonta_africana
ENSPMAP00000003474	ENSPMAG00000003191	Petromyzon_marinus
