ENSCPBP00000020327	ENSCPBG00000014625	Chrysemys_picta_bellii
ENSGGOP00000033011	ENSGGOG00000037304	Gorilla_gorilla
ENSGGOP00000034118	ENSGGOG00000009280	Gorilla_gorilla
ENSP00000303452	ENSG00000170893	Homo_sapiens
ENSPPAP00000036900	ENSPPAG00000041209	Pan_paniscus
ENSPTRP00000026501	ENSPTRG00000015383	Pan_troglodytes
ENSPPYP00000014999	ENSPPYG00000013411	Pongo_abelii
ENSNLEP00000006335	ENSNLEG00000005245	Nomascus_leucogenys
ENSRROP00000011594	ENSRROG00000030136	Rhinopithecus_roxellana
ENSRBIP00000021104	ENSRBIG00000034537	Rhinopithecus_bieti
ENSCANP00000006297	ENSCANG00000021175	Colobus_angolensis_palliatus
ENSPTEP00000008769	ENSPTEG00000009956	Piliocolobus_tephrosceles
ENSPANP00000033822	ENSPANG00000009555	Papio_anubis
ENSCATP00000013546	ENSCATG00000030883	Cercocebus_atys
ENSMMUP00000054618	ENSMMUG00000046670	Macaca_mulatta
ENSMFAP00000029989	ENSMFAG00000042203	Macaca_fascicularis
ENSMNEP00000013321	ENSMNEG00000030919	Macaca_nemestrina
ENSMLEP00000005048	ENSMLEG00000022774	Mandrillus_leucophaeus
ENSTGEP00000016675	ENSTGEG00000013495	Theropithecus_gelada
ENSCSAP00000005418	ENSCSAG00000009163	Chlorocebus_sabaeus
ENSSBOP00000031687	ENSSBOG00000032057	Saimiri_boliviensis_boliviensis
ENSCCAP00000016336	ENSCCAG00000025977	Cebus_capucinus_imitator
ENSCJAP00000066200	ENSCJAG00000047087	Callithrix_jacchus
ENSANAP00000013007	ENSANAG00000024416	Aotus_nancymaae
ENSTSYP00000016069	ENSTSYG00000033345	Carlito_syrichta
ENSPVAP00000002010	ENSPVAG00000002127	Pteropus_vampyrus
ENSMLUP00000006606	ENSMLUG00000007249	Myotis_lucifugus
ENSUAMP00000002170	ENSUAMG00000002012	Ursus_americanus
ENSUMAP00000023809	ENSUMAG00000017316	Ursus_maritimus
ENSAMEP00000004610	ENSAMEG00000004379	Ailuropoda_melanoleuca
ENSMPUP00000017138	ENSMPUG00000017246	Mustela_putorius_furo
ENSNVIP00000012323	ENSNVIG00000009787	Neovison_vison
ENSCAFP00020007850	ENSCAFG00020006350	Canis_lupus_dingo
ENSCAFP00000056224	ENSCAFG00000004588	Canis_lupus_familiaris
ENSVVUP00000018844	ENSVVUG00000013865	Vulpes_vulpes
ENSPPRP00000023712	ENSPPRG00000013952	Panthera_pardus
ENSPTIP00000018254	ENSPTIG00000016436	Panthera_tigris_altaica
ENSFCAP00000026268	ENSFCAG00000029423	Felis_catus
ENSBIXP00000003014	ENSBIXG00000009430	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005041906	ENSBIXG00005025098	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000006982	ENSBTAG00000005306	Bos_taurus
ENSBMUP00000012547	ENSBMUG00000009602	Bos_mutus
ENSBBBP00000018932	ENSBBBG00000012040	Bison_bison_bison
ENSOARP00000013943	ENSOARG00000013019	Ovis_aries
ENSCHIP00000030634	ENSCHIG00000025325	Capra_hircus
ENSSSCP00000012360	ENSSSCG00000011596	Sus_scrofa_strain_reference
ENSTTRP00000009375	ENSTTRG00000009888	Tursiops_truncatus
ENSVPAP00000001846	ENSVPAG00000002000	Vicugna_pacos
ENSECAP00000004332	ENSECAG00000006178	Equus_caballus
ENSEASP00005022504	ENSEASG00005015376	Equus_asinus_asinus
ENSLAFP00000012696	ENSLAFG00000015165	Loxodonta_africana
ENSETEP00000001155	ENSETEG00000001435	Echinops_telfairi
ENSDNOP00000001143	ENSDNOG00000001486	Dasypus_novemcinctus
ENSOANP00000022113	ENSOANG00000014026	Ornithorhynchus_anatinus
ENSXETP00000011621	ENSXETG00000015535	Xenopus_tropicalis
ENSXETP00000048802	ENSXETG00000017354	Xenopus_tropicalis
ENSLACP00000011077	ENSLACG00000009747	Latimeria_chalumnae
ENSPKIP00000031301	ENSPKIG00000011838	Paramormyrops_kingsleyae
ENSSFOP00015024992	ENSSFOG00015016071	Scleropages_formosus
ENSPNAP00000022833	ENSPNAG00000007396	Pygocentrus_nattereri
ENSAMXP00000046834	ENSAMXG00000029674	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSIPUP00000033457	ENSIPUG00000022493	Ictalurus_punctatus
ENSDARP00000021167	ENSDARG00000006868	Danio_rerio
ENSCHAP00000053883	ENSCHAG00000024472	Clupea_harengus
ENSHHUP00000025263	ENSHHUG00000015933	Hucho_hucho
ENSHHUP00000041659	ENSHHUG00000025730	Hucho_hucho
ENSELUP00000024800	ENSELUG00000023514	Esox_lucius
ENSBSLP00000031830	ENSBSLG00000015661	Betta_splendens
ENSGWIP00000000497	ENSGWIG00000000340	Gouania_willdenowi
ENSCSEP00000033172	ENSCSEG00000021294	Cynoglossus_semilaevis
ENSTRUP00000028924	ENSTRUG00000011453	Takifugu_rubripes
ENSTNIP00000021083	ENSTNIG00000017922	Tetraodon_nigroviridis
ENSMMOP00000028026	ENSMMOG00000021178	Mola_mola
ENSPMGP00000024160	ENSPMGG00000019543	Periophthalmus_magnuspinnatus
ENSMAMP00000019584	ENSMAMG00000013128	Mastacembelus_armatus
ENSXCOP00000014632	ENSXCOG00000011103	Xiphophorus_couchianus
ENSXMAP00000017251	ENSXMAG00000017210	Xiphophorus_maculatus
ENSGAFP00000023880	ENSGAFG00000016107	Gambusia_affinis
ENSPMEP00000025773	ENSPMEG00000009003	Poecilia_mexicana
ENSPFOP00000013747	ENSPFOG00000013724	Poecilia_formosa
ENSPLAP00000031348	ENSPLAG00000000651	Poecilia_latipinna
ENSPREP00000023182	ENSPREG00000015648	Poecilia_reticulata
ENSFHEP00000022688	ENSFHEG00000003237	Fundulus_heteroclitus
ENSCVAP00000028026	ENSCVAG00000014802	Cyprinodon_variegatus
ENSKMAP00000020655	ENSKMAG00000015345	Kryptolebias_marmoratus
ENSORLP00015031509	ENSORLG00015015809	Oryzias_latipes_ASM223469v1
ENSORLP00000028311	ENSORLG00000010934	Oryzias_latipes_ASM223467v1
ENSORLP00020019395	ENSORLG00020020385	Oryzias_latipes_ASM223471v1
ENSOMEP00000008113	ENSOMEG00000009262	Oryzias_melastigma
ENSPRNP00000010879	ENSPRNG00000006199	Parambassis_ranga
ENSHBUP00000020524	ENSHBUG00000022787	Haplochromis_burtoni
ENSMZEP00005000177	ENSMZEG00005000237	Maylandia_zebra
ENSPNYP00000013787	ENSPNYG00000010407	Pundamilia_nyererei
ENSNBRP00000025686	ENSNBRG00000019607	Neolamprologus_brichardi
ENSONIP00000021731	ENSONIG00000017229	Oreochromis_niloticus
ENSACIP00000009868	ENSACIG00000007687	Amphilophus_citrinellus
ENSSDUP00000017667	ENSSDUG00000012915	Seriola_dumerili
ENSSLDP00000005971	ENSSLDG00000004771	Seriola_lalandi_dorsalis
ENSSMAP00000019609	ENSSMAG00000012040	Scophthalmus_maximus
ENSLCAP00010020811	ENSLCAG00010009835	Lates_calcarifer
ENSMALP00000031018	ENSMALG00000021432	Monopterus_albus
ENSATEP00000013172	ENSATEG00000009215	Anabas_testudineus
ENSLCRP00005013541	ENSLCRG00005005876	Larimichthys_crocea
ENSLBEP00000006787	ENSLBEG00000005242	Labrus_bergylta
ENSCGOP00000010189	ENSCGOG00000005180	Cottoperca_gobio
ENSGACP00000003897	ENSGACG00000002980	Gasterosteus_aculeatus
ENSAPEP00000023182	ENSAPEG00000016502	Amphiprion_percula
ENSAOCP00000012453	ENSAOCG00000016914	Amphiprion_ocellaris
ENSAPOP00000018592	ENSAPOG00000021930	Acanthochromis_polyacanthus
ENSSPAP00000015644	ENSSPAG00000011774	Stegastes_partitus
ENSHCOP00000022510	ENSHCOG00000010269	Hippocampus_comes
ENSGMOP00000018382	ENSGMOG00000017121	Gadus_morhua
ENSLOCP00000013749	ENSLOCG00000011194	Lepisosteus_oculatus
ENSECRP00000032011	ENSECRG00000021691	Erpetoichthys_calabaricus
ENSCMIP00000049231	ENSCMIG00000020062	Callorhinchus_milii
