ENSCJPP00005026936	ENSCJPG00005020918	Coturnix_japonica	ENSCJPT00005036476
ENSPCIP00000020440	ENSPCIG00000015561	Phascolarctos_cinereus
MGP_PahariEiJ_P0020972	MGP_PahariEiJ_G0014133	Mus_pahari_strain_PAHARI_EIJ
ENSTBEP00000004336	ENSTBEG00000005027	Tupaia_belangeri
ENSTRUP00000049556	ENSTRUG00000022752	Takifugu_rubripes
ENSPNYP00000021839	ENSPNYG00000016493	Pundamilia_nyererei
ENSHBUP00000012483	ENSHBUG00000014219	Haplochromis_burtoni
ENSCPBP00000033667	ENSCPBG00000023525	Chrysemys_picta_bellii
ENSGAFP00000013067	ENSGAFG00000007365	Gambusia_affinis
ENSCSEP00000032799	ENSCSEG00000021063	Cynoglossus_semilaevis
ENSNVIP00000026694	ENSNVIG00000020533	Neovison_vison
ENSGWIP00000023044	ENSGWIG00000012318	Gouania_willdenowi
ENSSFOP00015032123	ENSSFOG00015020553	Scleropages_formosus
ENSCHAP00000017659	ENSCHAG00000009258	Clupea_harengus
ENSHGLP00000015501	ENSHGLG00000011084	Heterocephalus_glaber_HetGla_female_1.0
ENSAMXP00005036099	ENSAMXG00005017258	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAOWP00000008897	ENSAOWG00000006101	Apteryx_owenii
ENSLAFP00000025130	ENSLAFG00000018325	Loxodonta_africana
ENSLBEP00000034274	ENSLBEG00000025793	Labrus_bergylta
ENSPNAP00000015050	ENSPNAG00000021041	Pygocentrus_nattereri
ENSHHUP00000007255	ENSHHUG00000004466	Hucho_hucho
ENSLSDP00000009628	ENSLSDG00000007142	Lonchura_striata_domestica
ENSGAGP00000015943	ENSGAGG00000012000	Gopherus_agassizii
ENSBBBP00000025955	ENSBBBG00000021572	Bison_bison_bison
ENSPMEP00000014486	ENSPMEG00000016867	Poecilia_mexicana
ENSJJAP00000013541	ENSJJAG00000016262	Jaculus_jaculus
ENSPFOP00000013035	ENSPFOG00000012986	Poecilia_formosa
ENSHGLP00000019939	ENSHGLG00000014278	Heterocephalus_glaber_HetGla_female_1.0
ENSFHEP00000035044	ENSFHEG00000000770	Fundulus_heteroclitus
ENSMPUP00000013257	ENSMPUG00000013356	Mustela_putorius_furo
ENSIPUP00000027033	ENSIPUG00000018274	Ictalurus_punctatus
ENSMUSP00000065810	ENSMUSG00000024758	Mus_musculus_strain_reference_(CL57BL6)
ENSXETP00000034363	ENSXETG00000015313	Xenopus_tropicalis
ENSHHUP00000006406	ENSHHUG00000003924	Hucho_hucho
ENSMFAP00000014416	ENSMFAG00000030265	Macaca_fascicularis
ENSPTRP00000070736	ENSPTRG00000041132	Pan_troglodytes
ENSPTIP00000006310	ENSPTIG00000008262	Panthera_tigris_altaica
ENSACIP00000020902	ENSACIG00000016217	Amphilophus_citrinellus
ENSMSIP00000023739	ENSMSIG00000020070	Mus_spicilegus
ENSPTRP00000063222	ENSPTRG00000003809	Pan_troglodytes
ENSHGLP00100000725	ENSHGLG00100000601	Heterocephalus_glaber_HetGla_1.0
ENSHBUP00000013311	ENSHBUG00000015069	Haplochromis_burtoni
ENSODEP00000021936	ENSODEG00000016120	Octodon_degus
ENSCGRP00001019441	ENSCGRG00001018871	Cricetulus_griseus_CHOK1GS_HDv1
ENSPSIP00000005348	ENSPSIG00000004974	Pelodiscus_sinensis
ENSGGOP00000043612	ENSGGOG00000009872	Gorilla_gorilla
ENSCHIP00000012420	ENSCHIG00000014185	Capra_hircus
ENSUAMP00000007839	ENSUAMG00000006716	Ursus_americanus
ENSPMGP00000005136	ENSPMGG00000004315	Periophthalmus_magnuspinnatus
ENSMAUP00000013623	ENSMAUG00000013612	Mesocricetus_auratus
ENSTTRP00000012674	ENSTTRG00000013358	Tursiops_truncatus
ENSXMAP00000038101	ENSXMAG00000022044	Xiphophorus_maculatus
ENSACLP00000022341	ENSACLG00000015138	Astatotilapia_calliptera
ENSDORP00000004061	ENSDORG00000004345	Dipodomys_ordii
ENSATEP00000002973	ENSATEG00000002114	Anabas_testudineus
ENSPVIP00000007322	ENSPVIG00000005994	Pogona_vitticeps
ENSMLEP00000002416	ENSMLEG00000009760	Mandrillus_leucophaeus
ENSPCOP00000001488	ENSPCOG00000004638	Propithecus_coquereli
ENSDNOP00000030808	ENSDNOG00000030657	Dasypus_novemcinctus
ENSVPAP00000011016	ENSVPAG00000011837	Vicugna_pacos
ENSLCRP00005035603	ENSLCRG00005013432	Larimichthys_crocea
ENSHHUP00000024326	ENSHHUG00000015258	Hucho_hucho
ENSSMAP00000012435	ENSSMAG00000007653	Scophthalmus_maximus
ENSPPRP00000021333	ENSPPRG00000012195	Panthera_pardus
ENSXCOP00000004726	ENSXCOG00000003720	Xiphophorus_couchianus
ENSPTEP00000015057	ENSPTEG00000016710	Piliocolobus_tephrosceles
ENSMMUP00000037404	ENSMMUG00000015876	Macaca_mulatta
ENSCGOP00000051795	ENSCGOG00000022884	Cottoperca_gobio
ENSCPUP00000017555	ENSCPUG00000012097	Calidris_pugnax
ENSMMOP00000024087	ENSMMOG00000018328	Mola_mola
ENSCABP00000000849	ENSCABG00000000737	Chelonoidis_abingdonii
ENSMLUP00000012445	ENSMLUG00000013670	Myotis_lucifugus
ENSDARP00000075271	ENSDARG00000091348	Danio_rerio
ENSPPAP00000015785	ENSPPAG00000030987	Pan_paniscus
ENSCVAP00000012193	ENSCVAG00000000812	Cyprinodon_variegatus
ENSCCNP00000027065	ENSCCNG00000026204	Castor_canadensis
ENSGALP00000067653	ENSGALG00000045424	Gallus_gallus	ENSGALT00000101112
ENSNMEP00000002282	ENSNMEG00000002926	Numida_meleagris
ENSRNOP00000028785	ENSRNOG00000021202	Rattus_norvegicus
ENSAMEP00000019166	ENSAMEG00000018135	Ailuropoda_melanoleuca
ENSAOCP00000007030	ENSAOCG00000010745	Amphiprion_ocellaris
ENSELUP00000002895	ENSELUG00000004236	Esox_lucius
ENSUMAP00000000238	ENSUMAG00000000382	Ursus_maritimus
ENSPNYP00000022610	ENSPNYG00000017059	Pundamilia_nyererei
ENSMZEP00005006919	ENSMZEG00005005307	Maylandia_zebra
ENSOARP00000003284	ENSOARG00000003084	Ovis_aries
ENSANAP00000022074	ENSANAG00000028798	Aotus_nancymaae
ENSOGAP00000003340	ENSOGAG00000003760	Otolemur_garnettii
ENSSPAP00000024907	ENSSPAG00000018816	Stegastes_partitus
ENSOMEP00000024633	ENSOMEG00000005368	Oryzias_melastigma
ENSSHAP00000002139	ENSSHAG00000001903	Sarcophilus_harrisii
ENSGACP00000001046	ENSGACG00000000812	Gasterosteus_aculeatus
ENSBMUP00000020953	ENSBMUG00000015756	Bos_mutus
ENSVVUP00000041918	ENSVVUG00000029798	Vulpes_vulpes
ENSBIXP00000002745	ENSBIXG00000009206	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSORLP00000014643	ENSORLG00000011682	Oryzias_latipes_ASM223467v1
ENSOMEP00000026137	ENSOMEG00000007784	Oryzias_melastigma
ENSMNEP00000043716	ENSMNEG00000044489	Macaca_nemestrina
ENSLACP00000023078	ENSLACG00000022511	Latimeria_chalumnae
ENSARWP00000025531	ENSARWG00000017339	Apteryx_rowi
ENSMMMP00000007551	ENSMMMG00000006783	Marmota_marmota_marmota
ENSSLDP00000004126	ENSSLDG00000003263	Seriola_lalandi_dorsalis
ENSCGOP00000049778	ENSCGOG00000022126	Cottoperca_gobio
ENSNLEP00000005621	ENSNLEG00000004594	Nomascus_leucogenys
ENSAPOP00000014471	ENSAPOG00000017372	Acanthochromis_polyacanthus
ENSPLAP00000031717	ENSPLAG00000023842	Poecilia_latipinna
ENSEEUP00000013463	ENSEEUG00000014750	Erinaceus_europaeus
ENSPPYP00000003614	ENSPPYG00000003128	Pongo_abelii
ENSARWP00000013241	ENSARWG00000009192	Apteryx_rowi
ENSMOCP00000001997	ENSMOCG00000001558	Microtus_ochrogaster
ENSPLAP00000014615	ENSPLAG00000018327	Poecilia_latipinna
ENSLCAP00010025616	ENSLCAG00010011976	Lates_calcarifer
ENSPRNP00000003775	ENSPRNG00000002231	Parambassis_ranga
ENSNGAP00000000669	ENSNGAG00000000509	Nannospalax_galili
ENSPANP00000023420	ENSPANG00000004686	Papio_anubis
ENSDNOP00000022797	ENSDNOG00000046371	Dasypus_novemcinctus
ENSMODP00000050415	ENSMODG00000008519	Monodelphis_domestica
ENSTGEP00000018039	ENSTGEG00000014556	Theropithecus_gelada
ENSVURP00010007901	ENSVURG00010006110	Vombatus_ursinus
ENSAOCP00000016519	ENSAOCG00000021477	Amphiprion_ocellaris
ENSACIP00000012704	ENSACIG00000009916	Amphilophus_citrinellus
ENSGMOP00000007925	ENSGMOG00000007413	Gadus_morhua
ENSPMEP00000004660	ENSPMEG00000005923	Poecilia_mexicana
ENSSARP00000012190	ENSSARG00000013501	Sorex_araneus
ENSBSLP00000005178	ENSBSLG00000002833	Betta_splendens
ENSPFOP00000008748	ENSPFOG00000008746	Poecilia_formosa
ENSTNIP00000007737	ENSTNIG00000005072	Tetraodon_nigroviridis
ENSECAP00000050005	ENSECAG00000021359	Equus_caballus
ENSKMAP00000008323	ENSKMAG00000006268	Kryptolebias_marmoratus
ENSFHEP00000020886	ENSFHEG00000022832	Fundulus_heteroclitus
ENSCHAP00000004141	ENSCHAG00000002758	Clupea_harengus
ENSCCAP00000026637	ENSCCAG00000031067	Cebus_capucinus_imitator
ENSPVAP00000014886	ENSPVAG00000015780	Pteropus_vampyrus
ENSFCAP00000054495	ENSFCAG00000023202	Felis_catus
ENSOCUP00000016753	ENSOCUG00000027508	Oryctolagus_cuniculus
ENSHCOP00000008257	ENSHCOG00000010493	Hippocampus_comes
ENSPNAP00000007516	ENSPNAG00000013305	Pygocentrus_nattereri
ENSNSUP00000024338	ENSNSUG00000017591	Notechis_scutatus
ENSCGRP00015011494	ENSCGRG00015008819	Cricetulus_griseus_CriGri-PICR
ENSAPOP00000027709	ENSAPOG00000012467	Acanthochromis_polyacanthus
ENSHHUP00000040594	ENSHHUG00000025086	Hucho_hucho
ENSLBEP00000013711	ENSLBEG00000010376	Labrus_bergylta
ENSTNIP00000007480	ENSTNIG00000004819	Tetraodon_nigroviridis
ENSLBEP00000025523	ENSLBEG00000019484	Labrus_bergylta
ENSOPRP00000005838	ENSOPRG00000006369	Ochotona_princeps
ENSATEP00000020867	ENSATEG00000014530	Anabas_testudineus
ENSSSCP00000013880	ENSSSCG00000013052	Sus_scrofa_strain_reference
ENSECRP00000013673	ENSECRG00000009133	Erpetoichthys_calabaricus
ENSCATP00000030604	ENSCATG00000038469	Cercocebus_atys
MGP_SPRETEiJ_P0049930	MGP_SPRETEiJ_G0023549	Mus_spretus_strain_SPRET/EiJ
ENSMZEP00005020619	ENSMZEG00005015472	Maylandia_zebra
ENSAMXP00005002314	ENSAMXG00005001274	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPMJP00000021110	ENSPMJG00000015663	Parus_major
ENSONIP00000004801	ENSONIG00000003815	Oreochromis_niloticus
ENSAPEP00000026480	ENSAPEG00000018817	Amphiprion_percula
ENSEASP00005029545	ENSEASG00005020077	Equus_asinus_asinus
ENSPREP00000009000	ENSPREG00000006164	Poecilia_reticulata
ENSSBOP00000034331	ENSSBOG00000033351	Saimiri_boliviensis_boliviensis
ENSORLP00000045485	ENSORLG00000025847	Oryzias_latipes_ASM223467v1
ENSSDAP00000011215	ENSSDAG00000009761	Spermophilus_dauricus
ENSORLP00020011316	ENSORLG00020012225	Oryzias_latipes_ASM223471v1
ENSTSYP00000034180	ENSTSYG00000026995	Carlito_syrichta
ENSPPAP00000008639	ENSPPAG00000027561	Pan_paniscus
ENSACLP00000006548	ENSACLG00000004408	Astatotilapia_calliptera
ENSSLDP00000016908	ENSSLDG00000013371	Seriola_lalandi_dorsalis
ENSSDUP00000029581	ENSSDUG00000021328	Seriola_dumerili
ENSBIXP00005007066	ENSBIXG00005012431	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSMAMP00000025517	ENSMAMG00000017135	Mastacembelus_armatus
ENSCAFP00020017460	ENSCAFG00020013944	Canis_lupus_dingo
ENSDCDP00000001915	ENSDCDG00000000979	Denticeps_clupeoides
ENSCAFP00000022196	ENSCAFG00000015064	Canis_lupus_familiaris
ENSMAMP00000002406	ENSMAMG00000001665	Mastacembelus_armatus
ENSGACP00000026447	ENSGACG00000020020	Gasterosteus_aculeatus
ENSLBEP00000003664	ENSLBEG00000002714	Labrus_bergylta
ENSPREP00000005636	ENSPREG00000003923	Poecilia_reticulata
ENSPRNP00000013468	ENSPRNG00000007381	Parambassis_ranga
ENSELUP00000034457	ENSELUG00000013044	Esox_lucius
MGP_CAROLIEiJ_P0047966	MGP_CAROLIEiJ_G0022639	Mus_caroli_strain_CAROLI_EIJ
ENSHGLP00100018314	ENSHGLG00100013500	Heterocephalus_glaber_HetGla_1.0
ENSCLAP00000024469	ENSCLAG00000016800	Chinchilla_lanigera
ENSDCDP00000062691	ENSDCDG00000035460	Denticeps_clupeoides
ENSCAFP00020006733	ENSCAFG00020005452	Canis_lupus_dingo
ENSEEEP00000035119	ENSEEEG00000016705	Electrophorus_electricus
