ENSEEEP00000039223	ENSEEEG00000018643	Electrophorus_electricus
ENSJJAP00000014668	ENSJJAG00000017080	Jaculus_jaculus
ENSCCNP00000023070	ENSCCNG00000022676	Castor_canadensis
ENSOCUP00000013002	ENSOCUG00000015129	Oryctolagus_cuniculus
ENSOPRP00000015078	ENSOPRG00000016510	Ochotona_princeps
ENSMFAP00000024065	ENSMFAG00000043642	Macaca_fascicularis
ENSMNEP00000037319	ENSMNEG00000041740	Macaca_nemestrina
ENSMMUP00000028025	ENSMMUG00000021284	Macaca_mulatta
ENSCATP00000016229	ENSCATG00000032054	Cercocebus_atys
ENSMLEP00000020691	ENSMLEG00000034542	Mandrillus_leucophaeus
ENSTGEP00000013966	ENSTGEG00000011335	Theropithecus_gelada
ENSPANP00000003330	ENSPANG00000012664	Papio_anubis
ENSCSAP00000007182	ENSCSAG00000010977	Chlorocebus_sabaeus
ENSRROP00000043566	ENSRROG00000044819	Rhinopithecus_roxellana
ENSRBIP00000043694	ENSRBIG00000045002	Rhinopithecus_bieti
ENSPTEP00000002545	ENSPTEG00000003004	Piliocolobus_tephrosceles
ENSCANP00000007382	ENSCANG00000024237	Colobus_angolensis_palliatus
ENSPTRP00000026602	ENSPTRG00000015441	Pan_troglodytes
ENSPPAP00000016039	ENSPPAG00000031137	Pan_paniscus
ENSGGOP00000004475	ENSGGOG00000004564	Gorilla_gorilla
ENSP00000260803	ENSG00000138231	Homo_sapiens
ENSPPYP00000015817	ENSPPYG00000014139	Pongo_abelii
ENSNLEP00000045586	ENSNLEG00000032263	Nomascus_leucogenys
ENSCCAP00000015835	ENSCCAG00000025708	Cebus_capucinus_imitator
ENSSBOP00000031681	ENSSBOG00000032048	Saimiri_boliviensis_boliviensis
ENSCJAP00000042057	ENSCJAG00000002433	Callithrix_jacchus
ENSANAP00000022380	ENSANAG00000028952	Aotus_nancymaae
ENSTSYP00000004870	ENSTSYG00000005317	Carlito_syrichta
ENSPCOP00000010826	ENSPCOG00000016894	Propithecus_coquereli
ENSMICP00000051660	ENSMICG00000049533	Microcebus_murinus
ENSPSMP00000028708	ENSPSMG00000019955	Prolemur_simus
ENSOGAP00000018201	ENSOGAG00000033095	Otolemur_garnettii
ENSUMAP00000020480	ENSUMAG00000015012	Ursus_maritimus
ENSUAMP00000005180	ENSUAMG00000004639	Ursus_americanus
ENSAMEP00000006614	ENSAMEG00000006272	Ailuropoda_melanoleuca
ENSMPUP00000009154	ENSMPUG00000009230	Mustela_putorius_furo
ENSNVIP00000030035	ENSNVIG00000023148	Neovison_vison
ENSCAFP00020009914	ENSCAFG00020008060	Canis_lupus_dingo
ENSCAFP00000011147	ENSCAFG00000007501	Canis_lupus_familiaris
ENSVVUP00000037194	ENSVVUG00000026604	Vulpes_vulpes
ENSPPRP00000023360	ENSPPRG00000013629	Panthera_pardus
ENSPTIP00000012676	ENSPTIG00000012674	Panthera_tigris_altaica
ENSFCAP00000019579	ENSFCAG00000002229	Felis_catus
ENSVPAP00000010896	ENSVPAG00000011711	Vicugna_pacos
ENSSSCP00000056429	ENSSSCG00000031098	Sus_scrofa_strain_reference
ENSBIXP00000024303	ENSBIXG00000007546	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005024992	ENSBIXG00005027529	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000026574	ENSBTAG00000019949	Bos_taurus
ENSBMUP00000007980	ENSBMUG00000006278	Bos_mutus
ENSBBBP00000007381	ENSBBBG00000008291	Bison_bison_bison
ENSCHIP00000033323	ENSCHIG00000026937	Capra_hircus
ENSOARP00000008142	ENSOARG00000007589	Ovis_aries
ENSTTRP00000003774	ENSTTRG00000004020	Tursiops_truncatus
ENSPVAP00000007284	ENSPVAG00000007713	Pteropus_vampyrus
ENSMLUP00000019771	ENSMLUG00000026117	Myotis_lucifugus
ENSEASP00005005042	ENSEASG00005003788	Equus_asinus_asinus
ENSECAP00000030770	ENSECAG00000013920	Equus_caballus
ENSSARP00000008655	ENSSARG00000009558	Sorex_araneus
ENSSARP00000002835	ENSSARG00000003148	Sorex_araneus
ENSEEUP00000006423	ENSEEUG00000007059	Erinaceus_europaeus
ENSDORP00000022655	ENSDORG00000030044	Dipodomys_ordii
ENSOANP00000012395	ENSOANG00000007783	Ornithorhynchus_anatinus
ENSXETP00000018068	ENSXETG00000001901	Xenopus_tropicalis
ENSLACP00000006254	ENSLACG00000005547	Latimeria_chalumnae
ENSCMIP00000030309	ENSCMIG00000013048	Callorhinchus_milii
ENSPMGP00000008474	ENSPMGG00000007010	Periophthalmus_magnuspinnatus
ENSPMAP00000009494	ENSPMAG00000008620	Petromyzon_marinus
ENSEBUP00000011693	ENSEBUG00000007494	Eptatretus_burgeri
ENSCSAVP00000012852	ENSCSAVG00000007545	Ciona_savignyi
ENSCINP00000021784	ENSCING00000011388	Ciona_intestinalis
FBpp0076410	FBgn0035838	Drosophila_melanogaster
C55B7.8.1	WBGene00000937	Caenorhabditis_elegans_strain_N2
ENSPTEP00000021181	ENSPTEG00000022291	Piliocolobus_tephrosceles
ENSPTEP00000000106	ENSPTEG00000000162	Piliocolobus_tephrosceles
YKL149C_mRNA	YKL149C	Saccharomyces_cerevisiae_strain_S288C
