ENSEBUP00000011135	ENSEBUG00000007151	Eptatretus_burgeri	ENSEBUT00000011696
ENSEBUP00000018705	ENSEBUG00000011681	Eptatretus_burgeri	ENSEBUT00000019281
ENSPMAP00000000048	ENSPMAG00000000046	Petromyzon_marinus	ENSPMAT00000000048
ENSEBUP00000001687	ENSEBUG00000001375	Eptatretus_burgeri
ENSLCRP00005029937	ENSLCRG00005011883	Larimichthys_crocea
ENSLCAP00010059879	ENSLCAG00010027882	Lates_calcarifer
ENSSDUP00000024206	ENSSDUG00000017593	Seriola_dumerili
ENSSMAP00000014045	ENSSMAG00000008630	Scophthalmus_maximus
ENSTNIP00000023087	ENSTNIG00000019820	Tetraodon_nigroviridis
ENSTRUP00000039414	ENSTRUG00000015422	Takifugu_rubripes
ENSMAMP00000016850	ENSMAMG00000011412	Mastacembelus_armatus
ENSNPEP00000019100	ENSNPEG00000014224	Nothoprocta_perdicaria
ENSAOWP00000027186	ENSAOWG00000018316	Apteryx_owenii
ENSLSDP00000024368	ENSLSDG00000017088	Lonchura_striata_domestica
ENSTGUP00000000724	ENSTGUG00000000713	Taeniopygia_guttata
ENSPMJP00000007785	ENSPMJG00000006410	Parus_major
ENSFALP00000009459	ENSFALG00000009069	Ficedula_albicollis
ENSCCEP00000009219	ENSCCEG00000009389	Cyanistes_caeruleus
ENSZALP00000012884	ENSZALG00000010749	Zonotrichia_albicollis
ENSLCOP00000008866	ENSLCOG00000006486	Lepidothrix_coronata
ENSMVIP00005015632	ENSMVIG00005011227	Manacus_vitellinus
ENSCPUP00000028086	ENSCPUG00000018893	Calidris_pugnax
ENSMUNP00000022276	ENSMUNG00000016754	Melopsittacus_undulatus
ENSGALP00000033285	ENSGALG00000027907	Gallus_gallus
ENSNMEP00000006791	ENSNMEG00000006930	Numida_meleagris
ENSCJPP00005000084	ENSCJPG00005000146	Coturnix_japonica
ENSABRP00000000366	ENSABRG00000000419	Anser_brachyrhynchus
ENSAPLP00000000795	ENSAPLG00000001379	Anas_platyrhynchos_platyrhynchos
ENSVURP00010014377	ENSVURG00010011050	Vombatus_ursinus
ENSVURP00010014367	ENSVURG00010011009	Vombatus_ursinus
ENSDNVP00000023471	ENSDNVG00000016308	Dromaius_novaehollandiae
ENSPCOP00000011976	ENSPCOG00000017525	Propithecus_coquereli
ENSPSMP00000036350	ENSPSMG00000025005	Prolemur_simus
ENSMICP00000041854	ENSMICG00000005642	Microcebus_murinus
ENSOGAP00000006284	ENSOGAG00000007017	Otolemur_garnettii
ENSPTRP00000088485	ENSPTRG00000017073	Pan_troglodytes
ENSP00000325819	ENSG00000175745	Homo_sapiens
ENSPPYP00000017473	ENSPPYG00000015629	Pongo_abelii
ENSNLEP00000041574	ENSNLEG00000013901	Nomascus_leucogenys
ENSPTEP00000004077	ENSPTEG00000004808	Piliocolobus_tephrosceles
ENSRROP00000018194	ENSRROG00000033164	Rhinopithecus_roxellana
ENSMFAP00000029733	ENSMFAG00000042083	Macaca_fascicularis
ENSMMUP00000080433	ENSMMUG00000006209	Macaca_mulatta
ENSTGEP00000003893	ENSTGEG00000003276	Theropithecus_gelada
ENSPANP00000025660	ENSPANG00000007937	Papio_anubis
ENSCSAP00000010756	ENSCSAG00000014638	Chlorocebus_sabaeus
ENSCATP00000045735	ENSCATG00000045231	Cercocebus_atys
ENSCJAP00000056125	ENSCJAG00000010492	Callithrix_jacchus
ENSCCAP00000009991	ENSCCAG00000022721	Cebus_capucinus_imitator
ENSANAP00000028294	ENSANAG00000031992	Aotus_nancymaae
ENSCGRP00001021582	ENSCGRG00001020383	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000011110	ENSCGRG00000008103	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015021949	ENSCGRG00015016706	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000006822	ENSMAUG00000008658	Mesocricetus_auratus
ENSMOCP00000013661	ENSMOCG00000013379	Microtus_ochrogaster
ENSMUSP00000089036	ENSMUSG00000069171	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0036619	MGP_SPRETEiJ_G0019624	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000003062	ENSMSIG00000002812	Mus_spicilegus
MGP_CAROLIEiJ_P0034951	MGP_CAROLIEiJ_G0018741	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0026615	MGP_PahariEiJ_G0015820	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000020044	ENSRNOG00000014795	Rattus_norvegicus
ENSMUGP00000009461	ENSMUGG00000008439	Meriones_unguiculatus
ENSJJAP00000010658	ENSJJAG00000014194	Jaculus_jaculus
ENSCCNP00000012892	ENSCCNG00000013384	Castor_canadensis
ENSCLAP00000007976	ENSCLAG00000005596	Chinchilla_lanigera
ENSHGLP00000013244	ENSHGLG00000009458	Heterocephalus_glaber_HetGla_female_1.0
ENSDORP00000012502	ENSDORG00000029867	Dipodomys_ordii
ENSNGAP00000002868	ENSNGAG00000002889	Nannospalax_galili
ENSODEP00000019828	ENSODEG00000014640	Octodon_degus
ENSUPAP00010004298	ENSUPAG00010003504	Urocitellus_parryii
ENSSTOP00000013789	ENSSTOG00000015403	Ictidomys_tridecemlineatus
ENSOPRP00000007986	ENSOPRG00000008729	Ochotona_princeps
ENSMLEP00000011658	ENSMLEG00000029933	Mandrillus_leucophaeus
ENSCANP00000007096	ENSCANG00000023342	Colobus_angolensis_palliatus
ENSPPAP00000013040	ENSPPAG00000029692	Pan_paniscus
ENSTSYP00000031434	ENSTSYG00000029215	Carlito_syrichta
ENSEEUP00000002623	ENSEEUG00000002871	Erinaceus_europaeus
ENSFDAP00000004775	ENSFDAG00000013922	Fukomys_damarensis
ENSHGLP00100020913	ENSHGLG00100015418	Heterocephalus_glaber_HetGla_1.0
ENSCPOP00000005308	ENSCPOG00000005883	Cavia_porcellus
ENSSDAP00000004492	ENSSDAG00000004121	Spermophilus_dauricus
ENSTBEP00000002895	ENSTBEG00000003339	Tupaia_belangeri
ENSGGOP00000011182	ENSGGOG00000011470	Gorilla_gorilla
ENSMNEP00000005734	ENSMNEG00000026061	Macaca_nemestrina
ENSSBOP00000009735	ENSSBOG00000021749	Saimiri_boliviensis_boliviensis
ENSETEP00000009056	ENSETEG00000011163	Echinops_telfairi
ENSLAFP00000009434	ENSLAFG00000011285	Loxodonta_africana
ENSDNOP00000027219	ENSDNOG00000043183	Dasypus_novemcinctus
ENSCHOP00000005281	ENSCHOG00000005980	Choloepus_hoffmanni
ENSCHIP00000007079	ENSCHIG00000010694	Capra_hircus
ENSOARP00000017946	ENSOARG00000016709	Ovis_aries
ENSBIXP00005046419	ENSBIXG00005031237	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000038310	ENSBIXG00000022116	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000023401	ENSBTAG00000017599	Bos_taurus
ENSBMUP00000014461	ENSBMUG00000010985	Bos_mutus
ENSBBBP00000015780	ENSBBBG00000023546	Bison_bison_bison
ENSSSCP00000047766	ENSSSCG00000014157	Sus_scrofa_strain_reference
ENSTTRP00000001434	ENSTTRG00000001519	Tursiops_truncatus
ENSSARP00000010685	ENSSARG00000011821	Sorex_araneus
ENSECAP00000047292	ENSECAG00000018508	Equus_caballus
ENSEASP00005028699	ENSEASG00005019516	Equus_asinus_asinus
ENSPVAP00000013897	ENSPVAG00000014744	Pteropus_vampyrus
ENSMLUP00000004778	ENSMLUG00000005238	Myotis_lucifugus
ENSCAFP00020007635	ENSCAFG00020006158	Canis_lupus_dingo
ENSCAFP00000064624	ENSCAFG00000047196	Canis_lupus_familiaris
ENSNVIP00000007412	ENSNVIG00000005893	Neovison_vison
ENSUAMP00000033718	ENSUAMG00000025676	Ursus_americanus
ENSAMEP00000007158	ENSAMEG00000006792	Ailuropoda_melanoleuca
ENSMPUP00000004101	ENSMPUG00000004135	Mustela_putorius_furo
ENSVVUP00000030342	ENSVVUG00000022129	Vulpes_vulpes
ENSPPRP00000013686	ENSPPRG00000006804	Panthera_pardus
ENSFCAP00000051629	ENSFCAG00000034642	Felis_catus
ENSHGLP00000009681	ENSHGLG00000006948	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100009846	ENSHGLG00100007305	Heterocephalus_glaber_HetGla_1.0
ENSPTIP00000019426	ENSPTIG00000017211	Panthera_tigris_altaica
ENSPSIP00000011312	ENSPSIG00000010198	Pelodiscus_sinensis
ENSACAP00000013131	ENSACAG00000013324	Anolis_carolinensis
ENSPVIP00000035094	ENSPVIG00000025667	Pogona_vitticeps
ENSNSUP00000007888	ENSNSUG00000006155	Notechis_scutatus
ENSSMRP00000009665	ENSSMRG00000007704	Salvator_merianae
ENSETEP00000007222	ENSETEG00000008884	Echinops_telfairi
ENSPEMP00000029868	ENSPEMG00000025656	Peromyscus_maniculatus_bairdii
ENSARWP00000005456	ENSARWG00000003891	Apteryx_rowi
ENSDNVP00000017067	ENSDNVG00000011936	Dromaius_novaehollandiae
ENSAPLP00000032542	ENSAPLG00000021743	Anas_platyrhynchos_platyrhynchos
ENSLCOP00000000079	ENSLCOG00000000090	Lepidothrix_coronata
ENSOARP00000010906	ENSOARG00000010167	Ovis_aries
ENSXETP00000006874	ENSXETG00000008509	Xenopus_tropicalis
ENSECRP00000011650	ENSECRG00000007759	Erpetoichthys_calabaricus
ENSGAGP00000004646	ENSGAGG00000003835	Gopherus_agassizii
ENSCABP00000012104	ENSCABG00000009049	Chelonoidis_abingdonii
ENSCPBP00000014140	ENSCPBG00000010532	Chrysemys_picta_bellii
ENSCPRP00005003944	ENSCPRG00005002896	Crocodylus_porosus
ENSSPUP00000010607	ENSSPUG00000008179	Sphenodon_punctatus
ENSMEUP00000002917	ENSMEUG00000003204	Notamacropus_eugenii
ENSPCIP00000038941	ENSPCIG00000028615	Phascolarctos_cinereus
ENSSHAP00000018149	ENSSHAG00000015410	Sarcophilus_harrisii
ENSMODP00000059409	ENSMODG00000020132	Monodelphis_domestica
ENSCINP00000004102	ENSCING00000002023	Ciona_intestinalis
