ENSLSDP00000006364	ENSLSDG00000004851	Lonchura_striata_domestica
ENSNBRP00000014513	ENSNBRG00000011198	Neolamprologus_brichardi
ENSANAP00000025875	ENSANAG00000030608	Aotus_nancymaae
ENSACAP00000000902	ENSACAG00000000848	Anolis_carolinensis
ENSCJPP00005007350	ENSCJPG00005006682	Coturnix_japonica
ENSNSUP00000019375	ENSNSUG00000014165	Notechis_scutatus
ENSMODP00000020717	ENSMODG00000016598	Monodelphis_domestica
ENSCPOP00000007720	ENSCPOG00000008591	Cavia_porcellus
ENSELUP00000040811	ENSELUG00000021399	Esox_lucius
MGP_CAROLIEiJ_P0056524	MGP_CAROLIEiJ_G0024758	Mus_caroli_strain_CAROLI_EIJ
ENSFALP00000011188	ENSFALG00000010721	Ficedula_albicollis
ENSCHIP00000024638	ENSCHIG00000021753	Capra_hircus
ENSSHAP00000015634	ENSSHAG00000013323	Sarcophilus_harrisii
ENSHGLP00000011003	ENSHGLG00000007894	Heterocephalus_glaber_HetGla_female_1.0
ENSCGRP00015019379	ENSCGRG00015014869	Cricetulus_griseus_CriGri-PICR
ENSJJAP00000017076	ENSJJAG00000018738	Jaculus_jaculus
ENSPNAP00000005849	ENSPNAG00000011979	Pygocentrus_nattereri
ENSPTIP00000012148	ENSPTIG00000012328	Panthera_tigris_altaica
ENSEASP00005033982	ENSEASG00005023236	Equus_asinus_asinus
ENSORLP00015030238	ENSORLG00015013802	Oryzias_latipes_ASM223469v1
ENSAPEP00000012394	ENSAPEG00000008808	Amphiprion_percula
ENSSPAP00000002615	ENSSPAG00000002008	Stegastes_partitus
ENSEEUP00000013283	ENSEEUG00000014550	Erinaceus_europaeus
ENSSARP00000001499	ENSSARG00000001661	Sorex_araneus
ENSPRNP00000057192	ENSPRNG00000026646	Parambassis_ranga
ENSVPAP00000011335	ENSVPAG00000012193	Vicugna_pacos
ENSFDAP00000010964	ENSFDAG00000018687	Fukomys_damarensis
ENSBTAP00000067994	ENSBTAG00000040450	Bos_taurus
ENSMMMP00000015092	ENSMMMG00000013440	Marmota_marmota_marmota
ENSORLP00000018480	ENSORLG00000014746	Oryzias_latipes_ASM223467v1
ENSMUSP00000104703	ENSMUSG00000016253	Mus_musculus_strain_reference_(CL57BL6)
ENSPMAP00000009154	ENSPMAG00000008308	Petromyzon_marinus
ENSCHOP00000004075	ENSCHOG00000004606	Choloepus_hoffmanni
ENSTGUP00000008319	ENSTGUG00000008047	Taeniopygia_guttata
ENSECAP00000014280	ENSECAG00000016334	Equus_caballus
ENSCATP00000026230	ENSCATG00000036532	Cercocebus_atys
ENSBBBP00000022073	ENSBBBG00000015754	Bison_bison_bison
ENSNMEP00000019077	ENSNMEG00000016521	Numida_meleagris
ENSMVIP00005005375	ENSMVIG00005004101	Manacus_vitellinus
ENSPPRP00000015977	ENSPPRG00000008415	Panthera_pardus
ENSJHYP00000012807	ENSJHYG00000009945	Junco_hyemalis
ENSPPAP00000040334	ENSPPAG00000042809	Pan_paniscus
ENSCSAVP00000018221	ENSCSAVG00000010714	Ciona_savignyi
ENSSSCP00000033095	ENSSSCG00000007521	Sus_scrofa_strain_reference
ENSMOCP00000003574	ENSMOCG00000002859	Microtus_ochrogaster
ENSGACP00000000650	ENSGACG00000000502	Gasterosteus_aculeatus
ENSLBEP00000030297	ENSLBEG00000022888	Labrus_bergylta
ENSPANP00000021308	ENSPANG00000011168	Papio_anubis
ENSCCEP00000024060	ENSCCEG00000021417	Cyanistes_caeruleus
ENSMGAP00000009031	ENSMGAG00000008757	Meleagris_gallopavo
ENSAHAP00000017914	ENSAHAG00000012696	Apteryx_haastii
ENSBIXP00005033080	ENSBIXG00005013723	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSATEP00000035649	ENSATEG00000024493	Anabas_testudineus
ENSXCOP00000024817	ENSXCOG00000018531	Xiphophorus_couchianus
ENSPMGP00000024782	ENSPMGG00000020049	Periophthalmus_magnuspinnatus
ENSAPLP00000014739	ENSAPLG00000014867	Anas_platyrhynchos_platyrhynchos
ENSRBIP00000041051	ENSRBIG00000043901	Rhinopithecus_bieti
ENSFHEP00000025461	ENSFHEG00000007635	Fundulus_heteroclitus
ENSCINP00000002121	ENSCING00000001124	Ciona_intestinalis
ENSCAFP00020028103	ENSCAFG00020022050	Canis_lupus_dingo
ENSSMAP00000007485	ENSSMAG00000004607	Scophthalmus_maximus
ENSBSLP00000001745	ENSBSLG00000001018	Betta_splendens
ENSKMAP00000021643	ENSKMAG00000016071	Kryptolebias_marmoratus
ENSPVAP00000000179	ENSPVAG00000000198	Pteropus_vampyrus
ENSTGEP00000014218	ENSTGEG00000011542	Theropithecus_gelada
ENSDCDP00000030429	ENSDCDG00000021242	Denticeps_clupeoides	ENSDCDT00000039657
ENSPMAP00000006077	ENSPMAG00000005514	Petromyzon_marinus
ENSTRUP00000033882	ENSTRUG00000020959	Takifugu_rubripes
ENSUMAP00000001131	ENSUMAG00000001113	Ursus_maritimus
ENSAOWP00000000809	ENSAOWG00000000621	Apteryx_owenii
ENSLCOP00000010333	ENSLCOG00000007505	Lepidothrix_coronata
MGP_SPRETEiJ_P0058708	MGP_SPRETEiJ_G0025679	Mus_spretus_strain_SPRET/EiJ
ENSAMXP00005016881	ENSAMXG00005008522	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSMAMP00000008632	ENSMAMG00000005847	Mastacembelus_armatus
ENSSCAP00000021259	ENSSCAG00000015298	Serinus_canaria
ENSCMIP00000036218	ENSCMIG00000015180	Callorhinchus_milii	ENSCMIT00000036751
ENSCHIP00000011663	ENSCHIG00000013745	Capra_hircus
ENSDORP00000016437	ENSDORG00000004285	Dipodomys_ordii
ENSORLP00020032637	ENSORLG00020018318	Oryzias_latipes_ASM223471v1
ENSPSMP00000034750	ENSPSMG00000023924	Prolemur_simus
ENSXMAP00000038111	ENSXMAG00000003398	Xiphophorus_maculatus
ENSUPAP00010015446	ENSUPAG00010012356	Urocitellus_parryii
ENSSBOP00000015031	ENSSBOG00000024245	Saimiri_boliviensis_boliviensis
ENSTSYP00000028807	ENSTSYG00000006238	Carlito_syrichta
ENSCSAP00000011670	ENSCSAG00000015585	Chlorocebus_sabaeus
ENSCCAP00000030819	ENSCCAG00000033432	Cebus_capucinus_imitator
ENSBTAP00000025006	ENSBTAG00000018783	Bos_taurus
ENSEBUP00000023308	ENSEBUG00000014356	Eptatretus_burgeri	ENSEBUT00000023884
ENSMMUP00000057483	ENSMMUG00000015390	Macaca_mulatta
ENSEEEP00000037614	ENSEEEG00000017805	Electrophorus_electricus
ENSCPGP00000008643	ENSCPGG00000006144	Calidris_pygmaea
ENSPREP00000019564	ENSPREG00000013200	Poecilia_reticulata
ENSUAMP00000028466	ENSUAMG00000021999	Ursus_americanus
ENSTBEP00000000276	ENSTBEG00000000316	Tupaia_belangeri
ENSHCOP00000015090	ENSHCOG00000018622	Hippocampus_comes
ENSACLP00000006144	ENSACLG00000004112	Astatotilapia_calliptera
ENSZALP00000010638	ENSZALG00000008986	Zonotrichia_albicollis
ENSDNOP00000009774	ENSDNOG00000012591	Dasypus_novemcinctus
ENSCGRP00001017989	ENSCGRG00001017868	Cricetulus_griseus_CHOK1GS_HDv1
ENSDARP00000021861	ENSDARG00000021097	Danio_rerio
ENSTNIP00000009876	ENSTNIG00000007075	Tetraodon_nigroviridis
ENSPTEP00000006131	ENSPTEG00000007061	Piliocolobus_tephrosceles
ENSSTOP00000010492	ENSSTOG00000011692	Ictidomys_tridecemlineatus
ENSCGRP00000006748	ENSCGRG00000004930	Cricetulus_griseus_CriGri_1.0
ENSCJAP00000035164	ENSCJAG00000018927	Callithrix_jacchus
ENSPCIP00000005496	ENSPCIG00000004596	Phascolarctos_cinereus
ENSOGAP00000012787	ENSOGAG00000014266	Otolemur_garnettii
MGP_PahariEiJ_P0067510	MGP_PahariEiJ_G0026200	Mus_pahari_strain_PAHARI_EIJ
ENSMLEP00000003020	ENSMLEG00000012484	Mandrillus_leucophaeus
ENSP00000473290	ENSG00000101158	Homo_sapiens
ENSBMUP00000008163	ENSBMUG00000006429	Bos_mutus
ENSAMEP00000013190	ENSAMEG00000012493	Ailuropoda_melanoleuca
ENSOANP00000014763	ENSOANG00000009277	Ornithorhynchus_anatinus
ENSBIXP00005039697	ENSBIXG00005022164	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSPMJP00000011313	ENSPMJG00000008784	Parus_major
ENSMFAP00000004938	ENSMFAG00000002141	Macaca_fascicularis
ENSCVAP00000005932	ENSCVAG00000000203	Cyprinodon_variegatus
ENSTTRP00000007951	ENSTTRG00000008389	Tursiops_truncatus
ENSOARP00000017457	ENSOARG00000016255	Ovis_aries
ENSPVIP00000018618	ENSPVIG00000014236	Pogona_vitticeps
ENSFCAP00000000784	ENSFCAG00000000844	Felis_catus
ENSOMEP00000021055	ENSOMEG00000022950	Oryzias_melastigma
ENSACIP00000003741	ENSACIG00000002940	Amphilophus_citrinellus
ENSCCNP00000019416	ENSCCNG00000019524	Castor_canadensis
ENSPLAP00000013343	ENSPLAG00000016850	Poecilia_latipinna
ENSMLUP00000013560	ENSMLUG00000014890	Myotis_lucifugus
ENSSMRP00000016125	ENSSMRG00000012544	Salvator_merianae
ENSPCAP00000008655	ENSPCAG00000009268	Procavia_capensis
ENSBBBP00000027787	ENSBBBG00000024184	Bison_bison_bison
ENSONIP00000024202	ENSONIG00000019229	Oreochromis_niloticus
ENSVURP00010023974	ENSVURG00010018377	Vombatus_ursinus
ENSMAUP00000001371	ENSMAUG00000000986	Mesocricetus_auratus
ENSBMUP00000025984	ENSBMUG00000019472	Bos_mutus
ENSCPRP00005007284	ENSCPRG00005005167	Crocodylus_porosus
ENSLCRP00005062310	ENSLCRG00005022880	Larimichthys_crocea
ENSMALP00000024806	ENSMALG00000017278	Monopterus_albus
ENSEBUP00000006681	ENSEBUG00000004415	Eptatretus_burgeri	ENSEBUT00000007141
ENSRROP00000017015	ENSRROG00000032620	Rhinopithecus_roxellana
ENSAOCP00000028331	ENSAOCG00000017909	Amphiprion_ocellaris
ENSSPUP00000000163	ENSSPUG00000000145	Sphenodon_punctatus
ENSPSIP00000005070	ENSPSIG00000004680	Pelodiscus_sinensis
ENSLAFP00000024292	ENSLAFG00000015850	Loxodonta_africana
ENSHHUP00000052425	ENSHHUG00000031516	Hucho_hucho
ENSGAGP00000035384	ENSGAGG00000025149	Gopherus_agassizii
ENSSFOP00015018439	ENSSFOG00015011858	Scleropages_formosus
ENSIPUP00000015804	ENSIPUG00000010728	Ictalurus_punctatus
ENSNPEP00000013154	ENSNPEG00000009821	Nothoprocta_perdicaria
ENSPKIP00000018277	ENSPKIG00000003887	Paramormyrops_kingsleyae
ENSECRP00000012461	ENSECRG00000008310	Erpetoichthys_calabaricus
ENSPNYP00000026057	ENSPNYG00000019623	Pundamilia_nyererei
ENSCLAP00000008418	ENSCLAG00000005892	Chinchilla_lanigera
ENSSDUP00000004998	ENSSDUG00000003703	Seriola_dumerili
ENSLOCP00000007556	ENSLOCG00000006254	Lepisosteus_oculatus
ENSNLEP00000011627	ENSNLEG00000009524	Nomascus_leucogenys
ENSHGLP00100023615	ENSHGLG00100017350	Heterocephalus_glaber_HetGla_1.0
ENSCAPP00000006645	ENSCAPG00000008755	Cavia_aperea
ENSOCUP00000008967	ENSOCUG00000010406	Oryctolagus_cuniculus
ENSMSIP00000032586	ENSMSIG00000027285	Mus_spicilegus
ENSABRP00000000075	ENSABRG00000000091	Anser_brachyrhynchus
ENSODEP00000023083	ENSODEG00000016930	Octodon_degus
ENSHBUP00000003713	ENSHBUG00000005005	Haplochromis_burtoni
ENSGMOP00000001525	ENSGMOG00000001444	Gadus_morhua
ENSPFOP00000015541	ENSPFOG00000015410	Poecilia_formosa
ENSCGOP00000055252	ENSCGOG00000024085	Cottoperca_gobio
ENSPTRP00000023533	ENSPTRG00000013678	Pan_troglodytes
ENSXETP00000027226	ENSXETG00000009229	Xenopus_tropicalis
ENSBIXP00000009431	ENSBIXG00000007108	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSAPOP00000005940	ENSAPOG00000007847	Acanthochromis_polyacanthus
ENSCHAP00000017292	ENSCHAG00000008753	Clupea_harengus	ENSCHAT00000019023
ENSSDAP00000019738	ENSSDAG00000017920	Spermophilus_dauricus
ENSGALP00000012072	ENSGALG00000007477	Gallus_gallus
ENSHGLP00100009925	ENSHGLG00100007364	Heterocephalus_glaber_HetGla_1.0
