ENSMGAP00000019160	ENSMGAG00000004423	Meleagris_gallopavo
ENSCATP00000033991	ENSCATG00000039888	Cercocebus_atys
ENSMLEP00000015715	ENSMLEG00000031666	Mandrillus_leucophaeus
ENSCSAP00000015500	ENSCSAG00000002541	Chlorocebus_sabaeus
ENSTSYP00000025735	ENSTSYG00000000095	Carlito_syrichta
ENSPCOP00000004628	ENSPCOG00000012987	Propithecus_coquereli
ENSPSMP00000004508	ENSPSMG00000003333	Prolemur_simus
ENSMICP00000040719	ENSMICG00000002699	Microcebus_murinus
ENSMUSP00000123700	ENSMUSG00000032115	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0091129	MGP_SPRETEiJ_G0033250	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000007982	ENSMSIG00000007085	Mus_spicilegus
MGP_PahariEiJ_P0023198	MGP_PahariEiJ_G0014982	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000039172	ENSRNOG00000010944	Rattus_norvegicus
ENSMUGP00000011786	ENSMUGG00000010303	Meriones_unguiculatus
ENSCGRP00001003324	ENSCGRG00001003994	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000007194	ENSCGRG00000005233	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015019932	ENSCGRG00015015091	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000012839	ENSMAUG00000013000	Mesocricetus_auratus
ENSPEMP00000006913	ENSPEMG00000009007	Peromyscus_maniculatus_bairdii
ENSMOCP00000006900	ENSMOCG00000006614	Microtus_ochrogaster
ENSCCNP00000018180	ENSCCNG00000018468	Castor_canadensis
ENSUPAP00010023112	ENSUPAG00010018291	Urocitellus_parryii
ENSSDAP00000019523	ENSSDAG00000017724	Spermophilus_dauricus
ENSSTOP00000012867	ENSSTOG00000014355	Ictidomys_tridecemlineatus
ENSMMMP00000025679	ENSMMMG00000022491	Marmota_marmota_marmota
ENSHGLP00100018326	ENSHGLG00100013508	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000009674	ENSHGLG00000006941	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000010216	ENSFDAG00000018024	Fukomys_damarensis
ENSCLAP00000021753	ENSCLAG00000014893	Chinchilla_lanigera
ENSODEP00000011925	ENSODEG00000008854	Octodon_degus
ENSCAPP00000004503	ENSCAPG00000006970	Cavia_aperea
ENSCPOP00000005811	ENSCPOG00000006451	Cavia_porcellus
ENSOCUP00000003670	ENSOCUG00000004239	Oryctolagus_cuniculus
ENSOPRP00000014847	ENSOPRG00000016236	Ochotona_princeps
ENSNGAP00000010296	ENSNGAG00000012744	Nannospalax_galili
ENSJJAP00000022393	ENSJJAG00000022453	Jaculus_jaculus
ENSDNOP00000004663	ENSDNOG00000006015	Dasypus_novemcinctus
ENSUMAP00000000544	ENSUMAG00000000651	Ursus_maritimus
ENSUAMP00000036621	ENSUAMG00000027739	Ursus_americanus
ENSAMEP00000000043	ENSAMEG00000000044	Ailuropoda_melanoleuca
ENSNVIP00000004729	ENSNVIG00000003619	Neovison_vison
ENSMPUP00000004961	ENSMPUG00000005001	Mustela_putorius_furo
ENSCAFP00020016268	ENSCAFG00020013042	Canis_lupus_dingo
ENSCAFP00000054908	ENSCAFG00000012126	Canis_lupus_familiaris
ENSVVUP00000033259	ENSVVUG00000024054	Vulpes_vulpes
ENSPPRP00000002902	ENSPPRG00000023038	Panthera_pardus
ENSPTIP00000018370	ENSPTIG00000016407	Panthera_tigris_altaica
ENSFCAP00000001069	ENSFCAG00000001154	Felis_catus
ENSECAP00000011454	ENSECAG00000013080	Equus_caballus
ENSEASP00005006661	ENSEASG00005004918	Equus_asinus_asinus
ENSPVAP00000012772	ENSPVAG00000013537	Pteropus_vampyrus
ENSMLUP00000004355	ENSMLUG00000004772	Myotis_lucifugus
ENSOARP00000013430	ENSOARG00000012531	Ovis_aries
ENSCHIP00000017986	ENSCHIG00000017538	Capra_hircus
ENSBTAP00000074586	ENSBTAG00000010322	Bos_taurus
ENSBIXP00005043911	ENSBIXG00005027708	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000003580	ENSBIXG00000010008	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000015038	ENSBMUG00000011267	Bos_mutus
ENSBBBP00000025157	ENSBBBG00000020429	Bison_bison_bison
ENSTTRP00000002805	ENSTTRG00000002989	Tursiops_truncatus
ENSSSCP00000037024	ENSSSCG00000015106	Sus_scrofa_strain_reference
ENSEEUP00000002893	ENSEEUG00000003131	Erinaceus_europaeus
ENSVPAP00000009340	ENSVPAG00000010036	Vicugna_pacos
ENSSARP00000005101	ENSSARG00000005606	Sorex_araneus
ENSOGAP00000006518	ENSOGAG00000007278	Otolemur_garnettii
ENSCHOP00000004165	ENSCHOG00000004685	Choloepus_hoffmanni
MGP_CAROLIEiJ_P0087544	MGP_CAROLIEiJ_G0032113	Mus_caroli_strain_CAROLI_EIJ
ENSDORP00000026704	ENSDORG00000025756	Dipodomys_ordii
ENSLAFP00000015566	ENSLAFG00000018568	Loxodonta_africana
ENSPCAP00000011893	ENSPCAG00000012639	Procavia_capensis
ENSETEP00000010415	ENSETEG00000012843	Echinops_telfairi
ENSPCIP00000030719	ENSPCIG00000022850	Phascolarctos_cinereus
ENSVURP00010005179	ENSVURG00010004065	Vombatus_ursinus
ENSMEUP00000014059	ENSMEUG00000015382	Notamacropus_eugenii
ENSSHAP00000011884	ENSSHAG00000010198	Sarcophilus_harrisii
ENSMODP00000041411	ENSMODG00000013318	Monodelphis_domestica
ENSXETP00000021236	ENSXETG00000004074	Xenopus_tropicalis
ENSPMAP00000003647	ENSPMAG00000003351	Petromyzon_marinus	ENSPMAT00000003663
ENSLACP00000020014	ENSLACG00000017594	Latimeria_chalumnae
ENSCMIP00000036276	ENSCMIG00000015141	Callorhinchus_milii
ENSAMXP00005022855	ENSAMXG00005011776	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00005012188	ENSAMXG00005006586	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000049057	ENSAMXG00000014988	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000049329
ENSPNAP00000023659	ENSPNAG00000000759	Pygocentrus_nattereri
ENSIPUP00000009114	ENSIPUG00000006212	Ictalurus_punctatus
ENSEEEP00000031412	ENSEEEG00000014308	Electrophorus_electricus
ENSDARP00000090804	ENSDARG00000013670	Danio_rerio
ENSDCDP00000030387	ENSDCDG00000019745	Denticeps_clupeoides	ENSDCDT00000039615
ENSCHAP00000030348	ENSCHAG00000011186	Clupea_harengus	ENSCHAT00000032958
ENSCGOP00000037461	ENSCGOG00000017090	Cottoperca_gobio
ENSGACP00000026575	ENSGACG00000020113	Gasterosteus_aculeatus
ENSSMAP00000006716	ENSSMAG00000004129	Scophthalmus_maximus
ENSCSEP00000030546	ENSCSEG00000019559	Cynoglossus_semilaevis
ENSATEP00000023213	ENSATEG00000016087	Anabas_testudineus
ENSBSLP00000009930	ENSBSLG00000004947	Betta_splendens
ENSMALP00000020646	ENSMALG00000014433	Monopterus_albus
ENSMAMP00000002650	ENSMAMG00000001774	Mastacembelus_armatus
ENSPRNP00000053750	ENSPRNG00000024589	Parambassis_ranga
ENSSDUP00000029639	ENSSDUG00000021345	Seriola_dumerili
ENSSLDP00000016251	ENSSLDG00000012855	Seriola_lalandi_dorsalis
ENSLCAP00010023757	ENSLCAG00010010670	Lates_calcarifer
ENSAOCP00000029817	ENSAOCG00000020362	Amphiprion_ocellaris
ENSAPEP00000020328	ENSAPEG00000014522	Amphiprion_percula
ENSAPOP00000002493	ENSAPOG00000004399	Acanthochromis_polyacanthus
ENSSPAP00000001252	ENSSPAG00000000960	Stegastes_partitus
ENSTNIP00000011439	ENSTNIG00000008598	Tetraodon_nigroviridis
ENSTNIP00000004277	ENSTNIG00000001900	Tetraodon_nigroviridis
ENSTRUP00000009688	ENSTRUG00000004087	Takifugu_rubripes
ENSLCRP00005060454	ENSLCRG00005021580	Larimichthys_crocea
ENSLBEP00000027829	ENSLBEG00000021060	Labrus_bergylta
ENSPFOP00000021214	ENSPFOG00000014657	Poecilia_formosa
ENSPMEP00000026105	ENSPMEG00000009556	Poecilia_mexicana
ENSPLAP00000002718	ENSPLAG00000004054	Poecilia_latipinna
ENSPREP00000020322	ENSPREG00000013753	Poecilia_reticulata
ENSXMAP00000025134	ENSXMAG00000001626	Xiphophorus_maculatus
ENSXCOP00000009554	ENSXCOG00000007272	Xiphophorus_couchianus
ENSGAFP00000016823	ENSGAFG00000011322	Gambusia_affinis
ENSFHEP00000027295	ENSFHEG00000010705	Fundulus_heteroclitus
ENSCVAP00000000460	ENSCVAG00000001385	Cyprinodon_variegatus
ENSORLP00000024083	ENSORLG00000019342	Oryzias_latipes_ASM223467v1
ENSORLP00020004511	ENSORLG00020005303	Oryzias_latipes_ASM223471v1
ENSORLP00015028159	ENSORLG00015010615	Oryzias_latipes_ASM223469v1
ENSOMEP00000028148	ENSOMEG00000011086	Oryzias_melastigma
ENSMMOP00000007986	ENSMMOG00000006202	Mola_mola
ENSGWIP00000045602	ENSGWIG00000020551	Gouania_willdenowi
ENSGWIP00000021904	ENSGWIG00000009166	Gouania_willdenowi
ENSKMAP00000021817	ENSKMAG00000016216	Kryptolebias_marmoratus
ENSMZEP00005031553	ENSMZEG00005023528	Maylandia_zebra
ENSPNYP00000002206	ENSPNYG00000001758	Pundamilia_nyererei
ENSACLP00000006452	ENSACLG00000004327	Astatotilapia_calliptera
ENSNBRP00000006418	ENSNBRG00000005021	Neolamprologus_brichardi
ENSONIP00000005994	ENSONIG00000004764	Oreochromis_niloticus
ENSHBUP00000019547	ENSHBUG00000021755	Haplochromis_burtoni
ENSACIP00000024689	ENSACIG00000018970	Amphilophus_citrinellus
ENSHCOP00000020829	ENSHCOG00000007284	Hippocampus_comes
ENSPMGP00000004119	ENSPMGG00000003521	Periophthalmus_magnuspinnatus
ENSGMOP00000017089	ENSGMOG00000015921	Gadus_morhua
ENSHHUP00000088153	ENSHHUG00000050786	Hucho_hucho
ENSHHUP00000049694	ENSHHUG00000029692	Hucho_hucho
ENSELUP00000016623	ENSELUG00000016398	Esox_lucius
ENSSFOP00015018311	ENSSFOG00015011714	Scleropages_formosus
ENSPKIP00000018126	ENSPKIG00000003796	Paramormyrops_kingsleyae
ENSLOCP00000006812	ENSLOCG00000005640	Lepisosteus_oculatus
ENSECRP00000018261	ENSECRG00000012208	Erpetoichthys_calabaricus
ENSCINP00000031737	ENSCING00000018264	Ciona_intestinalis
ENSCSAVP00000005549	ENSCSAVG00000003312	Ciona_savignyi
ENSEBUP00000010334	ENSEBUG00000006649	Eptatretus_burgeri
FBpp0290016	FBgn0023529	Drosophila_melanogaster
T14G8.3a.1	WBGene00011771	Caenorhabditis_elegans_strain_N2	T14G8.3a.1
