MGP_SPRETEiJ_P0049212	MGP_SPRETEiJ_G0023356	Mus_spretus_strain_SPRET/EiJ
ENSSTOP00000006129	ENSSTOG00000006826	Ictidomys_tridecemlineatus
ENSAMXP00005015833	ENSAMXG00005005492	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSATEP00000006945	ENSATEG00000004777	Anabas_testudineus
ENSSPUP00000014866	ENSSPUG00000011473	Sphenodon_punctatus
ENSSPUP00000008820	ENSSPUG00000006843	Sphenodon_punctatus
ENSCAFP00000000013	ENSCAFG00000000012	Canis_lupus_familiaris
ENSMSIP00000002123	ENSMSIG00000001806	Mus_spicilegus
ENSODEP00000003648	ENSODEG00000002792	Octodon_degus
ENSDNOP00000011580	ENSDNOG00000014916	Dasypus_novemcinctus
ENSMLUP00000009683	ENSMLUG00000010589	Myotis_lucifugus
ENSHGLP00100005285	ENSHGLG00100004010	Heterocephalus_glaber_HetGla_1.0
ENSORLP00015004789	ENSORLG00015005762	Oryzias_latipes_ASM223469v1
ENSTGEP00000009057	ENSTGEG00000007468	Theropithecus_gelada
ENSGALP00000048989	ENSGALG00000031323	Gallus_gallus
ENSNMEP00000001282	ENSNMEG00000001682	Numida_meleagris
ENSTTRP00000004680	ENSTTRG00000004965	Tursiops_truncatus
ENSCPGP00000002848	ENSCPGG00000002117	Calidris_pygmaea
ENSUMAP00000006045	ENSUMAG00000004776	Ursus_maritimus
ENSTNIP00000002095	ENSTNIG00000002928	Tetraodon_nigroviridis
ENSPSIP00000009954	ENSPSIG00000008663	Pelodiscus_sinensis
ENSCSEP00000014857	ENSCSEG00000009524	Cynoglossus_semilaevis
ENSPFOP00000013447	ENSPFOG00000013309	Poecilia_formosa
ENSCHAP00000027923	ENSCHAG00000008142	Clupea_harengus
ENSEASP00005002633	ENSEASG00005002054	Equus_asinus_asinus
ENSCMIP00000018851	ENSCMIG00000008397	Callorhinchus_milii
ENSCCEP00000019978	ENSCCEG00000017683	Cyanistes_caeruleus
ENSCCNP00000004283	ENSCCNG00000004533	Castor_canadensis
ENSBIXP00005020060	ENSBIXG00005006472	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCPBP00000004655	ENSCPBG00000003736	Chrysemys_picta_bellii
ENSLCAP00010033038	ENSLCAG00010014357	Lates_calcarifer
ENSFDAP00000003029	ENSFDAG00000012570	Fukomys_damarensis
ENSPNAP00000030376	ENSPNAG00000017126	Pygocentrus_nattereri
ENSCGOP00000033106	ENSCGOG00000013135	Cottoperca_gobio
ENSBMUP00000025457	ENSBMUG00000018998	Bos_mutus
ENSMAMP00000009276	ENSMAMG00000006147	Mastacembelus_armatus
ENSP00000398076	ENSG00000166377	Homo_sapiens
ENSMUGP00000023562	ENSMUGG00000019691	Meriones_unguiculatus
ENSMAUP00000017010	ENSMAUG00000015980	Mesocricetus_auratus
ENSSHAP00000000882	ENSSHAG00000000789	Sarcophilus_harrisii	ENSSHAT00000000893
ENSORLP00000030732	ENSORLG00000008869	Oryzias_latipes_ASM223467v1
ENSMODP00000058218	ENSMODG00000012216	Monodelphis_domestica	ENSMODT00000074297
ENSECAP00000016404	ENSECAG00000018805	Equus_caballus
ENSTRUP00000004053	ENSTRUG00000001766	Takifugu_rubripes
ENSPMAP00000001863	ENSPMAG00000001701	Petromyzon_marinus
ENSOPRP00000015460	ENSOPRG00000016923	Ochotona_princeps
ENSPRNP00000015842	ENSPRNG00000001222	Parambassis_ranga
ENSBBBP00000020792	ENSBBBG00000009131	Bison_bison_bison
ENSORLP00020013923	ENSORLG00020015075	Oryzias_latipes_ASM223471v1
ENSANAP00000005610	ENSANAG00000020890	Aotus_nancymaae
ENSLSDP00000005174	ENSLSDG00000004057	Lonchura_striata_domestica
ENSCJAP00000078656	ENSCJAG00000007347	Callithrix_jacchus
ENSACLP00000002159	ENSACLG00000001372	Astatotilapia_calliptera
ENSPPYP00000010389	ENSPPYG00000009254	Pongo_abelii
ENSMUSP00000153157	ENSMUSG00000024566	Mus_musculus_strain_reference_(CL57BL6)
ENSBTAP00000010477	ENSBTAG00000001224	Bos_taurus
MGP_PahariEiJ_P0039814	MGP_PahariEiJ_G0019169	Mus_pahari_strain_PAHARI_EIJ
ENSTBEP00000008529	ENSTBEG00000009815	Tupaia_belangeri
ENSZALP00000003590	ENSZALG00000003543	Zonotrichia_albicollis
ENSCHOP00000007975	ENSCHOG00000009002	Choloepus_hoffmanni
ENSCATP00000017782	ENSCATG00000032665	Cercocebus_atys
ENSSBOP00000037738	ENSSBOG00000034933	Saimiri_boliviensis_boliviensis
ENSCABP00000031489	ENSCABG00000022993	Chelonoidis_abingdonii
ENSCANP00000033947	ENSCANG00000040563	Colobus_angolensis_palliatus
ENSNGAP00000022081	ENSNGAG00000021053	Nannospalax_galili
ENSNBRP00000020988	ENSNBRG00000016060	Neolamprologus_brichardi
ENSTRUP00000007486	ENSTRUG00000003198	Takifugu_rubripes
ENSCPOP00000013627	ENSCPOG00000015118	Cavia_porcellus
ENSPTRP00000075965	ENSPTRG00000010127	Pan_troglodytes
ENSHHUP00000021889	ENSHHUG00000013627	Hucho_hucho
ENSUPAP00010004517	ENSUPAG00010003480	Urocitellus_parryii
ENSMICP00000015846	ENSMICG00000017396	Microcebus_murinus
ENSTSYP00000032128	ENSTSYG00000034886	Carlito_syrichta
ENSTSYP00000009359	ENSTSYG00000010147	Carlito_syrichta
ENSPMGP00000003369	ENSPMGG00000002909	Periophthalmus_magnuspinnatus
ENSJJAP00000008418	ENSJJAG00000012553	Jaculus_jaculus
ENSSFOP00015014448	ENSSFOG00015009257	Scleropages_formosus
ENSCABP00000030841	ENSCABG00000022537	Chelonoidis_abingdonii
ENSEEEP00000011419	ENSEEEG00000005691	Electrophorus_electricus
ENSPCIP00000054342	ENSPCIG00000002498	Phascolarctos_cinereus	ENSPCIT00000059281
ENSPMJP00000024752	ENSPMJG00000018156	Parus_major
ENSAOCP00000008618	ENSAOCG00000000789	Amphiprion_ocellaris
ENSSLDP00000021297	ENSSLDG00000016572	Seriola_lalandi_dorsalis
ENSCAFP00020018902	ENSCAFG00020014769	Canis_lupus_dingo
ENSMLEP00000004543	ENSMLEG00000020365	Mandrillus_leucophaeus
ENSCGRP00000012215	ENSCGRG00000008897	Cricetulus_griseus_CriGri_1.0
ENSXETP00000046720	ENSXETG00000002432	Xenopus_tropicalis
ENSFCAP00000007839	ENSFCAG00000008455	Felis_catus
ENSCLAP00000014819	ENSCLAG00000010218	Chinchilla_lanigera
ENSRROP00000019418	ENSRROG00000033721	Rhinopithecus_roxellana
ENSGGOP00000007969	ENSGGOG00000008135	Gorilla_gorilla
ENSARWP00000000528	ENSARWG00000000447	Apteryx_rowi
ENSCGRP00015018734	ENSCGRG00015014382	Cricetulus_griseus_CriGri-PICR
ENSAMEP00000010816	ENSAMEG00000010214	Ailuropoda_melanoleuca
ENSOANP00000016066	ENSOANG00000010134	Ornithorhynchus_anatinus
ENSGACP00000003328	ENSGACG00000002539	Gasterosteus_aculeatus
ENSCCAP00000004380	ENSCCAG00000019163	Cebus_capucinus_imitator
ENSLBEP00000020317	ENSLBEG00000015495	Labrus_bergylta
ENSCAPP00000002954	ENSCAPG00000005820	Cavia_aperea
ENSOGAP00000007300	ENSOGAG00000008156	Otolemur_garnettii
ENSDCDP00000057177	ENSDCDG00000031729	Denticeps_clupeoides
ENSACAP00000000804	ENSACAG00000000552	Anolis_carolinensis
ENSDNVP00000025977	ENSDNVG00000018072	Dromaius_novaehollandiae
ENSVURP00010026369	ENSVURG00010020173	Vombatus_ursinus	ENSVURT00010030033
ENSAMXP00000033695	ENSAMXG00000011082	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSXMAP00000000786	ENSXMAG00000000763	Xiphophorus_maculatus
ENSMMUP00000028702	ENSMMUG00000021792	Macaca_mulatta
ENSCGRP00001016607	ENSCGRG00001016871	Cricetulus_griseus_CHOK1GS_HDv1
ENSDARP00000084909	ENSDARG00000062521	Danio_rerio
ENSSMAP00000032115	ENSSMAG00000019670	Scophthalmus_maximus
ENSUAMP00000010953	ENSUAMG00000005741	Ursus_americanus
ENSMVIP00005022667	ENSMVIG00005015907	Manacus_vitellinus
ENSGAGP00000034548	ENSGAGG00000024560	Gopherus_agassizii
ENSCVAP00000014191	ENSCVAG00000016843	Cyprinodon_variegatus
ENSTNIP00000005763	ENSTNIG00000003183	Tetraodon_nigroviridis
ENSEBUP00000006990	ENSEBUG00000004554	Eptatretus_burgeri
ENSUAMP00000005156	ENSUAMG00000004626	Ursus_americanus
ENSRBIP00000027655	ENSRBIG00000037695	Rhinopithecus_bieti
ENSCJPP00005022580	ENSCJPG00005017989	Coturnix_japonica
ENSPANP00000017297	ENSPANG00000015208	Papio_anubis
ENSPCOP00000015376	ENSPCOG00000019421	Propithecus_coquereli
ENSAPOP00000022873	ENSAPOG00000000852	Acanthochromis_polyacanthus
ENSPVAP00000007795	ENSPVAG00000008249	Pteropus_vampyrus
ENSOARP00000004608	ENSOARG00000004295	Ovis_aries
ENSIPUP00000004229	ENSIPUG00000002960	Ictalurus_punctatus
ENSKMAP00000016657	ENSKMAG00000012435	Kryptolebias_marmoratus
ENSMOCP00000016864	ENSMOCG00000015627	Microtus_ochrogaster
ENSNSUP00000022720	ENSNSUG00000013594	Notechis_scutatus
ENSVVUP00000025691	ENSVVUG00000018860	Vulpes_vulpes
ENSMMOP00000018832	ENSMMOG00000014248	Mola_mola
ENSABRP00000010943	ENSABRG00000009861	Anser_brachyrhynchus
ENSPPRP00000023312	ENSPPRG00000013726	Panthera_pardus
ENSPSMP00000028551	ENSPSMG00000019857	Prolemur_simus
ENSPKIP00000011889	ENSPKIG00000018339	Paramormyrops_kingsleyae
ENSPVIP00000003051	ENSPVIG00000002572	Pogona_vitticeps
ENSRROP00000015062	ENSRROG00000031716	Rhinopithecus_roxellana
ENSCSAP00000014261	ENSCSAG00000018245	Chlorocebus_sabaeus
ENSPEMP00000027140	ENSPEMG00000023034	Peromyscus_maniculatus_bairdii
ENSOMEP00000019759	ENSOMEG00000021615	Oryzias_melastigma
ENSMEUP00000010752	ENSMEUG00000011778	Notamacropus_eugenii	ENSMEUT00000011835
