ENSABRP00000016349	ENSABRG00000014351	Anser_brachyrhynchus
ENSMOCP00000013604	ENSMOCG00000013339	Microtus_ochrogaster
ENSCGRP00015030372	ENSCGRG00015022850	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001024977	ENSCGRG00001022719	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000016773	ENSCGRG00000012188	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000007334	ENSMAUG00000009029	Mesocricetus_auratus
ENSNGAP00000005545	ENSNGAG00000007919	Nannospalax_galili
ENSJJAP00000001631	ENSJJAG00000002026	Jaculus_jaculus
ENSSTOP00000013594	ENSSTOG00000015169	Ictidomys_tridecemlineatus
ENSUPAP00010006846	ENSUPAG00010005513	Urocitellus_parryii
ENSSDAP00000009290	ENSSDAG00000008428	Spermophilus_dauricus
ENSMMMP00000008228	ENSMMMG00000007360	Marmota_marmota_marmota
ENSHGLP00100023287	ENSHGLG00100017107	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000021385	ENSHGLG00000015283	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000015561	ENSFDAG00000003510	Fukomys_damarensis
ENSCLAP00000025121	ENSCLAG00000017256	Chinchilla_lanigera
ENSODEP00000021100	ENSODEG00000015551	Octodon_degus
ENSCAPP00000007969	ENSCAPG00000009748	Cavia_aperea
ENSCPOP00000029757	ENSCPOG00000040468	Cavia_porcellus
ENSOPRP00000002770	ENSOPRG00000003015	Ochotona_princeps
ENSOGAP00000005642	ENSOGAG00000006316	Otolemur_garnettii
ENSPTRP00000025049	ENSPTRG00000014530	Pan_troglodytes
ENSPPAP00000027441	ENSPPAG00000036776	Pan_paniscus
ENSP00000379173	ENSG00000170638	Homo_sapiens
ENSGGOP00000014045	ENSGGOG00000014397	Gorilla_gorilla
ENSPPYP00000013359	ENSPPYG00000011976	Pongo_abelii
ENSNLEP00000000545	ENSNLEG00000000464	Nomascus_leucogenys
ENSMNEP00000028797	ENSMNEG00000037847	Macaca_nemestrina
ENSMMUP00000062320	ENSMMUG00000014087	Macaca_mulatta
ENSMFAP00000038787	ENSMFAG00000038729	Macaca_fascicularis
ENSPANP00000013628	ENSPANG00000016596	Papio_anubis
ENSTGEP00000002916	ENSTGEG00000002516	Theropithecus_gelada
ENSMLEP00000034954	ENSMLEG00000041596	Mandrillus_leucophaeus
ENSCATP00000017344	ENSCATG00000032558	Cercocebus_atys
ENSCSAP00000001355	ENSCSAG00000005032	Chlorocebus_sabaeus
ENSRROP00000035207	ENSRROG00000041110	Rhinopithecus_roxellana
ENSRBIP00000043508	ENSRBIG00000044913	Rhinopithecus_bieti
ENSCANP00000029832	ENSCANG00000038566	Colobus_angolensis_palliatus
ENSPTEP00000005750	ENSPTEG00000006662	Piliocolobus_tephrosceles
ENSSBOP00000021380	ENSSBOG00000027202	Saimiri_boliviensis_boliviensis
ENSCJAP00000069788	ENSCJAG00000003384	Callithrix_jacchus
ENSANAP00000022223	ENSANAG00000028851	Aotus_nancymaae
ENSCCAP00000001934	ENSCCAG00000012057	Cebus_capucinus_imitator
ENSUAMP00000016935	ENSUAMG00000013443	Ursus_americanus
ENSAMEP00000002463	ENSAMEG00000002346	Ailuropoda_melanoleuca
ENSUMAP00000025617	ENSUMAG00000018679	Ursus_maritimus
ENSNVIP00000005321	ENSNVIG00000004252	Neovison_vison
ENSMPUP00000002368	ENSMPUG00000002395	Mustela_putorius_furo
ENSCAFP00020010555	ENSCAFG00020008567	Canis_lupus_dingo
ENSCAFP00000000997	ENSCAFG00000000698	Canis_lupus_familiaris
ENSVVUP00000034816	ENSVVUG00000025092	Vulpes_vulpes
ENSPPRP00000001094	ENSPPRG00000024382	Panthera_pardus
ENSFCAP00000027650	ENSFCAG00000011908	Felis_catus
ENSCHIP00000017952	ENSCHIG00000017582	Capra_hircus
ENSOARP00000021199	ENSOARG00000019739	Ovis_aries
ENSBIXP00000029508	ENSBIXG00000011167	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005003240	ENSBIXG00005009416	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000061649	ENSBTAG00000001931	Bos_taurus
ENSBMUP00000019249	ENSBMUG00000014569	Bos_mutus
ENSTTRP00000006156	ENSTTRG00000006487	Tursiops_truncatus
ENSSSCP00000001042	ENSSSCG00000000974	Sus_scrofa_strain_reference
ENSPVAP00000010871	ENSPVAG00000011530	Pteropus_vampyrus
ENSEEUP00000000002	ENSEEUG00000000002	Erinaceus_europaeus
ENSECAP00000019771	ENSECAG00000022213	Equus_caballus
ENSEASP00005031355	ENSEASG00005021341	Equus_asinus_asinus
ENSLAFP00000011125	ENSLAFG00000013296	Loxodonta_africana
ENSPCAP00000001070	ENSPCAG00000001153	Procavia_capensis
ENSETEP00000004690	ENSETEG00000005772	Echinops_telfairi
ENSOANP00000011253	ENSOANG00000007072	Ornithorhynchus_anatinus
ENSXETP00000032273	ENSXETG00000011053	Xenopus_tropicalis
ENSLACP00000019257	ENSLACG00000016939	Latimeria_chalumnae
ENSIPUP00000024054	ENSIPUG00000016257	Ictalurus_punctatus
ENSEEEP00000024873	ENSEEEG00000012054	Electrophorus_electricus
ENSAMXP00000046886	ENSAMXG00000039336	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005045688	ENSAMXG00005021119	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000013569	ENSPNAG00000019439	Pygocentrus_nattereri
ENSDARP00000015662	ENSDARG00000010445	Danio_rerio
ENSCHAP00000056372	ENSCHAG00000025525	Clupea_harengus
ENSDCDP00000037515	ENSDCDG00000025114	Denticeps_clupeoides
ENSSFOP00015020743	ENSSFOG00015013350	Scleropages_formosus
ENSPKIP00000041052	ENSPKIG00000017773	Paramormyrops_kingsleyae
ENSLOCP00000019076	ENSLOCG00000015501	Lepisosteus_oculatus
ENSHHUP00000084641	ENSHHUG00000049062	Hucho_hucho
ENSELUP00000039815	ENSELUG00000020091	Esox_lucius
ENSACLP00000006693	ENSACLG00000004524	Astatotilapia_calliptera
ENSMZEP00005022948	ENSMZEG00005017184	Maylandia_zebra
ENSHBUP00000032133	ENSHBUG00000018244	Haplochromis_burtoni
ENSPNYP00000028252	ENSPNYG00000021275	Pundamilia_nyererei
ENSNBRP00000019337	ENSNBRG00000014878	Neolamprologus_brichardi
ENSONIP00000013120	ENSONIG00000010438	Oreochromis_niloticus
ENSACIP00000011595	ENSACIG00000009012	Amphilophus_citrinellus
ENSLBEP00000009083	ENSLBEG00000006975	Labrus_bergylta
ENSAOCP00000017041	ENSAOCG00000022082	Amphiprion_ocellaris
ENSSPAP00000014350	ENSSPAG00000010809	Stegastes_partitus
ENSPRNP00000032856	ENSPRNG00000016569	Parambassis_ranga
ENSCGOP00000044808	ENSCGOG00000020096	Cottoperca_gobio
ENSLCRP00005038955	ENSLCRG00005015099	Larimichthys_crocea
ENSMMOP00000025287	ENSMMOG00000019189	Mola_mola
ENSGACP00000017788	ENSGACG00000013447	Gasterosteus_aculeatus
ENSAPEP00000016753	ENSAPEG00000011944	Amphiprion_percula
ENSATEP00000026377	ENSATEG00000018262	Anabas_testudineus
ENSBSLP00000027765	ENSBSLG00000013867	Betta_splendens
ENSMAMP00000003122	ENSMAMG00000002162	Mastacembelus_armatus
ENSSLDP00000013063	ENSSLDG00000010402	Seriola_lalandi_dorsalis
ENSSDUP00000028364	ENSSDUG00000020489	Seriola_dumerili
ENSLCAP00010041782	ENSLCAG00010019559	Lates_calcarifer
ENSORLP00020026786	ENSORLG00020009441	Oryzias_latipes_ASM223471v1
ENSORLP00000020444	ENSORLG00000027004	Oryzias_latipes_ASM223467v1
ENSORLP00015035948	ENSORLG00015022821	Oryzias_latipes_ASM223469v1
ENSOMEP00000035659	ENSOMEG00000023028	Oryzias_melastigma
ENSKMAP00000029886	ENSKMAG00000022102	Kryptolebias_marmoratus
ENSMALP00000000141	ENSMALG00000000048	Monopterus_albus
ENSCSEP00000014832	ENSCSEG00000009543	Cynoglossus_semilaevis
ENSPMGP00000019198	ENSPMGG00000015600	Periophthalmus_magnuspinnatus
ENSHCOP00000006096	ENSHCOG00000007825	Hippocampus_comes
ENSXMAP00000025499	ENSXMAG00000022221	Xiphophorus_maculatus
ENSXCOP00000002840	ENSXCOG00000002251	Xiphophorus_couchianus
ENSGAFP00000032461	ENSGAFG00000021864	Gambusia_affinis
ENSPFOP00000004931	ENSPFOG00000004950	Poecilia_formosa
ENSPMEP00000025200	ENSPMEG00000008080	Poecilia_mexicana
ENSPLAP00000000123	ENSPLAG00000000886	Poecilia_latipinna
ENSPREP00000031157	ENSPREG00000021111	Poecilia_reticulata
ENSCVAP00000013396	ENSCVAG00000015905	Cyprinodon_variegatus
ENSGWIP00000038300	ENSGWIG00000019612	Gouania_willdenowi
ENSTNIP00000011196	ENSTNIG00000008365	Tetraodon_nigroviridis
ENSSMAP00000016716	ENSSMAG00000010224	Scophthalmus_maximus
ENSGMOP00000020006	ENSGMOG00000018611	Gadus_morhua
ENSFHEP00000010872	ENSFHEG00000012231	Fundulus_heteroclitus
ENSPTIP00000023267	ENSPTIG00000019788	Panthera_tigris_altaica
ENSECRP00000004033	ENSECRG00000002747	Erpetoichthys_calabaricus
ENSCMIP00000037642	ENSCMIG00000015812	Callorhinchus_milii
ENSCMIP00000037690	ENSCMIG00000015835	Callorhinchus_milii
ENSLACP00000019415	ENSLACG00000017078	Latimeria_chalumnae
ENSEBUP00000018577	ENSEBUG00000011588	Eptatretus_burgeri
ENSCMIP00000045849	ENSCMIG00000018892	Callorhinchus_milii
ENSLACP00000020877	ENSLACG00000018342	Latimeria_chalumnae
ENSCINP00000012765	ENSCING00000006183	Ciona_intestinalis
ENSCSAVP00000018554	ENSCSAVG00000010898	Ciona_savignyi
FBpp0401443	FBgn0283438	Drosophila_melanogaster
F38A5.2a.2	WBGene00018161	Caenorhabditis_elegans_strain_N2
