ENSMGAP00000005255	ENSMGAG00000005344	Meleagris_gallopavo
ENSAMEP00000011087	ENSAMEG00000010523	Ailuropoda_melanoleuca
ENSMPUP00000015780	ENSMPUG00000015886	Mustela_putorius_furo
ENSNVIP00000020527	ENSNVIG00000016065	Neovison_vison
ENSCAFP00000022592	ENSCAFG00000015332	Canis_lupus_familiaris
ENSPPRP00000014319	ENSPPRG00000007253	Panthera_pardus
ENSPTIP00000012854	ENSPTIG00000012785	Panthera_tigris_altaica
ENSDNOP00000033326	ENSDNOG00000046128	Dasypus_novemcinctus
ENSLAFP00000006610	ENSLAFG00000007872	Loxodonta_africana
ENSPCAP00000004186	ENSPCAG00000004483	Procavia_capensis
ENSETEP00000012555	ENSETEG00000015488	Echinops_telfairi
ENSOANP00000023015	ENSOANG00000014610	Ornithorhynchus_anatinus
ENSXETP00000048240	ENSXETG00000016935	Xenopus_tropicalis
ENSLACP00000018309	ENSLACG00000016128	Latimeria_chalumnae
ENSCHAP00000048636	ENSCHAG00000022387	Clupea_harengus
ENSDCDP00000033917	ENSDCDG00000023022	Denticeps_clupeoides
ENSAMXP00000045989	ENSAMXG00000031315	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000000055	ENSPNAG00000007242	Pygocentrus_nattereri
ENSIPUP00000017902	ENSIPUG00000012152	Ictalurus_punctatus
ENSEEEP00000043192	ENSEEEG00000020395	Electrophorus_electricus
ENSHHUP00000035879	ENSHHUG00000022577	Hucho_hucho
ENSHHUP00000026178	ENSHHUG00000016573	Hucho_hucho
ENSDARP00000137110	ENSDARG00000099741	Danio_rerio
ENSELUP00000012193	ENSELUG00000012466	Esox_lucius
ENSCVAP00000032464	ENSCVAG00000022492	Cyprinodon_variegatus
ENSFHEP00000010443	ENSFHEG00000011755	Fundulus_heteroclitus
ENSPFOP00000000860	ENSPFOG00000000892	Poecilia_formosa
ENSPMEP00000004593	ENSPMEG00000005855	Poecilia_mexicana
ENSPLAP00000020182	ENSPLAG00000002888	Poecilia_latipinna
ENSPREP00000000413	ENSPREG00000000317	Poecilia_reticulata
ENSXMAP00000012001	ENSXMAG00000011981	Xiphophorus_maculatus
ENSXCOP00000019408	ENSXCOG00000014582	Xiphophorus_couchianus
ENSGAFP00000025172	ENSGAFG00000016996	Gambusia_affinis
ENSACIP00000019792	ENSACIG00000015381	Amphilophus_citrinellus
ENSAOCP00000012487	ENSAOCG00000016957	Amphiprion_ocellaris
ENSAPEP00000009231	ENSAPEG00000006628	Amphiprion_percula
ENSAPOP00000010096	ENSAPOG00000012501	Acanthochromis_polyacanthus
ENSSPAP00000018813	ENSSPAG00000014200	Stegastes_partitus
ENSGWIP00000037664	ENSGWIG00000019353	Gouania_willdenowi
ENSMZEP00005005204	ENSMZEG00005004042	Maylandia_zebra
ENSACLP00000036335	ENSACLG00000024605	Astatotilapia_calliptera
ENSHBUP00000013856	ENSHBUG00000015666	Haplochromis_burtoni
ENSONIP00000020573	ENSONIG00000016339	Oreochromis_niloticus
ENSPNYP00000004492	ENSPNYG00000003472	Pundamilia_nyererei
ENSNBRP00000002961	ENSNBRG00000002367	Neolamprologus_brichardi
ENSORLP00015033610	ENSORLG00015019101	Oryzias_latipes_ASM223469v1
ENSORLP00020017192	ENSORLG00020018213	Oryzias_latipes_ASM223471v1
ENSORLP00000018841	ENSORLG00000015039	Oryzias_latipes_ASM223467v1
ENSOMEP00000004786	ENSOMEG00000005792	Oryzias_melastigma
ENSKMAP00000026220	ENSKMAG00000019426	Kryptolebias_marmoratus
ENSPMGP00000029224	ENSPMGG00000023511	Periophthalmus_magnuspinnatus
ENSATEP00000013920	ENSATEG00000009713	Anabas_testudineus
ENSMMOP00000028563	ENSMMOG00000021567	Mola_mola
ENSTRUP00000034070	ENSTRUG00000013367	Takifugu_rubripes
ENSLBEP00000017812	ENSLBEG00000013726	Labrus_bergylta
ENSLCRP00005055855	ENSLCRG00005020814	Larimichthys_crocea
ENSCGOP00000004128	ENSCGOG00000002181	Cottoperca_gobio
ENSGACP00000024815	ENSGACG00000018771	Gasterosteus_aculeatus
ENSMAMP00000020368	ENSMAMG00000013698	Mastacembelus_armatus
ENSMALP00000000734	ENSMALG00000000570	Monopterus_albus
ENSBSLP00000048787	ENSBSLG00000023248	Betta_splendens
ENSSMAP00000003629	ENSSMAG00000002275	Scophthalmus_maximus
ENSCSEP00000020872	ENSCSEG00000013327	Cynoglossus_semilaevis
ENSLCAP00010024328	ENSLCAG00010011406	Lates_calcarifer
ENSSDUP00000012479	ENSSDUG00000009088	Seriola_dumerili
ENSSLDP00000018699	ENSSLDG00000014700	Seriola_lalandi_dorsalis
ENSHCOP00000000215	ENSHCOG00000000982	Hippocampus_comes
ENSPRNP00000016408	ENSPRNG00000008770	Parambassis_ranga
ENSGMOP00000013167	ENSGMOG00000012305	Gadus_morhua
ENSSFOP00015000228	ENSSFOG00015000228	Scleropages_formosus
ENSPKIP00000028547	ENSPKIG00000010155	Paramormyrops_kingsleyae
ENSLOCP00000008249	ENSLOCG00000006825	Lepisosteus_oculatus
ENSECRP00000031875	ENSECRG00000021595	Erpetoichthys_calabaricus
ENSCMIP00000007271	ENSCMIG00000004021	Callorhinchus_milii
C06A6.3.2	WBGene00015508	Caenorhabditis_elegans_strain_N2
FBpp0074301	FBgn0030894	Drosophila_melanogaster
