ENSPTEP00000018907	ENSPTEG00000020306	Piliocolobus_tephrosceles	ENSPTET00000027676
ENSPTEP00000010044	ENSPTEG00000011399	Piliocolobus_tephrosceles	ENSPTET00000015257
ENSCPRP00005009037	ENSCPRG00005006437	Crocodylus_porosus	ENSCPRT00005010633
ENSPMAP00000004741	ENSPMAG00000004291	Petromyzon_marinus	ENSPMAT00000004760
ENSEBUP00000027034	ENSEBUG00000016617	Eptatretus_burgeri	ENSEBUT00000027610
ENSLACP00000015021	ENSLACG00000013219	Latimeria_chalumnae	ENSLACT00000015126
ENSXETP00000014051	ENSXETG00000000773	Xenopus_tropicalis	ENSXETT00000001672
ENSGMOP00000001729	ENSGMOG00000001629	Gadus_morhua
ENSSDUP00000001834	ENSSDUG00000001417	Seriola_dumerili
ENSSLDP00000007339	ENSSLDG00000005804	Seriola_lalandi_dorsalis
ENSMALP00000017575	ENSMALG00000012238	Monopterus_albus
ENSMAMP00000032939	ENSMAMG00000022168	Mastacembelus_armatus
ENSATEP00000016320	ENSATEG00000011313	Anabas_testudineus
ENSBSLP00000015226	ENSBSLG00000007908	Betta_splendens
ENSCGOP00000013110	ENSCGOG00000005463	Cottoperca_gobio
ENSGACP00000013250	ENSGACG00000009982	Gasterosteus_aculeatus
ENSTRUP00000050868	ENSTRUG00000003719	Takifugu_rubripes
ENSTNIP00000005409	ENSTNIG00000002844	Tetraodon_nigroviridis
ENSMMOP00000023171	ENSMMOG00000017634	Mola_mola
ENSCSEP00000030411	ENSCSEG00000019471	Cynoglossus_semilaevis
ENSHCOP00000015347	ENSHCOG00000018969	Hippocampus_comes
ENSDARP00000081395	ENSDARG00000061180	Danio_rerio
ENSPKIP00000031716	ENSPKIG00000012065	Paramormyrops_kingsleyae
ENSSFOP00015017715	ENSSFOG00015011366	Scleropages_formosus
ENSLOCP00000010427	ENSLOCG00000008558	Lepisosteus_oculatus
ENSECRP00000022627	ENSECRG00000015309	Erpetoichthys_calabaricus
ENSPVIP00000027011	ENSPVIG00000020098	Pogona_vitticeps
ENSNSUP00000010957	ENSNSUG00000008252	Notechis_scutatus
ENSSMRP00000009935	ENSSMRG00000007898	Salvator_merianae
ENSCPGP00000028446	ENSCPGG00000019553	Calidris_pygmaea
ENSCPUP00000010973	ENSCPUG00000007775	Calidris_pugnax
ENSTGUP00000004657	ENSTGUG00000004493	Taeniopygia_guttata
ENSLSDP00000016757	ENSLSDG00000012053	Lonchura_striata_domestica
ENSJHYP00000010867	ENSJHYG00000008489	Junco_hyemalis
ENSZALP00000010055	ENSZALG00000008550	Zonotrichia_albicollis
ENSSCAP00000016275	ENSSCAG00000011835	Serinus_canaria
ENSPMJP00000002031	ENSPMJG00000001675	Parus_major
ENSCCEP00000000149	ENSCCEG00000000221	Cyanistes_caeruleus
ENSLCOP00000013711	ENSLCOG00000009883	Lepidothrix_coronata
ENSMVIP00005014507	ENSMVIG00005010406	Manacus_vitellinus
ENSAPLP00000001837	ENSAPLG00000002351	Anas_platyrhynchos_platyrhynchos
ENSABRP00000009546	ENSABRG00000008537	Anser_brachyrhynchus
ENSMUNP00000008870	ENSMUNG00000007012	Melopsittacus_undulatus
ENSAOWP00000014151	ENSAOWG00000009657	Apteryx_owenii
ENSARWP00000012419	ENSARWG00000008594	Apteryx_rowi
ENSAHAP00000023071	ENSAHAG00000016135	Apteryx_haastii
ENSDNVP00000008598	ENSDNVG00000006119	Dromaius_novaehollandiae
ENSNPEP00000004643	ENSNPEG00000003537	Nothoprocta_perdicaria
ENSGALP00000054048	ENSGALG00000013899	Gallus_gallus
ENSCJPP00005016987	ENSCJPG00005013915	Coturnix_japonica
ENSMGAP00000000024	ENSMGAG00000000648	Meleagris_gallopavo
ENSNMEP00000013886	ENSNMEG00000012553	Numida_meleagris
ENSGAGP00000035278	ENSGAGG00000025071	Gopherus_agassizii
ENSCABP00000025074	ENSCABG00000018470	Chelonoidis_abingdonii
ENSCPBP00000010569	ENSCPBG00000008102	Chrysemys_picta_bellii
ENSPSIP00000008615	ENSPSIG00000007804	Pelodiscus_sinensis
ENSCPRP00005012823	ENSCPRG00005009111	Crocodylus_porosus
ENSSPUP00000001190	ENSSPUG00000000947	Sphenodon_punctatus
ENSOANP00000005356	ENSOANG00000003375	Ornithorhynchus_anatinus
ENSSDAP00000024329	ENSSDAG00000022167	Spermophilus_dauricus
ENSUPAP00010001995	ENSUPAG00010001671	Urocitellus_parryii
ENSSTOP00000012758	ENSSTOG00000014236	Ictidomys_tridecemlineatus
ENSMMMP00000022255	ENSMMMG00000019551	Marmota_marmota_marmota
ENSDORP00000004688	ENSDORG00000005012	Dipodomys_ordii
MGP_SPRETEiJ_P0061660	MGP_SPRETEiJ_G0026306	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000008868	ENSMSIG00000007881	Mus_spicilegus
ENSMUSP00000015891	ENSMUSG00000015747	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0059283	MGP_CAROLIEiJ_G0025362	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0070244	MGP_PahariEiJ_G0026806	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000028751	ENSRNOG00000021173	Rattus_norvegicus
ENSMUGP00000013802	ENSMUGG00000011970	Meriones_unguiculatus
ENSMOCP00000015797	ENSMOCG00000014888	Microtus_ochrogaster
ENSPEMP00000020994	ENSPEMG00000018774	Peromyscus_maniculatus_bairdii
ENSCGRP00001027927	ENSCGRG00001024791	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000008363	ENSCGRG00000006094	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015031909	ENSCGRG00015024083	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000023518	ENSMAUG00000020648	Mesocricetus_auratus
ENSNGAP00000001569	ENSNGAG00000001159	Nannospalax_galili
ENSJJAP00000018383	ENSJJAG00000019652	Jaculus_jaculus
ENSCLAP00000019818	ENSCLAG00000013589	Chinchilla_lanigera
ENSODEP00000017122	ENSODEG00000012615	Octodon_degus
ENSCPOP00000002308	ENSCPOG00000002536	Cavia_porcellus
ENSCAPP00000001542	ENSCAPG00000003071	Cavia_aperea
ENSHGLP00100010568	ENSHGLG00100007857	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000026565	ENSHGLG00000018897	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000003293	ENSFDAG00000012778	Fukomys_damarensis
ENSCCNP00000011302	ENSCCNG00000011722	Castor_canadensis
ENSOPRP00000009958	ENSOPRG00000010903	Ochotona_princeps
ENSPPAP00000033411	ENSPPAG00000039563	Pan_paniscus
ENSPTRP00000089802	ENSPTRG00000001246	Pan_troglodytes
ENSP00000495563	ENSG00000136631	Homo_sapiens
ENSGGOP00000029247	ENSGGOG00000026516	Gorilla_gorilla
ENSPPYP00000001062	ENSPPYG00000000909	Pongo_abelii
ENSNLEP00000011894	ENSNLEG00000009742	Nomascus_leucogenys
ENSMNEP00000024497	ENSMNEG00000035754	Macaca_nemestrina
ENSMMUP00000017987	ENSMMUG00000013673	Macaca_mulatta
ENSMFAP00000019586	ENSMFAG00000032727	Macaca_fascicularis
ENSMLEP00000003376	ENSMLEG00000014395	Mandrillus_leucophaeus
ENSCATP00000018807	ENSCATG00000033198	Cercocebus_atys
ENSTGEP00000015734	ENSTGEG00000012696	Theropithecus_gelada
ENSPANP00000008416	ENSPANG00000012294	Papio_anubis
ENSCSAP00000014126	ENSCSAG00000018109	Chlorocebus_sabaeus
ENSCANP00000029516	ENSCANG00000038291	Colobus_angolensis_palliatus
ENSPTEP00000033606	ENSPTEG00000032044	Piliocolobus_tephrosceles
ENSRROP00000022204	ENSRROG00000034970	Rhinopithecus_roxellana
ENSRBIP00000039705	ENSRBIG00000043305	Rhinopithecus_bieti
ENSCJAP00000001471	ENSCJAG00000000845	Callithrix_jacchus
ENSCCAP00000038500	ENSCCAG00000037065	Cebus_capucinus_imitator
ENSSBOP00000026170	ENSSBOG00000029517	Saimiri_boliviensis_boliviensis
ENSANAP00000034592	ENSANAG00000034854	Aotus_nancymaae
ENSTSYP00000008023	ENSTSYG00000008737	Carlito_syrichta
ENSPCOP00000003984	ENSPCOG00000011875	Propithecus_coquereli
ENSMICP00000032818	ENSMICG00000015188	Microcebus_murinus
ENSPSMP00000004068	ENSPSMG00000003172	Prolemur_simus
ENSOGAP00000005605	ENSOGAG00000006271	Otolemur_garnettii
ENSTBEP00000009303	ENSTBEG00000010744	Tupaia_belangeri
ENSBIXP00000040600	ENSBIXG00000024697	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005042364	ENSBIXG00005025887	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000031259	ENSBMUG00000023335	Bos_mutus
ENSBTAP00000027499	ENSBTAG00000020635	Bos_taurus
ENSBBBP00000015651	ENSBBBG00000023405	Bison_bison_bison
ENSCHIP00000006932	ENSCHIG00000010595	Capra_hircus
ENSOARP00000022311	ENSOARG00000020758	Ovis_aries
ENSTTRP00000004788	ENSTTRG00000005060	Tursiops_truncatus
ENSSSCP00000007103	ENSSSCG00000006661	Sus_scrofa_strain_reference
ENSVPAP00000005031	ENSVPAG00000005416	Vicugna_pacos
ENSEASP00005001918	ENSEASG00005001512	Equus_asinus_asinus
ENSECAP00000033657	ENSECAG00000013816	Equus_caballus
ENSMLUP00000009904	ENSMLUG00000010858	Myotis_lucifugus
ENSPVAP00000013361	ENSPVAG00000014180	Pteropus_vampyrus
ENSMPUP00000005351	ENSMPUG00000005390	Mustela_putorius_furo
ENSNVIP00000003732	ENSNVIG00000002966	Neovison_vison
ENSUAMP00000029140	ENSUAMG00000022465	Ursus_americanus
ENSUMAP00000004718	ENSUMAG00000003781	Ursus_maritimus
ENSAMEP00000002000	ENSAMEG00000001841	Ailuropoda_melanoleuca
ENSCAFP00020025059	ENSCAFG00020019689	Canis_lupus_dingo
ENSVVUP00000010534	ENSVVUG00000007786	Vulpes_vulpes
ENSCAFP00000017266	ENSCAFG00000011714	Canis_lupus_familiaris
ENSPPRP00000011701	ENSPPRG00000005479	Panthera_pardus
ENSPTIP00000020799	ENSPTIG00000018151	Panthera_tigris_altaica
ENSFCAP00000009388	ENSFCAG00000010112	Felis_catus
ENSEEUP00000005059	ENSEEUG00000005555	Erinaceus_europaeus
ENSDNOP00000010611	ENSDNOG00000013685	Dasypus_novemcinctus
ENSCHOP00000000446	ENSCHOG00000000501	Choloepus_hoffmanni
ENSLAFP00000015429	ENSLAFG00000018411	Loxodonta_africana
ENSPCAP00000007784	ENSPCAG00000008310	Procavia_capensis
ENSETEP00000001436	ENSETEG00000001770	Echinops_telfairi
ENSCAFP00000048607	ENSCAFG00000047169	Canis_lupus_familiaris
ENSCAFP00020014254	ENSCAFG00020011539	Canis_lupus_dingo
ENSVVUP00000011607	ENSVVUG00000008547	Vulpes_vulpes
ENSECRP00000006275	ENSECRG00000004178	Erpetoichthys_calabaricus
ENSVURP00010020503	ENSVURG00010015671	Vombatus_ursinus
ENSVURP00010000994	ENSVURG00010000870	Vombatus_ursinus
ENSPCIP00000010829	ENSPCIG00000008774	Phascolarctos_cinereus
ENSMEUP00000008934	ENSMEUG00000009796	Notamacropus_eugenii
ENSSHAP00000007631	ENSSHAG00000006633	Sarcophilus_harrisii
ENSMODP00000023404	ENSMODG00000018771	Monodelphis_domestica
ENSSARP00000007657	ENSSARG00000008470	Sorex_araneus
ENSOCUP00000012346	ENSOCUG00000014360	Oryctolagus_cuniculus
ENSACAP00000011110	ENSACAG00000011298	Anolis_carolinensis
ENSCMIP00000004739	ENSCMIG00000002792	Callorhinchus_milii
ENSCINP00000035614	ENSCING00000024385	Ciona_intestinalis
FBpp0081548	FBgn0261049	Drosophila_melanogaster
C44C1.4a.1	WBGene00016643	Caenorhabditis_elegans_strain_N2
YGL095C_mRNA	YGL095C	Saccharomyces_cerevisiae_strain_S288C
