ENSAHAP00000008307	ENSAHAG00000006154	Apteryx_haastii	ENSAHAT00000009241
ENSARWP00000020070	ENSARWG00000013749	Apteryx_rowi	ENSARWT00000022785
ENSAOWP00000011734	ENSAOWG00000008058	Apteryx_owenii	ENSAOWT00000013355
ENSDNVP00000002515	ENSDNVG00000001811	Dromaius_novaehollandiae
ENSDCDP00000034844	ENSDCDG00000023401	Denticeps_clupeoides
ENSCHAP00000002855	ENSCHAG00000001911	Clupea_harengus
ENSAMXP00005039629	ENSAMXG00005018679	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000025062	ENSAMXG00000024361	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000008850	ENSPNAG00000014440	Pygocentrus_nattereri
ENSEEEP00000040843	ENSEEEG00000019349	Electrophorus_electricus
ENSIPUP00000014282	ENSIPUG00000009744	Ictalurus_punctatus
ENSDARP00000151307	ENSDARG00000007040	Danio_rerio
ENSAOCP00000021568	ENSAOCG00000006460	Amphiprion_ocellaris
ENSAOCP00000031924	ENSAOCG00000023904	Amphiprion_ocellaris
ENSAPEP00000032699	ENSAPEG00000023233	Amphiprion_percula
ENSAPOP00000025353	ENSAPOG00000008385	Acanthochromis_polyacanthus
ENSSPAP00000018512	ENSSPAG00000013975	Stegastes_partitus
ENSGWIP00000004844	ENSGWIG00000002569	Gouania_willdenowi
ENSXMAP00000010751	ENSXMAG00000010732	Xiphophorus_maculatus
ENSXCOP00000023182	ENSXCOG00000017321	Xiphophorus_couchianus
ENSGAFP00000000618	ENSGAFG00000000473	Gambusia_affinis
ENSPFOP00000018319	ENSPFOG00000018229	Poecilia_formosa
ENSPMEP00000001548	ENSPMEG00000002474	Poecilia_mexicana
ENSPLAP00000031073	ENSPLAG00000022772	Poecilia_latipinna
ENSPREP00000022869	ENSPREG00000015443	Poecilia_reticulata
ENSFHEP00000031647	ENSFHEG00000017669	Fundulus_heteroclitus
ENSCVAP00000022785	ENSCVAG00000005697	Cyprinodon_variegatus
ENSKMAP00000000393	ENSKMAG00000000361	Kryptolebias_marmoratus
ENSORLP00015014314	ENSORLG00015015265	Oryzias_latipes_ASM223469v1
ENSORLP00020008917	ENSORLG00020009831	Oryzias_latipes_ASM223471v1
ENSORLP00000032231	ENSORLG00000029159	Oryzias_latipes_ASM223467v1
ENSOMEP00000016331	ENSOMEG00000000461	Oryzias_melastigma
ENSMZEP00005025667	ENSMZEG00005019158	Maylandia_zebra
ENSHBUP00000030364	ENSHBUG00000015346	Haplochromis_burtoni
ENSPNYP00000027221	ENSPNYG00000020520	Pundamilia_nyererei
ENSACLP00000032510	ENSACLG00000022046	Astatotilapia_calliptera
ENSNBRP00000011070	ENSNBRG00000008625	Neolamprologus_brichardi
ENSONIP00000006082	ENSONIG00000004834	Oreochromis_niloticus
ENSMMOP00000025715	ENSMMOG00000019487	Mola_mola
ENSTRUP00000043936	ENSTRUG00000017149	Takifugu_rubripes
ENSPMGP00000009097	ENSPMGG00000007518	Periophthalmus_magnuspinnatus
ENSSLDP00000021350	ENSSLDG00000016686	Seriola_lalandi_dorsalis
ENSSDUP00000004997	ENSSDUG00000003686	Seriola_dumerili
ENSLCAP00010021767	ENSLCAG00010010255	Lates_calcarifer
ENSSMAP00000015574	ENSSMAG00000009554	Scophthalmus_maximus
ENSMAMP00000029128	ENSMAMG00000019618	Mastacembelus_armatus
ENSPRNP00000036183	ENSPRNG00000018093	Parambassis_ranga
ENSLCRP00005059326	ENSLCRG00005021969	Larimichthys_crocea
ENSLBEP00000019641	ENSLBEG00000015110	Labrus_bergylta
ENSCGOP00000027999	ENSCGOG00000013173	Cottoperca_gobio
ENSGACP00000027268	ENSGACG00000020616	Gasterosteus_aculeatus
ENSATEP00000031466	ENSATEG00000021688	Anabas_testudineus
ENSBSLP00000013063	ENSBSLG00000006923	Betta_splendens
ENSMALP00000011294	ENSMALG00000008021	Monopterus_albus
ENSHCOP00000020763	ENSHCOG00000007113	Hippocampus_comes
ENSGMOP00000015395	ENSGMOG00000014404	Gadus_morhua
ENSELUP00000040405	ENSELUG00000020876	Esox_lucius
ENSCHAP00000011121	ENSCHAG00000006296	Clupea_harengus
ENSDCDP00000055045	ENSDCDG00000032655	Denticeps_clupeoides
ENSAMXP00005012380	ENSAMXG00005006683	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000030255	ENSAMXG00000042372	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000023936	ENSPNAG00000008421	Pygocentrus_nattereri
ENSLOCP00000007507	ENSLOCG00000006218	Lepisosteus_oculatus
ENSECRP00000012578	ENSECRG00000008384	Erpetoichthys_calabaricus
ENSCMIP00000032249	ENSCMIG00000013780	Callorhinchus_milii
