B0464.2a.1	WBGene00007184	Caenorhabditis_elegans_strain_N2	B0464.2a.1
FBpp0071879	FBgn0034829	Drosophila_melanogaster	FBtr0071969
ENSPPAP00000034384	ENSPPAG00000040037	Pan_paniscus
ENSLACP00000020869	ENSLACG00000018335	Latimeria_chalumnae
ENSAMXP00005027238	ENSAMXG00005013491	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000010458	ENSAMXG00000010162	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000008959	ENSPNAG00000014583	Pygocentrus_nattereri
ENSEEEP00000031305	ENSEEEG00000014989	Electrophorus_electricus
ENSIPUP00000015191	ENSIPUG00000010291	Ictalurus_punctatus
ENSDARP00000016047	ENSDARG00000009170	Danio_rerio
ENSDCDP00000048936	ENSDCDG00000030144	Denticeps_clupeoides
ENSPMGP00000002335	ENSPMGG00000002066	Periophthalmus_magnuspinnatus
ENSCSEP00000030426	ENSCSEG00000019478	Cynoglossus_semilaevis
ENSTRUP00000044726	ENSTRUG00000017448	Takifugu_rubripes
ENSTNIP00000012232	ENSTNIG00000009364	Tetraodon_nigroviridis
ENSLBEP00000036110	ENSLBEG00000027046	Labrus_bergylta
ENSGACP00000020719	ENSGACG00000015700	Gasterosteus_aculeatus
ENSLCRP00005000270	ENSLCRG00005000174	Larimichthys_crocea
ENSCGOP00000044322	ENSCGOG00000019761	Cottoperca_gobio
ENSMMOP00000022387	ENSMMOG00000017012	Mola_mola
ENSMALP00000029557	ENSMALG00000020453	Monopterus_albus
ENSMAMP00000032325	ENSMAMG00000021734	Mastacembelus_armatus
ENSATEP00000008815	ENSATEG00000006103	Anabas_testudineus
ENSBSLP00000014319	ENSBSLG00000007184	Betta_splendens
ENSLCAP00010033376	ENSLCAG00010015676	Lates_calcarifer
ENSSMAP00000035063	ENSSMAG00000021425	Scophthalmus_maximus
ENSSDUP00000032486	ENSSDUG00000023335	Seriola_dumerili
ENSSLDP00000028219	ENSSLDG00000021825	Seriola_lalandi_dorsalis
ENSPFOP00000011720	ENSPFOG00000011619	Poecilia_formosa
ENSPMEP00000018596	ENSPMEG00000021637	Poecilia_mexicana
ENSPLAP00000029172	ENSPLAG00000019204	Poecilia_latipinna
ENSPREP00000034132	ENSPREG00000023117	Poecilia_reticulata
ENSGAFP00000025315	ENSGAFG00000017094	Gambusia_affinis
ENSXMAP00000027104	ENSXMAG00000009282	Xiphophorus_maculatus
ENSFHEP00000025046	ENSFHEG00000007056	Fundulus_heteroclitus
ENSCVAP00000029757	ENSCVAG00000017846	Cyprinodon_variegatus
ENSKMAP00000007381	ENSKMAG00000005520	Kryptolebias_marmoratus
ENSORLP00020027722	ENSORLG00020010818	Oryzias_latipes_ASM223471v1
ENSORLP00000009105	ENSORLG00000007260	Oryzias_latipes_ASM223467v1
ENSORLP00015008119	ENSORLG00015008936	Oryzias_latipes_ASM223469v1
ENSOMEP00000022151	ENSOMEG00000001526	Oryzias_melastigma
ENSGWIP00000036222	ENSGWIG00000018677	Gouania_willdenowi
ENSAOCP00000009921	ENSAOCG00000014137	Amphiprion_ocellaris
ENSAPEP00000014565	ENSAPEG00000010314	Amphiprion_percula
ENSAPOP00000029117	ENSAPOG00000014888	Acanthochromis_polyacanthus
ENSSPAP00000016526	ENSSPAG00000012464	Stegastes_partitus
ENSMZEP00005019688	ENSMZEG00005014760	Maylandia_zebra
ENSHBUP00000015971	ENSHBUG00000017978	Haplochromis_burtoni
ENSACLP00000000543	ENSACLG00000000359	Astatotilapia_calliptera
ENSPNYP00000011925	ENSPNYG00000009014	Pundamilia_nyererei
ENSNBRP00000015289	ENSNBRG00000011807	Neolamprologus_brichardi
ENSONIP00000007581	ENSONIG00000006019	Oreochromis_niloticus
ENSACIP00000000330	ENSACIG00000000267	Amphilophus_citrinellus
ENSPRNP00000050232	ENSPRNG00000023911	Parambassis_ranga
ENSGMOP00000002199	ENSGMOG00000002041	Gadus_morhua
ENSHHUP00000057940	ENSHHUG00000034493	Hucho_hucho
ENSHHUP00000066223	ENSHHUG00000039029	Hucho_hucho
ENSELUP00000036489	ENSELUG00000015852	Esox_lucius
ENSSFOP00015006998	ENSSFOG00015004565	Scleropages_formosus
ENSPKIP00000006587	ENSPKIG00000022784	Paramormyrops_kingsleyae
ENSCHAP00000009309	ENSCHAG00000005037	Clupea_harengus
ENSCHAP00000011242	ENSCHAG00000006333	Clupea_harengus
ENSLOCP00000004649	ENSLOCG00000003894	Lepisosteus_oculatus
ENSECRP00000007439	ENSECRG00000004946	Erpetoichthys_calabaricus
ENSCABP00000004528	ENSCABG00000003403	Chelonoidis_abingdonii
ENSPMJP00000007299	ENSPMJG00000006038	Parus_major
ENSCATP00000016845	ENSCATG00000032340	Cercocebus_atys
ENSPSMP00000003376	ENSPSMG00000002782	Prolemur_simus
ENSCMIP00000008855	ENSCMIG00000004626	Callorhinchus_milii
ENSPMAP00000006599	ENSPMAG00000005977	Petromyzon_marinus
ENSEBUP00000005254	ENSEBUG00000003599	Eptatretus_burgeri
ENSCSAVP00000003759	ENSCSAVG00000002230	Ciona_savignyi
ENSCINP00000018251	ENSCING00000008994	Ciona_intestinalis
FBpp0072561	FBgn0035205	Drosophila_melanogaster
YOL145C_mRNA	YOL145C	Saccharomyces_cerevisiae_strain_S288C
