ENSOPRP00000003746	ENSOPRG00000004088	Ochotona_princeps
ENSABRP00000020455	ENSABRG00000017414	Anser_brachyrhynchus	ENSABRT00000028771
ENSPVIP00000029494	ENSPVIG00000021753	Pogona_vitticeps
ENSRROP00000010978	ENSRROG00000029862	Rhinopithecus_roxellana
ENSCJPP00005023588	ENSCJPG00005018688	Coturnix_japonica
ENSPTRP00000058537	ENSPTRG00000008973	Pan_troglodytes
ENSACAP00000008753	ENSACAG00000008960	Anolis_carolinensis
ENSCPBP00000019391	ENSCPBG00000014014	Chrysemys_picta_bellii
ENSCPRP00005014200	ENSCPRG00005010002	Crocodylus_porosus
ENSCABP00000025618	ENSCABG00000018840	Chelonoidis_abingdonii
ENSMOCP00000004596	ENSMOCG00000003867	Microtus_ochrogaster
ENSMVIP00005027801	ENSMVIG00005019368	Manacus_vitellinus
ENSRBIP00000033216	ENSRBIG00000040376	Rhinopithecus_bieti
ENSRNOP00000035290	ENSRNOG00000022764	Rattus_norvegicus
ENSDNVP00000020849	ENSDNVG00000014596	Dromaius_novaehollandiae
ENSCLAP00000019398	ENSCLAG00000013303	Chinchilla_lanigera
ENSPTEP00000001353	ENSPTEG00000001481	Piliocolobus_tephrosceles
ENSUPAP00010028479	ENSUPAG00010022481	Urocitellus_parryii
ENSZALP00000015997	ENSZALG00000013022	Zonotrichia_albicollis
ENSSMRP00000016985	ENSSMRG00000013238	Salvator_merianae
ENSMFAP00000034121	ENSMFAG00000003552	Macaca_fascicularis
ENSHGLP00100015149	ENSHGLG00100011209	Heterocephalus_glaber_HetGla_1.0
ENSMUGP00000022320	ENSMUGG00000018731	Meriones_unguiculatus
ENSFCAP00000048928	ENSFCAG00000043747	Felis_catus
ENSMNEP00000041797	ENSMNEG00000043705	Macaca_nemestrina
ENSMLEP00000014328	ENSMLEG00000031322	Mandrillus_leucophaeus
ENSNVIP00000024144	ENSNVIG00000018714	Neovison_vison
ENSOARP00000004248	ENSOARG00000003975	Ovis_aries
MGP_CAROLIEiJ_P0028649	MGP_CAROLIEiJ_G0016826	Mus_caroli_strain_CAROLI_EIJ
ENSPPYP00000009162	ENSPPYG00000008150	Pongo_abelii
ENSVURP00010014839	ENSVURG00010011353	Vombatus_ursinus
ENSCJAP00000025894	ENSCJAG00000014096	Callithrix_jacchus
ENSTTRP00000014591	ENSTTRG00000015396	Tursiops_truncatus
ENSLCOP00000015485	ENSLCOG00000011050	Lepidothrix_coronata
ENSPPAP00000004997	ENSPPAG00000020883	Pan_paniscus
ENSCHIP00000031422	ENSCHIG00000025780	Capra_hircus
ENSGAGP00000031978	ENSGAGG00000022934	Gopherus_agassizii
ENSMSIP00000010560	ENSMSIG00000009262	Mus_spicilegus
ENSCATP00000000410	ENSCATG00000002114	Cercocebus_atys
ENSAPLP00000029810	ENSAPLG00000029126	Anas_platyrhynchos_platyrhynchos
ENSAMEP00000005700	ENSAMEG00000005406	Ailuropoda_melanoleuca
ENSAHAP00000014699	ENSAHAG00000010588	Apteryx_haastii
ENSUMAP00000020625	ENSUMAG00000015109	Ursus_maritimus
ENSTGUP00000008815	ENSTGUG00000008559	Taeniopygia_guttata
ENSNLEP00000013338	ENSNLEG00000010986	Nomascus_leucogenys
ENSPTIP00000026174	ENSPTIG00000021682	Panthera_tigris_altaica
ENSCCAP00000021371	ENSCCAG00000028523	Cebus_capucinus_imitator
ENSSCAP00000016911	ENSSCAG00000012300	Serinus_canaria
ENSMMMP00000014338	ENSMMMG00000012771	Marmota_marmota_marmota
ENSSHAP00000022369	ENSSHAG00000018934	Sarcophilus_harrisii
ENSCCNP00000022184	ENSCCNG00000021858	Castor_canadensis
ENSSDAP00000026484	ENSSDAG00000024006	Spermophilus_dauricus
ENSOGAP00000021334	ENSOGAG00000033499	Otolemur_garnettii
ENSCGRP00015019333	ENSCGRG00015014859	Cricetulus_griseus_CriGri-PICR
ENSTGEP00000015858	ENSTGEG00000012807	Theropithecus_gelada
ENSLSDP00000019360	ENSLSDG00000013790	Lonchura_striata_domestica
ENSNSUP00000016782	ENSNSUG00000012381	Notechis_scutatus
ENSMGAP00000016451	ENSMGAG00000015510	Meleagris_gallopavo
ENSETEP00000002832	ENSETEG00000003459	Echinops_telfairi
ENSPPRP00000009339	ENSPPRG00000003824	Panthera_pardus
ENSOANP00000009024	ENSOANG00000005672	Ornithorhynchus_anatinus
ENSDORP00000018975	ENSDORG00000026168	Dipodomys_ordii
ENSCGRP00000012362	ENSCGRG00000009013	Cricetulus_griseus_CriGri_1.0
ENSGALP00000045695	ENSGALG00000039084	Gallus_gallus
ENSCHOP00000001884	ENSCHOG00000002130	Choloepus_hoffmanni
ENSCANP00000028169	ENSCANG00000037490	Colobus_angolensis_palliatus
ENSPEMP00000008311	ENSPEMG00000009997	Peromyscus_maniculatus_bairdii
ENSBIXP00005014133	ENSBIXG00005018153	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSNPEP00000013439	ENSNPEG00000010052	Nothoprocta_perdicaria
ENSCAFP00020018358	ENSCAFG00020014660	Canis_lupus_dingo
ENSNMEP00000013565	ENSNMEG00000012347	Numida_meleagris
ENSCAFP00000036800	ENSCAFG00000029405	Canis_lupus_familiaris
ENSARWP00000010672	ENSARWG00000007402	Apteryx_rowi
ENSCPOP00000026244	ENSCPOG00000032224	Cavia_porcellus
ENSMUNP00000007349	ENSMUNG00000005893	Melopsittacus_undulatus
ENSSARP00000007833	ENSSARG00000008676	Sorex_araneus
ENSPCIP00000037592	ENSPCIG00000027686	Phascolarctos_cinereus
ENSSBOP00000008565	ENSSBOG00000021188	Saimiri_boliviensis_boliviensis
ENSCSAP00000002903	ENSCSAG00000006619	Chlorocebus_sabaeus
ENSBBBP00000008948	ENSBBBG00000016984	Bison_bison_bison
ENSGGOP00000020656	ENSGGOG00000024807	Gorilla_gorilla
ENSPSIP00000000490	ENSPSIG00000000490	Pelodiscus_sinensis
ENSMODP00000028825	ENSMODG00000019218	Monodelphis_domestica
ENSP00000463981	ENSG00000265118	Homo_sapiens
ENSP00000247270	ENSG00000126860	Homo_sapiens
ENSBMUP00000014782	ENSBMUG00000011235	Bos_mutus
ENSPVAP00000002473	ENSPVAG00000002617	Pteropus_vampyrus
ENSJHYP00000018909	ENSJHYG00000014382	Junco_hyemalis
ENSVVUP00000020890	ENSVVUG00000015363	Vulpes_vulpes
ENSUAMP00000024150	ENSUAMG00000018878	Ursus_americanus
ENSVPAP00000002913	ENSVPAG00000003151	Vicugna_pacos
ENSPANP00000019969	ENSPANG00000023110	Papio_anubis
