ENSCJPP00005023800	ENSCJPG00005018813	Coturnix_japonica
MGP_SPRETEiJ_P0094980	MGP_SPRETEiJ_G0034155	Mus_spretus_strain_SPRET/EiJ
ENSCCNP00000005779	ENSCCNG00000006132	Castor_canadensis
ENSCJAP00000059970	ENSCJAG00000047376	Callithrix_jacchus
ENSELUP00000021203	ENSELUG00000020315	Esox_lucius	ENSELUT00000031816
ENSPSMP00000000219	ENSPSMG00000000206	Prolemur_simus
ENSPMJP00000014994	ENSPMJG00000011377	Parus_major
ENSMPUP00000018909	ENSMPUG00000019031	Mustela_putorius_furo
ENSSTOP00000019201	ENSSTOG00000020047	Ictidomys_tridecemlineatus
ENSFCAP00000035799	ENSFCAG00000036619	Felis_catus
ENSEEUP00000009644	ENSEEUG00000010607	Erinaceus_europaeus
ENSBTAP00000007925	ENSBTAG00000006033	Bos_taurus
ENSLCRP00005047085	ENSLCRG00005017857	Larimichthys_crocea
ENSCAFP00000056750	ENSCAFG00000044483	Canis_lupus_familiaris
ENSPPYP00000023144	ENSPPYG00000020677	Pongo_abelii
ENSBBBP00000008275	ENSBBBG00000016258	Bison_bison_bison
ENSDCDP00000050739	ENSDCDG00000030910	Denticeps_clupeoides	ENSDCDT00000062435
ENSUAMP00000002141	ENSUAMG00000001985	Ursus_americanus
ENSMMMP00000007425	ENSMMMG00000006672	Marmota_marmota_marmota
ENSMODP00000012838	ENSMODG00000010245	Monodelphis_domestica
ENSCJAP00000077469	ENSCJAG00000060894	Callithrix_jacchus
ENSNLEP00000028704	ENSNLEG00000030961	Nomascus_leucogenys
ENSCJAP00000060610	ENSCJAG00000046058	Callithrix_jacchus
ENSCPBP00000029347	ENSCPBG00000020683	Chrysemys_picta_bellii
ENSETEP00000014912	ENSETEG00000018349	Echinops_telfairi
ENSHHUP00000045158	ENSHHUG00000027574	Hucho_hucho	ENSHHUT00000046827
ENSNGAP00000009813	ENSNGAG00000012400	Nannospalax_galili
ENSZALP00000023588	ENSZALG00000018234	Zonotrichia_albicollis
ENSLACP00000009794	ENSLACG00000008637	Latimeria_chalumnae
ENSSPUP00000016903	ENSSPUG00000013071	Sphenodon_punctatus
ENSCAFP00020010202	ENSCAFG00020008283	Canis_lupus_dingo
ENSMICP00000042564	ENSMICG00000044125	Microcebus_murinus
ENSTGEP00000024883	ENSTGEG00000020098	Theropithecus_gelada
ENSTGUP00000003537	ENSTGUG00000003432	Taeniopygia_guttata
ENSPLAP00000015908	ENSPLAG00000019941	Poecilia_latipinna
ENSMUNP00000018080	ENSMUNG00000013838	Melopsittacus_undulatus
ENSACIP00000017396	ENSACIG00000013569	Amphilophus_citrinellus
ENSSPAP00000013152	ENSSPAG00000009968	Stegastes_partitus
ENSAMXP00005004513	ENSAMXG00005002810	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSJHYP00000019286	ENSJHYG00000014660	Junco_hyemalis
ENSCJAP00000056070	ENSCJAG00000044930	Callithrix_jacchus
ENSPFOP00000006318	ENSPFOG00000006415	Poecilia_formosa
ENSMOCP00000017732	ENSMOCG00000016237	Microtus_ochrogaster
ENSPANP00000029371	ENSPANG00000029800	Papio_anubis
ENSMZEP00005010424	ENSMZEG00005007866	Maylandia_zebra
ENSVURP00010019510	ENSVURG00010014879	Vombatus_ursinus
ENSNBRP00000014891	ENSNBRG00000011527	Neolamprologus_brichardi
ENSDNOP00000019823	ENSDNOG00000040995	Dasypus_novemcinctus
ENSODEP00000026492	ENSODEG00000019925	Octodon_degus
ENSORLP00020002941	ENSORLG00020003725	Oryzias_latipes_ASM223471v1
ENSCCEP00000023177	ENSCCEG00000020811	Cyanistes_caeruleus
ENSMALP00000011350	ENSMALG00000008077	Monopterus_albus
ENSLBEP00000038478	ENSLBEG00000028692	Labrus_bergylta
ENSAOCP00000007351	ENSAOCG00000011102	Amphiprion_ocellaris
ENSOANP00000004119	ENSOANG00000002591	Ornithorhynchus_anatinus
ENSUMAP00000032613	ENSUMAG00000023514	Ursus_maritimus
ENSVVUP00000002728	ENSVVUG00000002163	Vulpes_vulpes
ENSECRP00000021593	ENSECRG00000014554	Erpetoichthys_calabaricus
ENSMVIP00005007935	ENSMVIG00005005953	Manacus_vitellinus
ENSCVAP00000003808	ENSCVAG00000005045	Cyprinodon_variegatus
ENSFHEP00000031797	ENSFHEG00000017880	Fundulus_heteroclitus
ENSGACP00000023034	ENSGACG00000017434	Gasterosteus_aculeatus
ENSPCOP00000020278	ENSPCOG00000022102	Propithecus_coquereli
ENSDARP00000105154	ENSDARG00000036329	Danio_rerio
ENSVPAP00000009281	ENSVPAG00000009973	Vicugna_pacos
ENSATEP00000027076	ENSATEG00000018725	Anabas_testudineus
ENSFDAP00000011066	ENSFDAG00000018682	Fukomys_damarensis
ENSCPGP00000015368	ENSCPGG00000010830	Calidris_pygmaea
ENSMUGP00000029655	ENSMUGG00000024624	Meriones_unguiculatus
ENSCHAP00000044999	ENSCHAG00000020916	Clupea_harengus
ENSBMUP00000034699	ENSBMUG00000025828	Bos_mutus
ENSTNIP00000018840	ENSTNIG00000015764	Tetraodon_nigroviridis
ENSHCOP00000013768	ENSHCOG00000016990	Hippocampus_comes
FBpp0111653	FBgn0085468	Drosophila_melanogaster
ENSNVIP00000029069	ENSNVIG00000022422	Neovison_vison
ENSSMRP00000022898	ENSSMRG00000017772	Salvator_merianae
ENSPNAP00000015443	ENSPNAG00000021478	Pygocentrus_nattereri	ENSPNAT00000023642
ENSTSYP00000033584	ENSTSYG00000030894	Carlito_syrichta
ENSAMXP00000028557	ENSAMXG00000033571	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSTGEP00000006248	ENSTGEG00000005122	Theropithecus_gelada
ENSAPOP00000010321	ENSAPOG00000012742	Acanthochromis_polyacanthus
MGP_PahariEiJ_P0088872	MGP_PahariEiJ_G0031546	Mus_pahari_strain_PAHARI_EIJ
ENSUAMP00000008092	ENSUAMG00000006926	Ursus_americanus
ENSBMUP00000013934	ENSBMUG00000010615	Bos_mutus
ENSPCIP00000020757	ENSPCIG00000031194	Phascolarctos_cinereus
ENSP00000360492	ENSG00000125356	Homo_sapiens
ENSPNYP00000013016	ENSPNYG00000009863	Pundamilia_nyererei
ENSNVIP00000023551	ENSNVIG00000018321	Neovison_vison
ENSDNVP00000014223	ENSDNVG00000009998	Dromaius_novaehollandiae
ENSPPRP00000002329	ENSPPRG00000023520	Panthera_pardus
ENSMUSP00000016571	ENSMUSG00000016427	Mus_musculus_strain_reference_(CL57BL6)
ENSPFOP00000017492	ENSPFOG00000017427	Poecilia_formosa
ENSMEUP00000001696	ENSMEUG00000001858	Notamacropus_eugenii
ENSBSLP00000051253	ENSBSLG00000024297	Betta_splendens
ENSSHAP00000017817	ENSSHAG00000015127	Sarcophilus_harrisii
ENSMFAP00000041848	ENSMFAG00000039738	Macaca_fascicularis
ENSMMOP00000005263	ENSMMOG00000004185	Mola_mola
ENSPCIP00000039385	ENSPCIG00000028917	Phascolarctos_cinereus
ENSLAFP00000011645	ENSLAFG00000013910	Loxodonta_africana
ENSCAFP00000062129	ENSCAFG00000046020	Canis_lupus_familiaris
ENSSARP00000009428	ENSSARG00000010434	Sorex_araneus
ENSOMEP00000030478	ENSOMEG00000014746	Oryzias_melastigma
ENSAPEP00000007801	ENSAPEG00000005631	Amphiprion_percula
ENSUMAP00000023888	ENSUMAG00000017378	Ursus_maritimus
ENSBMUP00000023053	ENSBMUG00000017331	Bos_mutus
ENSKMAP00000000162	ENSKMAG00000000143	Kryptolebias_marmoratus
ENSDORP00000027726	ENSDORG00000029379	Dipodomys_ordii
ENSRNOP00000058212	ENSRNOG00000040005	Rattus_norvegicus
ENSIPUP00000028407	ENSIPUG00000019235	Ictalurus_punctatus	ENSIPUT00000029564
ENSMUGP00000004137	ENSMUGG00000003838	Meriones_unguiculatus
ENSHGLP00100000989	ENSHGLG00100000800	Heterocephalus_glaber_HetGla_1.0
ENSNMEP00000000540	ENSNMEG00000000819	Numida_meleagris
ENSOCUP00000045175	ENSOCUG00000037208	Oryctolagus_cuniculus
ENSODEP00000025308	ENSODEG00000018526	Octodon_degus
ENSPCAP00000013654	ENSPCAG00000014649	Procavia_capensis
ENSPTEP00000032083	ENSPTEG00000030889	Piliocolobus_tephrosceles
ENSACAP00000003574	ENSACAG00000003685	Anolis_carolinensis
ENSAPLP00000027324	ENSAPLG00000017663	Anas_platyrhynchos_platyrhynchos
ENSMAMP00000029802	ENSMAMG00000020091	Mastacembelus_armatus
ENSCPUP00000002447	ENSCPUG00000001884	Calidris_pugnax
ENSACLP00000002271	ENSACLG00000001562	Astatotilapia_calliptera
ENSUAMP00000003276	ENSUAMG00000003006	Ursus_americanus
ENSRROP00000033957	ENSRROG00000040544	Rhinopithecus_roxellana
ENSCGRP00015023152	ENSCGRG00015017592	Cricetulus_griseus_CriGri-PICR
ENSNPEP00000005088	ENSNPEG00000003865	Nothoprocta_perdicaria
ENSPTEP00000025098	ENSPTEG00000025461	Piliocolobus_tephrosceles
ENSCANP00000012512	ENSCANG00000029654	Colobus_angolensis_palliatus
ENSMNEP00000028624	ENSMNEG00000037778	Macaca_nemestrina
ENSCHIP00000000186	ENSCHIG00000000140	Capra_hircus
ENSODEP00000026561	ENSODEG00000020007	Octodon_degus
ENSAHAP00000017203	ENSAHAG00000012257	Apteryx_haastii
ENSPCIP00000010487	ENSPCIG00000032445	Phascolarctos_cinereus
ENSCGRP00001003809	ENSCGRG00001004710	Cricetulus_griseus_CHOK1GS_HDv1
ENSPTEP00000022715	ENSPTEG00000023601	Piliocolobus_tephrosceles
ENSPSMP00000009381	ENSPSMG00000006868	Prolemur_simus
ENSCJAP00000062379	ENSCJAG00000044782	Callithrix_jacchus
ENSPCOP00000003308	ENSPCOG00000009985	Propithecus_coquereli
ENSMPUP00000001515	ENSMPUG00000001530	Mustela_putorius_furo
ENSMUGP00000004127	ENSMUGG00000003824	Meriones_unguiculatus
ENSONIP00000003182	ENSONIG00000002542	Oreochromis_niloticus
ENSGAGP00000001524	ENSGAGG00000001229	Gopherus_agassizii
ENSUAMP00000030923	ENSUAMG00000023747	Ursus_americanus
ENSCCAP00000018840	ENSCCAG00000027260	Cebus_capucinus_imitator
ENSCAFP00020004926	ENSCAFG00020004036	Canis_lupus_dingo
ENSPRNP00000008051	ENSPRNG00000004807	Parambassis_ranga
ENSMLEP00000038353	ENSMLEG00000043241	Mandrillus_leucophaeus
ENSCGOP00000035492	ENSCGOG00000016436	Cottoperca_gobio
ENSCCAP00000003065	ENSCCAG00000017434	Cebus_capucinus_imitator
ENSGALP00000014018	ENSGALG00000008613	Gallus_gallus
ENSPLAP00000003557	ENSPLAG00000005069	Poecilia_latipinna
ENSLSDP00000006703	ENSLSDG00000005069	Lonchura_striata_domestica
ENSPSMP00000005943	ENSPSMG00000004508	Prolemur_simus
ENSANAP00000027019	ENSANAG00000031312	Aotus_nancymaae
ENSMLUP00000006095	ENSMLUG00000006685	Myotis_lucifugus
ENSORLP00015029674	ENSORLG00015012933	Oryzias_latipes_ASM223469v1
ENSMGAP00000007868	ENSMGAG00000007722	Meleagris_gallopavo
ENSGMOP00000001685	ENSGMOG00000001616	Gadus_morhua
ENSBTAP00000059770	ENSBTAG00000054002	Bos_taurus
ENSGAGP00000002481	ENSGAGG00000002009	Gopherus_agassizii
ENSMMUP00000040846	ENSMMUG00000032359	Macaca_mulatta
ENSSFOP00015008622	ENSSFOG00015005633	Scleropages_formosus
ENSPTRP00000038270	ENSPTRG00000022230	Pan_troglodytes
ENSOCUP00000013932	ENSOCUG00000016212	Oryctolagus_cuniculus
ENSBIXP00005021141	ENSBIXG00005024140	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSRNOP00000075141	ENSRNOG00000052226	Rattus_norvegicus
ENSXCOP00000022189	ENSXCOG00000016577	Xiphophorus_couchianus
ENSFCAP00000021071	ENSFCAG00000025391	Felis_catus
ENSAMEP00000000185	ENSAMEG00000000169	Ailuropoda_melanoleuca
ENSPCOP00000007332	ENSPCOG00000014908	Propithecus_coquereli
