ENSGAGP00000010442	ENSGAGG00000008167	Gopherus_agassizii	ENSGAGT00000011985
ENSCPBP00000017808	ENSCPBG00000013023	Chrysemys_picta_bellii
ENSOCUP00000025008	ENSOCUG00000024181	Oryctolagus_cuniculus
ENSJJAP00000004610	ENSJJAG00000009592	Jaculus_jaculus
ENSEASP00005003966	ENSEASG00005003015	Equus_asinus_asinus
ENSECAP00000035375	ENSECAG00000008463	Equus_caballus
ENSLAFP00000000837	ENSLAFG00000000999	Loxodonta_africana
ENSPCAP00000000727	ENSPCAG00000000801	Procavia_capensis
ENSETEP00000014549	ENSETEG00000017908	Echinops_telfairi
ENSDNOP00000011056	ENSDNOG00000014239	Dasypus_novemcinctus
ENSPCIP00000003906	ENSPCIG00000003198	Phascolarctos_cinereus
ENSVURP00010032588	ENSVURG00010024848	Vombatus_ursinus
ENSMEUP00000014081	ENSMEUG00000015428	Notamacropus_eugenii
ENSSHAP00000007108	ENSSHAG00000006176	Sarcophilus_harrisii
ENSMODP00000018101	ENSMODG00000014485	Monodelphis_domestica
