ENSCAFP00020031114	ENSCAFG00020024275	Canis_lupus_dingo
ENSMMMP00000023528	ENSMMMG00000020602	Marmota_marmota_marmota
ENSSBOP00000032169	ENSSBOG00000032270	Saimiri_boliviensis_boliviensis
ENSCHIP00000028592	ENSCHIG00000024056	Capra_hircus
ENSNGAP00000020307	ENSNGAG00000019844	Nannospalax_galili
ENSP00000296097	ENSG00000163793	Homo_sapiens
MGP_CAROLIEiJ_P0067282	MGP_CAROLIEiJ_G0027077	Mus_caroli_strain_CAROLI_EIJ
ENSOPRP00000009772	ENSOPRG00000010715	Ochotona_princeps
ENSPVAP00000014291	ENSPVAG00000015163	Pteropus_vampyrus
ENSMFAP00000038786	ENSMFAG00000038732	Macaca_fascicularis
ENSOCUP00000014630	ENSOCUG00000017028	Oryctolagus_cuniculus
ENSUMAP00000028051	ENSUMAG00000020372	Ursus_maritimus
ENSBBBP00000007885	ENSBBBG00000015891	Bison_bison_bison
ENSECAP00000008606	ENSECAG00000010707	Equus_caballus
ENSFCAP00000018698	ENSFCAG00000029346	Felis_catus
ENSOARP00000020670	ENSOARG00000019242	Ovis_aries
ENSCJAP00000001911	ENSCJAG00000001112	Callithrix_jacchus
ENSNLEP00000003909	ENSNLEG00000003229	Nomascus_leucogenys
ENSPPAP00000024017	ENSPPAG00000035147	Pan_paniscus
ENSSTOP00000031664	ENSSTOG00000033652	Ictidomys_tridecemlineatus
ENSPEMP00000003631	ENSPEMG00000005319	Peromyscus_maniculatus_bairdii
ENSMSIP00000017414	ENSMSIG00000014869	Mus_spicilegus
ENSVVUP00000022305	ENSVVUG00000016371	Vulpes_vulpes
