ENSEASP00005008151	ENSEASG00005005905	Equus_asinus_asinus
ENSMUSP00000026162	ENSMUSG00000025165	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0031711	MGP_CAROLIEiJ_G0017553	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0038433	MGP_PahariEiJ_G0018680	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000051814	ENSRNOG00000036672	Rattus_norvegicus
ENSMUGP00000022738	ENSMUGG00000019043	Meriones_unguiculatus
ENSCGRP00001009865	ENSCGRG00001011890	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000022380	ENSCGRG00000016219	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015032366	ENSCGRG00015024405	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000001297	ENSMAUG00000000972	Mesocricetus_auratus
ENSMOCP00000019197	ENSMOCG00000017263	Microtus_ochrogaster
ENSPEMP00000008686	ENSPEMG00000010224	Peromyscus_maniculatus_bairdii
MGP_SPRETEiJ_P0033168	MGP_SPRETEiJ_G0018396	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000045748	ENSMUSG00000039364	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000013677	ENSMSIG00000011829	Mus_spicilegus
MGP_CAROLIEiJ_P0031704	MGP_CAROLIEiJ_G0017552	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0038429	MGP_PahariEiJ_G0018679	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000051815	ENSRNOG00000036673	Rattus_norvegicus
ENSMUGP00000022743	ENSMUGG00000019057	Meriones_unguiculatus
ENSCGRP00000021588	ENSCGRG00000015668	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001027155	ENSCGRG00001024244	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015032403	ENSCGRG00015024432	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000024243	ENSMAUG00000021160	Mesocricetus_auratus
ENSPEMP00000017561	ENSPEMG00000016435	Peromyscus_maniculatus_bairdii
ENSMOCP00000024023	ENSMOCG00000020576	Microtus_ochrogaster
ENSNGAP00000000058	ENSNGAG00000000052	Nannospalax_galili
ENSDNOP00000024065	ENSDNOG00000042978	Dasypus_novemcinctus
