ENSP00000361650	ENSG00000146215	Homo_sapiens	ENST00000372569
ENSGGOP00000014825	ENSGGOG00000015193	Gorilla_gorilla
ENSPEMP00000015871	ENSPEMG00000015270	Peromyscus_maniculatus_bairdii
ENSCGRP00015024433	ENSCGRG00015018578	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000020029	ENSCGRG00000014587	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001020403	ENSCGRG00001019575	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000020150	ENSMAUG00000018230	Mesocricetus_auratus
ENSNGAP00000015924	ENSNGAG00000016800	Nannospalax_galili
ENSJJAP00000007340	ENSJJAG00000011758	Jaculus_jaculus
ENSMLUP00000008195	ENSMLUG00000008998	Myotis_lucifugus
ENSECAP00000053306	ENSECAG00000017732	Equus_caballus
ENSUMAP00000007946	ENSUMAG00000006105	Ursus_maritimus
ENSAMEP00000012976	ENSAMEG00000012312	Ailuropoda_melanoleuca
ENSCAFP00020014798	ENSCAFG00020011945	Canis_lupus_dingo
ENSMPUP00000012944	ENSMPUG00000013043	Mustela_putorius_furo
ENSBIXP00005028421	ENSBIXG00005008099	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000006627	ENSBIXG00000012729	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000016208	ENSBMUG00000012319	Bos_mutus
ENSBBBP00000023951	ENSBBBG00000004705	Bison_bison_bison
ENSBTAP00000035859	ENSBTAG00000006357	Bos_taurus
ENSOARP00000007107	ENSOARG00000006639	Ovis_aries
ENSLAFP00000005528	ENSLAFG00000006584	Loxodonta_africana
ENSLAFP00000020610	ENSLAFG00000030440	Loxodonta_africana
ENSDNOP00000020362	ENSDNOG00000044010	Dasypus_novemcinctus
ENSTBEP00000000610	ENSTBEG00000000717	Tupaia_belangeri
ENSOPRP00000001635	ENSOPRG00000001773	Ochotona_princeps
ENSPSMP00000016765	ENSPSMG00000011964	Prolemur_simus
ENSEASP00005004318	ENSEASG00005003269	Equus_asinus_asinus
ENSPTEP00000014872	ENSPTEG00000016563	Piliocolobus_tephrosceles
ENSCANP00000018414	ENSCANG00000032656	Colobus_angolensis_palliatus
ENSRROP00000010124	ENSRROG00000029473	Rhinopithecus_roxellana
ENSRBIP00000016814	ENSRBIG00000032426	Rhinopithecus_bieti
ENSPANP00000044414	ENSPANG00000007156	Papio_anubis
ENSTGEP00000037274	ENSTGEG00000029646	Theropithecus_gelada
ENSMFAP00000015104	ENSMFAG00000030762	Macaca_fascicularis
ENSMNEP00000022593	ENSMNEG00000034964	Macaca_nemestrina
ENSCSAP00000007906	ENSCSAG00000011708	Chlorocebus_sabaeus
ENSNLEP00000005034	ENSNLEG00000004164	Nomascus_leucogenys
ENSANAP00000015171	ENSANAG00000025487	Aotus_nancymaae
ENSOCUP00000030765	ENSOCUG00000005795	Oryctolagus_cuniculus
ENSEASP00005004314	ENSEASG00005003265	Equus_asinus_asinus
ENSSARP00000002552	ENSSARG00000002831	Sorex_araneus
ENSTTRP00000005992	ENSTTRG00000006334	Tursiops_truncatus
ENSSSCP00000001818	ENSSSCG00000001672	Sus_scrofa_strain_reference
ENSNVIP00000013126	ENSNVIG00000010347	Neovison_vison
ENSUAMP00000006881	ENSUAMG00000006009	Ursus_americanus
ENSCAFP00000045737	ENSCAFG00000001842	Canis_lupus_familiaris
ENSVVUP00000040464	ENSVVUG00000028856	Vulpes_vulpes
ENSPPRP00000028061	ENSPPRG00000020042	Panthera_pardus
ENSPTIP00000010651	ENSPTIG00000011347	Panthera_tigris_altaica
ENSCHIP00000016170	ENSCHIG00000016523	Capra_hircus
ENSFCAP00000047888	ENSFCAG00000009725	Felis_catus
ENSEEUP00000004244	ENSEEUG00000004673	Erinaceus_europaeus
ENSPVAP00000010921	ENSPVAG00000011589	Pteropus_vampyrus
ENSCHOP00000009566	ENSCHOG00000010809	Choloepus_hoffmanni
ENSPCAP00000003209	ENSPCAG00000003436	Procavia_capensis
ENSPCIP00000038204	ENSPCIG00000028120	Phascolarctos_cinereus
ENSVURP00010006889	ENSVURG00010005334	Vombatus_ursinus
ENSMEUP00000014347	ENSMEUG00000015707	Notamacropus_eugenii
ENSMODP00000023680	ENSMODG00000018977	Monodelphis_domestica
ENSSHAP00000015926	ENSSHAG00000013569	Sarcophilus_harrisii
ENSOANP00000011510	ENSOANG00000007234	Ornithorhynchus_anatinus
ENSXETP00000025590	ENSXETG00000003631	Xenopus_tropicalis
ENSLACP00000011993	ENSLACG00000010556	Latimeria_chalumnae
ENSSFOP00015009172	ENSSFOG00015005962	Scleropages_formosus
ENSPKIP00000005014	ENSPKIG00000021763	Paramormyrops_kingsleyae
ENSPKIP00000000539	ENSPKIG00000019169	Paramormyrops_kingsleyae
ENSCHAP00000027916	ENSCHAG00000013453	Clupea_harengus
ENSDCDP00000054795	ENSDCDG00000032561	Denticeps_clupeoides
ENSAMXP00000039818	ENSAMXG00000036695	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005050010	ENSAMXG00005022744	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000005510	ENSPNAG00000011878	Pygocentrus_nattereri
ENSEEEP00000011053	ENSEEEG00000005590	Electrophorus_electricus
ENSIPUP00000004704	ENSIPUG00000003292	Ictalurus_punctatus
ENSDARP00000063703	ENSDARG00000043395	Danio_rerio
ENSHHUP00000076375	ENSHHUG00000044656	Hucho_hucho
ENSHHUP00000008299	ENSHHUG00000005096	Hucho_hucho
ENSELUP00000024739	ENSELUG00000023677	Esox_lucius
ENSSFOP00015034982	ENSSFOG00015022274	Scleropages_formosus
ENSLOCP00000019193	ENSLOCG00000015589	Lepisosteus_oculatus
ENSECRP00000022288	ENSECRG00000015057	Erpetoichthys_calabaricus
