ENSDARP00000004160	ENSDARG00000019487	Danio_rerio
ENSGGOP00000009545	ENSGGOG00000009768	Gorilla_gorilla
ENSECAP00000002633	ENSECAG00000003592	Equus_caballus
ENSOARP00000022243	ENSOARG00000020695	Ovis_aries	ENSOART00000022548
ENSTSYP00000004453	ENSTSYG00000004866	Carlito_syrichta
ENSOCUP00000021367	ENSOCUG00000003980	Oryctolagus_cuniculus
ENSHGLP00000017756	ENSHGLG00000012700	Heterocephalus_glaber_HetGla_female_1.0
ENSMUSP00000021471	ENSMUSG00000021072	Mus_musculus_strain_reference_(CL57BL6)
ENSSMAP00000020710	ENSSMAG00000012695	Scophthalmus_maximus
ENSMPUP00000005198	ENSMPUG00000005236	Mustela_putorius_furo
ENSEEEP00000034592	ENSEEEG00000016451	Electrophorus_electricus
ENSPEMP00000023388	ENSPEMG00000020440	Peromyscus_maniculatus_bairdii
ENSCAFP00000021563	ENSCAFG00000014626	Canis_lupus_familiaris
ENSJJAP00000018538	ENSJJAG00000019783	Jaculus_jaculus
ENSCHAP00000009871	ENSCHAG00000005736	Clupea_harengus
ENSMVIP00005010750	ENSMVIG00005007901	Manacus_vitellinus
ENSRNOP00000071802	ENSRNOG00000057934	Rattus_norvegicus
ENSP00000393316	ENSG00000139921	Homo_sapiens
ENSMAUP00000010672	ENSMAUG00000011486	Mesocricetus_auratus
ENSGACP00000015881	ENSGACG00000012000	Gasterosteus_aculeatus
ENSGGOP00000029915	ENSGGOG00000039686	Gorilla_gorilla
ENSPPYP00000006603	ENSPPYG00000005810	Pongo_abelii
ENSAPEP00000014678	ENSAPEG00000010450	Amphiprion_percula
ENSPNAP00000027917	ENSPNAG00000013470	Pygocentrus_nattereri
ENSMAMP00000000307	ENSMAMG00000000210	Mastacembelus_armatus
ENSSBOP00000013082	ENSSBOG00000023315	Saimiri_boliviensis_boliviensis
ENSPLAP00000011233	ENSPLAG00000014299	Poecilia_latipinna
ENSNLEP00000045893	ENSNLEG00000029534	Nomascus_leucogenys
ENSCSAP00000011191	ENSCSAG00000015090	Chlorocebus_sabaeus
ENSCMIP00000025823	ENSCMIG00000011334	Callorhinchus_milii
ENSCGRP00015035626	ENSCGRG00015026749	Cricetulus_griseus_CriGri-PICR
ENSMUNP00000004939	ENSMUNG00000004107	Melopsittacus_undulatus
ENSMMMP00000001472	ENSMMMG00000001345	Marmota_marmota_marmota
ENSSTOP00000014539	ENSSTOG00000016236	Ictidomys_tridecemlineatus
ENSCPRP00005026931	ENSCPRG00005018652	Crocodylus_porosus
ENSHCOP00000026244	ENSHCOG00000017000	Hippocampus_comes
ENSMALP00000031458	ENSMALG00000021719	Monopterus_albus
ENSPVAP00000001759	ENSPVAG00000001863	Pteropus_vampyrus
ENSLBEP00000004894	ENSLBEG00000003779	Labrus_bergylta
ENSXMAP00000040598	ENSXMAG00000024898	Xiphophorus_maculatus
ENSTGEP00000010919	ENSTGEG00000008925	Theropithecus_gelada
ENSPKIP00000019789	ENSPKIG00000004832	Paramormyrops_kingsleyae
MGP_PahariEiJ_P0082566	MGP_PahariEiJ_G0029576	Mus_pahari_strain_PAHARI_EIJ
ENSATEP00000001385	ENSATEG00000001003	Anabas_testudineus
