ENSPMAP00000000302	ENSPMAG00000000267	Petromyzon_marinus	ENSPMAT00000000302
ENSPMAP00000005876	ENSPMAG00000005323	Petromyzon_marinus	ENSPMAT00000005903
ENSEBUP00000004639	ENSEBUG00000003209	Eptatretus_burgeri	ENSEBUT00000005074
ENSDCDP00000026873	ENSDCDG00000019588	Denticeps_clupeoides
ENSPTIP00000021125	ENSPTIG00000018368	Panthera_tigris_altaica
ENSFCAP00000010635	ENSFCAG00000013518	Felis_catus
ENSSSCP00000013327	ENSSSCG00000012535	Sus_scrofa_strain_reference
ENSVPAP00000004646	ENSVPAG00000005012	Vicugna_pacos
ENSBMUP00000006825	ENSBMUG00000005415	Bos_mutus
ENSBTAP00000022870	ENSBTAG00000003320	Bos_taurus
ENSBIXP00005036289	ENSBIXG00005002887	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCHIP00000019255	ENSCHIG00000018330	Capra_hircus
ENSOARP00000000502	ENSOARG00000000496	Ovis_aries
ENSTTRP00000010722	ENSTTRG00000011317	Tursiops_truncatus
ENSPVAP00000015443	ENSPVAG00000016366	Pteropus_vampyrus
ENSMLUP00000007188	ENSMLUG00000007877	Myotis_lucifugus
ENSCCNP00000006529	ENSCCNG00000006897	Castor_canadensis
ENSDORP00000007266	ENSDORG00000007753	Dipodomys_ordii
MGP_SPRETEiJ_P0096525	MGP_SPRETEiJ_G0034592	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000032039	ENSMSIG00000026836	Mus_spicilegus
ENSMUSP00000018739	ENSMUSG00000018595	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0092765	MGP_CAROLIEiJ_G0033425	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0090378	MGP_PahariEiJ_G0031965	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000042161	ENSRNOG00000002391	Rattus_norvegicus
ENSMUGP00000020037	ENSMUGG00000016930	Meriones_unguiculatus
ENSPEMP00000016199	ENSPEMG00000015500	Peromyscus_maniculatus_bairdii
ENSMOCP00000014707	ENSMOCG00000014125	Microtus_ochrogaster
ENSCGRP00001013453	ENSCGRG00001014581	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000003167	ENSCGRG00000002324	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015025133	ENSCGRG00015019074	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000022362	ENSMAUG00000019817	Mesocricetus_auratus
ENSNGAP00000018501	ENSNGAG00000018608	Nannospalax_galili
ENSJJAP00000016414	ENSJJAG00000018273	Jaculus_jaculus
ENSCLAP00000000332	ENSCLAG00000000285	Chinchilla_lanigera
ENSODEP00000001563	ENSODEG00000001229	Octodon_degus
ENSCPOP00000014136	ENSCPOG00000015675	Cavia_porcellus
ENSCAPP00000001124	ENSCAPG00000001906	Cavia_aperea
ENSHGLP00000000678	ENSHGLG00000000582	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100001440	ENSHGLG00100001138	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000017315	ENSFDAG00000005899	Fukomys_damarensis
ENSSDAP00000022994	ENSSDAG00000020916	Spermophilus_dauricus
ENSUPAP00010020875	ENSUPAG00010016550	Urocitellus_parryii
ENSSTOP00000008222	ENSSTOG00000009168	Ictidomys_tridecemlineatus
ENSMMMP00000013090	ENSMMMG00000011661	Marmota_marmota_marmota
ENSOCUP00000012708	ENSOCUG00000014781	Oryctolagus_cuniculus
ENSOPRP00000001554	ENSOPRG00000001686	Ochotona_princeps
ENSTBEP00000004085	ENSTBEG00000004750	Tupaia_belangeri
ENSPTRP00000038072	ENSPTRG00000022132	Pan_troglodytes
ENSPPAP00000034639	ENSPPAG00000040159	Pan_paniscus
ENSP00000361700	ENSG00000188828	Homo_sapiens
ENSGGOP00000013605	ENSGGOG00000013949	Gorilla_gorilla
ENSPPYP00000023043	ENSPPYG00000020588	Pongo_abelii
ENSNLEP00000016449	ENSNLEG00000013586	Nomascus_leucogenys
ENSTGEP00000016352	ENSTGEG00000013233	Theropithecus_gelada
ENSCATP00000009579	ENSCATG00000028863	Cercocebus_atys
ENSMLEP00000019066	ENSMLEG00000033743	Mandrillus_leucophaeus
ENSMMUP00000004645	ENSMMUG00000006113	Macaca_mulatta
ENSMFAP00000027846	ENSMFAG00000045299	Macaca_fascicularis
ENSMNEP00000020440	ENSMNEG00000034017	Macaca_nemestrina
ENSPANP00000006968	ENSPANG00000012937	Papio_anubis
ENSCSAP00000005660	ENSCSAG00000009451	Chlorocebus_sabaeus
ENSRROP00000005060	ENSRROG00000020930	Rhinopithecus_roxellana
ENSRBIP00000008166	ENSRBIG00000027973	Rhinopithecus_bieti
ENSPTEP00000024384	ENSPTEG00000024879	Piliocolobus_tephrosceles
ENSCANP00000028650	ENSCANG00000037784	Colobus_angolensis_palliatus
ENSSBOP00000028179	ENSSBOG00000030493	Saimiri_boliviensis_boliviensis
ENSCCAP00000003279	ENSCCAG00000017963	Cebus_capucinus_imitator
ENSCJAP00000007391	ENSCJAG00000003374	Callithrix_jacchus
ENSANAP00000013780	ENSANAG00000024801	Aotus_nancymaae
ENSTSYP00000006926	ENSTSYG00000007565	Carlito_syrichta
ENSPCOP00000028814	ENSPCOG00000027081	Propithecus_coquereli
ENSMICP00000046774	ENSMICG00000003048	Microcebus_murinus
ENSPSMP00000009207	ENSPSMG00000006719	Prolemur_simus
ENSOGAP00000004821	ENSOGAG00000005390	Otolemur_garnettii
ENSLAFP00000028302	ENSLAFG00000022481	Loxodonta_africana
ENSPCAP00000002410	ENSPCAG00000002590	Procavia_capensis
ENSETEP00000005108	ENSETEG00000006300	Echinops_telfairi
ENSDNOP00000009917	ENSDNOG00000012789	Dasypus_novemcinctus
ENSPCIP00000027264	ENSPCIG00000020208	Phascolarctos_cinereus
ENSVURP00010002848	ENSVURG00010002330	Vombatus_ursinus
ENSMEUP00000010542	ENSMEUG00000011559	Notamacropus_eugenii
ENSSHAP00000015469	ENSSHAG00000013184	Sarcophilus_harrisii
ENSMODP00000014493	ENSMODG00000011583	Monodelphis_domestica
ENSOANP00000006717	ENSOANG00000004228	Ornithorhynchus_anatinus
ENSLACP00000019872	ENSLACG00000017472	Latimeria_chalumnae
ENSCSAVP00000004547	ENSCSAVG00000002705	Ciona_savignyi
