Y53H1A.1a.1	WBGene00013177	Caenorhabditis_elegans_strain_N2	Y53H1A.1a.1
FBpp0081954	FBgn0051211	Drosophila_melanogaster	FBtr0082480
ENSARWP00000017834	ENSARWG00000012255	Apteryx_rowi	ENSARWT00000020264
ENSAHAP00000006808	ENSAHAG00000005131	Apteryx_haastii	ENSAHAT00000007592
ENSAOWP00000007844	ENSAOWG00000005386	Apteryx_owenii	ENSAOWT00000008876
ENSDNVP00000006622	ENSDNVG00000004739	Dromaius_novaehollandiae	ENSDNVT00000007986
ENSNPEP00000013878	ENSNPEG00000010372	Nothoprocta_perdicaria
ENSTBEP00000014927	ENSTBEG00000017164	Tupaia_belangeri
ENSDORP00000003458	ENSDORG00000003696	Dipodomys_ordii
ENSDORP00000025982	ENSDORG00000029441	Dipodomys_ordii
ENSCCNP00000014764	ENSCCNG00000015198	Castor_canadensis
ENSJJAP00000005731	ENSJJAG00000010604	Jaculus_jaculus
ENSJJAP00000022172	ENSJJAG00000022314	Jaculus_jaculus
ENSNGAP00000011783	ENSNGAG00000013839	Nannospalax_galili
ENSNGAP00000015467	ENSNGAG00000016482	Nannospalax_galili
ENSCGRP00015012968	ENSCGRG00015009955	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001013013	ENSCGRG00001014264	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000010353	ENSCGRG00000007589	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000011236	ENSMAUG00000011897	Mesocricetus_auratus
ENSPEMP00000002806	ENSPEMG00000003524	Peromyscus_maniculatus_bairdii
ENSMOCP00000010086	ENSMOCG00000010290	Microtus_ochrogaster
ENSMSIP00000012603	ENSMSIG00000010869	Mus_spicilegus
MGP_SPRETEiJ_P0064001	MGP_SPRETEiJ_G0026796	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000029911	ENSMUSG00000028248	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0061568	MGP_CAROLIEiJ_G0025847	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0057237	MGP_PahariEiJ_G0023970	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000057854	ENSRNOG00000008782	Rattus_norvegicus
ENSMUGP00000026592	ENSMUGG00000022120	Meriones_unguiculatus
ENSSDAP00000001102	ENSSDAG00000001069	Spermophilus_dauricus
ENSUPAP00010012613	ENSUPAG00010010240	Urocitellus_parryii
ENSMMMP00000012962	ENSMMMG00000011582	Marmota_marmota_marmota
ENSSTOP00000014826	ENSSTOG00000016563	Ictidomys_tridecemlineatus
ENSHGLP00000000482	ENSHGLG00000000441	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100011700	ENSHGLG00100008682	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000003991	ENSFDAG00000013301	Fukomys_damarensis
ENSODEP00000001744	ENSODEG00000001374	Octodon_degus
ENSODEP00000009369	ENSODEG00000007018	Octodon_degus
ENSODEP00000017552	ENSODEG00000012943	Octodon_degus
ENSCLAP00000019403	ENSCLAG00000013308	Chinchilla_lanigera
ENSHGLP00100001511	ENSHGLG00100001189	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000017849	ENSHGLG00000012784	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100014194	ENSHGLG00100010493	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00100002126	ENSHGLG00100001659	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000012497	ENSHGLG00000008930	Heterocephalus_glaber_HetGla_female_1.0
ENSODEP00000010471	ENSODEG00000007818	Octodon_degus
ENSCAPP00000014381	ENSCAPG00000014770	Cavia_aperea
ENSCPOP00000028857	ENSCPOG00000033472	Cavia_porcellus
ENSOCUP00000000854	ENSOCUG00000000987	Oryctolagus_cuniculus
ENSOPRP00000004956	ENSOPRG00000005403	Ochotona_princeps
ENSECAP00000017410	ENSECAG00000019782	Equus_caballus
ENSEASP00005008606	ENSEASG00005006185	Equus_asinus_asinus
ENSEASP00005008533	ENSEASG00005006141	Equus_asinus_asinus
ENSSARP00000008239	ENSSARG00000009101	Sorex_araneus
ENSBIXP00000011498	ENSBIXG00000016718	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000026293	ENSBTAG00000019730	Bos_taurus
ENSBIXP00005027550	ENSBIXG00005030498	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000034215	ENSBMUG00000025486	Bos_mutus
ENSBBBP00000024810	ENSBBBG00000019913	Bison_bison_bison
ENSCHIP00000018230	ENSCHIG00000017747	Capra_hircus
ENSOARP00000012726	ENSOARG00000011874	Ovis_aries
ENSTTRP00000004354	ENSTTRG00000004631	Tursiops_truncatus
ENSSSCP00000024989	ENSSSCG00000037594	Sus_scrofa_strain_reference
ENSVPAP00000001292	ENSVPAG00000001398	Vicugna_pacos
ENSPVAP00000001594	ENSPVAG00000001688	Pteropus_vampyrus
ENSMLUP00000004760	ENSMLUG00000005206	Myotis_lucifugus
ENSMPUP00000001557	ENSMPUG00000001573	Mustela_putorius_furo
ENSNVIP00000000846	ENSNVIG00000000733	Neovison_vison
ENSCAFP00020021220	ENSCAFG00020016765	Canis_lupus_dingo
ENSCAFP00000005179	ENSCAFG00000003471	Canis_lupus_familiaris
ENSVVUP00000020446	ENSVVUG00000015048	Vulpes_vulpes
ENSUAMP00000031163	ENSUAMG00000023919	Ursus_americanus
ENSUMAP00000029816	ENSUMAG00000021583	Ursus_maritimus
ENSAMEP00000011792	ENSAMEG00000011196	Ailuropoda_melanoleuca
ENSPTIP00000016359	ENSPTIG00000015159	Panthera_tigris_altaica
ENSPPRP00000005497	ENSPPRG00000001237	Panthera_pardus
ENSFCAP00000006644	ENSFCAG00000007165	Felis_catus
ENSLAFP00000029142	ENSLAFG00000027683	Loxodonta_africana
ENSPCAP00000014865	ENSPCAG00000015878	Procavia_capensis
ENSETEP00000001608	ENSETEG00000001986	Echinops_telfairi
ENSCHOP00000008419	ENSCHOG00000009513	Choloepus_hoffmanni
ENSPPYP00000023512	ENSPPYG00000025884	Pongo_abelii
ENSEEUP00000007735	ENSEEUG00000008488	Erinaceus_europaeus
ENSOANP00000014228	ENSOANG00000008936	Ornithorhynchus_anatinus
ENSLACP00000013475	ENSLACG00000011863	Latimeria_chalumnae
ENSPNAP00000030199	ENSPNAG00000016748	Pygocentrus_nattereri
ENSEEEP00000011394	ENSEEEG00000005758	Electrophorus_electricus
ENSDARP00000139818	ENSDARG00000069855	Danio_rerio
ENSCVAP00000031806	ENSCVAG00000021382	Cyprinodon_variegatus
ENSXCOP00000022742	ENSXCOG00000016988	Xiphophorus_couchianus
ENSORLP00020021458	ENSORLG00020001271	Oryzias_latipes_ASM223471v1
ENSORLP00000040200	ENSORLG00000002192	Oryzias_latipes_ASM223467v1
ENSOMEP00000024787	ENSOMEG00000005626	Oryzias_melastigma
ENSAPEP00000029167	ENSAPEG00000020726	Amphiprion_percula
ENSXCOP00000022738	ENSXCOG00000016986	Xiphophorus_couchianus
ENSTRUP00000000607	ENSTRUG00000000277	Takifugu_rubripes
ENSTNIP00000017288	ENSTNIG00000014274	Tetraodon_nigroviridis
ENSCSEP00000013424	ENSCSEG00000008657	Cynoglossus_semilaevis
ENSHCOP00000011612	ENSHCOG00000014469	Hippocampus_comes
ENSACIP00000003581	ENSACIG00000002838	Amphilophus_citrinellus
ENSPMGP00000027371	ENSPMGG00000022087	Periophthalmus_magnuspinnatus
ENSCGOP00000023833	ENSCGOG00000011202	Cottoperca_gobio
ENSGACP00000006598	ENSGACG00000004989	Gasterosteus_aculeatus
ENSLBEP00000003696	ENSLBEG00000002853	Labrus_bergylta
ENSMMOP00000023467	ENSMMOG00000017859	Mola_mola
ENSSMAP00000014369	ENSSMAG00000008783	Scophthalmus_maximus
ENSMAMP00000004164	ENSMAMG00000002791	Mastacembelus_armatus
ENSATEP00000035967	ENSATEG00000024712	Anabas_testudineus
ENSHBUP00000013755	ENSHBUG00000015552	Haplochromis_burtoni
ENSPNYP00000005471	ENSPNYG00000004247	Pundamilia_nyererei
ENSMZEP00005015806	ENSMZEG00005011871	Maylandia_zebra
ENSACLP00000036679	ENSACLG00000024847	Astatotilapia_calliptera
ENSNBRP00000009584	ENSNBRG00000007462	Neolamprologus_brichardi
ENSONIP00000000148	ENSONIG00000000120	Oreochromis_niloticus
ENSPRNP00000024771	ENSPRNG00000012605	Parambassis_ranga
ENSGMOP00000006418	ENSGMOG00000006041	Gadus_morhua
ENSSFOP00015017559	ENSSFOG00015011276	Scleropages_formosus
ENSCHAP00000010922	ENSCHAG00000006215	Clupea_harengus
ENSEBUP00000002459	ENSEBUG00000001911	Eptatretus_burgeri
