ENSARWP00000008069	ENSARWG00000005653	Apteryx_rowi
ENSCLAP00000022862	ENSCLAG00000015684	Chinchilla_lanigera
ENSODEP00000007451	ENSODEG00000005557	Octodon_degus
ENSCAPP00000006373	ENSCAPG00000008556	Cavia_aperea
ENSHGLP00000009796	ENSHGLG00000007031	Heterocephalus_glaber_HetGla_female_1.0
ENSUPAP00010015512	ENSUPAG00010012372	Urocitellus_parryii
ENSSDAP00000019626	ENSSDAG00000017856	Spermophilus_dauricus
ENSMMMP00000010631	ENSMMMG00000009452	Marmota_marmota_marmota
ENSOPRP00000004704	ENSOPRG00000005127	Ochotona_princeps
ENSOCUP00000049382	ENSOCUG00000024121	Oryctolagus_cuniculus
ENSTBEP00000006922	ENSTBEG00000008010	Tupaia_belangeri
ENSPPAP00000031485	ENSPPAG00000038669	Pan_paniscus
ENSPTRP00000076593	ENSPTRG00000009925	Pan_troglodytes
ENSP00000483621	ENSG00000154040	Homo_sapiens
ENSGGOP00000005928	ENSGGOG00000006062	Gorilla_gorilla
ENSNLEP00000029289	ENSNLEG00000027975	Nomascus_leucogenys
ENSPPYP00000024024	ENSPPYG00000009069	Pongo_abelii
ENSNLEP00000038393	ENSNLEG00000006627	Nomascus_leucogenys
ENSMFAP00000010521	ENSMFAG00000007440	Macaca_fascicularis
ENSMMUP00000070389	ENSMMUG00000004346	Macaca_mulatta
ENSMNEP00000022596	ENSMNEG00000034958	Macaca_nemestrina
ENSPANP00000017966	ENSPANG00000007685	Papio_anubis
ENSTGEP00000021483	ENSTGEG00000017320	Theropithecus_gelada
ENSMLEP00000032280	ENSMLEG00000040361	Mandrillus_leucophaeus
ENSCATP00000018930	ENSCATG00000033264	Cercocebus_atys
ENSCANP00000006458	ENSCANG00000021548	Colobus_angolensis_palliatus
ENSPTEP00000040028	ENSPTEG00000036933	Piliocolobus_tephrosceles
ENSRROP00000045705	ENSRROG00000045735	Rhinopithecus_roxellana
ENSRBIP00000031220	ENSRBIG00000039455	Rhinopithecus_bieti
ENSSBOP00000004935	ENSSBOG00000019153	Saimiri_boliviensis_boliviensis
ENSSBOP00000031501	ENSSBOG00000031971	Saimiri_boliviensis_boliviensis
ENSCCAP00000016496	ENSCCAG00000026026	Cebus_capucinus_imitator
ENSCJAP00000038373	ENSCJAG00000020641	Callithrix_jacchus
ENSANAP00000031452	ENSANAG00000033448	Aotus_nancymaae
ENSSARP00000001684	ENSSARG00000001850	Sorex_araneus
ENSMICP00000041383	ENSMICG00000044405	Microcebus_murinus
ENSOGAP00000014299	ENSOGAG00000015965	Otolemur_garnettii
ENSBIXP00000002786	ENSBIXG00000009236	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005011418	ENSBIXG00005015863	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000031584	ENSBTAG00000005638	Bos_taurus
ENSBMUP00000028485	ENSBMUG00000021340	Bos_mutus
ENSOARP00000008060	ENSOARG00000007514	Ovis_aries
ENSTTRP00000002615	ENSTTRG00000002789	Tursiops_truncatus
ENSSSCP00000065850	ENSSSCG00000003711	Sus_scrofa_strain_reference
ENSEEUP00000001253	ENSEEUG00000001395	Erinaceus_europaeus
ENSEASP00005006152	ENSEASG00005004560	Equus_asinus_asinus
ENSECAP00000029541	ENSECAG00000014148	Equus_caballus
ENSNVIP00000023988	ENSNVIG00000018609	Neovison_vison
ENSMPUP00000005791	ENSMPUG00000005839	Mustela_putorius_furo
ENSAMEP00000014794	ENSAMEG00000014040	Ailuropoda_melanoleuca
ENSCAFP00000020800	ENSCAFG00000014114	Canis_lupus_familiaris
ENSCAFP00020017764	ENSCAFG00020014222	Canis_lupus_dingo
ENSVVUP00000003098	ENSVVUG00000002402	Vulpes_vulpes
ENSPPRP00000010947	ENSPPRG00000004985	Panthera_pardus
ENSPTIP00000001112	ENSPTIG00000002843	Panthera_tigris_altaica
ENSFCAP00000047921	ENSFCAG00000033624	Felis_catus
ENSPVAP00000000978	ENSPVAG00000001037	Pteropus_vampyrus
ENSMLUP00000013852	ENSMLUG00000015202	Myotis_lucifugus
ENSLAFP00000012499	ENSLAFG00000014928	Loxodonta_africana
ENSPCAP00000007109	ENSPCAG00000007618	Procavia_capensis
ENSETEP00000004151	ENSETEG00000005104	Echinops_telfairi
ENSVURP00010001570	ENSVURG00010001342	Vombatus_ursinus
ENSVURP00010012297	ENSVURG00010009510	Vombatus_ursinus
ENSMEUP00000011766	ENSMEUG00000012900	Notamacropus_eugenii
ENSSHAP00000007077	ENSSHAG00000006149	Sarcophilus_harrisii
ENSPSMP00000028566	ENSPSMG00000019870	Prolemur_simus
ENSVURP00010012289	ENSVURG00010009506	Vombatus_ursinus
ENSVURP00010001579	ENSVURG00010001349	Vombatus_ursinus
ENSOANP00000030513	ENSOANG00000031837	Ornithorhynchus_anatinus
ENSPVIP00000024019	ENSPVIG00000018128	Pogona_vitticeps
ENSNSUP00000027832	ENSNSUG00000019870	Notechis_scutatus
ENSSMRP00000015615	ENSSMRG00000012144	Salvator_merianae
ENSGAGP00000034043	ENSGAGG00000024189	Gopherus_agassizii
ENSSPUP00000018486	ENSSPUG00000014280	Sphenodon_punctatus
ENSOANP00000031315	ENSOANG00000029909	Ornithorhynchus_anatinus
ENSLOCP00000007855	ENSLOCG00000006503	Lepisosteus_oculatus
