ENSBIXP00005024738	ENSBIXG00005004743	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSSPAP00000009432	ENSSPAG00000007160	Stegastes_partitus
ENSMUNP00000015031	ENSMUNG00000011655	Melopsittacus_undulatus
ENSSLDP00000023985	ENSSLDG00000018694	Seriola_lalandi_dorsalis
ENSONIP00000002253	ENSONIG00000001799	Oreochromis_niloticus
ENSZALP00000002460	ENSZALG00000002637	Zonotrichia_albicollis
ENSNSUP00000004723	ENSNSUG00000003732	Notechis_scutatus
ENSABRP00000015853	ENSABRG00000013913	Anser_brachyrhynchus
ENSVVUP00000042164	ENSVVUG00000029947	Vulpes_vulpes
ENSSFOP00015022129	ENSSFOG00015014214	Scleropages_formosus
ENSPVIP00000016751	ENSPVIG00000012928	Pogona_vitticeps
ENSIPUP00000001470	ENSIPUG00000001060	Ictalurus_punctatus
ENSRBIP00000017373	ENSRBIG00000032686	Rhinopithecus_bieti
ENSPPYP00000006514	ENSPPYG00000005731	Pongo_abelii
ENSPNAP00000002230	ENSPNAG00000008664	Pygocentrus_nattereri
ENSFALP00000006177	ENSFALG00000005925	Ficedula_albicollis
ENSACLP00000011722	ENSACLG00000007993	Astatotilapia_calliptera
ENSHGLP00000000876	ENSHGLG00000000723	Heterocephalus_glaber_HetGla_female_1.0
ENSBIXP00000032861	ENSBIXG00000015545	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCLAP00000020351	ENSCLAG00000013939	Chinchilla_lanigera
ENSORLP00000022628	ENSORLG00000018065	Oryzias_latipes_ASM223467v1
ENSCSAP00000011741	ENSCSAG00000015658	Chlorocebus_sabaeus
ENSPSIP00000019222	ENSPSIG00000017064	Pelodiscus_sinensis
ENSCHOP00000012176	ENSCHOG00000013756	Choloepus_hoffmanni
ENSMGAP00000013110	ENSMGAG00000012451	Meleagris_gallopavo
ENSPFOP00000010834	ENSPFOG00000010784	Poecilia_formosa
ENSBSLP00000014504	ENSBSLG00000007614	Betta_splendens
ENSTNIP00000023072	ENSTNIG00000019807	Tetraodon_nigroviridis
ENSHBUP00000012969	ENSHBUG00000014690	Haplochromis_burtoni
ENSSBOP00000009209	ENSSBOG00000021474	Saimiri_boliviensis_boliviensis
ENSGGOP00000040801	ENSGGOG00000022941	Gorilla_gorilla
ENSDNOP00000021396	ENSDNOG00000048909	Dasypus_novemcinctus
ENSMEUP00000011828	ENSMEUG00000012966	Notamacropus_eugenii	ENSMEUT00000013007
ENSMUSP00000098975	ENSMUSG00000021010	Mus_musculus_strain_reference_(CL57BL6)
ENSLOCP00000011632	ENSLOCG00000009512	Lepisosteus_oculatus	ENSLOCT00000011649
ENSPEMP00000011468	ENSPEMG00000012109	Peromyscus_maniculatus_bairdii
MGP_CAROLIEiJ_P0032257	MGP_CAROLIEiJ_G0017745	Mus_caroli_strain_CAROLI_EIJ
ENSPPAP00000009768	ENSPPAG00000028096	Pan_paniscus
ENSCJAP00000054410	ENSCJAG00000047425	Callithrix_jacchus
ENSCPBP00000037796	ENSCPBG00000026183	Chrysemys_picta_bellii
ENSVURP00010003217	ENSVURG00010002315	Vombatus_ursinus	ENSVURT00010003642
ENSACIP00000006569	ENSACIG00000005148	Amphilophus_citrinellus
ENSARWP00000027374	ENSARWG00000018494	Apteryx_rowi
ENSFHEP00000022151	ENSFHEG00000002345	Fundulus_heteroclitus
ENSAPEP00000020112	ENSAPEG00000014350	Amphiprion_percula
ENSCCEP00000021583	ENSCCEG00000019555	Cyanistes_caeruleus
ENSNMEP00000026467	ENSNMEG00000022298	Numida_meleagris
ENSLACP00000020815	ENSLACG00000018285	Latimeria_chalumnae
ENSPKIP00000015832	ENSPKIG00000002390	Paramormyrops_kingsleyae
ENSSARP00000002912	ENSSARG00000003164	Sorex_araneus
ENSAPEP00000019955	ENSAPEG00000014263	Amphiprion_percula
ENSORLP00020009865	ENSORLG00020010748	Oryzias_latipes_ASM223471v1
ENSDCDP00000004180	ENSDCDG00000002136	Denticeps_clupeoides
ENSCHAP00000026100	ENSCHAG00000012520	Clupea_harengus
ENSCSEP00000020327	ENSCSEG00000012970	Cynoglossus_semilaevis
ENSMOCP00000022027	ENSMOCG00000019190	Microtus_ochrogaster
