ENSLCOP00000021652	ENSLCOG00000015298	Lepidothrix_coronata
ENSLACP00000003343	ENSLACG00000002991	Latimeria_chalumnae
ENSORLP00020003446	ENSORLG00020004230	Oryzias_latipes_ASM223471v1
ENSTBEP00000003173	ENSTBEG00000003658	Tupaia_belangeri
ENSPRNP00000041787	ENSPRNG00000020469	Parambassis_ranga
ENSGMOP00000014547	ENSGMOG00000013609	Gadus_morhua
ENSCPRP00005003211	ENSCPRG00005002360	Crocodylus_porosus
ENSBIXP00000003814	ENSBIXG00000010207	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSTTRP00000000322	ENSTTRG00000000341	Tursiops_truncatus
ENSEBUP00000003575	ENSEBUG00000002579	Eptatretus_burgeri
ENSOCUP00000007899	ENSOCUG00000009152	Oryctolagus_cuniculus
ENSDNOP00000005834	ENSDNOG00000007542	Dasypus_novemcinctus
ENSAOWP00000021177	ENSAOWG00000014323	Apteryx_owenii
ENSAOCP00000012154	ENSAOCG00000016548	Amphiprion_ocellaris
ENSGGOP00000000158	ENSGGOG00000000160	Gorilla_gorilla
ENSBBBP00000012382	ENSBBBG00000005452	Bison_bison_bison
ENSMPUP00000009943	ENSMPUG00000010018	Mustela_putorius_furo
ENSHHUP00000087283	ENSHHUG00000050492	Hucho_hucho
MGP_PahariEiJ_P0054316	MGP_PahariEiJ_G0023172	Mus_pahari_strain_PAHARI_EIJ
ENSPNYP00000026828	ENSPNYG00000020232	Pundamilia_nyererei
ENSECRP00000009054	ENSECRG00000006075	Erpetoichthys_calabaricus
ENSAMEP00000001391	ENSAMEG00000001323	Ailuropoda_melanoleuca
ENSMGAP00000018535	ENSMGAG00000016799	Meleagris_gallopavo
ENSCMIP00000013460	ENSCMIG00000006758	Callorhinchus_milii
ENSZALP00000013785	ENSZALG00000011467	Zonotrichia_albicollis
ENSSSCP00000002930	ENSSSCG00000002715	Sus_scrofa_strain_reference
ENSBSLP00000014973	ENSBSLG00000007791	Betta_splendens
ENSACLP00000003854	ENSACLG00000002612	Astatotilapia_calliptera
ENSBTAP00000005847	ENSBTAG00000004460	Bos_taurus
ENSNBRP00000029230	ENSNBRG00000022266	Neolamprologus_brichardi
ENSGAFP00000006337	ENSGAFG00000004324	Gambusia_affinis
ENSMUSP00000043780	ENSMUSG00000033596	Mus_musculus_strain_reference_(CL57BL6)
ENSVVUP00000033529	ENSVVUG00000024245	Vulpes_vulpes
ENSMMOP00000024579	ENSMMOG00000018687	Mola_mola
ENSCPBP00000004111	ENSCPBG00000003341	Chrysemys_picta_bellii
ENSCJPP00005005358	ENSCJPG00005005139	Coturnix_japonica
ENSFHEP00000019578	ENSFHEG00000021486	Fundulus_heteroclitus
ENSAPLP00000016048	ENSAPLG00000016162	Anas_platyrhynchos_platyrhynchos
ENSPCIP00000013623	ENSPCIG00000010708	Phascolarctos_cinereus
ENSCAFP00000036469	ENSCAFG00000020109	Canis_lupus_familiaris
ENSPMJP00000000653	ENSPMJG00000000568	Parus_major
ENSNVIP00000004005	ENSNVIG00000003239	Neovison_vison
ENSCPUP00000015492	ENSCPUG00000010767	Calidris_pugnax
ENSJHYP00000021783	ENSJHYG00000016478	Junco_hyemalis
FBpp0305236	FBgn0036421	Drosophila_melanogaster	FBtr0333022
ENSMAMP00000033754	ENSMAMG00000022695	Mastacembelus_armatus
ENSSTOP00000009158	ENSSTOG00000010196	Ictidomys_tridecemlineatus
ENSMICP00000014951	ENSMICG00000016400	Microcebus_murinus
ENSKMAP00000009816	ENSKMAG00000007381	Kryptolebias_marmoratus
ENSPSMP00000020930	ENSPSMG00000014823	Prolemur_simus
ENSPEMP00000018819	ENSPEMG00000017293	Peromyscus_maniculatus_bairdii
ENSMLEP00000038671	ENSMLEG00000043393	Mandrillus_leucophaeus
