ENSGWIP00000054870	ENSGWIG00000026103	Gouania_willdenowi
ENSOGAP00000009988	ENSOGAG00000011150	Otolemur_garnettii
ENSTBEP00000007637	ENSTBEG00000008738	Tupaia_belangeri
ENSLAFP00000027270	ENSLAFG00000003938	Loxodonta_africana
ENSPCAP00000002272	ENSPCAG00000002210	Procavia_capensis
ENSETEP00000011168	ENSETEG00000013767	Echinops_telfairi
ENSDNOP00000008072	ENSDNOG00000010370	Dasypus_novemcinctus
ENSCHOP00000005426	ENSCHOG00000006105	Choloepus_hoffmanni
ENSUAMP00000037524	ENSUAMG00000028401	Ursus_americanus
ENSUMAP00000033280	ENSUMAG00000023827	Ursus_maritimus
ENSAMEP00000007102	ENSAMEG00000006585	Ailuropoda_melanoleuca
ENSNVIP00000009398	ENSNVIG00000006888	Neovison_vison
ENSMPUP00000016349	ENSMPUG00000016453	Mustela_putorius_furo
ENSCAFP00020007552	ENSCAFG00020005796	Canis_lupus_dingo
ENSVVUP00000030089	ENSVVUG00000005514	Vulpes_vulpes
ENSCAFP00000056976	ENSCAFG00000019785	Canis_lupus_familiaris
ENSPPRP00000002218	ENSPPRG00000023190	Panthera_pardus
ENSPTIP00000005309	ENSPTIG00000007280	Panthera_tigris_altaica
ENSFCAP00000033637	ENSFCAG00000014588	Felis_catus
ENSEEUP00000009704	ENSEEUG00000010495	Erinaceus_europaeus
ENSBTAP00000066019	ENSBTAG00000048790	Bos_taurus
ENSBTAP00000063814	ENSBTAG00000048747	Bos_taurus
ENSBIXP00005016049	ENSBIXG00005020084	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000036171	ENSBIXG00000019620	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000002763	ENSBMUG00000002168	Bos_mutus
ENSBBBP00000013555	ENSBBBG00000005718	Bison_bison_bison
ENSOARP00000006203	ENSOARG00000005770	Ovis_aries
ENSCHIP00000019360	ENSCHIG00000018344	Capra_hircus
ENSSSCP00000053462	ENSSSCG00000003401	Sus_scrofa_strain_reference
ENSTTRP00000002865	ENSTTRG00000003050	Tursiops_truncatus
ENSVPAP00000008672	ENSVPAG00000009317	Vicugna_pacos
ENSMLUP00000000163	ENSMLUG00000000169	Myotis_lucifugus
ENSPVAP00000010557	ENSPVAG00000011199	Pteropus_vampyrus
ENSECAP00000019775	ENSECAG00000020336	Equus_caballus
ENSEASP00005030831	ENSEASG00005019472	Equus_asinus_asinus
ENSOCUP00000002403	ENSOCUG00000002763	Oryctolagus_cuniculus
ENSOPRP00000000756	ENSOPRG00000000801	Ochotona_princeps
ENSODEP00000016941	ENSODEG00000012480	Octodon_degus
ENSCLAP00000008776	ENSCLAG00000006135	Chinchilla_lanigera
ENSCPOP00000007073	ENSCPOG00000007858	Cavia_porcellus
ENSCAPP00000015255	ENSCAPG00000015368	Cavia_aperea
ENSHGLP00100017809	ENSHGLG00100013134	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000005878	ENSHGLG00000004293	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000020215	ENSFDAG00000008622	Fukomys_damarensis
ENSDORP00000005976	ENSDORG00000006385	Dipodomys_ordii
ENSOANP00000004459	ENSOANG00000002802	Ornithorhynchus_anatinus
ENSNSUP00000013117	ENSNSUG00000009823	Notechis_scutatus
ENSSMRP00000016869	ENSSMRG00000013142	Salvator_merianae
ENSSMRP00000016870	ENSSMRG00000013143	Salvator_merianae
ENSACAP00000012708	ENSACAG00000011994	Anolis_carolinensis
ENSPVIP00000029197	ENSPVIG00000021552	Pogona_vitticeps
ENSSPUP00000016773	ENSSPUG00000012779	Sphenodon_punctatus
ENSABRP00000019928	ENSABRG00000009152	Anser_brachyrhynchus
ENSAPLP00000006379	ENSAPLG00000006535	Anas_platyrhynchos_platyrhynchos
ENSGALP00000072299	ENSGALG00000002726	Gallus_gallus
ENSMGAP00000004234	ENSMGAG00000004255	Meleagris_gallopavo
ENSCJPP00005020428	ENSCJPG00005012493	Coturnix_japonica
ENSNMEP00000014922	ENSNMEG00000013146	Numida_meleagris
ENSMUNP00000021453	ENSMUNG00000016197	Melopsittacus_undulatus
ENSMUNP00000021452	ENSMUNG00000016196	Melopsittacus_undulatus
ENSCPGP00000015421	ENSCPGG00000010868	Calidris_pygmaea
ENSCPGP00000015388	ENSCPGG00000010842	Calidris_pygmaea
ENSCPUP00000025597	ENSCPUG00000013491	Calidris_pugnax
ENSAHAP00000016083	ENSAHAG00000010929	Apteryx_haastii
ENSAOWP00000009579	ENSAOWG00000006593	Apteryx_owenii
ENSARWP00000002400	ENSARWG00000001827	Apteryx_rowi
ENSDNVP00000025080	ENSDNVG00000017410	Dromaius_novaehollandiae
ENSNPEP00000011665	ENSNPEG00000008674	Nothoprocta_perdicaria
ENSTGUP00000003627	ENSTGUG00000003304	Taeniopygia_guttata
ENSTGUP00000014252	ENSTGUG00000013845	Taeniopygia_guttata
ENSLSDP00000006577	ENSLSDG00000004812	Lonchura_striata_domestica
ENSSCAP00000023723	ENSSCAG00000016975	Serinus_canaria
ENSJHYP00000013653	ENSJHYG00000010572	Junco_hyemalis
ENSJHYP00000013665	ENSJHYG00000010586	Junco_hyemalis
ENSZALP00000006547	ENSZALG00000005636	Zonotrichia_albicollis
ENSCCEP00000022554	ENSCCEG00000020370	Cyanistes_caeruleus
ENSPMJP00000019877	ENSPMJG00000014829	Parus_major
ENSFALP00000007543	ENSFALG00000007231	Ficedula_albicollis
ENSLCOP00000020490	ENSLCOG00000014517	Lepidothrix_coronata
ENSMVIP00005008788	ENSMVIG00005006505	Manacus_vitellinus
ENSCPRP00005005299	ENSCPRG00005003363	Crocodylus_porosus
ENSGAGP00000005127	ENSGAGG00000004167	Gopherus_agassizii
ENSCABP00000023828	ENSCABG00000017478	Chelonoidis_abingdonii
ENSCPBP00000031400	ENSCPBG00000022046	Chrysemys_picta_bellii
ENSPSIP00000010090	ENSPSIG00000008730	Pelodiscus_sinensis
ENSLSDP00000006074	ENSLSDG00000002693	Lonchura_striata_domestica
ENSJHYP00000013601	ENSJHYG00000010542	Junco_hyemalis
ENSPMJP00000019875	ENSPMJG00000014828	Parus_major
ENSFALP00000007550	ENSFALG00000007234	Ficedula_albicollis
ENSCPGP00000015438	ENSCPGG00000010883	Calidris_pygmaea
ENSMUNP00000021451	ENSMUNG00000016195	Melopsittacus_undulatus
ENSPVIP00000029198	ENSPVIG00000021553	Pogona_vitticeps
ENSACAP00000020098	ENSACAG00000027496	Anolis_carolinensis
ENSPNYP00000009168	ENSPNYG00000006974	Pundamilia_nyererei
MGP_CAROLIEiJ_P0065857	MGP_CAROLIEiJ_G0026813	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0080964	MGP_PahariEiJ_G0029161	Mus_pahari_strain_PAHARI_EIJ
ENSCGRP00000012742	ENSCGRG00000009266	Cricetulus_griseus_CriGri_1.0
ENSBTAP00000073585	ENSBTAG00000054239	Bos_taurus
ENSXETP00000034740	ENSXETG00000014412	Xenopus_tropicalis
ENSLACP00000015407	ENSLACG00000013564	Latimeria_chalumnae
ENSCMIP00000011685	ENSCMIG00000005880	Callorhinchus_milii
