ENSGALP00000013996	ENSGALG00000008604	Gallus_gallus
ENSCGRP00015019953	ENSCGRG00015015267	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001005591	ENSCGRG00001007359	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000005746	ENSMAUG00000007801	Mesocricetus_auratus
ENSMOCP00000011094	ENSMOCG00000011328	Microtus_ochrogaster
ENSPEMP00000023481	ENSPEMG00000020511	Peromyscus_maniculatus_bairdii
MGP_SPRETEiJ_P0095008	MGP_SPRETEiJ_G0034173	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000017569	ENSMSIG00000014958	Mus_spicilegus
ENSMUSP00000064511	ENSMUSG00000036502	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0091251	MGP_CAROLIEiJ_G0033014	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0088896	MGP_PahariEiJ_G0031560	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000032797	ENSRNOG00000028085	Rattus_norvegicus
ENSNGAP00000019576	ENSNGAG00000019345	Nannospalax_galili
ENSJJAP00000007271	ENSJJAG00000011698	Jaculus_jaculus
ENSCCNP00000001673	ENSCCNG00000001839	Castor_canadensis
ENSDORP00000009218	ENSDORG00000009805	Dipodomys_ordii
ENSUPAP00010004139	ENSUPAG00010003334	Urocitellus_parryii
ENSMMMP00000007380	ENSMMMG00000006602	Marmota_marmota_marmota
ENSSDAP00000006450	ENSSDAG00000005931	Spermophilus_dauricus
ENSSTOP00000002061	ENSSTOG00000002306	Ictidomys_tridecemlineatus
ENSHGLP00000000717	ENSHGLG00000000612	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100022041	ENSHGLG00100016225	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000010608	ENSFDAG00000006648	Fukomys_damarensis
ENSCPOP00000001548	ENSCPOG00000001714	Cavia_porcellus
ENSCAPP00000001802	ENSCAPG00000003775	Cavia_aperea
ENSCLAP00000000645	ENSCLAG00000000514	Chinchilla_lanigera
ENSODEP00000000399	ENSODEG00000000349	Octodon_degus
ENSOCUP00000003743	ENSOCUG00000004334	Oryctolagus_cuniculus
ENSOPRP00000014715	ENSOPRG00000016104	Ochotona_princeps
ENSMUGP00000024426	ENSMUGG00000020415	Meriones_unguiculatus
ENSPTEP00000025671	ENSPTEG00000025916	Piliocolobus_tephrosceles
ENSCANP00000029971	ENSCANG00000038595	Colobus_angolensis_palliatus
ENSRROP00000045618	ENSRROG00000045694	Rhinopithecus_roxellana
ENSRBIP00000010594	ENSRBIG00000029141	Rhinopithecus_bieti
ENSMFAP00000001191	ENSMFAG00000036306	Macaca_fascicularis
ENSMMUP00000040842	ENSMMUG00000011074	Macaca_mulatta
ENSMNEP00000010047	ENSMNEG00000029386	Macaca_nemestrina
ENSMLEP00000019117	ENSMLEG00000033711	Mandrillus_leucophaeus
ENSPANP00000041811	ENSPANG00000007810	Papio_anubis
ENSTGEP00000025313	ENSTGEG00000020394	Theropithecus_gelada
ENSCATP00000019881	ENSCATG00000033659	Cercocebus_atys
ENSCSAP00000014350	ENSCSAG00000018341	Chlorocebus_sabaeus
ENSPTRP00000067515	ENSPTRG00000044206	Pan_troglodytes
ENSPPAP00000025693	ENSPPAG00000035961	Pan_paniscus
ENSP00000310110	ENSG00000125355	Homo_sapiens
ENSGGOP00000048231	ENSGGOG00000010310	Gorilla_gorilla
ENSPPYP00000023150	ENSPPYG00000020683	Pongo_abelii
ENSNLEP00000041286	ENSNLEG00000014936	Nomascus_leucogenys
ENSSBOP00000003073	ENSSBOG00000014597	Saimiri_boliviensis_boliviensis
ENSCJAP00000078682	ENSCJAG00000004880	Callithrix_jacchus
ENSCCAP00000016933	ENSCCAG00000026203	Cebus_capucinus_imitator
ENSANAP00000020563	ENSANAG00000028022	Aotus_nancymaae
ENSTSYP00000000225	ENSTSYG00000000246	Carlito_syrichta
ENSMICP00000013082	ENSMICG00000014354	Microcebus_murinus
ENSPCOP00000011534	ENSPCOG00000017273	Propithecus_coquereli
ENSPSMP00000010500	ENSPSMG00000007565	Prolemur_simus
ENSOGAP00000002021	ENSOGAG00000002264	Otolemur_garnettii
ENSSARP00000011010	ENSSARG00000012180	Sorex_araneus
ENSPCIP00000043261	ENSPCIG00000036286	Phascolarctos_cinereus
ENSVURP00010019562	ENSVURG00010014897	Vombatus_ursinus
ENSMEUP00000005394	ENSMEUG00000005901	Notamacropus_eugenii
ENSSHAP00000011423	ENSSHAG00000009820	Sarcophilus_harrisii
ENSMODP00000038173	ENSMODG00000010283	Monodelphis_domestica
ENSOANP00000004102	ENSOANG00000002584	Ornithorhynchus_anatinus
ENSXETP00000014541	ENSXETG00000000615	Xenopus_tropicalis
ENSLACP00000008135	ENSLACG00000007203	Latimeria_chalumnae
ENSBSLP00000051214	ENSBSLG00000024285	Betta_splendens
ENSGWIP00000042768	ENSGWIG00000021425	Gouania_willdenowi
ENSCSEP00000003164	ENSCSEG00000002065	Cynoglossus_semilaevis
ENSGACP00000023027	ENSGACG00000017424	Gasterosteus_aculeatus
ENSMMOP00000005270	ENSMMOG00000004188	Mola_mola
ENSORLP00000035201	ENSORLG00000001054	Oryzias_latipes_ASM223467v1
ENSORLP00015012055	ENSORLG00015012889	Oryzias_latipes_ASM223469v1
ENSORLP00020023050	ENSORLG00020003665	Oryzias_latipes_ASM223471v1
ENSOMEP00000013369	ENSOMEG00000014811	Oryzias_melastigma
ENSKMAP00000000182	ENSKMAG00000000184	Kryptolebias_marmoratus
ENSTRUP00000026279	ENSTRUG00000010438	Takifugu_rubripes
ENSTNIP00000018843	ENSTNIG00000015767	Tetraodon_nigroviridis
ENSSDUP00000007842	ENSSDUG00000005759	Seriola_dumerili
ENSSLDP00000003811	ENSSLDG00000003032	Seriola_lalandi_dorsalis
ENSLCAP00010053928	ENSLCAG00010025103	Lates_calcarifer
ENSSMAP00000021150	ENSSMAG00000012967	Scophthalmus_maximus
ENSCGOP00000035511	ENSCGOG00000016446	Cottoperca_gobio
ENSLBEP00000038480	ENSLBEG00000028694	Labrus_bergylta
ENSLCRP00005047116	ENSLCRG00005017862	Larimichthys_crocea	ENSLCRT00005047908
ENSMAMP00000029841	ENSMAMG00000020102	Mastacembelus_armatus
ENSMALP00000011410	ENSMALG00000008120	Monopterus_albus
ENSATEP00000027007	ENSATEG00000018656	Anabas_testudineus
ENSAOCP00000024332	ENSAOCG00000011066	Amphiprion_ocellaris
ENSAPEP00000007901	ENSAPEG00000005681	Amphiprion_percula
ENSAPOP00000027871	ENSAPOG00000012722	Acanthochromis_polyacanthus
ENSSPAP00000013098	ENSSPAG00000009932	Stegastes_partitus
ENSPRNP00000008126	ENSPRNG00000004820	Parambassis_ranga
ENSPNYP00000013060	ENSPNYG00000009911	Pundamilia_nyererei
ENSHBUP00000015418	ENSHBUG00000017322	Haplochromis_burtoni
ENSMZEP00005010372	ENSMZEG00005007829	Maylandia_zebra
ENSACLP00000002148	ENSACLG00000001496	Astatotilapia_calliptera
ENSNBRP00000014823	ENSNBRG00000011461	Neolamprologus_brichardi
ENSONIP00000003193	ENSONIG00000002551	Oreochromis_niloticus
ENSACIP00000017317	ENSACIG00000013493	Amphilophus_citrinellus
ENSXMAP00000040090	ENSXMAG00000024853	Xiphophorus_maculatus
ENSXCOP00000022175	ENSXCOG00000016566	Xiphophorus_couchianus
ENSGAFP00000001037	ENSGAFG00000000740	Gambusia_affinis
ENSPMEP00000034403	ENSPMEG00000023617	Poecilia_mexicana
ENSPLAP00000029614	ENSPLAG00000020004	Poecilia_latipinna
ENSPFOP00000017481	ENSPFOG00000017393	Poecilia_formosa
ENSPREP00000017951	ENSPREG00000012134	Poecilia_reticulata
ENSCVAP00000003852	ENSCVAG00000005091	Cyprinodon_variegatus
ENSFHEP00000016142	ENSFHEG00000017868	Fundulus_heteroclitus
ENSPMGP00000020175	ENSPMGG00000016336	Periophthalmus_magnuspinnatus
ENSHCOP00000013721	ENSHCOG00000016949	Hippocampus_comes
ENSGMOP00000001628	ENSGMOG00000001554	Gadus_morhua
ENSHHUP00000089518	ENSHHUG00000051681	Hucho_hucho
ENSHHUP00000045178	ENSHHUG00000027588	Hucho_hucho
ENSELUP00000039939	ENSELUG00000020281	Esox_lucius
ENSCHAP00000044945	ENSCHAG00000020889	Clupea_harengus
ENSDCDP00000050731	ENSDCDG00000030905	Denticeps_clupeoides
ENSAMXP00000053382	ENSAMXG00000000204	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005004577	ENSAMXG00005002869	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000015350	ENSPNAG00000021424	Pygocentrus_nattereri
ENSEEEP00000030229	ENSEEEG00000014493	Electrophorus_electricus
ENSIPUP00000028340	ENSIPUG00000019186	Ictalurus_punctatus
ENSDARP00000100262	ENSDARG00000073911	Danio_rerio
ENSSFOP00015008696	ENSSFOG00015005670	Scleropages_formosus
ENSPKIP00000028684	ENSPKIG00000010229	Paramormyrops_kingsleyae
ENSPKIP00000034526	ENSPKIG00000013817	Paramormyrops_kingsleyae
ENSSFOP00015016713	ENSSFOG00015010769	Scleropages_formosus
ENSLOCP00000018757	ENSLOCG00000015244	Lepisosteus_oculatus
ENSECRP00000018024	ENSECRG00000012039	Erpetoichthys_calabaricus
ENSCMIP00000033726	ENSCMIG00000014382	Callorhinchus_milii
