FBpp0290882	FBgn0034728	Drosophila_melanogaster	FBtr0301668
T04H1.4b.2	WBGene00004296	Caenorhabditis_elegans_strain_N2	T04H1.4b.2
ENSPTEP00000000851	ENSPTEG00000000968	Piliocolobus_tephrosceles	ENSPTET00000001270
ENSPTEP00000000830	ENSPTEG00000000940	Piliocolobus_tephrosceles	ENSPTET00000001235
ENSPTEP00000003220	ENSPTEG00000003822	Piliocolobus_tephrosceles	ENSPTET00000005048
ENSPTEP00000004706	ENSPTEG00000005495	Piliocolobus_tephrosceles	ENSPTET00000007289
ENSPTEP00000015344	ENSPTEG00000017045	Piliocolobus_tephrosceles	ENSPTET00000022915
ENSEBUP00000025041	ENSEBUG00000015454	Eptatretus_burgeri
ENSAPOP00000011452	ENSAPOG00000014038	Acanthochromis_polyacanthus
ENSSPAP00000015783	ENSSPAG00000011851	Stegastes_partitus
ENSPRNP00000052618	ENSPRNG00000024729	Parambassis_ranga
ENSATEP00000014775	ENSATEG00000010239	Anabas_testudineus
ENSBSLP00000006149	ENSBSLG00000003028	Betta_splendens
ENSMAMP00000031746	ENSMAMG00000021367	Mastacembelus_armatus
ENSSDUP00000029174	ENSSDUG00000020997	Seriola_dumerili
ENSSLDP00000008571	ENSSLDG00000006735	Seriola_lalandi_dorsalis
ENSSMAP00000006839	ENSSMAG00000004161	Scophthalmus_maximus
ENSLCAP00010043215	ENSLCAG00010020093	Lates_calcarifer
ENSACIP00000000491	ENSACIG00000000449	Amphilophus_citrinellus
ENSACIP00000000470	ENSACIG00000000420	Amphilophus_citrinellus
ENSMZEP00005019048	ENSMZEG00005014288	Maylandia_zebra
ENSPNYP00000006833	ENSPNYG00000005259	Pundamilia_nyererei
ENSACLP00000025050	ENSACLG00000017046	Astatotilapia_calliptera
ENSACLP00000025034	ENSACLG00000017035	Astatotilapia_calliptera
ENSONIP00000004574	ENSONIG00000003635	Oreochromis_niloticus
ENSACLP00000012686	ENSACLG00000008504	Astatotilapia_calliptera
ENSNBRP00000027159	ENSNBRG00000020702	Neolamprologus_brichardi
ENSNBRP00000027177	ENSNBRG00000020741	Neolamprologus_brichardi
ENSHBUP00000009143	ENSHBUG00000010666	Haplochromis_burtoni
ENSHBUP00000009123	ENSHBUG00000010651	Haplochromis_burtoni
ENSONIP00000023919	ENSONIG00000018997	Oreochromis_niloticus
ENSAPOP00000008626	ENSAPOG00000010841	Acanthochromis_polyacanthus
ENSXMAP00000039533	ENSXMAG00000001353	Xiphophorus_maculatus
ENSXCOP00000007607	ENSXCOG00000005857	Xiphophorus_couchianus
ENSGAFP00000007269	ENSGAFG00000004896	Gambusia_affinis
ENSPFOP00000003425	ENSPFOG00000003314	Poecilia_formosa
ENSPLAP00000027617	ENSPLAG00000016411	Poecilia_latipinna
ENSPMEP00000031471	ENSPMEG00000018802	Poecilia_mexicana
ENSPREP00000008829	ENSPREG00000005887	Poecilia_reticulata
ENSFHEP00000009315	ENSFHEG00000010553	Fundulus_heteroclitus
ENSCVAP00000027755	ENSCVAG00000014463	Cyprinodon_variegatus
ENSKMAP00000012919	ENSKMAG00000009633	Kryptolebias_marmoratus
ENSORLP00000037867	ENSORLG00000001678	Oryzias_latipes_ASM223467v1
ENSORLP00020018792	ENSORLG00020019785	Oryzias_latipes_ASM223471v1
ENSORLP00015002882	ENSORLG00015003633	Oryzias_latipes_ASM223469v1
ENSOMEP00000004893	ENSOMEG00000005935	Oryzias_melastigma
ENSMZEP00005003251	ENSMZEG00005002481	Maylandia_zebra
ENSACLP00000015469	ENSACLG00000010459	Astatotilapia_calliptera
ENSPNYP00000020424	ENSPNYG00000015413	Pundamilia_nyererei
ENSHBUP00000022751	ENSHBUG00000003215	Haplochromis_burtoni
ENSNBRP00000007202	ENSNBRG00000005598	Neolamprologus_brichardi
ENSONIP00000010701	ENSONIG00000008512	Oreochromis_niloticus
ENSACIP00000018234	ENSACIG00000014194	Amphilophus_citrinellus
ENSPMGP00000024148	ENSPMGG00000019528	Periophthalmus_magnuspinnatus	ENSPMGT00000025728
ENSHCOP00000018844	ENSHCOG00000003765	Hippocampus_comes
ENSGMOP00000014528	ENSGMOG00000013572	Gadus_morhua
ENSPKIP00000009616	ENSPKIG00000024646	Paramormyrops_kingsleyae
ENSSFOP00015000646	ENSSFOG00015000414	Scleropages_formosus
ENSLOCP00000012743	ENSLOCG00000010392	Lepisosteus_oculatus
ENSECRP00000012562	ENSECRG00000008371	Erpetoichthys_calabaricus
ENSABRP00000018956	ENSABRG00000016258	Anser_brachyrhynchus
ENSAPLP00000026881	ENSAPLG00000011856	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000009266	ENSMGAG00000008972	Meleagris_gallopavo
ENSGALP00000039135	ENSGALG00000006794	Gallus_gallus
ENSCJPP00005027009	ENSCJPG00005020980	Coturnix_japonica
ENSNMEP00000024100	ENSNMEG00000020497	Numida_meleagris
ENSCPUP00000008936	ENSCPUG00000006377	Calidris_pugnax
ENSCPGP00000013983	ENSCPGG00000007481	Calidris_pygmaea
ENSMUNP00000004705	ENSMUNG00000003900	Melopsittacus_undulatus
ENSTGUP00000001425	ENSTGUG00000001377	Taeniopygia_guttata
ENSLSDP00000010464	ENSLSDG00000007708	Lonchura_striata_domestica
ENSSCAP00000014625	ENSSCAG00000010752	Serinus_canaria
ENSJHYP00000011354	ENSJHYG00000008888	Junco_hyemalis
ENSZALP00000011220	ENSZALG00000009501	Zonotrichia_albicollis
ENSPMJP00000019277	ENSPMJG00000014458	Parus_major
ENSCCEP00000013931	ENSCCEG00000011116	Cyanistes_caeruleus
ENSFALP00000014042	ENSFALG00000013456	Ficedula_albicollis
ENSMVIP00005014179	ENSMVIG00005010239	Manacus_vitellinus
ENSLCOP00000010947	ENSLCOG00000007601	Lepidothrix_coronata
ENSNPEP00000002917	ENSNPEG00000002253	Nothoprocta_perdicaria
ENSNPEP00000002925	ENSNPEG00000002254	Nothoprocta_perdicaria
ENSAHAP00000010519	ENSAHAG00000007630	Apteryx_haastii
ENSARWP00000002536	ENSARWG00000001903	Apteryx_rowi
ENSAOWP00000012526	ENSAOWG00000008566	Apteryx_owenii
ENSDNVP00000015787	ENSDNVG00000010430	Dromaius_novaehollandiae
ENSCPRP00005013188	ENSCPRG00005008628	Crocodylus_porosus
ENSCABP00000016180	ENSCABG00000010414	Chelonoidis_abingdonii
ENSGAGP00000033592	ENSGAGG00000023896	Gopherus_agassizii
ENSCPBP00000023068	ENSCPBG00000013815	Chrysemys_picta_bellii
ENSPSIP00000012067	ENSPSIG00000010890	Pelodiscus_sinensis
ENSPVIP00000025695	ENSPVIG00000019218	Pogona_vitticeps
ENSPVIP00000010653	ENSPVIG00000007251	Pogona_vitticeps
ENSACAP00000012528	ENSACAG00000012723	Anolis_carolinensis
ENSNSUP00000007955	ENSNSUG00000004660	Notechis_scutatus
ENSSMRP00000023101	ENSSMRG00000017931	Salvator_merianae
ENSSPUP00000013154	ENSSPUG00000010141	Sphenodon_punctatus
ENSPTEP00000001323	ENSPTEG00000001438	Piliocolobus_tephrosceles
ENSCANP00000022441	ENSCANG00000034628	Colobus_angolensis_palliatus
ENSRROP00000029335	ENSRROG00000038469	Rhinopithecus_roxellana
ENSRBIP00000019044	ENSRBIG00000033471	Rhinopithecus_bieti
ENSMLEP00000039241	ENSMLEG00000043648	Mandrillus_leucophaeus
ENSCSAP00000009946	ENSCSAG00000013792	Chlorocebus_sabaeus
ENSTGEP00000023418	ENSTGEG00000018949	Theropithecus_gelada
ENSCATP00000036334	ENSCATG00000040968	Cercocebus_atys
ENSMFAP00000035697	ENSMFAG00000034228	Macaca_fascicularis
ENSMMUP00000049353	ENSMMUG00000003130	Macaca_mulatta
ENSMNEP00000024089	ENSMNEG00000035431	Macaca_nemestrina
ENSPANP00000003519	ENSPANG00000003668	Papio_anubis
ENSPTRP00000029462	ENSPTRG00000017218	Pan_troglodytes
ENSPTRP00000063799	ENSPTRG00000045876	Pan_troglodytes
ENSPPAP00000013332	ENSPPAG00000029837	Pan_paniscus
ENSGGOP00000001039	ENSGGOG00000001053	Gorilla_gorilla
ENSP00000491596	ENSG00000283782	Homo_sapiens
ENSP00000368100	ENSG00000113522	Homo_sapiens
ENSPPYP00000017630	ENSPPYG00000015764	Pongo_abelii
ENSNLEP00000015512	ENSNLEG00000012738	Nomascus_leucogenys
ENSCCAP00000039198	ENSCCAG00000037418	Cebus_capucinus_imitator
ENSSBOP00000037689	ENSSBOG00000034930	Saimiri_boliviensis_boliviensis
ENSCJAP00000048534	ENSCJAG00000033428	Callithrix_jacchus
ENSANAP00000001700	ENSANAG00000011935	Aotus_nancymaae
ENSTSYP00000007015	ENSTSYG00000007636	Carlito_syrichta
ENSMICP00000011335	ENSMICG00000012446	Microcebus_murinus
ENSPCOP00000003978	ENSPCOG00000011867	Propithecus_coquereli
ENSPSMP00000033534	ENSPSMG00000023119	Prolemur_simus
ENSOGAP00000013879	ENSOGAG00000015497	Otolemur_garnettii
ENSCPOP00000002019	ENSCPOG00000002226	Cavia_porcellus
ENSCAPP00000014899	ENSCAPG00000015148	Cavia_aperea
ENSCLAP00000021182	ENSCLAG00000014508	Chinchilla_lanigera
ENSHGLP00100009817	ENSHGLG00100007282	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000018534	ENSHGLG00000013263	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000001036	ENSFDAG00000011137	Fukomys_damarensis
ENSNGAP00000001266	ENSNGAG00000000930	Nannospalax_galili
ENSNGAP00000026754	ENSNGAG00000024312	Nannospalax_galili
ENSMUSP00000020649	ENSMUSG00000020380	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000020788	ENSMSIG00000017675	Mus_spicilegus
MGP_SPRETEiJ_P0028020	MGP_SPRETEiJ_G0017188	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0026645	MGP_CAROLIEiJ_G0016344	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0033419	MGP_PahariEiJ_G0017478	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000062378	ENSRNOG00000033065	Rattus_norvegicus
ENSMUGP00000022001	ENSMUGG00000018452	Meriones_unguiculatus
ENSCGRP00000011667	ENSCGRG00000008493	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001002794	ENSCGRG00001003192	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015031857	ENSCGRG00015024005	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000009563	ENSMAUG00000010684	Mesocricetus_auratus
ENSPEMP00000036558	ENSPEMG00000026491	Peromyscus_maniculatus_bairdii
ENSUPAP00010020297	ENSUPAG00010016063	Urocitellus_parryii
ENSSTOP00000008870	ENSSTOG00000009876	Ictidomys_tridecemlineatus
ENSSDAP00000022536	ENSSDAG00000020474	Spermophilus_dauricus
ENSMMMP00000017903	ENSMMMG00000015870	Marmota_marmota_marmota
ENSOCUP00000016215	ENSOCUG00000025001	Oryctolagus_cuniculus
ENSOPRP00000010715	ENSOPRG00000011739	Ochotona_princeps
ENSECAP00000009204	ENSECAG00000010922	Equus_caballus
ENSEASP00005026004	ENSEASG00005016481	Equus_asinus_asinus
ENSEEUP00000000635	ENSEEUG00000000717	Erinaceus_europaeus
ENSAMEP00000018716	ENSAMEG00000017712	Ailuropoda_melanoleuca
ENSUAMP00000019602	ENSUAMG00000015515	Ursus_americanus
ENSMPUP00000010438	ENSMPUG00000010515	Mustela_putorius_furo
ENSNVIP00000022866	ENSNVIG00000017706	Neovison_vison
ENSCAFP00020017848	ENSCAFG00020014301	Canis_lupus_dingo
ENSCAFP00000040203	ENSCAFG00000000867	Canis_lupus_familiaris
ENSVVUP00000034039	ENSVVUG00000024587	Vulpes_vulpes
ENSPTIP00000019064	ENSPTIG00000016988	Panthera_tigris_altaica
ENSPPRP00000015828	ENSPPRG00000008316	Panthera_pardus
ENSFCAP00000016131	ENSFCAG00000018829	Felis_catus
ENSJJAP00000018330	ENSJJAG00000019622	Jaculus_jaculus
ENSJJAP00000004074	ENSJJAG00000008274	Jaculus_jaculus
ENSPVAP00000014300	ENSPVAG00000015171	Pteropus_vampyrus
ENSMLUP00000015095	ENSMLUG00000016559	Myotis_lucifugus
ENSBTAP00000014945	ENSBTAG00000011252	Bos_taurus
ENSBIXP00000020173	ENSBIXG00000023529	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005013847	ENSBIXG00005006138	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000019216	ENSBMUG00000014543	Bos_mutus
ENSBBBP00000028668	ENSBBBG00000006746	Bison_bison_bison
ENSOARP00000016117	ENSOARG00000015021	Ovis_aries
ENSCHIP00000003154	ENSCHIG00000006955	Capra_hircus
ENSTTRP00000002437	ENSTTRG00000002599	Tursiops_truncatus
ENSSSCP00000058053	ENSSSCG00000014280	Sus_scrofa_strain_reference
ENSVPAP00000003568	ENSVPAG00000003841	Vicugna_pacos
ENSBIXP00005042162	ENSBIXG00005004586	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSUMAP00000025087	ENSUMAG00000018284	Ursus_maritimus
ENSUAMP00000006452	ENSUAMG00000004970	Ursus_americanus
ENSTBEP00000006846	ENSTBEG00000007878	Tupaia_belangeri
ENSODEP00000010034	ENSODEG00000007504	Octodon_degus
ENSDNOP00000002117	ENSDNOG00000002733	Dasypus_novemcinctus
ENSCHOP00000005089	ENSCHOG00000005734	Choloepus_hoffmanni
ENSLAFP00000008189	ENSLAFG00000009764	Loxodonta_africana
ENSPCAP00000002006	ENSPCAG00000002078	Procavia_capensis
ENSETEP00000006944	ENSETEG00000008543	Echinops_telfairi
ENSSARP00000010660	ENSSARG00000011790	Sorex_araneus
ENSMOCP00000021352	ENSMOCG00000018737	Microtus_ochrogaster
ENSVURP00010007541	ENSVURG00010005808	Vombatus_ursinus
ENSPCIP00000000521	ENSPCIG00000000437	Phascolarctos_cinereus
ENSMEUP00000004519	ENSMEUG00000004928	Notamacropus_eugenii
ENSSHAP00000012612	ENSSHAG00000010792	Sarcophilus_harrisii
ENSMODP00000017443	ENSMODG00000013947	Monodelphis_domestica
ENSOANP00000012752	ENSOANG00000008019	Ornithorhynchus_anatinus
ENSOANP00000032829	ENSOANG00000028865	Ornithorhynchus_anatinus
ENSXETP00000023967	ENSXETG00000004577	Xenopus_tropicalis
ENSLACP00000004781	ENSLACG00000004250	Latimeria_chalumnae
ENSCMIP00000043048	ENSCMIG00000017859	Callorhinchus_milii
ENSDORP00000021428	ENSDORG00000023194	Dipodomys_ordii
ENSMOCP00000002630	ENSMOCG00000002076	Microtus_ochrogaster
ENSAOWP00000012530	ENSAOWG00000008572	Apteryx_owenii
ENSCINP00000003245	ENSCING00000017216	Ciona_intestinalis
ENSCINP00000003235	ENSCING00000001613	Ciona_intestinalis
ENSCSAVP00000017428	ENSCSAVG00000010267	Ciona_savignyi
ENSCINP00000031325	ENSCING00000022917	Ciona_intestinalis
YNL250W_mRNA	YNL250W	Saccharomyces_cerevisiae_strain_S288C
