ENSMVIP00005011859	ENSMVIG00005008678	Manacus_vitellinus
ENSAMEP00000007401	ENSAMEG00000007016	Ailuropoda_melanoleuca
ENSNVIP00000010677	ENSNVIG00000008434	Neovison_vison
ENSMPUP00000007239	ENSMPUG00000007296	Mustela_putorius_furo
ENSCAFP00000027955	ENSCAFG00000018937	Canis_lupus_familiaris
ENSCAFP00020015574	ENSCAFG00020012507	Canis_lupus_dingo
ENSVVUP00000037196	ENSVVUG00000026607	Vulpes_vulpes
ENSPPRP00000019082	ENSPPRG00000010562	Panthera_pardus
ENSPTIP00000025649	ENSPTIG00000021329	Panthera_tigris_altaica
ENSFCAP00000027833	ENSFCAG00000003899	Felis_catus
ENSECAP00000037087	ENSECAG00000004217	Equus_caballus
ENSEASP00005021918	ENSEASG00005014965	Equus_asinus_asinus
ENSBIXP00000024532	ENSBIXG00000026672	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005037018	ENSBIXG00005003029	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000033320	ENSBTAG00000003775	Bos_taurus
ENSBMUP00000011866	ENSBMUG00000009115	Bos_mutus
ENSBBBP00000003430	ENSBBBG00000012467	Bison_bison_bison
ENSCHIP00000009289	ENSCHIG00000012131	Capra_hircus
ENSOARP00000008717	ENSOARG00000008121	Ovis_aries
ENSTTRP00000004596	ENSTTRG00000004874	Tursiops_truncatus
ENSSSCP00000047073	ENSSSCG00000003834	Sus_scrofa_strain_reference
ENSVPAP00000009276	ENSVPAG00000009967	Vicugna_pacos
ENSPVAP00000007238	ENSPVAG00000007665	Pteropus_vampyrus
ENSMLUP00000006819	ENSMLUG00000007465	Myotis_lucifugus
ENSEEUP00000003101	ENSEEUG00000003388	Erinaceus_europaeus
ENSPPAP00000033029	ENSPPAG00000039369	Pan_paniscus
ENSPTRP00000093451	ENSPTRG00000000792	Pan_troglodytes
ENSP00000360281	ENSG00000021852	Homo_sapiens
ENSGGOP00000008372	ENSGGOG00000008556	Gorilla_gorilla
ENSPPYP00000001516	ENSPPYG00000001300	Pongo_abelii
ENSNLEP00000029137	ENSNLEG00000014723	Nomascus_leucogenys
ENSRBIP00000043375	ENSRBIG00000044858	Rhinopithecus_bieti
ENSRROP00000033035	ENSRROG00000040138	Rhinopithecus_roxellana
ENSPTEP00000020883	ENSPTEG00000022030	Piliocolobus_tephrosceles
ENSCANP00000027581	ENSCANG00000037197	Colobus_angolensis_palliatus
ENSMFAP00000000040	ENSMFAG00000037279	Macaca_fascicularis
ENSMNEP00000034016	ENSMNEG00000040213	Macaca_nemestrina
ENSMMUP00000060485	ENSMMUG00000022993	Macaca_mulatta
ENSCATP00000016919	ENSCATG00000032382	Cercocebus_atys
ENSTGEP00000010493	ENSTGEG00000008592	Theropithecus_gelada
ENSPANP00000011560	ENSPANG00000024233	Papio_anubis
ENSMLEP00000016380	ENSMLEG00000032382	Mandrillus_leucophaeus
ENSCSAP00000016695	ENSCSAG00000001322	Chlorocebus_sabaeus
ENSCJAP00000029342	ENSCJAG00000015932	Callithrix_jacchus
ENSCCAP00000027153	ENSCCAG00000031384	Cebus_capucinus_imitator
ENSSBOP00000036442	ENSSBOG00000034357	Saimiri_boliviensis_boliviensis
ENSANAP00000018784	ENSANAG00000027216	Aotus_nancymaae
ENSTSYP00000004013	ENSTSYG00000004381	Carlito_syrichta
ENSPSMP00000031487	ENSPSMG00000021851	Prolemur_simus
ENSPCOP00000013049	ENSPCOG00000018134	Propithecus_coquereli
ENSMICP00000037220	ENSMICG00000000727	Microcebus_murinus
ENSOGAP00000014358	ENSOGAG00000016034	Otolemur_garnettii
ENSCCNP00000012406	ENSCCNG00000012833	Castor_canadensis
ENSDORP00000004620	ENSDORG00000004936	Dipodomys_ordii
ENSMUSP00000031663	ENSMUSG00000029656	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000034346	ENSMSIG00000028644	Mus_spicilegus
MGP_SPRETEiJ_P0065731	MGP_SPRETEiJ_G0027192	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0063249	MGP_CAROLIEiJ_G0026223	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0078371	MGP_PahariEiJ_G0028559	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000010100	ENSRNOG00000007639	Rattus_norvegicus
ENSMUGP00000000241	ENSMUGG00000000220	Meriones_unguiculatus
ENSCGRP00001007173	ENSCGRG00001009616	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000019781	ENSCGRG00000014408	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015004643	ENSCGRG00015003606	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000001861	ENSMAUG00000001377	Mesocricetus_auratus
ENSPEMP00000016487	ENSPEMG00000015696	Peromyscus_maniculatus_bairdii
ENSMOCP00000001532	ENSMOCG00000001170	Microtus_ochrogaster
ENSNGAP00000004742	ENSNGAG00000006426	Nannospalax_galili
ENSJJAP00000005380	ENSJJAG00000010317	Jaculus_jaculus
ENSUPAP00010026499	ENSUPAG00010020949	Urocitellus_parryii
ENSSDAP00000022683	ENSSDAG00000020572	Spermophilus_dauricus
ENSSTOP00000007678	ENSSTOG00000008556	Ictidomys_tridecemlineatus
ENSMMMP00000016842	ENSMMMG00000014972	Marmota_marmota_marmota
ENSHGLP00100015170	ENSHGLG00100011219	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000004410	ENSHGLG00000003225	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000004656	ENSFDAG00000013829	Fukomys_damarensis
ENSCPOP00000022760	ENSCPOG00000012214	Cavia_porcellus
ENSCAPP00000011935	ENSCAPG00000012899	Cavia_aperea
ENSOPRP00000005918	ENSOPRG00000006455	Ochotona_princeps
ENSOCUP00000042473	ENSOCUG00000017190	Oryctolagus_cuniculus
ENSTBEP00000008057	ENSTBEG00000009304	Tupaia_belangeri
ENSCHOP00000000300	ENSCHOG00000000339	Choloepus_hoffmanni
ENSDNOP00000034284	ENSDNOG00000042165	Dasypus_novemcinctus
ENSLAFP00000002744	ENSLAFG00000003299	Loxodonta_africana
ENSPCAP00000012679	ENSPCAG00000013552	Procavia_capensis
ENSETEP00000016424	ENSETEG00000020216	Echinops_telfairi
ENSMODP00000037028	ENSMODG00000003403	Monodelphis_domestica
ENSOANP00000026269	ENSOANG00000020647	Ornithorhynchus_anatinus
ENSXETP00000010610	ENSXETG00000016695	Xenopus_tropicalis
ENSLACP00000015711	ENSLACG00000013836	Latimeria_chalumnae
ENSSFOP00015023607	ENSSFOG00015014943	Scleropages_formosus
ENSPKIP00000015450	ENSPKIG00000002158	Paramormyrops_kingsleyae
ENSCHAP00000005008	ENSCHAG00000003222	Clupea_harengus
ENSDCDP00000040997	ENSDCDG00000026817	Denticeps_clupeoides
ENSEEEP00000002028	ENSEEEG00000001143	Electrophorus_electricus
ENSIPUP00000020729	ENSIPUG00000014042	Ictalurus_punctatus
ENSAMXP00000051596	ENSAMXG00000031122	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005017893	ENSAMXG00005009234	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000004741	ENSPNAG00000001563	Pygocentrus_nattereri
ENSDARP00000057735	ENSDARG00000039517	Danio_rerio
ENSMALP00000008216	ENSMALG00000005848	Monopterus_albus
ENSMAMP00000028256	ENSMAMG00000019008	Mastacembelus_armatus
ENSATEP00000003299	ENSATEG00000002121	Anabas_testudineus
ENSSDUP00000009120	ENSSDUG00000006589	Seriola_dumerili
ENSSLDP00000008224	ENSSLDG00000006536	Seriola_lalandi_dorsalis
ENSLCAP00010004092	ENSLCAG00010002078	Lates_calcarifer
ENSSMAP00000018515	ENSSMAG00000011340	Scophthalmus_maximus
ENSCGOP00000022026	ENSCGOG00000010587	Cottoperca_gobio
ENSLBEP00000016007	ENSLBEG00000012405	Labrus_bergylta
ENSTRUP00000015018	ENSTRUG00000006173	Takifugu_rubripes
ENSTNIP00000010690	ENSTNIG00000007870	Tetraodon_nigroviridis
ENSMMOP00000023617	ENSMMOG00000017965	Mola_mola
ENSLCRP00005016539	ENSLCRG00005006879	Larimichthys_crocea
ENSGACP00000021553	ENSGACG00000016323	Gasterosteus_aculeatus
ENSAPEP00000000467	ENSAPEG00000000386	Amphiprion_percula
ENSAOCP00000019258	ENSAOCG00000024509	Amphiprion_ocellaris
ENSAPOP00000033964	ENSAPOG00000022873	Acanthochromis_polyacanthus
ENSSPAP00000007037	ENSSPAG00000005410	Stegastes_partitus
ENSPRNP00000002904	ENSPRNG00000001714	Parambassis_ranga
ENSGWIP00000040461	ENSGWIG00000020370	Gouania_willdenowi
ENSNBRP00000009376	ENSNBRG00000007314	Neolamprologus_brichardi
ENSONIP00000023479	ENSONIG00000018652	Oreochromis_niloticus
ENSACLP00000021275	ENSACLG00000014457	Astatotilapia_calliptera
ENSMZEP00005011781	ENSMZEG00005008837	Maylandia_zebra
ENSPNYP00000001585	ENSPNYG00000001241	Pundamilia_nyererei
ENSHBUP00000013897	ENSHBUG00000015741	Haplochromis_burtoni
ENSACIP00000014523	ENSACIG00000011272	Amphilophus_citrinellus
ENSXMAP00000018259	ENSXMAG00000018193	Xiphophorus_maculatus
ENSXCOP00000010184	ENSXCOG00000007724	Xiphophorus_couchianus
ENSGAFP00000013180	ENSGAFG00000008889	Gambusia_affinis
ENSPMEP00000029298	ENSPMEG00000015037	Poecilia_mexicana
ENSPFOP00000011851	ENSPFOG00000011488	Poecilia_formosa
ENSPLAP00000002493	ENSPLAG00000003817	Poecilia_latipinna
ENSPREP00000005284	ENSPREG00000003692	Poecilia_reticulata
ENSFHEP00000013016	ENSFHEG00000014480	Fundulus_heteroclitus
ENSCVAP00000011685	ENSCVAG00000013985	Cyprinodon_variegatus
ENSKMAP00000008936	ENSKMAG00000006718	Kryptolebias_marmoratus
ENSORLP00015005624	ENSORLG00015006420	Oryzias_latipes_ASM223469v1
ENSORLP00020027816	ENSORLG00020010946	Oryzias_latipes_ASM223471v1
ENSORLP00000025943	ENSORLG00000009829	Oryzias_latipes_ASM223467v1
ENSOMEP00000007289	ENSOMEG00000008383	Oryzias_melastigma
ENSHCOP00000017864	ENSHCOG00000001980	Hippocampus_comes
ENSCSEP00000028649	ENSCSEG00000018337	Cynoglossus_semilaevis
ENSBSLP00000030239	ENSBSLG00000014847	Betta_splendens
ENSPMGP00000008809	ENSPMGG00000007297	Periophthalmus_magnuspinnatus
ENSGMOP00000018458	ENSGMOG00000017166	Gadus_morhua
ENSELUP00000043035	ENSELUG00000024532	Esox_lucius
ENSHHUP00000070007	ENSHHUG00000041190	Hucho_hucho
ENSHHUP00000019482	ENSHHUG00000012183	Hucho_hucho
ENSLOCP00000010751	ENSLOCG00000008822	Lepisosteus_oculatus
ENSECRP00000025522	ENSECRG00000017254	Erpetoichthys_calabaricus
ENSCMIP00000047552	ENSCMIG00000019477	Callorhinchus_milii
