T25F10.5.1	WBGene00000244	Caenorhabditis_elegans_strain_N2	T25F10.5.1
FBpp0077718	FBgn0031255	Drosophila_melanogaster	FBtr0078058
ENSDCDP00000052806	ENSDCDG00000031781	Denticeps_clupeoides
ENSSDAP00000022153	ENSSDAG00000020094	Spermophilus_dauricus
ENSOCUP00000013369	ENSOCUG00000015555	Oryctolagus_cuniculus
ENSOPRP00000001154	ENSOPRG00000001243	Ochotona_princeps
ENSOGAP00000011908	ENSOGAG00000013285	Otolemur_garnettii
ENSTBEP00000010026	ENSTBEG00000011568	Tupaia_belangeri
ENSOARP00000003569	ENSOARG00000003343	Ovis_aries
ENSCHIP00000015594	ENSCHIG00000016179	Capra_hircus
ENSBIXP00005014323	ENSBIXG00005005433	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000018808	ENSBIXG00000022578	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000040568	ENSBTAG00000030432	Bos_taurus
ENSBMUP00000010125	ENSBMUG00000007563	Bos_mutus
ENSBBBP00000023958	ENSBBBG00000018942	Bison_bison_bison
ENSTTRP00000011169	ENSTTRG00000011774	Tursiops_truncatus
ENSSSCP00000055383	ENSSSCG00000002428	Sus_scrofa_strain_reference
ENSVPAP00000005103	ENSVPAG00000005493	Vicugna_pacos
ENSETEP00000009219	ENSETEG00000011369	Echinops_telfairi
ENSPVAP00000005398	ENSPVAG00000005710	Pteropus_vampyrus
ENSEEUP00000010759	ENSEEUG00000011774	Erinaceus_europaeus
ENSDNOP00000001798	ENSDNOG00000002314	Dasypus_novemcinctus
ENSLAFP00000002559	ENSLAFG00000003070	Loxodonta_africana
ENSPCAP00000001529	ENSPCAG00000001608	Procavia_capensis
ENSOANP00000017483	ENSOANG00000011038	Ornithorhynchus_anatinus
ENSABRP00000026878	ENSABRG00000022431	Anser_brachyrhynchus
ENSAPLP00000026428	ENSAPLG00000021050	Anas_platyrhynchos_platyrhynchos
ENSAPLP00000019065	ENSAPLG00000030814	Anas_platyrhynchos_platyrhynchos
ENSGALP00000017328	ENSGALG00000010663	Gallus_gallus
ENSMGAP00000013738	ENSMGAG00000013022	Meleagris_gallopavo
ENSCJPP00005000226	ENSCJPG00005000301	Coturnix_japonica
ENSNMEP00000001925	ENSNMEG00000002472	Numida_meleagris
ENSMVIP00005006453	ENSMVIG00005004915	Manacus_vitellinus
ENSLCOP00000013973	ENSLCOG00000010060	Lepidothrix_coronata
ENSLSDP00000005215	ENSLSDG00000004086	Lonchura_striata_domestica
ENSTGUP00000012801	ENSTGUG00000012434	Taeniopygia_guttata
ENSJHYP00000002252	ENSJHYG00000001907	Junco_hyemalis
ENSZALP00000003073	ENSZALG00000003140	Zonotrichia_albicollis
ENSSCAP00000011115	ENSSCAG00000008389	Serinus_canaria
ENSFALP00000012888	ENSFALG00000012343	Ficedula_albicollis
ENSPMJP00000022846	ENSPMJG00000016907	Parus_major
ENSCCEP00000020114	ENSCCEG00000018235	Cyanistes_caeruleus
ENSCPGP00000017334	ENSCPGG00000012169	Calidris_pygmaea
ENSCPUP00000002453	ENSCPUG00000001889	Calidris_pugnax
ENSMUNP00000020782	ENSMUNG00000015779	Melopsittacus_undulatus
ENSAOWP00000019535	ENSAOWG00000013262	Apteryx_owenii
ENSAHAP00000002448	ENSAHAG00000002016	Apteryx_haastii
ENSARWP00000026243	ENSARWG00000017804	Apteryx_rowi
ENSDNVP00000022127	ENSDNVG00000015412	Dromaius_novaehollandiae
ENSNPEP00000006926	ENSNPEG00000005106	Nothoprocta_perdicaria
ENSCPRP00005009030	ENSCPRG00005006430	Crocodylus_porosus
ENSCABP00000029199	ENSCABG00000021425	Chelonoidis_abingdonii
ENSGAGP00000006279	ENSGAGG00000005050	Gopherus_agassizii
ENSCPBP00000011065	ENSCPBG00000008460	Chrysemys_picta_bellii
ENSPSIP00000010765	ENSPSIG00000009644	Pelodiscus_sinensis
ENSACAP00000012603	ENSACAG00000012806	Anolis_carolinensis
ENSNSUP00000007155	ENSNSUG00000005646	Notechis_scutatus
ENSPVIP00000012675	ENSPVIG00000009894	Pogona_vitticeps
ENSSMRP00000015156	ENSSMRG00000011807	Salvator_merianae
ENSSPUP00000016549	ENSSPUG00000012757	Sphenodon_punctatus
ENSXETP00000024065	ENSXETG00000004396	Xenopus_tropicalis
ENSCMIP00000006448	ENSCMIG00000003640	Callorhinchus_milii	ENSCMIT00000006659
ENSPMAP00000004699	ENSPMAG00000004297	Petromyzon_marinus
ENSPMAP00000002702	ENSPMAG00000002473	Petromyzon_marinus
ENSCINP00000019927	ENSCING00000009809	Ciona_intestinalis
ENSCSAVP00000005866	ENSCSAVG00000003504	Ciona_savignyi
