ENSPVAP00000000513	ENSPVAG00000000544	Pteropus_vampyrus
ENSCGOP00000039158	ENSCGOG00000017904	Cottoperca_gobio
ENSSCAP00000010236	ENSSCAG00000007705	Serinus_canaria
ENSMFAP00000004204	ENSMFAG00000001771	Macaca_fascicularis
ENSHBUP00000011152	ENSHBUG00000012747	Haplochromis_burtoni
ENSABRP00000023283	ENSABRG00000019626	Anser_brachyrhynchus
ENSCPUP00000019760	ENSCPUG00000013263	Calidris_pugnax
ENSEASP00005011629	ENSEASG00005008171	Equus_asinus_asinus
ENSPTEP00000038927	ENSPTEG00000036083	Piliocolobus_tephrosceles
ENSMUSP00000050832	ENSMUSG00000047793	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000019213	ENSMSIG00000016292	Mus_spicilegus
ENSHCOP00000011696	ENSHCOG00000014609	Hippocampus_comes
ENSORLP00020009694	ENSORLG00020010583	Oryzias_latipes_ASM223471v1
ENSOARP00000019478	ENSOARG00000018144	Ovis_aries
ENSPCAP00000011668	ENSPCAG00000012377	Procavia_capensis
ENSSMAP00000002853	ENSSMAG00000001686	Scophthalmus_maximus
ENSSFOP00015023397	ENSSFOG00015015009	Scleropages_formosus
ENSARWP00000011899	ENSARWG00000008212	Apteryx_rowi
ENSTSYP00000007961	ENSTSYG00000008614	Carlito_syrichta
ENSP00000308893	ENSG00000162804	Homo_sapiens	ENST00000310397
ENSAMXP00005035994	ENSAMXG00005017237	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCPRP00005013964	ENSCPRG00005009737	Crocodylus_porosus
ENSMVIP00005020677	ENSMVIG00005014534	Manacus_vitellinus
ENSORLP00000037963	ENSORLG00000001045	Oryzias_latipes_ASM223467v1
ENSMMUP00000059677	ENSMMUG00000004968	Macaca_mulatta
ENSCJAP00000076092	ENSCJAG00000006352	Callithrix_jacchus
ENSAOWP00000006096	ENSAOWG00000004195	Apteryx_owenii
ENSUPAP00010017856	ENSUPAG00010014208	Urocitellus_parryii
ENSAHAP00000027437	ENSAHAG00000019098	Apteryx_haastii
ENSMLEP00000014396	ENSMLEG00000031237	Mandrillus_leucophaeus
ENSMICP00000021057	ENSMICG00000012979	Microcebus_murinus
ENSJJAP00000007838	ENSJJAG00000012102	Jaculus_jaculus
ENSCGRP00015021829	ENSCGRG00015016611	Cricetulus_griseus_CriGri-PICR
ENSLOCP00000006587	ENSLOCG00000005458	Lepisosteus_oculatus
ENSMEUP00000000357	ENSMEUG00000000370	Notamacropus_eugenii	ENSMEUT00000000391
ENSSDUP00000030552	ENSSDUG00000021934	Seriola_dumerili
ENSATEP00000015151	ENSATEG00000010563	Anabas_testudineus
ENSCGRP00000019695	ENSCGRG00000014346	Cricetulus_griseus_CriGri_1.0
ENSMLUP00000011759	ENSMLUG00000012911	Myotis_lucifugus
ENSMGAP00000003314	ENSMGAG00000003584	Meleagris_gallopavo
ENSAPOP00000015711	ENSAPOG00000018958	Acanthochromis_polyacanthus
ENSFCAP00000009700	ENSFCAG00000010450	Felis_catus
ENSMMOP00000009037	ENSMMOG00000006979	Mola_mola
MGP_PahariEiJ_P0074494	MGP_PahariEiJ_G0027687	Mus_pahari_strain_PAHARI_EIJ
ENSXMAP00000040955	ENSXMAG00000021359	Xiphophorus_maculatus
ENSCATP00000003876	ENSCATG00000014152	Cercocebus_atys
ENSPMEP00000031617	ENSPMEG00000018864	Poecilia_mexicana
ENSCVAP00000010464	ENSCVAG00000012692	Cyprinodon_variegatus
ENSECAP00000022164	ENSECAG00000024612	Equus_caballus
ENSCPGP00000019104	ENSCPGG00000013306	Calidris_pygmaea
ENSAMXP00000004693	ENSAMXG00000004584	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSCANP00000026120	ENSCANG00000036396	Colobus_angolensis_palliatus
ENSIPUP00000021929	ENSIPUG00000014673	Ictalurus_punctatus
ENSCPOP00000005648	ENSCPOG00000006265	Cavia_porcellus
ENSPNAP00000021505	ENSPNAG00000028576	Pygocentrus_nattereri
ENSCHIP00000024013	ENSCHIG00000021345	Capra_hircus
ENSSMRP00000001168	ENSSMRG00000001025	Salvator_merianae
ENSBIXP00000021797	ENSBIXG00000005044	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCJPP00005002035	ENSCJPG00005002116	Coturnix_japonica
ENSCGRP00001002543	ENSCGRG00001002826	Cricetulus_griseus_CHOK1GS_HDv1
ENSPKIP00000009423	ENSPKIG00000024517	Paramormyrops_kingsleyae
ENSMALP00000022520	ENSMALG00000015730	Monopterus_albus
ENSPFOP00000004037	ENSPFOG00000004023	Poecilia_formosa
ENSPPYP00000014930	ENSPPYG00000013346	Pongo_abelii
ENSONIP00000024292	ENSONIG00000019302	Oreochromis_niloticus
ENSSLDP00000004342	ENSSLDG00000003448	Seriola_lalandi_dorsalis
ENSBMUP00000014626	ENSBMUG00000011079	Bos_mutus
ENSDARP00000065254	ENSDARG00000044433	Danio_rerio
ENSCHAP00000044761	ENSCHAG00000020804	Clupea_harengus
ENSJHYP00000023003	ENSJHYG00000017317	Junco_hyemalis
ENSORLP00015005912	ENSORLG00015006754	Oryzias_latipes_ASM223469v1
