ENSHHUP00000014133	ENSHHUG00000008738	Hucho_hucho
ENSJHYP00000020012	ENSJHYG00000015174	Junco_hyemalis
ENSPMJP00000010690	ENSPMJG00000008384	Parus_major
ENSCCEP00000026658	ENSCCEG00000023383	Cyanistes_caeruleus
ENSLCOP00000013445	ENSLCOG00000009697	Lepidothrix_coronata
ENSMVIP00005009744	ENSMVIG00005007173	Manacus_vitellinus
ENSCPGP00000012440	ENSCPGG00000008808	Calidris_pygmaea
ENSCPUP00000017409	ENSCPUG00000011983	Calidris_pugnax
ENSMUNP00000016624	ENSMUNG00000012811	Melopsittacus_undulatus
ENSCPRP00005021804	ENSCPRG00005015145	Crocodylus_porosus
ENSCABP00000009375	ENSCABG00000007056	Chelonoidis_abingdonii
ENSGAGP00000020573	ENSGAGG00000015144	Gopherus_agassizii
ENSCPBP00000010112	ENSCPBG00000007783	Chrysemys_picta_bellii
ENSMEUP00000010009	ENSMEUG00000010972	Notamacropus_eugenii
ENSXETP00000046767	ENSXETG00000020894	Xenopus_tropicalis
ENSLACP00000012765	ENSLACG00000011243	Latimeria_chalumnae
ENSCMIP00000031562	ENSCMIG00000013536	Callorhinchus_milii
