ENSCHIP00000002504	ENSCHIG00000005568	Capra_hircus
ENSHGLP00000014648	ENSHGLG00000010485	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100020329	ENSHGLG00100014993	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000009130	ENSFDAG00000017201	Fukomys_damarensis
MGP_SPRETEiJ_P0049570	MGP_SPRETEiJ_G0023466	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000003631	ENSMSIG00000003302	Mus_spicilegus
ENSMUSP00000025844	ENSMUSG00000024910	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0047607	MGP_CAROLIEiJ_G0022552	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0020619	MGP_PahariEiJ_G0014049	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000035535	ENSRNOG00000027096	Rattus_norvegicus
ENSMUGP00000001660	ENSMUGG00000001548	Meriones_unguiculatus
ENSCGRP00000017380	ENSCGRG00000012641	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015020957	ENSCGRG00015015986	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001013393	ENSCGRG00001014539	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000017468	ENSMAUG00000016334	Mesocricetus_auratus
ENSMOCP00000011284	ENSMOCG00000011527	Microtus_ochrogaster
ENSPEMP00000017377	ENSPEMG00000016317	Peromyscus_maniculatus_bairdii
ENSNGAP00000022635	ENSNGAG00000021443	Nannospalax_galili
ENSJJAP00000001299	ENSJJAG00000001298	Jaculus_jaculus
ENSMMMP00000024322	ENSMMMG00000021290	Marmota_marmota_marmota
ENSSDAP00000014709	ENSSDAG00000013201	Spermophilus_dauricus
ENSSTOP00000002917	ENSSTOG00000003261	Ictidomys_tridecemlineatus
ENSUPAP00010011383	ENSUPAG00010009250	Urocitellus_parryii
ENSVPAP00000009388	ENSVPAG00000010091	Vicugna_pacos
ENSTBEP00000006541	ENSTBEG00000007561	Tupaia_belangeri
ENSDNOP00000020454	ENSDNOG00000032974	Dasypus_novemcinctus
ENSLAFP00000001468	ENSLAFG00000001761	Loxodonta_africana
ENSPCAP00000010115	ENSPCAG00000010847	Procavia_capensis
ENSEEUP00000013626	ENSEEUG00000014937	Erinaceus_europaeus	ENSEEUT00000014927
ENSSARP00000008657	ENSSARG00000009570	Sorex_araneus	ENSSART00000009571
ENSOPRP00000000528	ENSOPRG00000000583	Ochotona_princeps
ENSETEP00000000264	ENSETEG00000000339	Echinops_telfairi
ENSSSCP00000038678	ENSSSCG00000012970	Sus_scrofa_strain_reference
ENSVURP00010001616	ENSVURG00010001377	Vombatus_ursinus
ENSPCIP00000052496	ENSPCIG00000008235	Phascolarctos_cinereus
ENSMEUP00000002077	ENSMEUG00000002271	Notamacropus_eugenii
ENSSHAP00000001599	ENSSHAG00000001425	Sarcophilus_harrisii
ENSMODP00000011388	ENSMODG00000009132	Monodelphis_domestica
ENSOANP00000005400	ENSOANG00000003404	Ornithorhynchus_anatinus
ENSOANP00000008776	ENSOANG00000005527	Ornithorhynchus_anatinus
ENSOANP00000028673	ENSOANG00000022465	Ornithorhynchus_anatinus
ENSOANP00000007490	ENSOANG00000004729	Ornithorhynchus_anatinus
ENSCPBP00000033425	ENSCPBG00000023370	Chrysemys_picta_bellii
ENSCPBP00000033428	ENSCPBG00000023374	Chrysemys_picta_bellii
ENSGAGP00000008557	ENSGAGG00000006788	Gopherus_agassizii
ENSCABP00000023871	ENSCABG00000017547	Chelonoidis_abingdonii
ENSPSIP00000006297	ENSPSIG00000005785	Pelodiscus_sinensis
ENSPVIP00000013550	ENSPVIG00000010490	Pogona_vitticeps
ENSSMRP00000026378	ENSSMRG00000020372	Salvator_merianae
ENSXETP00000004146	ENSXETG00000004178	Xenopus_tropicalis
