ENSCLAP00000020357	ENSCLAG00000013944	Chinchilla_lanigera
ENSMMOP00000027408	ENSMMOG00000020728	Mola_mola
ENSCHIP00000016204	ENSCHIG00000016552	Capra_hircus
ENSGGOP00000004618	ENSGGOG00000004710	Gorilla_gorilla
ENSEASP00005017707	ENSEASG00005012243	Equus_asinus_asinus
ENSCSEP00000027866	ENSCSEG00000017755	Cynoglossus_semilaevis
ENSAPOP00000033797	ENSAPOG00000022589	Acanthochromis_polyacanthus
ENSACLP00000037208	ENSACLG00000025202	Astatotilapia_calliptera
ENSGAFP00000007222	ENSGAFG00000004912	Gambusia_affinis	ENSGAFT00000007299
MGP_CAROLIEiJ_P0036906	MGP_CAROLIEiJ_G0019320	Mus_caroli_strain_CAROLI_EIJ
ENSMZEP00005026360	ENSMZEG00005019666	Maylandia_zebra
ENSTTRP00000008191	ENSTTRG00000008641	Tursiops_truncatus
ENSCHAP00000024060	ENSCHAG00000011848	Clupea_harengus
ENSMFAP00000036407	ENSMFAG00000034552	Macaca_fascicularis
ENSPCOP00000031161	ENSPCOG00000028339	Propithecus_coquereli
ENSSPAP00000029165	ENSSPAG00000021924	Stegastes_partitus
ENSPREP00000021307	ENSPREG00000014408	Poecilia_reticulata	ENSPRET00000021530
ENSORLP00015016583	ENSORLG00015017553	Oryzias_latipes_ASM223469v1
ENSLBEP00000029624	ENSLBEG00000022404	Labrus_bergylta
ENSPREP00000013959	ENSPREG00000009478	Poecilia_reticulata
ENSGAGP00000005365	ENSGAGG00000004348	Gopherus_agassizii
ENSBIXP00005044626	ENSBIXG00005028466	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSAOCP00000022504	ENSAOCG00000008000	Amphiprion_ocellaris
ENSCPBP00000036852	ENSCPBG00000025563	Chrysemys_picta_bellii
ENSSDUP00000019573	ENSSDUG00000014272	Seriola_dumerili
ENSCGRP00000012375	ENSCGRG00000009024	Cricetulus_griseus_CriGri_1.0
ENSMALP00000011875	ENSMALG00000008412	Monopterus_albus
ENSECAP00000006806	ENSECAG00000008781	Equus_caballus
ENSSLDP00000010979	ENSSLDG00000008720	Seriola_lalandi_dorsalis
ENSPMAP00000002892	ENSPMAG00000002654	Petromyzon_marinus
ENSPPYP00000006485	ENSPPYG00000005703	Pongo_abelii
MGP_SPRETEiJ_P0038628	MGP_SPRETEiJ_G0020209	Mus_spretus_strain_SPRET/EiJ
ENSXETP00000030754	ENSXETG00000006770	Xenopus_tropicalis
ENSCGOP00000035393	ENSCGOG00000016396	Cottoperca_gobio
ENSPANP00000017712	ENSPANG00000018563	Papio_anubis
ENSSSCP00000002171	ENSSSCG00000001987	Sus_scrofa_strain_reference
ENSPNYP00000000560	ENSPNYG00000000442	Pundamilia_nyererei
ENSCJAP00000011916	ENSCJAG00000006467	Callithrix_jacchus
ENSCVAP00000013293	ENSCVAG00000015774	Cyprinodon_variegatus
ENSCSAP00000011939	ENSCSAG00000015862	Chlorocebus_sabaeus
ENSOPRP00000015254	ENSOPRG00000016694	Ochotona_princeps
ENSXCOP00000008916	ENSXCOG00000006797	Xiphophorus_couchianus
ENSORLP00020021969	ENSORLG00020002014	Oryzias_latipes_ASM223471v1
ENSPEMP00000020338	ENSPEMG00000018329	Peromyscus_maniculatus_bairdii
ENSEEEP00000051496	ENSEEEG00000024182	Electrophorus_electricus
ENSCANP00000032340	ENSCANG00000039840	Colobus_angolensis_palliatus
ENSXETP00000005197	ENSXETG00000010062	Xenopus_tropicalis
ENSMICP00000044446	ENSMICG00000045372	Microcebus_murinus
ENSTBEP00000001279	ENSTBEG00000001466	Tupaia_belangeri
ENSMOCP00000005676	ENSMOCG00000005185	Microtus_ochrogaster
ENSPFOP00000003361	ENSPFOG00000003441	Poecilia_formosa
ENSORLP00000012183	ENSORLG00000009713	Oryzias_latipes_ASM223467v1
ENSORLP00015032634	ENSORLG00015017573	Oryzias_latipes_ASM223469v1
ENSMAMP00000016558	ENSMAMG00000011224	Mastacembelus_armatus
ENSSDUP00000019685	ENSSDUG00000014338	Seriola_dumerili
ENSHHUP00000042605	ENSHHUG00000026214	Hucho_hucho
ENSXMAP00000001404	ENSXMAG00000001418	Xiphophorus_maculatus
ENSCGOP00000036346	ENSCGOG00000016784	Cottoperca_gobio
ENSACAP00000020671	ENSACAG00000025962	Anolis_carolinensis
ENSIPUP00000014818	ENSIPUG00000010092	Ictalurus_punctatus
ENSCHOP00000011509	ENSCHOG00000012986	Choloepus_hoffmanni
ENSAPEP00000023375	ENSAPEG00000016608	Amphiprion_percula
ENSEBUP00000000392	ENSEBUG00000000560	Eptatretus_burgeri
ENSSFOP00015035142	ENSSFOG00015022379	Scleropages_formosus
ENSTNIP00000003165	ENSTNIG00000001445	Tetraodon_nigroviridis
ENSEBUP00000002452	ENSEBUG00000001899	Eptatretus_burgeri
ENSMSIP00000037372	ENSMSIG00000031143	Mus_spicilegus
ENSPRNP00000017228	ENSPRNG00000009148	Parambassis_ranga
ENSACIP00000011777	ENSACIG00000009185	Amphilophus_citrinellus
ENSPLAP00000028939	ENSPLAG00000018730	Poecilia_latipinna
ENSETEP00000009353	ENSETEG00000011526	Echinops_telfairi
ENSDCDP00000023268	ENSDCDG00000017750	Denticeps_clupeoides
ENSSMAP00000023867	ENSSMAG00000014556	Scophthalmus_maximus
ENSCCNP00000000313	ENSCCNG00000000364	Castor_canadensis
ENSNBRP00000030147	ENSNBRG00000022937	Neolamprologus_brichardi
ENSOMEP00000026254	ENSOMEG00000007965	Oryzias_melastigma	ENSOMET00000005024
ENSPMEP00000019036	ENSPMEG00000022000	Poecilia_mexicana
MGP_PahariEiJ_P0085017	MGP_PahariEiJ_G0030337	Mus_pahari_strain_PAHARI_EIJ
ENSMAMP00000012440	ENSMAMG00000008414	Mastacembelus_armatus
ENSORLP00020021981	ENSORLG00020002029	Oryzias_latipes_ASM223471v1
ENSORLP00000029843	ENSORLG00000028950	Oryzias_latipes_ASM223467v1	ENSORLT00000041511
ENSSMRP00000007832	ENSSMRG00000006276	Salvator_merianae
ENSORLP00015032648	ENSORLG00015017537	Oryzias_latipes_ASM223469v1
ENSMLUP00000013494	ENSMLUG00000014823	Myotis_lucifugus
ENSGACP00000016626	ENSGACG00000012580	Gasterosteus_aculeatus
ENSPCAP00000002707	ENSPCAG00000002813	Procavia_capensis
ENSOMEP00000017979	ENSOMEG00000019656	Oryzias_melastigma
ENSORLP00000011349	ENSORLG00000009052	Oryzias_latipes_ASM223467v1
ENSPTIP00000014965	ENSPTIG00000014209	Panthera_tigris_altaica
ENSSBOP00000017744	ENSSBOG00000025521	Saimiri_boliviensis_boliviensis
ENSAPOP00000031121	ENSAPOG00000018158	Acanthochromis_polyacanthus
ENSAMEP00000016842	ENSAMEG00000015957	Ailuropoda_melanoleuca
ENSDCDP00000023473	ENSDCDG00000017859	Denticeps_clupeoides
ENSNLEP00000018788	ENSNLEG00000015472	Nomascus_leucogenys
ENSCCAP00000013004	ENSCCAG00000024299	Cebus_capucinus_imitator
ENSACLP00000037226	ENSACLG00000025215	Astatotilapia_calliptera
ENSORLP00015013953	ENSORLG00015014859	Oryzias_latipes_ASM223469v1
ENSSPUP00000011475	ENSSPUG00000008821	Sphenodon_punctatus
ENSOMEP00000025985	ENSOMEG00000007554	Oryzias_melastigma
ENSMNEP00000014471	ENSMNEG00000031396	Macaca_nemestrina
ENSSMAP00000006552	ENSSMAG00000004046	Scophthalmus_maximus
ENSACAP00000009129	ENSACAG00000009321	Anolis_carolinensis
ENSORLP00020032369	ENSORLG00020017902	Oryzias_latipes_ASM223471v1
ENSORLP00015019826	ENSORLG00015020907	Oryzias_latipes_ASM223469v1
ENSXETP00000026178	ENSXETG00000010052	Xenopus_tropicalis
ENSCGOP00000046103	ENSCGOG00000020678	Cottoperca_gobio
ENSOMEP00000026274	ENSOMEG00000007994	Oryzias_melastigma
ENSORLP00015030934	ENSORLG00015014915	Oryzias_latipes_ASM223469v1
ENSCSEP00000022715	ENSCSEG00000014473	Cynoglossus_semilaevis
ENSCGRP00001000577	ENSCGRG00001000461	Cricetulus_griseus_CHOK1GS_HDv1
ENSLOCP00000011383	ENSLOCG00000009331	Lepisosteus_oculatus
ENSCAFP00020031167	ENSCAFG00020024314	Canis_lupus_dingo
ENSLCAP00010009740	ENSLCAG00010004670	Lates_calcarifer
ENSNGAP00000017962	ENSNGAG00000018225	Nannospalax_galili
ENSBSLP00000002751	ENSBSLG00000001571	Betta_splendens
ENSMUGP00000010685	ENSMUGG00000009360	Meriones_unguiculatus
ENSPNAP00000001917	ENSPNAG00000001009	Pygocentrus_nattereri
ENSORLP00020016828	ENSORLG00020017877	Oryzias_latipes_ASM223471v1
ENSRNOP00000027759	ENSRNOG00000020465	Rattus_norvegicus
ENSSLDP00000026099	ENSSLDG00000020273	Seriola_lalandi_dorsalis
ENSCAFP00000047856	ENSCAFG00000012367	Canis_lupus_familiaris
ENSPPAP00000003732	ENSPPAG00000015729	Pan_paniscus
ENSONIP00000018776	ENSONIG00000014914	Oreochromis_niloticus
ENSMZEP00005028406	ENSMZEG00005021179	Maylandia_zebra
ENSBBBP00000013493	ENSBBBG00000021168	Bison_bison_bison
ENSOMEP00000006957	ENSOMEG00000008034	Oryzias_melastigma
ENSMUSP00000022830	ENSMUSG00000022221	Mus_musculus_strain_reference_(CL57BL6)
ENSEEUP00000011349	ENSEEUG00000012432	Erinaceus_europaeus
ENSOMEP00000006868	ENSOMEG00000007923	Oryzias_melastigma
ENSOARP00000020503	ENSOARG00000019090	Ovis_aries
ENSMALP00000008844	ENSMALG00000006291	Monopterus_albus
ENSPTRP00000010556	ENSPTRG00000006217	Pan_troglodytes
ENSECRP00000005807	ENSECRG00000003884	Erpetoichthys_calabaricus
ENSKMAP00000005307	ENSKMAG00000004033	Kryptolebias_marmoratus
ENSANAP00000031683	ENSANAG00000033582	Aotus_nancymaae
ENSDNOP00000030350	ENSDNOG00000043982	Dasypus_novemcinctus
ENSAOCP00000025751	ENSAOCG00000000849	Amphiprion_ocellaris
ENSEBUP00000021528	ENSEBUG00000013290	Eptatretus_burgeri
ENSATEP00000002185	ENSATEG00000001561	Anabas_testudineus
ENSORLP00000032087	ENSORLG00000025993	Oryzias_latipes_ASM223467v1
ENSCGRP00015022671	ENSCGRG00015017230	Cricetulus_griseus_CriGri-PICR
ENSBSLP00000049179	ENSBSLG00000023405	Betta_splendens
ENSBTAP00000024511	ENSBTAG00000018422	Bos_taurus
ENSORLP00015016616	ENSORLG00015017594	Oryzias_latipes_ASM223469v1
ENSPSMP00000021232	ENSPSMG00000015012	Prolemur_simus
ENSPNYP00000018405	ENSPNYG00000013912	Pundamilia_nyererei
ENSKMAP00000017777	ENSKMAG00000013249	Kryptolebias_marmoratus	ENSKMAT00000018025
ENSGACP00000024943	ENSGACG00000018866	Gasterosteus_aculeatus
ENSAPEP00000018022	ENSAPEG00000012902	Amphiprion_percula
ENSONIP00000000392	ENSONIG00000000311	Oreochromis_niloticus
ENSSARP00000006371	ENSSARG00000007007	Sorex_araneus
ENSPPRP00000029649	ENSPPRG00000022381	Panthera_pardus
ENSXMAP00000004459	ENSXMAG00000004458	Xiphophorus_maculatus	ENSXMAT00000004464
ENSFHEP00000033309	ENSFHEG00000020377	Fundulus_heteroclitus
ENSLBEP00000016647	ENSLBEG00000012850	Labrus_bergylta
ENSPKIP00000031305	ENSPKIG00000011831	Paramormyrops_kingsleyae
ENSACIP00000029991	ENSACIG00000023208	Amphilophus_citrinellus
ENSFHEP00000022143	ENSFHEG00000002250	Fundulus_heteroclitus	ENSFHET00000013766
ENSGAFP00000010162	ENSGAFG00000006896	Gambusia_affinis
ENSLCRP00005021407	ENSLCRG00005008689	Larimichthys_crocea
ENSLCRP00005031511	ENSLCRG00005012508	Larimichthys_crocea
ENSVPAP00000000218	ENSVPAG00000000237	Vicugna_pacos
ENSBMUP00000010506	ENSBMUG00000008113	Bos_mutus
ENSBIXP00000039538	ENSBIXG00000004647	Bos_indicus_x_Bos_taurus_UOA_Angus_1
