ENSCJPP00005018965	ENSCJPG00005014458	Coturnix_japonica
ENSACLP00000038605	ENSACLG00000026016	Astatotilapia_calliptera
ENSMMUP00000014769	ENSMMUG00000000956	Macaca_mulatta
ENSBBBP00000002963	ENSBBBG00000002321	Bison_bison_bison
ENSTRUP00000041823	ENSTRUG00000016355	Takifugu_rubripes
MGP_PahariEiJ_P0087729	MGP_PahariEiJ_G0031220	Mus_pahari_strain_PAHARI_EIJ
ENSGACP00000004745	ENSGACG00000003609	Gasterosteus_aculeatus
ENSNGAP00000008488	ENSNGAG00000011389	Nannospalax_galili
ENSMMOP00000001373	ENSMMOG00000001145	Mola_mola
ENSHGLP00000022614	ENSHGLG00000016131	Heterocephalus_glaber_HetGla_female_1.0
ENSPNAP00000018472	ENSPNAG00000024980	Pygocentrus_nattereri
ENSHBUP00000029682	ENSHBUG00000014414	Haplochromis_burtoni
ENSMUGP00000002968	ENSMUGG00000002606	Meriones_unguiculatus
ENSCHOP00000007457	ENSCHOG00000008419	Choloepus_hoffmanni
ENSMUSP00000073462	ENSMUSG00000034602	Mus_musculus_strain_reference_(CL57BL6)
ENSPNYP00000010187	ENSPNYG00000007671	Pundamilia_nyererei
ENSSSCP00000034727	ENSSSCG00000000458	Sus_scrofa_strain_reference
ENSTGUP00000006518	ENSTGUG00000006318	Taeniopygia_guttata
ENSSHAP00000016426	ENSSHAG00000013976	Sarcophilus_harrisii	ENSSHAT00000016563
ENSLACP00000013679	ENSLACG00000012040	Latimeria_chalumnae
ENSTNIP00000001823	ENSTNIG00000014264	Tetraodon_nigroviridis
ENSCVAP00000029045	ENSCVAG00000016787	Cyprinodon_variegatus
ENSDNVP00000011696	ENSDNVG00000008235	Dromaius_novaehollandiae
ENSBMUP00000033456	ENSBMUG00000024974	Bos_mutus
ENSSBOP00000033704	ENSSBOG00000032703	Saimiri_boliviensis_boliviensis
ENSCABP00000003658	ENSCABG00000001653	Chelonoidis_abingdonii
MGP_SPRETEiJ_P0026202	MGP_SPRETEiJ_G0016691	Mus_spretus_strain_SPRET/EiJ
ENSTGEP00000024864	ENSTGEG00000020016	Theropithecus_gelada
ENSBTAP00000014698	ENSBTAG00000011068	Bos_taurus
ENSSMRP00000020683	ENSSMRG00000016087	Salvator_merianae
ENSACIP00000023579	ENSACIG00000018278	Amphilophus_citrinellus
ENSPPAP00000027200	ENSPPAG00000036500	Pan_paniscus
ENSEEEP00000040844	ENSEEEG00000019092	Electrophorus_electricus
ENSAPLP00000028951	ENSAPLG00000015190	Anas_platyrhynchos_platyrhynchos
ENSPTEP00000026223	ENSPTEG00000026208	Piliocolobus_tephrosceles
ENSTSYP00000015455	ENSTSYG00000005475	Carlito_syrichta
ENSSFOP00015004562	ENSSFOG00015002897	Scleropages_formosus
ENSPANP00000021286	ENSPANG00000021073	Papio_anubis
ENSCPGP00000011691	ENSCPGG00000008340	Calidris_pygmaea
ENSCAFP00020028489	ENSCAFG00020019669	Canis_lupus_dingo
ENSMNEP00000020807	ENSMNEG00000033818	Macaca_nemestrina
ENSFHEP00000030058	ENSFHEG00000015286	Fundulus_heteroclitus
ENSPVAP00000007208	ENSPVAG00000007632	Pteropus_vampyrus	ENSPVAT00000007635
ENSXMAP00000031701	ENSXMAG00000010406	Xiphophorus_maculatus
ENSFALP00000010251	ENSFALG00000009828	Ficedula_albicollis
ENSCGRP00001013175	ENSCGRG00001014349	Cricetulus_griseus_CHOK1GS_HDv1
ENSMPUP00000016610	ENSMPUG00000016714	Mustela_putorius_furo
ENSECAP00000022531	ENSECAG00000024896	Equus_caballus
ENSELUP00000006699	ENSELUG00000007614	Esox_lucius
ENSRROP00000038200	ENSRROG00000042218	Rhinopithecus_roxellana
ENSATEP00000029225	ENSATEG00000020047	Anabas_testudineus
ENSEASP00005010570	ENSEASG00005007505	Equus_asinus_asinus
ENSSARP00000012449	ENSSARG00000013772	Sorex_araneus
ENSRNOP00000005654	ENSRNOG00000004185	Rattus_norvegicus
ENSARWP00000006147	ENSARWG00000004371	Apteryx_rowi
ENSCCAP00000023412	ENSCCAG00000028993	Cebus_capucinus_imitator
ENSCAFP00000038437	ENSCAFG00000000333	Canis_lupus_familiaris
ENSGALP00000037891	ENSGALG00000009795	Gallus_gallus
ENSCPRP00005010973	ENSCPRG00005007830	Crocodylus_porosus
ENSEEUP00000011470	ENSEEUG00000012503	Erinaceus_europaeus
ENSMMMP00000011350	ENSMMMG00000009982	Marmota_marmota_marmota
FBpp0290447	FBgn0031985	Drosophila_melanogaster
ENSNVIP00000005302	ENSNVIG00000003868	Neovison_vison	ENSNVIT00000006235
ENSONIP00000011141	ENSONIG00000008861	Oreochromis_niloticus
ENSSPAP00000004588	ENSSPAG00000003437	Stegastes_partitus
ENSAMXP00005000566	ENSAMXG00005000240	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSVURP00010031726	ENSVURG00010024250	Vombatus_ursinus	ENSVURT00010036134
ENSUPAP00010010477	ENSUPAG00010008338	Urocitellus_parryii
ENSPREP00000017491	ENSPREG00000011749	Poecilia_reticulata
ENSMVIP00005006945	ENSMVIG00005005133	Manacus_vitellinus
ENSAMEP00000010394	ENSAMEG00000009821	Ailuropoda_melanoleuca	ENSAMET00000010847
ENSMALP00000020322	ENSMALG00000014141	Monopterus_albus
ENSSLDP00000000730	ENSSLDG00000000523	Seriola_lalandi_dorsalis
ENSMZEP00005013988	ENSMZEG00005010428	Maylandia_zebra
ENSODEP00000001861	ENSODEG00000001456	Octodon_degus
ENSJJAP00000012720	ENSJJAG00000015619	Jaculus_jaculus
ENSMSIP00000000553	ENSMSIG00000000262	Mus_spicilegus
ENSMUNP00000000193	ENSMUNG00000000219	Melopsittacus_undulatus
ENSACAP00000000684	ENSACAG00000000574	Anolis_carolinensis
ENSFDAP00000012127	ENSFDAG00000006734	Fukomys_damarensis
ENSGWIP00000023917	ENSGWIG00000012414	Gouania_willdenowi
ENSCPBP00000000828	ENSCPBG00000000681	Chrysemys_picta_bellii
ENSAHAP00000000831	ENSAHAG00000000698	Apteryx_haastii
ENSCJAP00000011595	ENSCJAG00000006144	Callithrix_jacchus
ENSAOWP00000010596	ENSAOWG00000006229	Apteryx_owenii
ENSOANP00000021958	ENSOANG00000013929	Ornithorhynchus_anatinus
ENSVVUP00000020547	ENSVVUG00000015118	Vulpes_vulpes
ENSOCUP00000044715	ENSOCUG00000002406	Oryctolagus_cuniculus
ENSIPUP00000017935	ENSIPUG00000011989	Ictalurus_punctatus
ENSOMEP00000006028	ENSOMEG00000007116	Oryzias_melastigma
ENSABRP00000008214	ENSABRG00000007422	Anser_brachyrhynchus
ENSOARP00000004683	ENSOARG00000004366	Ovis_aries
ENSCGOP00000055413	ENSCGOG00000023882	Cottoperca_gobio
ENSPVIP00000015882	ENSPVIG00000012263	Pogona_vitticeps
ENSLCRP00005020733	ENSLCRG00005005838	Larimichthys_crocea
ENSCCNP00000025609	ENSCCNG00000024898	Castor_canadensis
ENSSTOP00000017506	ENSSTOG00000001356	Ictidomys_tridecemlineatus
ENSORLP00020019228	ENSORLG00020020260	Oryzias_latipes_ASM223471v1
