ENSPNAP00000035347	ENSPNAG00000025253	Pygocentrus_nattereri	ENSPNAT00000028212
ENSAMXP00000051516	ENSAMXG00000034469	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000045576
ENSEEEP00000025012	ENSEEEG00000012132	Electrophorus_electricus	ENSEEET00000025300
ENSIPUP00000035850	ENSIPUG00000024029	Ictalurus_punctatus	ENSIPUT00000037261
ENSDARP00000157072	ENSDARG00000104660	Danio_rerio
ENSPMGP00000005550	ENSPMGG00000004650	Periophthalmus_magnuspinnatus
ENSGMOP00000006684	ENSGMOG00000006281	Gadus_morhua
ENSELUP00000007253	ENSELUG00000008045	Esox_lucius
ENSHHUP00000068874	ENSHHUG00000040590	Hucho_hucho
ENSPKIP00000037163	ENSPKIG00000015390	Paramormyrops_kingsleyae
ENSLOCP00000010123	ENSLOCG00000008333	Lepisosteus_oculatus
ENSECRP00000008181	ENSECRG00000005452	Erpetoichthys_calabaricus
ENSCPGP00000003363	ENSCPGG00000002483	Calidris_pygmaea
ENSMUNP00000013738	ENSMUNG00000010721	Melopsittacus_undulatus
ENSLSDP00000010689	ENSLSDG00000007862	Lonchura_striata_domestica
ENSTGUP00000005450	ENSTGUG00000005298	Taeniopygia_guttata
ENSZALP00000009163	ENSZALG00000007917	Zonotrichia_albicollis
ENSJHYP00000016936	ENSJHYG00000012935	Junco_hyemalis
ENSSCAP00000016181	ENSSCAG00000011847	Serinus_canaria
ENSCCEP00000013712	ENSCCEG00000013138	Cyanistes_caeruleus
ENSPMJP00000014157	ENSPMJG00000010732	Parus_major
ENSFALP00000013724	ENSFALG00000013146	Ficedula_albicollis
ENSLCOP00000006308	ENSLCOG00000004669	Lepidothrix_coronata
ENSMVIP00005020391	ENSMVIG00005014413	Manacus_vitellinus
ENSAPLP00000022933	ENSAPLG00000004985	Anas_platyrhynchos_platyrhynchos
ENSABRP00000016879	ENSABRG00000014783	Anser_brachyrhynchus
ENSGALP00000015068	ENSGALG00000009272	Gallus_gallus
ENSCJPP00005000358	ENSCJPG00005000441	Coturnix_japonica
ENSNMEP00000024262	ENSNMEG00000020613	Numida_meleagris
ENSAHAP00000028151	ENSAHAG00000019566	Apteryx_haastii
ENSARWP00000010886	ENSARWG00000007556	Apteryx_rowi
ENSDNVP00000022366	ENSDNVG00000015582	Dromaius_novaehollandiae
ENSCPRP00005013077	ENSCPRG00005009265	Crocodylus_porosus
ENSCPBP00000012331	ENSCPBG00000009318	Chrysemys_picta_bellii
ENSGAGP00000002460	ENSGAGG00000001993	Gopherus_agassizii
ENSSMRP00000001716	ENSSMRG00000001496	Salvator_merianae
ENSPVIP00000026263	ENSPVIG00000019617	Pogona_vitticeps
ENSSPUP00000016253	ENSSPUG00000012574	Sphenodon_punctatus
ENSPCIP00000046161	ENSPCIG00000029631	Phascolarctos_cinereus
ENSVURP00010016118	ENSVURG00010012354	Vombatus_ursinus
ENSSHAP00000015597	ENSSHAG00000013291	Sarcophilus_harrisii
ENSOANP00000026409	ENSOANG00000020761	Ornithorhynchus_anatinus
ENSXETP00000019602	ENSXETG00000001229	Xenopus_tropicalis
ENSCMIP00000025723	ENSCMIG00000011293	Callorhinchus_milii
ENSEBUP00000020013	ENSEBUG00000012410	Eptatretus_burgeri
ENSCINP00000012763	ENSCING00000006181	Ciona_intestinalis
ENSCINP00000012764	ENSCING00000020419	Ciona_intestinalis
ENSCSAVP00000003843	ENSCSAVG00000002272	Ciona_savignyi
