ENSEBUP00000026451	ENSEBUG00000016289	Eptatretus_burgeri
ENSCANP00000036751	ENSCANG00000042022	Colobus_angolensis_palliatus
ENSPTEP00000020035	ENSPTEG00000021318	Piliocolobus_tephrosceles
ENSRBIP00000010547	ENSRBIG00000029059	Rhinopithecus_bieti
ENSRROP00000011694	ENSRROG00000030166	Rhinopithecus_roxellana
ENSTGEP00000016631	ENSTGEG00000013455	Theropithecus_gelada
ENSPANP00000013268	ENSPANG00000025196	Papio_anubis
ENSCATP00000039501	ENSCATG00000042351	Cercocebus_atys
ENSMLEP00000035132	ENSMLEG00000041686	Mandrillus_leucophaeus
ENSMFAP00000026271	ENSMFAG00000044580	Macaca_fascicularis
ENSMMUP00000004018	ENSMMUG00000003007	Macaca_mulatta
ENSMNEP00000020793	ENSMNEG00000034181	Macaca_nemestrina
ENSCSAP00000003640	ENSCSAG00000007419	Chlorocebus_sabaeus
ENSCCAP00000032805	ENSCCAG00000034370	Cebus_capucinus_imitator
ENSSBOP00000030830	ENSSBOG00000031652	Saimiri_boliviensis_boliviensis
ENSANAP00000022147	ENSANAG00000028793	Aotus_nancymaae
ENSTSYP00000019444	ENSTSYG00000033937	Carlito_syrichta
ENSPCOP00000023772	ENSPCOG00000024036	Propithecus_coquereli
ENSPSMP00000021513	ENSPSMG00000015189	Prolemur_simus
ENSMICP00000046256	ENSMICG00000003726	Microcebus_murinus
ENSOGAP00000004518	ENSOGAG00000005054	Otolemur_garnettii
ENSPVAP00000014811	ENSPVAG00000015705	Pteropus_vampyrus
ENSMLUP00000010280	ENSMLUG00000011262	Myotis_lucifugus
ENSUAMP00000026410	ENSUAMG00000020443	Ursus_americanus
ENSUMAP00000021345	ENSUMAG00000015562	Ursus_maritimus
ENSAMEP00000010507	ENSAMEG00000009976	Ailuropoda_melanoleuca
ENSMPUP00000012661	ENSMPUG00000012756	Mustela_putorius_furo
ENSNVIP00000003597	ENSNVIG00000002813	Neovison_vison
ENSCAFP00000037602	ENSCAFG00000001502	Canis_lupus_familiaris
ENSCAFP00020004857	ENSCAFG00020003846	Canis_lupus_dingo
ENSVVUP00000032745	ENSVVUG00000023716	Vulpes_vulpes
ENSPPRP00000002362	ENSPPRG00000023458	Panthera_pardus
ENSPTIP00000021541	ENSPTIG00000018627	Panthera_tigris_altaica
ENSFCAP00000006223	ENSFCAG00000006692	Felis_catus
ENSBIXP00000042769	ENSBIXG00000006838	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005043001	ENSBIXG00005026728	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000020024	ENSBTAG00000015044	Bos_taurus
ENSBMUP00000032915	ENSBMUG00000024572	Bos_mutus
ENSBBBP00000012384	ENSBBBG00000005475	Bison_bison_bison
ENSCHIP00000028486	ENSCHIG00000023985	Capra_hircus
ENSOARP00000020682	ENSOARG00000019253	Ovis_aries
ENSTTRP00000004490	ENSTTRG00000004765	Tursiops_truncatus
ENSSSCP00000069589	ENSSSCG00000025260	Sus_scrofa_strain_reference
ENSVPAP00000011345	ENSVPAG00000012205	Vicugna_pacos
ENSECAP00000039405	ENSECAG00000021979	Equus_caballus
ENSEASP00005027686	ENSEASG00005018839	Equus_asinus_asinus
ENSEEUP00000006666	ENSEEUG00000007278	Erinaceus_europaeus
ENSCJAP00000000912	ENSCJAG00000000530	Callithrix_jacchus
ENSDNOP00000004523	ENSDNOG00000005845	Dasypus_novemcinctus
ENSVURP00010005100	ENSVURG00010004008	Vombatus_ursinus
ENSPCIP00000044160	ENSPCIG00000009061	Phascolarctos_cinereus
ENSMEUP00000014796	ENSMEUG00000016170	Notamacropus_eugenii
ENSSHAP00000018914	ENSSHAG00000016057	Sarcophilus_harrisii
ENSMODP00000000694	ENSMODG00000000578	Monodelphis_domestica
ENSLACP00000004260	ENSLACG00000003794	Latimeria_chalumnae
ENSCHAP00000000023	ENSCHAG00000000009	Clupea_harengus
ENSDCDP00000009356	ENSDCDG00000004707	Denticeps_clupeoides
ENSSFOP00015018796	ENSSFOG00015012087	Scleropages_formosus
ENSPKIP00000025139	ENSPKIG00000008122	Paramormyrops_kingsleyae
ENSLOCP00000014359	ENSLOCG00000011684	Lepisosteus_oculatus
ENSLOCP00000014351	ENSLOCG00000011678	Lepisosteus_oculatus
ENSGMOP00000010764	ENSGMOG00000010061	Gadus_morhua
ENSHHUP00000063328	ENSHHUG00000037420	Hucho_hucho
ENSHHUP00000000737	ENSHHUG00000000506	Hucho_hucho
ENSPFOP00000000063	ENSPFOG00000000069	Poecilia_formosa
ENSPMEP00000016659	ENSPMEG00000019346	Poecilia_mexicana
ENSPLAP00000019132	ENSPLAG00000001011	Poecilia_latipinna
ENSXMAP00000001054	ENSXMAG00000000921	Xiphophorus_maculatus
ENSGAFP00000026078	ENSGAFG00000017603	Gambusia_affinis
ENSCVAP00000008371	ENSCVAG00000010171	Cyprinodon_variegatus
ENSOMEP00000025206	ENSOMEG00000006265	Oryzias_melastigma
ENSORLP00000044021	ENSORLG00000014407	Oryzias_latipes_ASM223467v1
ENSORLP00020006434	ENSORLG00020007322	Oryzias_latipes_ASM223471v1
ENSKMAP00000019486	ENSKMAG00000014484	Kryptolebias_marmoratus
ENSGWIP00000001047	ENSGWIG00000000637	Gouania_willdenowi
ENSACIP00000002408	ENSACIG00000001961	Amphilophus_citrinellus
ENSAPEP00000017800	ENSAPEG00000012738	Amphiprion_percula
ENSAPEP00000017847	ENSAPEG00000012752	Amphiprion_percula
ENSAPOP00000001399	ENSAPOG00000002678	Acanthochromis_polyacanthus
ENSAPOP00000021847	ENSAPOG00000002669	Acanthochromis_polyacanthus
ENSSPAP00000026444	ENSSPAG00000019932	Stegastes_partitus
ENSHBUP00000020150	ENSHBUG00000022424	Haplochromis_burtoni
ENSMZEP00005007727	ENSMZEG00005005888	Maylandia_zebra
ENSACLP00000023100	ENSACLG00000015655	Astatotilapia_calliptera
ENSPRNP00000019896	ENSPRNG00000010439	Parambassis_ranga
ENSSDUP00000021900	ENSSDUG00000015942	Seriola_dumerili
ENSSDUP00000021923	ENSSDUG00000015949	Seriola_dumerili
ENSPNYP00000004589	ENSPNYG00000003562	Pundamilia_nyererei
ENSPNYP00000004543	ENSPNYG00000003486	Pundamilia_nyererei
ENSNBRP00000003550	ENSNBRG00000002827	Neolamprologus_brichardi
ENSNBRP00000003571	ENSNBRG00000002851	Neolamprologus_brichardi
ENSMALP00000001471	ENSMALG00000001094	Monopterus_albus
ENSATEP00000012287	ENSATEG00000008580	Anabas_testudineus
ENSSMAP00000009055	ENSSMAG00000005584	Scophthalmus_maximus
ENSSLDP00000032532	ENSSLDG00000024961	Seriola_lalandi_dorsalis
ENSMAMP00000011420	ENSMAMG00000007733	Mastacembelus_armatus
ENSTRUP00000026299	ENSTRUG00000010446	Takifugu_rubripes
ENSTNIP00000006657	ENSTNIG00000004046	Tetraodon_nigroviridis
ENSGACP00000009861	ENSGACG00000007426	Gasterosteus_aculeatus
ENSBSLP00000033695	ENSBSLG00000016352	Betta_splendens
ENSLCAP00010025954	ENSLCAG00010012133	Lates_calcarifer
ENSCSEP00000010857	ENSCSEG00000006944	Cynoglossus_semilaevis
ENSAOCP00000000434	ENSAOCG00000003281	Amphiprion_ocellaris
ENSACIP00000002391	ENSACIG00000001943	Amphilophus_citrinellus
ENSXCOP00000021379	ENSXCOG00000016006	Xiphophorus_couchianus
ENSPREP00000025507	ENSPREG00000017225	Poecilia_reticulata
ENSFHEP00000004332	ENSFHEG00000005265	Fundulus_heteroclitus
ENSPMGP00000004198	ENSPMGG00000003591	Periophthalmus_magnuspinnatus
ENSLCRP00005019643	ENSLCRG00005008038	Larimichthys_crocea
ENSMMOP00000003497	ENSMMOG00000002796	Mola_mola
ENSCGOP00000021415	ENSCGOG00000010319	Cottoperca_gobio
ENSLBEP00000024794	ENSLBEG00000018942	Labrus_bergylta
ENSHCOP00000004957	ENSHCOG00000006549	Hippocampus_comes
ENSELUP00000030810	ENSELUG00000000301	Esox_lucius
ENSAMXP00000039626	ENSAMXG00000043222	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSEEEP00000024243	ENSEEEG00000011752	Electrophorus_electricus
ENSIPUP00000001289	ENSIPUG00000000928	Ictalurus_punctatus
ENSDARP00000152747	ENSDARG00000111638	Danio_rerio
ENSPREP00000025523	ENSPREG00000017240	Poecilia_reticulata
ENSFHEP00000023942	ENSFHEG00000005247	Fundulus_heteroclitus
ENSLBEP00000010967	ENSLBEG00000008464	Labrus_bergylta
ENSCSEP00000010873	ENSCSEG00000006961	Cynoglossus_semilaevis
ENSHCOP00000004986	ENSHCOG00000006563	Hippocampus_comes
ENSAOCP00000019709	ENSAOCG00000003283	Amphiprion_ocellaris
ENSPNAP00000019809	ENSPNAG00000026504	Pygocentrus_nattereri
ENSPNAP00000019788	ENSPNAG00000004060	Pygocentrus_nattereri
ENSIPUP00000001215	ENSIPUG00000000862	Ictalurus_punctatus
ENSSFOP00015018782	ENSSFOG00015012074	Scleropages_formosus
ENSPKIP00000025203	ENSPKIG00000008163	Paramormyrops_kingsleyae
ENSECRP00000024848	ENSECRG00000016827	Erpetoichthys_calabaricus
ENSCMIP00000014316	ENSCMIG00000007102	Callorhinchus_milii
ENSPMAP00000004546	ENSPMAG00000004163	Petromyzon_marinus
ENSSMAP00000011048	ENSSMAG00000006824	Scophthalmus_maximus	ENSSMAT00000011195
ENSSDUP00000025274	ENSSDUG00000018311	Seriola_dumerili	ENSSDUT00000025737
ENSLCAP00010020544	ENSLCAG00010009712	Lates_calcarifer	ENSLCAT00010020998
ENSPMEP00000009902	ENSPMEG00000011847	Poecilia_mexicana	ENSPMET00000000020
ENSPLAP00000015014	ENSPLAG00000018924	Poecilia_latipinna	ENSPLAT00000023516
ENSPREP00000027430	ENSPREG00000018546	Poecilia_reticulata	ENSPRET00000027726
ENSCVAP00000021452	ENSCVAG00000003545	Cyprinodon_variegatus	ENSCVAT00000011759
ENSGWIP00000007018	ENSGWIG00000004060	Gouania_willdenowi	ENSGWIT00000007764
ENSTNIP00000006599	ENSTNIG00000003990	Tetraodon_nigroviridis	ENSTNIT00000006750
ENSTNIP00000009192	ENSTNIG00000006424	Tetraodon_nigroviridis	ENSTNIT00000009363
ENSTRUP00000004659	ENSTRUG00000002024	Takifugu_rubripes	ENSTRUT00000004686
ENSLCAP00010020526	ENSLCAG00010009702	Lates_calcarifer	ENSLCAT00010020980
ENSGMOP00000010774	ENSGMOG00000010085	Gadus_morhua
ENSGMOP00000011270	ENSGMOG00000010516	Gadus_morhua
ENSGMOP00000015021	ENSGMOG00000014078	Gadus_morhua
ENSCSAVP00000019706	ENSCSAVG00000011556	Ciona_savignyi
