ENSARWP00000001218	ENSARWG00000000982	Apteryx_rowi
ENSPCIP00000013003	ENSPCIG00000010292	Phascolarctos_cinereus
ENSMEUP00000005571	ENSMEUG00000006099	Notamacropus_eugenii
ENSVURP00010010574	ENSVURG00010007994	Vombatus_ursinus
ENSSHAP00000016753	ENSSHAG00000014254	Sarcophilus_harrisii
ENSMODP00000023057	ENSMODG00000018494	Monodelphis_domestica
ENSTNIP00000018316	ENSTNIG00000015257	Tetraodon_nigroviridis
ENSTRUP00000011652	ENSTRUG00000004881	Takifugu_rubripes
ENSGWIP00000025854	ENSGWIG00000013582	Gouania_willdenowi
ENSPMGP00000018671	ENSPMGG00000015233	Periophthalmus_magnuspinnatus
ENSFHEP00000020580	ENSFHEG00000022524	Fundulus_heteroclitus
ENSCVAP00000022221	ENSCVAG00000004751	Cyprinodon_variegatus
ENSXMAP00000015942	ENSXMAG00000015903	Xiphophorus_maculatus
ENSXCOP00000002810	ENSXCOG00000002232	Xiphophorus_couchianus
ENSGAFP00000016152	ENSGAFG00000010916	Gambusia_affinis
ENSPFOP00000007739	ENSPFOG00000007674	Poecilia_formosa
ENSPLAP00000015715	ENSPLAG00000019707	Poecilia_latipinna
ENSPMEP00000033384	ENSPMEG00000021872	Poecilia_mexicana
ENSPREP00000003701	ENSPREG00000002640	Poecilia_reticulata
ENSKMAP00000015091	ENSKMAG00000011278	Kryptolebias_marmoratus
ENSORLP00000044668	ENSORLG00000016290	Oryzias_latipes_ASM223467v1
ENSORLP00015012674	ENSORLG00015013537	Oryzias_latipes_ASM223469v1
ENSORLP00020012402	ENSORLG00020013337	Oryzias_latipes_ASM223471v1
ENSOMEP00000036047	ENSOMEG00000023625	Oryzias_melastigma
ENSCSEP00000025914	ENSCSEG00000016556	Cynoglossus_semilaevis
ENSMMOP00000024984	ENSMMOG00000018976	Mola_mola
ENSLBEP00000025358	ENSLBEG00000019372	Labrus_bergylta
ENSAOCP00000007345	ENSAOCG00000011103	Amphiprion_ocellaris
ENSSPAP00000012228	ENSSPAG00000009276	Stegastes_partitus
ENSSDUP00000012722	ENSSDUG00000009251	Seriola_dumerili
ENSMAMP00000018138	ENSMAMG00000012233	Mastacembelus_armatus
ENSAPEP00000010800	ENSAPEG00000007731	Amphiprion_percula
ENSACIP00000018083	ENSACIG00000014094	Amphilophus_citrinellus
ENSSLDP00000015746	ENSSLDG00000012474	Seriola_lalandi_dorsalis
ENSATEP00000017098	ENSATEG00000011879	Anabas_testudineus
ENSMZEP00005034067	ENSMZEG00005025464	Maylandia_zebra
ENSACLP00000039271	ENSACLG00000026487	Astatotilapia_calliptera
ENSPNYP00000014327	ENSPNYG00000010861	Pundamilia_nyererei
ENSNBRP00000020690	ENSNBRG00000015905	Neolamprologus_brichardi
ENSONIP00000012423	ENSONIG00000009886	Oreochromis_niloticus
ENSHBUP00000022765	ENSHBUG00000003230	Haplochromis_burtoni
ENSMALP00000025022	ENSMALG00000017417	Monopterus_albus
ENSBSLP00000025751	ENSBSLG00000012836	Betta_splendens
ENSSMAP00000000530	ENSSMAG00000000335	Scophthalmus_maximus
ENSCGOP00000035230	ENSCGOG00000016171	Cottoperca_gobio
ENSAPOP00000028918	ENSAPOG00000014397	Acanthochromis_polyacanthus
ENSPRNP00000036993	ENSPRNG00000018442	Parambassis_ranga
ENSLCAP00010028853	ENSLCAG00010013475	Lates_calcarifer
ENSLCRP00005062456	ENSLCRG00005022934	Larimichthys_crocea
ENSGACP00000018138	ENSGACG00000013721	Gasterosteus_aculeatus
ENSHCOP00000010498	ENSHCOG00000013130	Hippocampus_comes
ENSGMOP00000010117	ENSGMOG00000009471	Gadus_morhua
ENSHHUP00000071974	ENSHHUG00000042238	Hucho_hucho
ENSHHUP00000062060	ENSHHUG00000036693	Hucho_hucho
ENSELUP00000023630	ENSELUG00000022470	Esox_lucius
ENSGAGP00000031138	ENSGAGG00000022371	Gopherus_agassizii
ENSCABP00000008526	ENSCABG00000006439	Chelonoidis_abingdonii
ENSCPBP00000030406	ENSCPBG00000021406	Chrysemys_picta_bellii
ENSCPRP00005013411	ENSCPRG00005009489	Crocodylus_porosus
ENSPVIP00000017996	ENSPVIG00000013787	Pogona_vitticeps
ENSNSUP00000018393	ENSNSUG00000013437	Notechis_scutatus
ENSSMRP00000028809	ENSSMRG00000022158	Salvator_merianae
ENSECRP00000011390	ENSECRG00000007545	Erpetoichthys_calabaricus
ENSCMIP00000025633	ENSCMIG00000011185	Callorhinchus_milii
ENSEBUP00000026960	ENSEBUG00000016580	Eptatretus_burgeri	ENSEBUT00000027536
ENSPNAP00000020490	ENSPNAG00000005519	Pygocentrus_nattereri	ENSPNAT00000031104
ENSCHAP00000040776	ENSCHAG00000019086	Clupea_harengus
ENSAPEP00000008129	ENSAPEG00000005857	Amphiprion_percula	ENSAPET00000008365
ENSAPOP00000030108	ENSAPOG00000016512	Acanthochromis_polyacanthus	ENSAPOT00000021872
ENSFHEP00000021612	ENSFHEG00000001477	Fundulus_heteroclitus	ENSFHET00000015018
ENSGWIP00000015251	ENSGWIG00000008525	Gouania_willdenowi	ENSGWIT00000016850
ENSNSUP00000029047	ENSNSUG00000020608	Notechis_scutatus
ENSMZEP00005007682	ENSMZEG00005005866	Maylandia_zebra
ENSKMAP00000003380	ENSKMAG00000002545	Kryptolebias_marmoratus
ENSSDUP00000026177	ENSSDUG00000018970	Seriola_dumerili
ENSLCRP00005027920	ENSLCRG00005010797	Larimichthys_crocea
ENSHHUP00000071798	ENSHHUG00000042071	Hucho_hucho
ENSHHUP00000086631	ENSHHUG00000050075	Hucho_hucho
ENSELUP00000006355	ENSELUG00000001257	Esox_lucius
ENSHCOP00000011797	ENSHCOG00000014711	Hippocampus_comes
ENSSFOP00015029901	ENSSFOG00015019202	Scleropages_formosus
ENSSFOP00015009007	ENSSFOG00015005848	Scleropages_formosus
ENSAMXP00005020471	ENSAMXG00005010585	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000036199	ENSAMXG00000005911	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000003718	ENSPNAG00000010157	Pygocentrus_nattereri
ENSEEEP00000044090	ENSEEEG00000020809	Electrophorus_electricus
ENSIPUP00000026770	ENSIPUG00000018098	Ictalurus_punctatus
ENSDARP00000042254	ENSDARG00000031343	Danio_rerio
ENSGMOP00000020538	ENSGMOG00000019073	Gadus_morhua
ENSPNAP00000037062	ENSPNAG00000028379	Pygocentrus_nattereri
ENSIPUP00000022253	ENSIPUG00000015058	Ictalurus_punctatus
ENSDARP00000138043	ENSDARG00000034522	Danio_rerio
ENSAMXP00005038055	ENSAMXG00005018060	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000047943	ENSAMXG00000004630	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSEEEP00000010797	ENSEEEG00000005411	Electrophorus_electricus
ENSCHAP00000042908	ENSCHAG00000019900	Clupea_harengus
ENSCHAP00000046760	ENSCHAG00000021543	Clupea_harengus	ENSCHAT00000050519
ENSGACP00000004908	ENSGACG00000003726	Gasterosteus_aculeatus
ENSMMOP00000008988	ENSMMOG00000006947	Mola_mola
ENSGWIP00000036313	ENSGWIG00000018711	Gouania_willdenowi
ENSSDUP00000030378	ENSSDUG00000021882	Seriola_dumerili
ENSSLDP00000004147	ENSSLDG00000003264	Seriola_lalandi_dorsalis
ENSLCAP00010023406	ENSLCAG00010010989	Lates_calcarifer
ENSLCRP00005031762	ENSLCRG00005012594	Larimichthys_crocea
ENSLBEP00000035921	ENSLBEG00000026930	Labrus_bergylta
ENSMALP00000022709	ENSMALG00000015854	Monopterus_albus
ENSMAMP00000014258	ENSMAMG00000009672	Mastacembelus_armatus
ENSATEP00000015368	ENSATEG00000010666	Anabas_testudineus
ENSBSLP00000002271	ENSBSLG00000001271	Betta_splendens
ENSCGOP00000040308	ENSCGOG00000018137	Cottoperca_gobio
ENSAOCP00000001094	ENSAOCG00000002298	Amphiprion_ocellaris
ENSAPEP00000029407	ENSAPEG00000020892	Amphiprion_percula
ENSAPOP00000031669	ENSAPOG00000019100	Acanthochromis_polyacanthus
ENSSPAP00000022997	ENSSPAG00000017366	Stegastes_partitus
ENSPRNP00000036854	ENSPRNG00000018393	Parambassis_ranga
ENSFHEP00000026194	ENSFHEG00000008789	Fundulus_heteroclitus
ENSCVAP00000026938	ENSCVAG00000012889	Cyprinodon_variegatus
ENSPFOP00000003640	ENSPFOG00000003742	Poecilia_formosa
ENSPMEP00000031789	ENSPMEG00000019167	Poecilia_mexicana
ENSPREP00000023541	ENSPREG00000015480	Poecilia_reticulata
ENSPLAP00000017777	ENSPLAG00000022260	Poecilia_latipinna
ENSXMAP00000016672	ENSXMAG00000016638	Xiphophorus_maculatus
ENSXCOP00000007844	ENSXCOG00000006024	Xiphophorus_couchianus
ENSGAFP00000025574	ENSGAFG00000017270	Gambusia_affinis
ENSKMAP00000020874	ENSKMAG00000015507	Kryptolebias_marmoratus
ENSORLP00015025708	ENSORLG00015006970	Oryzias_latipes_ASM223469v1
ENSORLP00020009891	ENSORLG00020010772	Oryzias_latipes_ASM223471v1
ENSOMEP00000012777	ENSOMEG00000014206	Oryzias_melastigma
ENSMZEP00005011996	ENSMZEG00005008991	Maylandia_zebra
ENSACLP00000037128	ENSACLG00000025138	Astatotilapia_calliptera
ENSHBUP00000011275	ENSHBUG00000012905	Haplochromis_burtoni
ENSPNYP00000026483	ENSPNYG00000019963	Pundamilia_nyererei
ENSNBRP00000017734	ENSNBRG00000013673	Neolamprologus_brichardi
ENSONIP00000024303	ENSONIG00000019309	Oreochromis_niloticus
ENSACIP00000009136	ENSACIG00000007154	Amphilophus_citrinellus
ENSSMAP00000002559	ENSSMAG00000001615	Scophthalmus_maximus
ENSCSEP00000004823	ENSCSEG00000003122	Cynoglossus_semilaevis
ENSPMGP00000022758	ENSPMGG00000018412	Periophthalmus_magnuspinnatus
ENSDCDP00000037429	ENSDCDG00000025070	Denticeps_clupeoides
ENSLACP00000008326	ENSLACG00000007369	Latimeria_chalumnae
ENSPKIP00000008958	ENSPKIG00000024232	Paramormyrops_kingsleyae
ENSPKIP00000017304	ENSPKIG00000003261	Paramormyrops_kingsleyae
ENSEBUP00000000977	ENSEBUG00000000963	Eptatretus_burgeri	ENSEBUT00000001290
T25G12.4.1	WBGene00004270	Caenorhabditis_elegans_strain_N2
