ENSARWP00000025316	ENSARWG00000017211	Apteryx_rowi
ENSPCAP00000012699	ENSPCAG00000013632	Procavia_capensis
ENSPTRP00000011454	ENSPTRG00000006718	Pan_troglodytes
ENSPPAP00000005049	ENSPPAG00000021075	Pan_paniscus
ENSP00000352167	ENSG00000197119	Homo_sapiens
ENSGGOP00000004606	ENSGGOG00000004705	Gorilla_gorilla
ENSPPYP00000006980	ENSPPYG00000006140	Pongo_abelii
ENSNLEP00000001177	ENSNLEG00000001005	Nomascus_leucogenys
ENSMMUP00000051760	ENSMMUG00000009738	Macaca_mulatta
ENSMFAP00000007074	ENSMFAG00000039097	Macaca_fascicularis
ENSMNEP00000039755	ENSMNEG00000042810	Macaca_nemestrina
ENSMLEP00000009009	ENSMLEG00000028706	Mandrillus_leucophaeus
ENSTGEP00000007840	ENSTGEG00000006428	Theropithecus_gelada
ENSCATP00000004024	ENSCATG00000014876	Cercocebus_atys
ENSPANP00000013216	ENSPANG00000022750	Papio_anubis
ENSCSAP00000006605	ENSCSAG00000010371	Chlorocebus_sabaeus
ENSCANP00000012156	ENSCANG00000029462	Colobus_angolensis_palliatus
ENSPTEP00000004460	ENSPTEG00000005213	Piliocolobus_tephrosceles
ENSRROP00000029942	ENSRROG00000038750	Rhinopithecus_roxellana
ENSRBIP00000010551	ENSRBIG00000029125	Rhinopithecus_bieti
ENSSBOP00000021437	ENSSBOG00000027271	Saimiri_boliviensis_boliviensis
ENSCJAP00000074572	ENSCJAG00000016864	Callithrix_jacchus
ENSCCAP00000017014	ENSCCAG00000026317	Cebus_capucinus_imitator
ENSANAP00000024694	ENSANAG00000030067	Aotus_nancymaae
ENSTSYP00000025507	ENSTSYG00000030890	Carlito_syrichta
ENSEASP00005031737	ENSEASG00005021604	Equus_asinus_asinus
ENSECAP00000030305	ENSECAG00000006302	Equus_caballus
ENSSSCP00000040488	ENSSSCG00000002520	Sus_scrofa_strain_reference
ENSCHOP00000002104	ENSCHOG00000002381	Choloepus_hoffmanni
ENSDNOP00000003411	ENSDNOG00000004419	Dasypus_novemcinctus
ENSOANP00000009111	ENSOANG00000005724	Ornithorhynchus_anatinus
ENSXETP00000046819	ENSXETG00000018700	Xenopus_tropicalis
ENSLACP00000001588	ENSLACG00000001417	Latimeria_chalumnae
ENSHCOP00000011057	ENSHCOG00000013801	Hippocampus_comes
ENSPMGP00000013129	ENSPMGG00000010825	Periophthalmus_magnuspinnatus
ENSPLAP00000011130	ENSPLAG00000014171	Poecilia_latipinna
ENSPFOP00000001796	ENSPFOG00000001894	Poecilia_formosa
ENSPMEP00000026819	ENSPMEG00000010764	Poecilia_mexicana
ENSPREP00000029386	ENSPREG00000019899	Poecilia_reticulata
ENSXMAP00000021170	ENSXMAG00000029546	Xiphophorus_maculatus
ENSCVAP00000013129	ENSCVAG00000015587	Cyprinodon_variegatus
ENSFHEP00000024569	ENSFHEG00000006235	Fundulus_heteroclitus
ENSKMAP00000012400	ENSKMAG00000009322	Kryptolebias_marmoratus
ENSORLP00000045553	ENSORLG00000025078	Oryzias_latipes_ASM223467v1
ENSORLP00020012502	ENSORLG00020013443	Oryzias_latipes_ASM223471v1
ENSGWIP00000030880	ENSGWIG00000016018	Gouania_willdenowi
ENSCSEP00000003549	ENSCSEG00000002330	Cynoglossus_semilaevis
ENSMALP00000018866	ENSMALG00000013159	Monopterus_albus
ENSSLDP00000004333	ENSSLDG00000003446	Seriola_lalandi_dorsalis
ENSSDUP00000023115	ENSSDUG00000016803	Seriola_dumerili
ENSLCAP00010044782	ENSLCAG00010020814	Lates_calcarifer
ENSMAMP00000010579	ENSMAMG00000007129	Mastacembelus_armatus
ENSOMEP00000009445	ENSOMEG00000010645	Oryzias_melastigma
ENSORLP00015011214	ENSORLG00015012029	Oryzias_latipes_ASM223469v1
ENSGAFP00000003050	ENSGAFG00000002088	Gambusia_affinis
ENSXCOP00000006272	ENSXCOG00000004850	Xiphophorus_couchianus
ENSMZEP00005006093	ENSMZEG00005004749	Maylandia_zebra
ENSACLP00000023761	ENSACLG00000016165	Astatotilapia_calliptera
ENSHBUP00000021433	ENSHBUG00000023835	Haplochromis_burtoni
ENSPNYP00000024968	ENSPNYG00000018850	Pundamilia_nyererei
ENSONIP00000001164	ENSONIG00000000920	Oreochromis_niloticus
ENSONIP00000004455	ENSONIG00000003538	Oreochromis_niloticus
ENSNBRP00000031720	ENSNBRG00000024105	Neolamprologus_brichardi
ENSACIP00000006851	ENSACIG00000005396	Amphilophus_citrinellus
ENSMALP00000010389	ENSMALG00000007375	Monopterus_albus
ENSATEP00000017903	ENSATEG00000012452	Anabas_testudineus
ENSBSLP00000038765	ENSBSLG00000018754	Betta_splendens
ENSAPEP00000025907	ENSAPEG00000018438	Amphiprion_percula
ENSAOCP00000002754	ENSAOCG00000005902	Amphiprion_ocellaris
ENSAPOP00000028783	ENSAPOG00000014241	Acanthochromis_polyacanthus
ENSSPAP00000029791	ENSSPAG00000022409	Stegastes_partitus
ENSPRNP00000005710	ENSPRNG00000003431	Parambassis_ranga
ENSTNIP00000020416	ENSTNIG00000017278	Tetraodon_nigroviridis
ENSTRUP00000024372	ENSTRUG00000009698	Takifugu_rubripes
ENSMMOP00000013318	ENSMMOG00000010224	Mola_mola
ENSLCRP00005029049	ENSLCRG00005011503	Larimichthys_crocea
ENSLBEP00000006706	ENSLBEG00000005174	Labrus_bergylta
ENSCGOP00000038447	ENSCGOG00000017638	Cottoperca_gobio
ENSGACP00000012453	ENSGACG00000009441	Gasterosteus_aculeatus
ENSSMAP00000032574	ENSSMAG00000019965	Scophthalmus_maximus
ENSGMOP00000002140	ENSGMOG00000002008	Gadus_morhua
ENSHHUP00000045582	ENSHHUG00000027818	Hucho_hucho
ENSELUP00000036456	ENSELUG00000015789	Esox_lucius
ENSPRNP00000027033	ENSPRNG00000013548	Parambassis_ranga
ENSCSEP00000000682	ENSCSEG00000000487	Cynoglossus_semilaevis
ENSMMOP00000019796	ENSMMOG00000015024	Mola_mola
ENSAOCP00000031943	ENSAOCG00000023929	Amphiprion_ocellaris
ENSAPEP00000032571	ENSAPEG00000023144	Amphiprion_percula
ENSAPOP00000016818	ENSAPOG00000019948	Acanthochromis_polyacanthus
ENSSPAP00000018429	ENSSPAG00000013923	Stegastes_partitus
ENSSPAP00000028998	ENSSPAG00000021824	Stegastes_partitus
ENSSLDP00000000632	ENSSLDG00000000581	Seriola_lalandi_dorsalis
ENSSDUP00000013608	ENSSDUG00000009892	Seriola_dumerili
ENSLCRP00005057920	ENSLCRG00005021501	Larimichthys_crocea
ENSLBEP00000032058	ENSLBEG00000024191	Labrus_bergylta
ENSMAMP00000020261	ENSMAMG00000013649	Mastacembelus_armatus
ENSMALP00000023948	ENSMALG00000016707	Monopterus_albus
ENSATEP00000001488	ENSATEG00000001030	Anabas_testudineus
ENSBSLP00000044154	ENSBSLG00000020968	Betta_splendens
ENSLCAP00010042352	ENSLCAG00010019802	Lates_calcarifer
ENSCGOP00000044426	ENSCGOG00000019961	Cottoperca_gobio
ENSSMAP00000011533	ENSSMAG00000007118	Scophthalmus_maximus
ENSGACP00000017077	ENSGACG00000012925	Gasterosteus_aculeatus
ENSFHEP00000018333	ENSFHEG00000020180	Fundulus_heteroclitus
ENSCVAP00000003632	ENSCVAG00000004838	Cyprinodon_variegatus
ENSKMAP00000026146	ENSKMAG00000019387	Kryptolebias_marmoratus
ENSXMAP00000028011	ENSXMAG00000029747	Xiphophorus_maculatus
ENSXCOP00000009972	ENSXCOG00000007563	Xiphophorus_couchianus
ENSGAFP00000009817	ENSGAFG00000006472	Gambusia_affinis
ENSPFOP00000015142	ENSPFOG00000015090	Poecilia_formosa
ENSPLAP00000025363	ENSPLAG00000012333	Poecilia_latipinna
ENSPMEP00000006966	ENSPMEG00000008549	Poecilia_mexicana
ENSPREP00000020502	ENSPREG00000013863	Poecilia_reticulata
ENSPMEP00000025513	ENSPMEG00000008523	Poecilia_mexicana
ENSPFOP00000023683	ENSPFOG00000021854	Poecilia_formosa
ENSPLAP00000009522	ENSPLAG00000012307	Poecilia_latipinna
ENSPREP00000020538	ENSPREG00000013879	Poecilia_reticulata
ENSXMAP00000025032	ENSXMAG00000024452	Xiphophorus_maculatus
ENSXCOP00000009980	ENSXCOG00000007565	Xiphophorus_couchianus
ENSORLP00000040914	ENSORLG00000025350	Oryzias_latipes_ASM223467v1
ENSORLP00015016382	ENSORLG00015017354	Oryzias_latipes_ASM223469v1
ENSORLP00020017860	ENSORLG00020018854	Oryzias_latipes_ASM223471v1
ENSOMEP00000021172	ENSOMEG00000000792	Oryzias_melastigma
ENSMZEP00005016583	ENSMZEG00005012448	Maylandia_zebra
ENSACLP00000008721	ENSACLG00000005930	Astatotilapia_calliptera
ENSPNYP00000003753	ENSPNYG00000002929	Pundamilia_nyererei
ENSHBUP00000020248	ENSHBUG00000022504	Haplochromis_burtoni
ENSNBRP00000028901	ENSNBRG00000022005	Neolamprologus_brichardi
ENSONIP00000000999	ENSONIG00000000788	Oreochromis_niloticus
ENSACIP00000002673	ENSACIG00000002152	Amphilophus_citrinellus
ENSTRUP00000032621	ENSTRUG00000012880	Takifugu_rubripes
ENSTNIP00000013901	ENSTNIG00000010971	Tetraodon_nigroviridis
ENSPMGP00000000144	ENSPMGG00000000163	Periophthalmus_magnuspinnatus
ENSHCOP00000024951	ENSHCOG00000014732	Hippocampus_comes
ENSGMOP00000009428	ENSGMOG00000008820	Gadus_morhua
ENSHHUP00000088262	ENSHHUG00000051009	Hucho_hucho
ENSHHUP00000007444	ENSHHUG00000004578	Hucho_hucho
ENSELUP00000010914	ENSELUG00000011360	Esox_lucius
ENSCHAP00000040355	ENSCHAG00000018886	Clupea_harengus
ENSDCDP00000028479	ENSDCDG00000020513	Denticeps_clupeoides
ENSAMXP00005001141	ENSAMXG00005000702	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000035829	ENSAMXG00000032847	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000014811	ENSPNAG00000020765	Pygocentrus_nattereri
ENSEEEP00000018560	ENSEEEG00000009123	Electrophorus_electricus
ENSIPUP00000033832	ENSIPUG00000022736	Ictalurus_punctatus
ENSDARP00000077862	ENSDARG00000057352	Danio_rerio
ENSPKIP00000013324	ENSPKIG00000000803	Paramormyrops_kingsleyae
ENSSFOP00015028050	ENSSFOG00015018006	Scleropages_formosus
ENSCHAP00000054250	ENSCHAG00000024612	Clupea_harengus
ENSDARP00000133332	ENSDARG00000098849	Danio_rerio
ENSSFOP00015001269	ENSSFOG00015000907	Scleropages_formosus
ENSIPUP00000021658	ENSIPUG00000014684	Ictalurus_punctatus
ENSEEEP00000037633	ENSEEEG00000017904	Electrophorus_electricus
ENSDCDP00000031487	ENSDCDG00000021891	Denticeps_clupeoides
ENSLOCP00000014275	ENSLOCG00000011616	Lepisosteus_oculatus
ENSECRP00000028390	ENSECRG00000019215	Erpetoichthys_calabaricus
ENSCMIP00000036293	ENSCMIG00000015344	Callorhinchus_milii
ENSEBUP00000024801	ENSEBUG00000015318	Eptatretus_burgeri
ENSCSAVP00000005237	ENSCSAVG00000003117	Ciona_savignyi
ENSCINP00000030214	ENSCING00000019998	Ciona_intestinalis
FBpp0079579	FBgn0032219	Drosophila_melanogaster
C54G10.4b.1	WBGene00008320	Caenorhabditis_elegans_strain_N2
