C27H6.8.1	WBGene00007787	Caenorhabditis_elegans_strain_N2	C27H6.8.1
FBpp0081443	FBgn0037652	Drosophila_melanogaster	FBtr0081963
ENSLACP00000016044	ENSLACG00000014129	Latimeria_chalumnae
ENSIPUP00000021877	ENSIPUG00000014822	Ictalurus_punctatus
ENSAMXP00000038422	ENSAMXG00000042113	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005001007	ENSAMXG00005000650	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSDARP00000142177	ENSDARG00000069977	Danio_rerio
ENSSFOP00015020765	ENSSFOG00015013355	Scleropages_formosus
ENSPKIP00000015127	ENSPKIG00000001941	Paramormyrops_kingsleyae
ENSLOCP00000006692	ENSLOCG00000005545	Lepisosteus_oculatus
ENSECRP00000007479	ENSECRG00000004979	Erpetoichthys_calabaricus
ENSAHAP00000004899	ENSAHAG00000003715	Apteryx_haastii
ENSAOWP00000028468	ENSAOWG00000019175	Apteryx_owenii
ENSARWP00000003441	ENSARWG00000002551	Apteryx_rowi
ENSDNVP00000006287	ENSDNVG00000004515	Dromaius_novaehollandiae
ENSNPEP00000015405	ENSNPEG00000011478	Nothoprocta_perdicaria
ENSAPLP00000029513	ENSAPLG00000030654	Anas_platyrhynchos_platyrhynchos
ENSABRP00000015811	ENSABRG00000013840	Anser_brachyrhynchus
ENSMGAP00000007672	ENSMGAG00000007548	Meleagris_gallopavo
ENSGALP00000046107	ENSGALG00000037688	Gallus_gallus
ENSCJPP00005008937	ENSCJPG00005007919	Coturnix_japonica
ENSMGAP00000007900	ENSMGAG00000007755	Meleagris_gallopavo
ENSNMEP00000008020	ENSNMEG00000007923	Numida_meleagris
ENSCPUP00000004511	ENSCPUG00000003334	Calidris_pugnax
ENSCPGP00000011907	ENSCPGG00000008462	Calidris_pygmaea
ENSLCOP00000002108	ENSLCOG00000001614	Lepidothrix_coronata
ENSMVIP00005000526	ENSMVIG00005000427	Manacus_vitellinus
ENSPMJP00000000728	ENSPMJG00000000630	Parus_major
ENSCCEP00000019316	ENSCCEG00000017523	Cyanistes_caeruleus
ENSJHYP00000020558	ENSJHYG00000015589	Junco_hyemalis
ENSFALP00000001348	ENSFALG00000001289	Ficedula_albicollis
ENSTGUP00000017373	ENSTGUG00000017089	Taeniopygia_guttata
ENSLSDP00000004935	ENSLSDG00000003866	Lonchura_striata_domestica
ENSCPRP00005009805	ENSCPRG00005007001	Crocodylus_porosus
ENSGAGP00000009116	ENSGAGG00000007197	Gopherus_agassizii
ENSCABP00000006326	ENSCABG00000004777	Chelonoidis_abingdonii
ENSCPBP00000002245	ENSCPBG00000001813	Chrysemys_picta_bellii
ENSPVIP00000008644	ENSPVIG00000006949	Pogona_vitticeps	ENSPVIT00000011071
ENSACAP00000005363	ENSACAG00000005470	Anolis_carolinensis	ENSACAT00000005480
ENSNSUP00000003789	ENSNSUG00000003053	Notechis_scutatus	ENSNSUT00000004078
ENSSMRP00000004720	ENSSMRG00000003891	Salvator_merianae
ENSSPUP00000008116	ENSSPUG00000006303	Sphenodon_punctatus
ENSCAPP00000008904	ENSCAPG00000010507	Cavia_aperea
ENSJJAP00000008217	ENSJJAG00000012427	Jaculus_jaculus
ENSOPRP00000014306	ENSOPRG00000015655	Ochotona_princeps
ENSHGLP00100017521	ENSHGLG00100012924	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000003571	ENSHGLG00000002639	Heterocephalus_glaber_HetGla_female_1.0
ENSPPRP00000014583	ENSPPRG00000007438	Panthera_pardus
ENSLAFP00000015118	ENSLAFG00000018032	Loxodonta_africana
ENSETEP00000001712	ENSETEG00000002112	Echinops_telfairi
ENSOCUP00000009711	ENSOCUG00000011280	Oryctolagus_cuniculus
ENSCGRP00015038343	ENSCGRG00015028651	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000019366	ENSCGRG00000014103	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001009252	ENSCGRG00001011384	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000017769	ENSMAUG00000016541	Mesocricetus_auratus
ENSMOCP00000010377	ENSMOCG00000010593	Microtus_ochrogaster
ENSPEMP00000011935	ENSPEMG00000012414	Peromyscus_maniculatus_bairdii
MGP_SPRETEiJ_P0041815	MGP_SPRETEiJ_G0021240	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000030560	ENSMSIG00000025575	Mus_spicilegus
ENSMUSP00000109312	ENSMUSG00000001285	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0039978	MGP_CAROLIEiJ_G0020347	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0043325	MGP_PahariEiJ_G0020346	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000017942	ENSRNOG00000013343	Rattus_norvegicus
ENSMUGP00000017105	ENSMUGG00000014562	Meriones_unguiculatus
ENSNGAP00000012126	ENSNGAG00000014076	Nannospalax_galili
ENSSDAP00000010236	ENSSDAG00000009322	Spermophilus_dauricus
ENSSTOP00000003882	ENSSTOG00000004332	Ictidomys_tridecemlineatus
ENSUPAP00010026453	ENSUPAG00010020913	Urocitellus_parryii
ENSMMMP00000002940	ENSMMMG00000002670	Marmota_marmota_marmota
ENSCCNP00000021496	ENSCCNG00000021281	Castor_canadensis
ENSDORP00000014433	ENSDORG00000015335	Dipodomys_ordii
ENSODEP00000018568	ENSODEG00000013685	Octodon_degus
ENSFDAP00000014556	ENSFDAG00000001871	Fukomys_damarensis
ENSCLAP00000018471	ENSCLAG00000012669	Chinchilla_lanigera
ENSCPOP00000015271	ENSCPOG00000026630	Cavia_porcellus
ENSTSYP00000000674	ENSTSYG00000000734	Carlito_syrichta
ENSPCOP00000027524	ENSPCOG00000026269	Propithecus_coquereli
ENSMICP00000013014	ENSMICG00000014281	Microcebus_murinus
ENSPSMP00000028456	ENSPSMG00000019787	Prolemur_simus
ENSOGAP00000008480	ENSOGAG00000009469	Otolemur_garnettii
ENSPPAP00000037443	ENSPPAG00000041478	Pan_paniscus
ENSPTRP00000008531	ENSPTRG00000005011	Pan_troglodytes
ENSP00000267103	ENSG00000139637	Homo_sapiens
ENSGGOP00000015405	ENSGGOG00000015795	Gorilla_gorilla
ENSPPYP00000005220	ENSPPYG00000004576	Pongo_abelii
ENSNLEP00000043703	ENSNLEG00000017704	Nomascus_leucogenys
ENSRROP00000012294	ENSRROG00000030453	Rhinopithecus_roxellana
ENSRBIP00000018448	ENSRBIG00000033203	Rhinopithecus_bieti
ENSCANP00000000025	ENSCANG00000000011	Colobus_angolensis_palliatus
ENSPTEP00000040293	ENSPTEG00000037137	Piliocolobus_tephrosceles
ENSTGEP00000010148	ENSTGEG00000008330	Theropithecus_gelada
ENSCATP00000036924	ENSCATG00000041234	Cercocebus_atys
ENSMMUP00000029020	ENSMMUG00000022034	Macaca_mulatta
ENSMNEP00000037780	ENSMNEG00000041952	Macaca_nemestrina
ENSMFAP00000017307	ENSMFAG00000031782	Macaca_fascicularis
ENSMLEP00000038719	ENSMLEG00000043408	Mandrillus_leucophaeus
ENSPANP00000000304	ENSPANG00000012627	Papio_anubis
ENSCSAP00000001813	ENSCSAG00000005511	Chlorocebus_sabaeus
ENSCCAP00000027906	ENSCCAG00000031836	Cebus_capucinus_imitator
ENSSBOP00000002256	ENSSBOG00000011763	Saimiri_boliviensis_boliviensis
ENSCJAP00000034308	ENSCJAG00000018493	Callithrix_jacchus
ENSANAP00000031062	ENSANAG00000033276	Aotus_nancymaae
ENSTBEP00000014312	ENSTBEG00000016469	Tupaia_belangeri
ENSPVAP00000011569	ENSPVAG00000012275	Pteropus_vampyrus
ENSSARP00000005641	ENSSARG00000006241	Sorex_araneus
ENSCHIP00000032718	ENSCHIG00000026582	Capra_hircus
ENSOARP00000017764	ENSOARG00000016542	Ovis_aries
ENSBIXP00000018990	ENSBIXG00000004426	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005034025	ENSBIXG00005002148	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000026875	ENSBTAG00000020177	Bos_taurus
ENSBMUP00000029756	ENSBMUG00000022239	Bos_mutus
ENSBBBP00000024656	ENSBBBG00000005178	Bison_bison_bison
ENSTTRP00000002609	ENSTTRG00000002782	Tursiops_truncatus
ENSVPAP00000000879	ENSVPAG00000000952	Vicugna_pacos
ENSSSCP00000000282	ENSSSCG00000000267	Sus_scrofa_strain_reference
ENSEEUP00000012716	ENSEEUG00000013949	Erinaceus_europaeus
ENSMLUP00000015771	ENSMLUG00000017297	Myotis_lucifugus
ENSUAMP00000003642	ENSUAMG00000003341	Ursus_americanus
ENSUMAP00000014064	ENSUMAG00000010360	Ursus_maritimus
ENSAMEP00000013076	ENSAMEG00000012414	Ailuropoda_melanoleuca
ENSNVIP00000001440	ENSNVIG00000001139	Neovison_vison
ENSMPUP00000006001	ENSMPUG00000006052	Mustela_putorius_furo
ENSCAFP00020027039	ENSCAFG00020021220	Canis_lupus_dingo
ENSCAFP00000010395	ENSCAFG00000006981	Canis_lupus_familiaris
ENSVVUP00000039443	ENSVVUG00000028076	Vulpes_vulpes
ENSPPRP00000019708	ENSPPRG00000011016	Panthera_pardus
ENSPTIP00000017861	ENSPTIG00000016171	Panthera_tigris_altaica
ENSFCAP00000043802	ENSFCAG00000050847	Felis_catus
ENSECAP00000009272	ENSECAG00000011273	Equus_caballus
ENSEASP00005014261	ENSEASG00005009953	Equus_asinus_asinus
ENSDNOP00000027087	ENSDNOG00000035598	Dasypus_novemcinctus
ENSPCIP00000046800	ENSPCIG00000006639	Phascolarctos_cinereus
ENSPCIP00000039723	ENSPCIG00000029147	Phascolarctos_cinereus
ENSVURP00010014429	ENSVURG00010011090	Vombatus_ursinus
ENSMEUP00000011035	ENSMEUG00000012114	Notamacropus_eugenii
ENSSHAP00000006264	ENSSHAG00000005453	Sarcophilus_harrisii
ENSPMAP00000001542	ENSPMAG00000001402	Petromyzon_marinus
ENSEBUP00000012546	ENSEBUG00000007975	Eptatretus_burgeri
ENSCMIP00000040829	ENSCMIG00000017017	Callorhinchus_milii
ENSPMAP00000009370	ENSPMAG00000008512	Petromyzon_marinus	ENSPMAT00000009410
ENSXETP00000022335	ENSXETG00000005860	Xenopus_tropicalis
ENSHHUP00000004541	ENSHHUG00000002839	Hucho_hucho
ENSCSAVP00000019267	ENSCSAVG00000011311	Ciona_savignyi
ENSCSAVP00000009420	ENSCSAVG00000005547	Ciona_savignyi
ENSCINP00000014124	ENSCING00000006869	Ciona_intestinalis
YER156C_mRNA	YER156C	Saccharomyces_cerevisiae_strain_S288C
