ENSPTEP00000005381	ENSPTEG00000006236	Piliocolobus_tephrosceles	ENSPTET00000008280
ENSPTEP00000014893	ENSPTEG00000016597	Piliocolobus_tephrosceles	ENSPTET00000022290
ENSPTEP00000001399	ENSPTEG00000001549	Piliocolobus_tephrosceles	ENSPTET00000002058
ENSPTEP00000001480	ENSPTEG00000001647	Piliocolobus_tephrosceles	ENSPTET00000002177
ENSPTEP00000025649	ENSPTEG00000025911	Piliocolobus_tephrosceles	ENSPTET00000036258
ENSPTEP00000001203	ENSPTEG00000001312	Piliocolobus_tephrosceles	ENSPTET00000001750
ENSJHYP00000000748	ENSJHYG00000000704	Junco_hyemalis	ENSJHYT00000000961
ENSPMAP00000002574	ENSPMAG00000002335	Petromyzon_marinus
ENSLSDP00000001047	ENSLSDG00000000834	Lonchura_striata_domestica
ENSCCEP00000014964	ENSCCEG00000014232	Cyanistes_caeruleus
ENSPMJP00000004573	ENSPMJG00000003936	Parus_major
ENSTGUP00000014664	ENSTGUG00000014267	Taeniopygia_guttata
ENSSCAP00000003400	ENSSCAG00000002857	Serinus_canaria
ENSJHYP00000010567	ENSJHYG00000008292	Junco_hyemalis
ENSZALP00000016672	ENSZALG00000013506	Zonotrichia_albicollis
ENSFALP00000004451	ENSFALG00000004272	Ficedula_albicollis
ENSLCOP00000009540	ENSLCOG00000006947	Lepidothrix_coronata
ENSMVIP00005025861	ENSMVIG00005018061	Manacus_vitellinus
ENSMUNP00000019951	ENSMUNG00000015224	Melopsittacus_undulatus
ENSCPGP00000015958	ENSCPGG00000011235	Calidris_pygmaea
ENSCPUP00000011746	ENSCPUG00000008319	Calidris_pugnax
ENSGALP00000013122	ENSGALG00000008094	Gallus_gallus
ENSCJPP00005004244	ENSCJPG00005004261	Coturnix_japonica
ENSMGAP00000007187	ENSMGAG00000007073	Meleagris_gallopavo
ENSNMEP00000023547	ENSNMEG00000019955	Numida_meleagris
ENSABRP00000009557	ENSABRG00000008240	Anser_brachyrhynchus
ENSAHAP00000007344	ENSAHAG00000005513	Apteryx_haastii
ENSARWP00000016792	ENSARWG00000011584	Apteryx_rowi
ENSAOWP00000021226	ENSAOWG00000014358	Apteryx_owenii
ENSDNVP00000004396	ENSDNVG00000003115	Dromaius_novaehollandiae
ENSNPEP00000009143	ENSNPEG00000006866	Nothoprocta_perdicaria
ENSCPRP00005013098	ENSCPRG00005009268	Crocodylus_porosus
ENSGAGP00000023383	ENSGAGG00000017137	Gopherus_agassizii
ENSCABP00000009302	ENSCABG00000007001	Chelonoidis_abingdonii
ENSCPBP00000031216	ENSCPBG00000021912	Chrysemys_picta_bellii
ENSPSIP00000020222	ENSPSIG00000017889	Pelodiscus_sinensis
ENSPVIP00000005146	ENSPVIG00000004187	Pogona_vitticeps
ENSACAP00000009377	ENSACAG00000009505	Anolis_carolinensis
ENSNSUP00000018958	ENSNSUG00000013837	Notechis_scutatus
ENSSMRP00000026242	ENSSMRG00000020273	Salvator_merianae
ENSSPUP00000000465	ENSSPUG00000000425	Sphenodon_punctatus
ENSXETP00000020208	ENSXETG00000012453	Xenopus_tropicalis
ENSCANP00000003737	ENSCANG00000013237	Colobus_angolensis_palliatus
ENSRBIP00000015623	ENSRBIG00000031908	Rhinopithecus_bieti
ENSSBOP00000026206	ENSSBOG00000029555	Saimiri_boliviensis_boliviensis
ENSOPRP00000001408	ENSOPRG00000001534	Ochotona_princeps
ENSCGRP00000007158	ENSCGRG00000005208	Cricetulus_griseus_CriGri_1.0
ENSTBEP00000002219	ENSTBEG00000002568	Tupaia_belangeri
ENSMLUP00000000802	ENSMLUG00000000871	Myotis_lucifugus
ENSMLUP00000020444	ENSMLUG00000025298	Myotis_lucifugus
ENSPVAP00000007844	ENSPVAG00000008306	Pteropus_vampyrus
ENSOGAP00000017708	ENSOGAG00000034053	Otolemur_garnettii
ENSOGAP00000017337	ENSOGAG00000030645	Otolemur_garnettii
ENSPPYP00000014577	ENSPPYG00000013046	Pongo_abelii
ENSNLEP00000008378	ENSNLEG00000006874	Nomascus_leucogenys
ENSPTEP00000025502	ENSPTEG00000025785	Piliocolobus_tephrosceles
ENSPTEP00000037009	ENSPTEG00000034692	Piliocolobus_tephrosceles
ENSPTEP00000029422	ENSPTEG00000028842	Piliocolobus_tephrosceles
ENSRROP00000012981	ENSRROG00000030781	Rhinopithecus_roxellana
ENSRROP00000014639	ENSRROG00000031493	Rhinopithecus_roxellana
ENSRBIP00000034048	ENSRBIG00000040741	Rhinopithecus_bieti
ENSRBIP00000038898	ENSRBIG00000042920	Rhinopithecus_bieti
ENSMMUP00000017129	ENSMMUG00000010489	Macaca_mulatta
ENSMMUP00000009462	ENSMMUG00000007216	Macaca_mulatta
ENSMFAP00000020045	ENSMFAG00000033000	Macaca_fascicularis
ENSTGEP00000036072	ENSTGEG00000028710	Theropithecus_gelada
ENSPANP00000033300	ENSPANG00000029555	Papio_anubis
ENSPANP00000000658	ENSPANG00000010359	Papio_anubis
ENSTGEP00000010227	ENSTGEG00000008393	Theropithecus_gelada
ENSMLEP00000019162	ENSMLEG00000033771	Mandrillus_leucophaeus
ENSCATP00000043230	ENSCATG00000044175	Cercocebus_atys
ENSCSAP00000007632	ENSCSAG00000011463	Chlorocebus_sabaeus
ENSCJAP00000046765	ENSCJAG00000003990	Callithrix_jacchus
ENSANAP00000000367	ENSANAG00000000200	Aotus_nancymaae
ENSPTRP00000061589	ENSPTRG00000044665	Pan_troglodytes
ENSPPAP00000031949	ENSPPAG00000038858	Pan_paniscus
ENSP00000340019	ENSG00000144381	Homo_sapiens
ENSGGOP00000008081	ENSGGOG00000008267	Gorilla_gorilla
ENSCCAP00000022095	ENSCCAG00000028857	Cebus_capucinus_imitator
ENSCCAP00000019689	ENSCCAG00000027679	Cebus_capucinus_imitator
ENSCJAP00000056513	ENSCJAG00000065424	Callithrix_jacchus
ENSSBOP00000035709	ENSSBOG00000034003	Saimiri_boliviensis_boliviensis
ENSRROP00000022971	ENSRROG00000035347	Rhinopithecus_roxellana
ENSRBIP00000016346	ENSRBIG00000032157	Rhinopithecus_bieti
ENSCANP00000022160	ENSCANG00000034480	Colobus_angolensis_palliatus
ENSPTEP00000033339	ENSPTEG00000031858	Piliocolobus_tephrosceles
ENSRBIP00000042892	ENSRBIG00000044666	Rhinopithecus_bieti
ENSRROP00000044781	ENSRROG00000045330	Rhinopithecus_roxellana
ENSCANP00000017353	ENSCANG00000032115	Colobus_angolensis_palliatus
ENSMNEP00000022061	ENSMNEG00000034702	Macaca_nemestrina
ENSMFAP00000000934	ENSMFAG00000036512	Macaca_fascicularis
ENSPANP00000035427	ENSPANG00000031500	Papio_anubis
ENSTGEP00000017803	ENSTGEG00000014395	Theropithecus_gelada
ENSMLEP00000040869	ENSMLEG00000044452	Mandrillus_leucophaeus
ENSCATP00000032649	ENSCATG00000039348	Cercocebus_atys
ENSCATP00000023924	ENSCATG00000035488	Cercocebus_atys
ENSPPAP00000041452	ENSPPAG00000043346	Pan_paniscus
ENSPTRP00000064971	ENSPTRG00000049884	Pan_troglodytes
ENSMLEP00000025478	ENSMLEG00000036938	Mandrillus_leucophaeus
ENSPANP00000028153	ENSPANG00000007054	Papio_anubis
ENSMNEP00000001346	ENSMNEG00000005986	Macaca_nemestrina
ENSCATP00000017037	ENSCATG00000032435	Cercocebus_atys
ENSMFAP00000033774	ENSMFAG00000003390	Macaca_fascicularis
ENSMLEP00000001228	ENSMLEG00000004650	Mandrillus_leucophaeus
ENSPANP00000044633	ENSPANG00000030891	Papio_anubis
ENSCATP00000046006	ENSCATG00000045349	Cercocebus_atys
ENSMNEP00000013195	ENSMNEG00000030798	Macaca_nemestrina
ENSMFAP00000045795	ENSMFAG00000000609	Macaca_fascicularis
ENSRROP00000016309	ENSRROG00000032292	Rhinopithecus_roxellana
ENSCANP00000034455	ENSCANG00000040874	Colobus_angolensis_palliatus
ENSRROP00000001515	ENSRROG00000006280	Rhinopithecus_roxellana
ENSPPAP00000000113	ENSPPAG00000000307	Pan_paniscus
ENSPTRP00000082129	ENSPTRG00000043291	Pan_troglodytes
ENSGGOP00000032074	ENSGGOG00000037831	Gorilla_gorilla
ENSNLEP00000025692	ENSNLEG00000019303	Nomascus_leucogenys
ENSMFAP00000042433	ENSMFAG00000039989	Macaca_fascicularis
ENSMNEP00000014992	ENSMNEG00000031612	Macaca_nemestrina
ENSMLEP00000024467	ENSMLEG00000036343	Mandrillus_leucophaeus
ENSPANP00000029420	ENSPANG00000029855	Papio_anubis
ENSTGEP00000015104	ENSTGEG00000012272	Theropithecus_gelada
ENSCATP00000021515	ENSCATG00000034430	Cercocebus_atys
ENSRBIP00000029033	ENSRBIG00000038383	Rhinopithecus_bieti
ENSCANP00000008879	ENSCANG00000027779	Colobus_angolensis_palliatus
ENSPPAP00000023263	ENSPPAG00000034777	Pan_paniscus
ENSGGOP00000046187	ENSGGOG00000038059	Gorilla_gorilla
ENSPTEP00000007356	ENSPTEG00000008388	Piliocolobus_tephrosceles
ENSCJAP00000063716	ENSCJAG00000004247	Callithrix_jacchus
ENSANAP00000006068	ENSANAG00000021108	Aotus_nancymaae
ENSANAP00000019386	ENSANAG00000027482	Aotus_nancymaae
ENSPPAP00000010011	ENSPPAG00000028239	Pan_paniscus
ENSGGOP00000043067	ENSGGOG00000025469	Gorilla_gorilla
ENSMICP00000038925	ENSMICG00000028600	Microcebus_murinus
ENSPCOP00000005899	ENSPCOG00000013989	Propithecus_coquereli
ENSPSMP00000036500	ENSPSMG00000025102	Prolemur_simus
ENSPSMP00000019570	ENSPSMG00000013814	Prolemur_simus
ENSTSYP00000000475	ENSTSYG00000000513	Carlito_syrichta
ENSTSYP00000015055	ENSTSYG00000034390	Carlito_syrichta
ENSCGRP00001024297	ENSCGRG00001022265	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000011278	ENSCGRG00000008207	Cricetulus_griseus_CriGri_1.0
ENSODEP00000005191	ENSODEG00000003933	Octodon_degus
ENSPTRP00000066065	ENSPTRG00000052601	Pan_troglodytes
ENSGGOP00000049003	ENSGGOG00000038467	Gorilla_gorilla
ENSMLEP00000032894	ENSMLEG00000040621	Mandrillus_leucophaeus
ENSPTRP00000074499	ENSPTRG00000045315	Pan_troglodytes
ENSPPAP00000018272	ENSPPAG00000032170	Pan_paniscus
ENSGGOP00000050951	ENSGGOG00000042033	Gorilla_gorilla
ENSNLEP00000047182	ENSNLEG00000028218	Nomascus_leucogenys
ENSRBIP00000032857	ENSRBIG00000040212	Rhinopithecus_bieti
ENSCANP00000031412	ENSCANG00000039374	Colobus_angolensis_palliatus
ENSANAP00000039542	ENSANAG00000037141	Aotus_nancymaae
ENSCCAP00000014437	ENSCCAG00000024955	Cebus_capucinus_imitator
ENSTSYP00000030075	ENSTSYG00000030505	Carlito_syrichta
ENSCAPP00000004139	ENSCAPG00000006721	Cavia_aperea
ENSFDAP00000011316	ENSFDAG00000018895	Fukomys_damarensis
ENSMUGP00000003630	ENSMUGG00000003381	Meriones_unguiculatus
ENSMAUP00000007509	ENSMAUG00000009168	Mesocricetus_auratus
ENSODEP00000004876	ENSODEG00000003699	Octodon_degus
ENSJJAP00000002772	ENSJJAG00000005021	Jaculus_jaculus
ENSJJAP00000017527	ENSJJAG00000019056	Jaculus_jaculus
ENSJJAP00000010983	ENSJJAG00000014428	Jaculus_jaculus
ENSJJAP00000022727	ENSJJAG00000022692	Jaculus_jaculus
ENSCCAP00000038907	ENSCCAG00000037298	Cebus_capucinus_imitator
ENSSBOP00000024646	ENSSBOG00000028776	Saimiri_boliviensis_boliviensis
ENSANAP00000016619	ENSANAG00000026169	Aotus_nancymaae
ENSNGAP00000016502	ENSNGAG00000017216	Nannospalax_galili
ENSMPUP00000012265	ENSMPUG00000012359	Mustela_putorius_furo
ENSMPUP00000009342	ENSMPUG00000009417	Mustela_putorius_furo
ENSAMEP00000010420	ENSAMEG00000009922	Ailuropoda_melanoleuca
ENSUMAP00000027823	ENSUMAG00000020208	Ursus_maritimus
ENSCAFP00000054307	ENSCAFG00000043115	Canis_lupus_familiaris
ENSTBEP00000003578	ENSTBEG00000004150	Tupaia_belangeri
ENSANAP00000026749	ENSANAG00000031124	Aotus_nancymaae
ENSMPUP00000003133	ENSMPUG00000003166	Mustela_putorius_furo
ENSDNOP00000021868	ENSDNOG00000036318	Dasypus_novemcinctus
ENSTSYP00000021424	ENSTSYG00000032878	Carlito_syrichta
ENSNVIP00000031910	ENSNVIG00000024571	Neovison_vison
ENSETEP00000007459	ENSETEG00000009184	Echinops_telfairi
ENSUMAP00000028863	ENSUMAG00000020952	Ursus_maritimus
ENSAMEP00000014533	ENSAMEG00000013770	Ailuropoda_melanoleuca
ENSMPUP00000007760	ENSMPUG00000007818	Mustela_putorius_furo
ENSNVIP00000013435	ENSNVIG00000010575	Neovison_vison
ENSCAFP00000016007	ENSCAFG00000010865	Canis_lupus_familiaris
ENSCAFP00020005800	ENSCAFG00020004710	Canis_lupus_dingo
ENSVVUP00000036109	ENSVVUG00000025940	Vulpes_vulpes
ENSPPRP00000015764	ENSPPRG00000008279	Panthera_pardus
ENSPPRP00000013918	ENSPPRG00000007016	Panthera_pardus
ENSPTIP00000004186	ENSPTIG00000006760	Panthera_tigris_altaica
ENSFCAP00000019234	ENSFCAG00000025949	Felis_catus
ENSBIXP00005029424	ENSBIXG00005009345	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000044043	ENSBIXG00000028265	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000016708	ENSBTAG00000012586	Bos_taurus
ENSBIXP00005041654	ENSBIXG00005007703	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000002341	ENSBIXG00000008823	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000059077	ENSBTAG00000047441	Bos_taurus
ENSBMUP00000013078	ENSBMUG00000009989	Bos_mutus
ENSBBBP00000019990	ENSBBBG00000013534	Bison_bison_bison
ENSOARP00000016600	ENSOARG00000015476	Ovis_aries
ENSCHIP00000002020	ENSCHIG00000004382	Capra_hircus
ENSSSCP00000047456	ENSSSCG00000016077	Sus_scrofa_strain_reference
ENSTTRP00000003205	ENSTTRG00000003417	Tursiops_truncatus
ENSVPAP00000005387	ENSVPAG00000005803	Vicugna_pacos
ENSEASP00005029627	ENSEASG00005020152	Equus_asinus_asinus
ENSECAP00000007167	ENSECAG00000008968	Equus_caballus
ENSSARP00000006416	ENSSARG00000007072	Sorex_araneus
ENSLAFP00000000045	ENSLAFG00000000053	Loxodonta_africana
ENSPCAP00000008827	ENSPCAG00000009458	Procavia_capensis
ENSCHOP00000006554	ENSCHOG00000007401	Choloepus_hoffmanni
ENSMMMP00000006284	ENSMMMG00000005635	Marmota_marmota_marmota
ENSMMMP00000005025	ENSMMMG00000004594	Marmota_marmota_marmota
ENSMMMP00000012467	ENSMMMG00000011138	Marmota_marmota_marmota
ENSSDAP00000009411	ENSSDAG00000008553	Spermophilus_dauricus
ENSOPRP00000009230	ENSOPRG00000010103	Ochotona_princeps
ENSMAUP00000019537	ENSMAUG00000017789	Mesocricetus_auratus
ENSPCOP00000012148	ENSPCOG00000017620	Propithecus_coquereli
ENSNVIP00000005536	ENSNVIG00000004455	Neovison_vison
ENSDNOP00000023245	ENSDNOG00000033402	Dasypus_novemcinctus
ENSCCNP00000000075	ENSCCNG00000000100	Castor_canadensis
ENSDORP00000010402	ENSDORG00000011069	Dipodomys_ordii
ENSHGLP00000011049	ENSHGLG00000007927	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100005720	ENSHGLG00100004335	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000021818	ENSFDAG00000007435	Fukomys_damarensis
ENSODEP00000012163	ENSODEG00000009026	Octodon_degus
ENSODEP00000003649	ENSODEG00000002793	Octodon_degus
ENSHGLP00100008123	ENSHGLG00100006045	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000009844	ENSHGLG00000007065	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00000004698	ENSHGLG00000003443	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100025310	ENSHGLG00100018570	Heterocephalus_glaber_HetGla_1.0
ENSODEP00000026119	ENSODEG00000019492	Octodon_degus
ENSODEP00000023555	ENSODEG00000017255	Octodon_degus
ENSCPOP00000016987	ENSCPOG00000002588	Cavia_porcellus
ENSCLAP00000016824	ENSCLAG00000011541	Chinchilla_lanigera
ENSDORP00000024097	ENSDORG00000024578	Dipodomys_ordii
MGP_CAROLIEiJ_P0017673	MGP_CAROLIEiJ_G0014143	Mus_caroli_strain_CAROLI_EIJ
ENSMUSP00000027123	ENSMUSG00000025980	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000021999	ENSMSIG00000018667	Mus_spicilegus
ENSRNOP00000063666	ENSRNOG00000014525	Rattus_norvegicus
MGP_SPRETEiJ_P0018678	MGP_SPRETEiJ_G0014949	Mus_spretus_strain_SPRET/EiJ
MGP_PahariEiJ_P0072989	MGP_PahariEiJ_G0027382	Mus_pahari_strain_PAHARI_EIJ
ENSMUGP00000009813	ENSMUGG00000008738	Meriones_unguiculatus
ENSCGRP00001022659	ENSCGRG00001021126	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015038500	ENSCGRG00015028778	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000004280	ENSCGRG00000003149	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000019336	ENSMAUG00000017635	Mesocricetus_auratus
ENSPEMP00000016087	ENSPEMG00000015411	Peromyscus_maniculatus_bairdii
ENSMOCP00000004997	ENSMOCG00000004384	Microtus_ochrogaster
ENSMOCP00000010611	ENSMOCG00000010843	Microtus_ochrogaster
ENSMOCP00000003486	ENSMOCG00000002787	Microtus_ochrogaster
ENSPEMP00000006648	ENSPEMG00000008810	Peromyscus_maniculatus_bairdii
ENSCGRP00000005543	ENSCGRG00000004060	Cricetulus_griseus_CriGri_1.0
ENSNGAP00000008002	ENSNGAG00000011094	Nannospalax_galili
ENSNGAP00000017246	ENSNGAG00000017727	Nannospalax_galili
ENSJJAP00000014177	ENSJJAG00000016713	Jaculus_jaculus
ENSSTOP00000020464	ENSSTOG00000028470	Ictidomys_tridecemlineatus
ENSOCUP00000010958	ENSOCUG00000012736	Oryctolagus_cuniculus
ENSTSYP00000032793	ENSTSYG00000034355	Carlito_syrichta
ENSCAFP00000038315	ENSCAFG00000030272	Canis_lupus_familiaris
ENSCAFP00020023086	ENSCAFG00020018236	Canis_lupus_dingo
ENSVVUP00000023588	ENSVVUG00000017278	Vulpes_vulpes
ENSUAMP00000010491	ENSUAMG00000008622	Ursus_americanus
ENSPTIP00000003898	ENSPTIG00000006533	Panthera_tigris_altaica
ENSANAP00000026094	ENSANAG00000030763	Aotus_nancymaae
ENSCSAP00000013285	ENSCSAG00000017248	Chlorocebus_sabaeus
ENSCCAP00000017576	ENSCCAG00000026585	Cebus_capucinus_imitator
ENSMICP00000016877	ENSMICG00000027563	Microcebus_murinus
ENSPSMP00000028233	ENSPSMG00000019660	Prolemur_simus
ENSMLUP00000016700	ENSMLUG00000025781	Myotis_lucifugus
ENSLAFP00000020977	ENSLAFG00000026655	Loxodonta_africana
ENSDNOP00000010257	ENSDNOG00000013226	Dasypus_novemcinctus
ENSDNOP00000027196	ENSDNOG00000040987	Dasypus_novemcinctus
ENSMODP00000042829	ENSMODG00000046554	Monodelphis_domestica
ENSEEUP00000006417	ENSEEUG00000007050	Erinaceus_europaeus
ENSOARP00000004572	ENSOARG00000004272	Ovis_aries
ENSOGAP00000000239	ENSOGAG00000000269	Otolemur_garnettii
ENSETEP00000010771	ENSETEG00000013285	Echinops_telfairi
ENSOANP00000016514	ENSOANG00000010414	Ornithorhynchus_anatinus
ENSSARP00000007339	ENSSARG00000008120	Sorex_araneus
ENSACIP00000012252	ENSACIG00000009572	Amphilophus_citrinellus
ENSUPAP00010019648	ENSUPAG00010015563	Urocitellus_parryii
ENSNGAP00000014612	ENSNGAG00000015882	Nannospalax_galili
ENSNLEP00000044683	ENSNLEG00000035992	Nomascus_leucogenys
ENSSBOP00000016927	ENSSBOG00000025135	Saimiri_boliviensis_boliviensis
ENSPPRP00000003862	ENSPPRG00000000163	Panthera_pardus
ENSFCAP00000025816	ENSFCAG00000027093	Felis_catus
ENSFCAP00000040280	ENSFCAG00000031049	Felis_catus
ENSCAFP00020025115	ENSCAFG00020019745	Canis_lupus_dingo
ENSUPAP00010012414	ENSUPAG00010010103	Urocitellus_parryii
ENSPEMP00000013273	ENSPEMG00000013367	Peromyscus_maniculatus_bairdii
ENSJJAP00000024411	ENSJJAG00000023884	Jaculus_jaculus
ENSPEMP00000026267	ENSPEMG00000022434	Peromyscus_maniculatus_bairdii
ENSUPAP00010018083	ENSUPAG00010014387	Urocitellus_parryii
ENSSDAP00000018215	ENSSDAG00000016659	Spermophilus_dauricus
ENSMMMP00000001754	ENSMMMG00000001619	Marmota_marmota_marmota
ENSPCOP00000021188	ENSPCOG00000022600	Propithecus_coquereli
ENSVVUP00000017322	ENSVVUG00000012762	Vulpes_vulpes
ENSMUGP00000029117	ENSMUGG00000024136	Meriones_unguiculatus
ENSNVIP00000013033	ENSNVIG00000010313	Neovison_vison
ENSTGEP00000017753	ENSTGEG00000014367	Theropithecus_gelada
ENSMFAP00000018887	ENSMFAG00000032484	Macaca_fascicularis
ENSMMUP00000051358	ENSMMUG00000043982	Macaca_mulatta
ENSTGEP00000030206	ENSTGEG00000024256	Theropithecus_gelada
ENSNLEP00000033603	ENSNLEG00000032467	Nomascus_leucogenys
ENSCCAP00000034465	ENSCCAG00000035205	Cebus_capucinus_imitator
ENSAPLP00000016885	ENSAPLG00000027317	Anas_platyrhynchos_platyrhynchos
ENSORLP00015022456	ENSORLG00015001826	Oryzias_latipes_ASM223469v1
ENSVURP00010022142	ENSVURG00010016966	Vombatus_ursinus
ENSPCIP00000013508	ENSPCIG00000010636	Phascolarctos_cinereus
ENSMEUP00000010919	ENSMEUG00000011987	Notamacropus_eugenii
