ENSLACP00000019147	ENSLACG00000016845	Latimeria_chalumnae
ENSCVAP00000028610	ENSCVAG00000015762	Cyprinodon_variegatus
ENSORLP00000015416	ENSORLG00000012314	Oryzias_latipes_ASM223467v1
ENSORLP00015029311	ENSORLG00015012398	Oryzias_latipes_ASM223469v1
ENSORLP00020032196	ENSORLG00020017623	Oryzias_latipes_ASM223471v1
ENSHCOP00000027435	ENSHCOG00000000736	Hippocampus_comes
ENSPMGP00000012422	ENSPMGG00000010245	Periophthalmus_magnuspinnatus
ENSGMOP00000010241	ENSGMOG00000009588	Gadus_morhua
ENSECRP00000017342	ENSECRG00000011570	Erpetoichthys_calabaricus
ENSACAP00000020819	ENSACAG00000026434	Anolis_carolinensis
ENSPVIP00000021090	ENSPVIG00000016018	Pogona_vitticeps
ENSNSUP00000004609	ENSNSUG00000003668	Notechis_scutatus
ENSSMRP00000015456	ENSSMRG00000012016	Salvator_merianae
ENSLAFP00000008547	ENSLAFG00000010202	Loxodonta_africana
ENSPCAP00000001947	ENSPCAG00000002103	Procavia_capensis
ENSETEP00000014579	ENSETEG00000017942	Echinops_telfairi
ENSSARP00000004163	ENSSARG00000004593	Sorex_araneus
ENSEEUP00000014490	ENSEEUG00000015869	Erinaceus_europaeus
ENSEASP00005000493	ENSEASG00005000462	Equus_asinus_asinus
ENSECAP00000018486	ENSECAG00000020971	Equus_caballus
ENSUAMP00000035660	ENSUAMG00000027081	Ursus_americanus
ENSUMAP00000008572	ENSUMAG00000006545	Ursus_maritimus
ENSAMEP00000007485	ENSAMEG00000007102	Ailuropoda_melanoleuca
ENSNVIP00000009182	ENSNVIG00000007275	Neovison_vison
ENSCAFP00020016692	ENSCAFG00020013386	Canis_lupus_dingo
ENSCAFP00000012955	ENSCAFG00000008811	Canis_lupus_familiaris
ENSVVUP00000026766	ENSVVUG00000019659	Vulpes_vulpes
ENSPPRP00000024341	ENSPPRG00000014543	Panthera_pardus
ENSPTIP00000024158	ENSPTIG00000020347	Panthera_tigris_altaica
ENSFCAP00000000076	ENSFCAG00000000084	Felis_catus
ENSTTRP00000004370	ENSTTRG00000004652	Tursiops_truncatus
ENSSSCP00000059270	ENSSSCG00000038562	Sus_scrofa_strain_reference
ENSOARP00000020511	ENSOARG00000019098	Ovis_aries
ENSCHIP00000031849	ENSCHIG00000026053	Capra_hircus
ENSBIXP00000017882	ENSBIXG00000021797	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000024996	ENSBTAG00000018773	Bos_taurus
ENSBMUP00000030763	ENSBMUG00000022988	Bos_mutus
ENSBBBP00000027619	ENSBBBG00000023931	Bison_bison_bison
ENSBIXP00005016892	ENSBIXG00005003441	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSPVAP00000009257	ENSPVAG00000009824	Pteropus_vampyrus
ENSMLUP00000010078	ENSMLUG00000011066	Myotis_lucifugus
ENSPPAP00000031012	ENSPPAG00000038456	Pan_paniscus
ENSPTRP00000008358	ENSPTRG00000004888	Pan_troglodytes
ENSP00000308461	ENSG00000172602	Homo_sapiens
ENSGGOP00000006914	ENSGGOG00000007068	Gorilla_gorilla
ENSPPYP00000005102	ENSPPYG00000004469	Pongo_abelii
ENSNLEP00000033646	ENSNLEG00000028550	Nomascus_leucogenys
ENSRROP00000005896	ENSRROG00000023951	Rhinopithecus_roxellana
ENSRBIP00000001719	ENSRBIG00000008703	Rhinopithecus_bieti
ENSPTEP00000008779	ENSPTEG00000009968	Piliocolobus_tephrosceles
ENSCANP00000029848	ENSCANG00000038573	Colobus_angolensis_palliatus
ENSTGEP00000000703	ENSTGEG00000000697	Theropithecus_gelada
ENSPANP00000009777	ENSPANG00000019460	Papio_anubis
ENSMLEP00000011675	ENSMLEG00000030008	Mandrillus_leucophaeus
ENSCSAP00000002532	ENSCSAG00000006239	Chlorocebus_sabaeus
ENSCATP00000008726	ENSCATG00000026420	Cercocebus_atys
ENSMMUP00000056573	ENSMMUG00000048864	Macaca_mulatta
ENSMNEP00000030040	ENSMNEG00000038480	Macaca_nemestrina
ENSSBOP00000000344	ENSSBOG00000001346	Saimiri_boliviensis_boliviensis
ENSCCAP00000033080	ENSCCAG00000034569	Cebus_capucinus_imitator
ENSCJAP00000074772	ENSCJAG00000051836	Callithrix_jacchus
ENSANAP00000028780	ENSANAG00000032196	Aotus_nancymaae
ENSTSYP00000022218	ENSTSYG00000027407	Carlito_syrichta
ENSMICP00000024662	ENSMICG00000034995	Microcebus_murinus
ENSPSMP00000007558	ENSPSMG00000005611	Prolemur_simus
ENSPCOP00000019207	ENSPCOG00000021549	Propithecus_coquereli
ENSOGAP00000016495	ENSOGAG00000034246	Otolemur_garnettii
ENSCCNP00000021679	ENSCCNG00000021425	Castor_canadensis
ENSDORP00000019314	ENSDORG00000023400	Dipodomys_ordii
ENSMSIP00000001263	ENSMSIG00000001241	Mus_spicilegus
ENSMUSP00000003451	ENSMUSG00000054855	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0041539	MGP_SPRETEiJ_G0021138	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0039704	MGP_CAROLIEiJ_G0020241	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0043055	MGP_PahariEiJ_G0020244	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000070395	ENSRNOG00000059857	Rattus_norvegicus
ENSMUGP00000031883	ENSMUGG00000026503	Meriones_unguiculatus
ENSCGRP00000022044	ENSCGRG00000015978	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001004009	ENSCGRG00001004988	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000015882	ENSMAUG00000015221	Mesocricetus_auratus
ENSMOCP00000017115	ENSMOCG00000015821	Microtus_ochrogaster
ENSPEMP00000031322	ENSPEMG00000014224	Peromyscus_maniculatus_bairdii
ENSNGAP00000001701	ENSNGAG00000001259	Nannospalax_galili
ENSJJAP00000016048	ENSJJAG00000018029	Jaculus_jaculus
ENSSDAP00000016895	ENSSDAG00000015288	Spermophilus_dauricus
ENSUPAP00010011328	ENSUPAG00010009175	Urocitellus_parryii
ENSMMMP00000026227	ENSMMMG00000022971	Marmota_marmota_marmota
ENSSTOP00000003816	ENSSTOG00000004257	Ictidomys_tridecemlineatus
ENSHGLP00000005628	ENSHGLG00000004112	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100024233	ENSHGLG00100017790	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000021617	ENSFDAG00000007578	Fukomys_damarensis
ENSCLAP00000004357	ENSCLAG00000003094	Chinchilla_lanigera
ENSODEP00000004765	ENSODEG00000003618	Octodon_degus
ENSCPOP00000021791	ENSCPOG00000003220	Cavia_porcellus
ENSOPRP00000006226	ENSOPRG00000006802	Ochotona_princeps
ENSOCUP00000025567	ENSOCUG00000025362	Oryctolagus_cuniculus
ENSCAPP00000002218	ENSCAPG00000004911	Cavia_aperea
ENSCGRP00015007435	ENSCGRG00015005797	Cricetulus_griseus_CriGri-PICR
ENSMFAP00000038296	ENSMFAG00000038513	Macaca_fascicularis
ENSTBEP00000014886	ENSTBEG00000017126	Tupaia_belangeri
ENSDNOP00000022550	ENSDNOG00000035948	Dasypus_novemcinctus
ENSVURP00010008200	ENSVURG00010006356	Vombatus_ursinus
ENSPCIP00000002835	ENSPCIG00000002332	Phascolarctos_cinereus
ENSMEUP00000000813	ENSMEUG00000000881	Notamacropus_eugenii
ENSSHAP00000008155	ENSSHAG00000007067	Sarcophilus_harrisii
ENSGAGP00000009894	ENSGAGG00000007786	Gopherus_agassizii
ENSCABP00000009741	ENSCABG00000007324	Chelonoidis_abingdonii
ENSCPBP00000028276	ENSCPBG00000019989	Chrysemys_picta_bellii
ENSPSIP00000002954	ENSPSIG00000002860	Pelodiscus_sinensis
ENSSPUP00000020864	ENSSPUG00000016028	Sphenodon_punctatus
ENSLCOP00000016204	ENSLCOG00000011557	Lepidothrix_coronata
ENSLSDP00000001549	ENSLSDG00000001229	Lonchura_striata_domestica
ENSJHYP00000003495	ENSJHYG00000002869	Junco_hyemalis
ENSCJPP00005002856	ENSCJPG00005003138	Coturnix_japonica
ENSMUNP00000001887	ENSMUNG00000001645	Melopsittacus_undulatus
ENSGALP00000049202	ENSGALG00000037925	Gallus_gallus
ENSNPEP00000016821	ENSNPEG00000012517	Nothoprocta_perdicaria
ENSAOWP00000017103	ENSAOWG00000011696	Apteryx_owenii
ENSAHAP00000007527	ENSAHAG00000005622	Apteryx_haastii
ENSARWP00000022262	ENSARWG00000015171	Apteryx_rowi
ENSDNVP00000024012	ENSDNVG00000016675	Dromaius_novaehollandiae
ENSAPLP00000002622	ENSAPLG00000003173	Anas_platyrhynchos_platyrhynchos
ENSABRP00000004376	ENSABRG00000004045	Anser_brachyrhynchus
ENSCPRP00005001966	ENSCPRG00005001427	Crocodylus_porosus
ENSSFOP00015005083	ENSSFOG00015003311	Scleropages_formosus
ENSOMEP00000005577	ENSOMEG00000000154	Oryzias_melastigma
ENSPMJP00000006213	ENSPMJG00000005271	Parus_major
ENSCMIP00000003261	ENSCMIG00000001940	Callorhinchus_milii
