ENSCABP00000019173	ENSCABG00000014065	Chelonoidis_abingdonii
ENSPSMP00000003832	ENSPSMG00000003107	Prolemur_simus
ENSMICP00000003286	ENSMICG00000003605	Microcebus_murinus
ENSOGAP00000019138	ENSOGAG00000028028	Otolemur_garnettii
ENSP00000369238	ENSG00000197140	Homo_sapiens
ENSGGOP00000019846	ENSGGOG00000006068	Gorilla_gorilla
ENSPPAP00000021722	ENSPPAG00000034037	Pan_paniscus
ENSPTRP00000080342	ENSPTRG00000031006	Pan_troglodytes
ENSPPYP00000020779	ENSPPYG00000018532	Pongo_abelii
ENSNLEP00000040599	ENSNLEG00000035514	Nomascus_leucogenys
ENSCANP00000035405	ENSCANG00000041356	Colobus_angolensis_palliatus
ENSPTEP00000038553	ENSPTEG00000035817	Piliocolobus_tephrosceles
ENSRBIP00000020115	ENSRBIG00000034046	Rhinopithecus_bieti
ENSRROP00000014637	ENSRROG00000031509	Rhinopithecus_roxellana
ENSMLEP00000014844	ENSMLEG00000031577	Mandrillus_leucophaeus
ENSCATP00000019473	ENSCATG00000033525	Cercocebus_atys
ENSMNEP00000044850	ENSMNEG00000044974	Macaca_nemestrina
ENSMFAP00000023242	ENSMFAG00000043270	Macaca_fascicularis
ENSPANP00000006358	ENSPANG00000009844	Papio_anubis
ENSTGEP00000012176	ENSTGEG00000009926	Theropithecus_gelada
ENSCSAP00000011410	ENSCSAG00000015351	Chlorocebus_sabaeus
ENSCCAP00000011799	ENSCCAG00000023633	Cebus_capucinus_imitator
ENSSBOP00000033523	ENSSBOG00000032908	Saimiri_boliviensis_boliviensis
ENSCJAP00000004063	ENSCJAG00000002251	Callithrix_jacchus
ENSANAP00000012597	ENSANAG00000024222	Aotus_nancymaae
ENSCHOP00000002405	ENSCHOG00000002710	Choloepus_hoffmanni
ENSDNOP00000014932	ENSDNOG00000019248	Dasypus_novemcinctus
ENSPCAP00000011691	ENSPCAG00000012472	Procavia_capensis
ENSETEP00000009108	ENSETEG00000011231	Echinops_telfairi
ENSEEUP00000007051	ENSEEUG00000007695	Erinaceus_europaeus
ENSSARP00000012431	ENSSARG00000013753	Sorex_araneus
ENSMODP00000028754	ENSMODG00000010529	Monodelphis_domestica
ENSOANP00000010178	ENSOANG00000006373	Ornithorhynchus_anatinus
ENSOANP00000000494	ENSOANG00000000290	Ornithorhynchus_anatinus
ENSPSIP00000005980	ENSPSIG00000005555	Pelodiscus_sinensis
ENSOANP00000031499	ENSOANG00000030967	Ornithorhynchus_anatinus	ENSOANT00000040745
ENSCPBP00000005788	ENSCPBG00000004609	Chrysemys_picta_bellii
ENSAHAP00000013585	ENSAHAG00000009779	Apteryx_haastii
ENSAHAP00000013591	ENSAHAG00000009785	Apteryx_haastii	ENSAHAT00000015070
ENSARWP00000024901	ENSARWG00000016966	Apteryx_rowi
ENSAOWP00000004907	ENSAOWG00000003331	Apteryx_owenii
ENSDNVP00000004704	ENSDNVG00000003352	Dromaius_novaehollandiae
ENSNPEP00000010033	ENSNPEG00000007350	Nothoprocta_perdicaria
ENSAPLP00000005682	ENSAPLG00000006066	Anas_platyrhynchos_platyrhynchos
ENSABRP00000002345	ENSABRG00000002280	Anser_brachyrhynchus
ENSGALP00000061525	ENSGALG00000044866	Gallus_gallus
ENSCJPP00005018707	ENSCJPG00005015217	Coturnix_japonica
ENSMGAP00000002414	ENSMGAG00000002331	Meleagris_gallopavo
ENSNMEP00000023210	ENSNMEG00000019813	Numida_meleagris
ENSMUNP00000005521	ENSMUNG00000004534	Melopsittacus_undulatus
ENSCPRP00005001389	ENSCPRG00005001062	Crocodylus_porosus
ENSSPUP00000013496	ENSSPUG00000010383	Sphenodon_punctatus	ENSSPUT00000014390
ENSSPUP00000013485	ENSSPUG00000010376	Sphenodon_punctatus	ENSSPUT00000014377
ENSPVIP00000027107	ENSPVIG00000020171	Pogona_vitticeps
ENSACAP00000023436	ENSACAG00000029425	Anolis_carolinensis
