ENSCGRP00001010178	ENSCGRG00001012138	Cricetulus_griseus_CHOK1GS_HDv1
ENSBTAP00000055782	ENSBTAG00000048090	Bos_taurus
ENSOARP00000013128	ENSOARG00000012247	Ovis_aries
ENSCHIP00000002825	ENSCHIG00000006556	Capra_hircus
ENSMPUP00000010110	ENSMPUG00000010187	Mustela_putorius_furo
ENSAMEP00000002189	ENSAMEG00000002073	Ailuropoda_melanoleuca
ENSNVIP00000009863	ENSNVIG00000007799	Neovison_vison
ENSCAFP00000038238	ENSCAFG00000031752	Canis_lupus_familiaris
ENSCAFP00020024701	ENSCAFG00020019431	Canis_lupus_dingo
ENSVVUP00000033082	ENSVVUG00000023926	Vulpes_vulpes
ENSPPRP00000008088	ENSPPRG00000003006	Panthera_pardus
ENSFCAP00000046644	ENSFCAG00000042355	Felis_catus
ENSPVAP00000001689	ENSPVAG00000001791	Pteropus_vampyrus
ENSETEP00000011535	ENSETEG00000014213	Echinops_telfairi
ENSBIXP00000043464	ENSBIXG00000027574	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005037560	ENSBIXG00005019436	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000000064	ENSBMUG00000000080	Bos_mutus
ENSTTRP00000001431	ENSTTRG00000001516	Tursiops_truncatus
ENSUAMP00000034867	ENSUAMG00000026492	Ursus_americanus
ENSUMAP00000035360	ENSUMAG00000025420	Ursus_maritimus
ENSOPRP00000002944	ENSOPRG00000003218	Ochotona_princeps
ENSOCUP00000033895	ENSOCUG00000012944	Oryctolagus_cuniculus
ENSSBOP00000000164	ENSSBOG00000000591	Saimiri_boliviensis_boliviensis
ENSCJAP00000069936	ENSCJAG00000041224	Callithrix_jacchus
ENSMMUP00000069886	ENSMMUG00000045077	Macaca_mulatta
ENSODEP00000019005	ENSODEG00000014012	Octodon_degus
ENSPMJP00000022299	ENSPMJG00000016520	Parus_major
ENSVURP00010031424	ENSVURG00010024039	Vombatus_ursinus
ENSGALP00000009075	ENSGALG00000005667	Gallus_gallus
ENSCJPP00005005793	ENSCJPG00005005480	Coturnix_japonica
ENSMGAP00000003679	ENSMGAG00000003925	Meleagris_gallopavo
ENSNMEP00000017520	ENSNMEG00000015310	Numida_meleagris
ENSABRP00000020610	ENSABRG00000017543	Anser_brachyrhynchus
ENSTGUP00000006208	ENSTGUG00000006032	Taeniopygia_guttata
ENSLSDP00000000802	ENSLSDG00000000646	Lonchura_striata_domestica
ENSJHYP00000022868	ENSJHYG00000017246	Junco_hyemalis
ENSLCOP00000009636	ENSLCOG00000007012	Lepidothrix_coronata
ENSCCEP00000022824	ENSCCEG00000020565	Cyanistes_caeruleus
ENSFALP00000003481	ENSFALG00000003340	Ficedula_albicollis
ENSSCAP00000011571	ENSSCAG00000008635	Serinus_canaria
ENSZALP00000006077	ENSZALG00000005596	Zonotrichia_albicollis
ENSMVIP00005020985	ENSMVIG00005014774	Manacus_vitellinus
ENSMUNP00000011156	ENSMUNG00000008757	Melopsittacus_undulatus
ENSCPGP00000019596	ENSCPGG00000013720	Calidris_pygmaea
ENSCPUP00000019843	ENSCPUG00000013593	Calidris_pugnax
ENSDNVP00000025750	ENSDNVG00000017918	Dromaius_novaehollandiae
ENSNPEP00000002639	ENSNPEG00000001861	Nothoprocta_perdicaria
ENSAOWP00000019133	ENSAOWG00000013009	Apteryx_owenii
ENSARWP00000012065	ENSARWG00000008322	Apteryx_rowi
ENSAHAP00000027378	ENSAHAG00000019058	Apteryx_haastii
ENSCPRP00005007052	ENSCPRG00005005006	Crocodylus_porosus
ENSGAGP00000006724	ENSGAGG00000005423	Gopherus_agassizii
ENSCABP00000029566	ENSCABG00000021699	Chelonoidis_abingdonii
ENSCPBP00000001184	ENSCPBG00000000961	Chrysemys_picta_bellii
ENSPSIP00000018355	ENSPSIG00000016313	Pelodiscus_sinensis
ENSPVIP00000028425	ENSPVIG00000021061	Pogona_vitticeps
ENSACAP00000008145	ENSACAG00000008283	Anolis_carolinensis
ENSNSUP00000018039	ENSNSUG00000013213	Notechis_scutatus
ENSSMRP00000028751	ENSSMRG00000022101	Salvator_merianae
ENSSPUP00000018418	ENSSPUG00000014223	Sphenodon_punctatus
ENSXETP00000017930	ENSXETG00000001977	Xenopus_tropicalis
ENSLACP00000016288	ENSLACG00000014350	Latimeria_chalumnae
ENSLOCP00000011469	ENSLOCG00000009402	Lepisosteus_oculatus
ENSECRP00000010199	ENSECRG00000006804	Erpetoichthys_calabaricus
ENSCMIP00000012151	ENSCMIG00000006228	Callorhinchus_milii
ENSEBUP00000026698	ENSEBUG00000016439	Eptatretus_burgeri
ENSXCOP00000019441	ENSXCOG00000014605	Xiphophorus_couchianus
ENSXMAP00000022684	ENSXMAG00000007468	Xiphophorus_maculatus
ENSPREP00000027103	ENSPREG00000018314	Poecilia_reticulata
ENSGAFP00000013073	ENSGAFG00000008829	Gambusia_affinis
ENSPMEP00000030866	ENSPMEG00000017623	Poecilia_mexicana
ENSPFOP00000000296	ENSPFOG00000000325	Poecilia_formosa
ENSPLAP00000017676	ENSPLAG00000022143	Poecilia_latipinna
ENSFHEP00000019181	ENSFHEG00000021081	Fundulus_heteroclitus
ENSCVAP00000025126	ENSCVAG00000009668	Cyprinodon_variegatus
ENSORLP00015026619	ENSORLG00015008325	Oryzias_latipes_ASM223469v1
ENSORLP00020011455	ENSORLG00020012394	Oryzias_latipes_ASM223471v1
ENSORLP00000045287	ENSORLG00000018116	Oryzias_latipes_ASM223467v1
ENSOMEP00000028384	ENSOMEG00000011446	Oryzias_melastigma
ENSGWIP00000012082	ENSGWIG00000007044	Gouania_willdenowi
ENSMMOP00000022140	ENSMMOG00000016817	Mola_mola
ENSMALP00000024912	ENSMALG00000017314	Monopterus_albus
ENSGACP00000000374	ENSGACG00000000291	Gasterosteus_aculeatus
ENSAOCP00000019797	ENSAOCG00000000086	Amphiprion_ocellaris
ENSAOCP00000018594	ENSAOCG00000023774	Amphiprion_ocellaris
ENSAPEP00000016064	ENSAPEG00000011457	Amphiprion_percula
ENSAPOP00000005644	ENSAPOG00000007366	Acanthochromis_polyacanthus
ENSSPAP00000011586	ENSSPAG00000008809	Stegastes_partitus
ENSKMAP00000009177	ENSKMAG00000006884	Kryptolebias_marmoratus
ENSMZEP00005007760	ENSMZEG00005005920	Maylandia_zebra
ENSACLP00000015132	ENSACLG00000010307	Astatotilapia_calliptera
ENSPNYP00000031104	ENSPNYG00000023458	Pundamilia_nyererei
ENSHBUP00000002613	ENSHBUG00000003835	Haplochromis_burtoni
ENSNBRP00000028781	ENSNBRG00000021923	Neolamprologus_brichardi
ENSONIP00000005361	ENSONIG00000004259	Oreochromis_niloticus
ENSACIP00000024551	ENSACIG00000019066	Amphilophus_citrinellus
ENSLCRP00005041797	ENSLCRG00005016053	Larimichthys_crocea
ENSSLDP00000027244	ENSSLDG00000021155	Seriola_lalandi_dorsalis
ENSSDUP00000004669	ENSSDUG00000003465	Seriola_dumerili
ENSSMAP00000025356	ENSSMAG00000015525	Scophthalmus_maximus
ENSLCAP00010040959	ENSLCAG00010019201	Lates_calcarifer
ENSLBEP00000033615	ENSLBEG00000025314	Labrus_bergylta
ENSTNIP00000005578	ENSTNIG00000003009	Tetraodon_nigroviridis
ENSTRUP00000010953	ENSTRUG00000004605	Takifugu_rubripes
ENSCSEP00000001154	ENSCSEG00000000801	Cynoglossus_semilaevis
ENSPRNP00000030549	ENSPRNG00000015233	Parambassis_ranga
ENSATEP00000017701	ENSATEG00000012295	Anabas_testudineus
ENSBSLP00000011007	ENSBSLG00000005802	Betta_splendens
ENSMAMP00000026046	ENSMAMG00000017492	Mastacembelus_armatus
ENSHCOP00000020855	ENSHCOG00000007271	Hippocampus_comes
ENSPMGP00000021447	ENSPMGG00000017366	Periophthalmus_magnuspinnatus
ENSGMOP00000006069	ENSGMOG00000005718	Gadus_morhua
ENSELUP00000010572	ENSELUG00000011061	Esox_lucius
ENSDCDP00000057906	ENSDCDG00000033712	Denticeps_clupeoides
ENSCHAP00000051003	ENSCHAG00000023377	Clupea_harengus
ENSAMXP00005004463	ENSAMXG00005002775	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000027380	ENSAMXG00000042279	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000024144	ENSPNAG00000008620	Pygocentrus_nattereri
ENSEEEP00000000307	ENSEEEG00000000229	Electrophorus_electricus
ENSIPUP00000006639	ENSIPUG00000004591	Ictalurus_punctatus
ENSDARP00000029427	ENSDARG00000025404	Danio_rerio
ENSPKIP00000026746	ENSPKIG00000009101	Paramormyrops_kingsleyae
ENSSFOP00015010947	ENSSFOG00015007094	Scleropages_formosus
ENSPMAP00000000472	ENSPMAG00000000423	Petromyzon_marinus
ENSCSAVP00000002545	ENSCSAVG00000001501	Ciona_savignyi
ENSCINP00000015354	ENSCING00000007488	Ciona_intestinalis
FBpp0309143	FBgn0267384	Drosophila_melanogaster	FBtr0340157
Y87G2A.9.1	WBGene00006709	Caenorhabditis_elegans_strain_N2	Y87G2A.9.1
YMR022W_mRNA	YMR022W	Saccharomyces_cerevisiae_strain_S288C
