ENSPKIP00000001000	ENSPKIG00000019453	Paramormyrops_kingsleyae
ENSHBUP00000000745	ENSHBUG00000001932	Haplochromis_burtoni
ENSPNYP00000015302	ENSPNYG00000011586	Pundamilia_nyererei
ENSNBRP00000013125	ENSNBRG00000010197	Neolamprologus_brichardi
ENSONIP00000003428	ENSONIG00000002735	Oreochromis_niloticus
ENSACIP00000004471	ENSACIG00000003545	Amphilophus_citrinellus
ENSAOCP00000029321	ENSAOCG00000019541	Amphiprion_ocellaris
ENSAPEP00000012668	ENSAPEG00000009013	Amphiprion_percula
ENSAPOP00000018594	ENSAPOG00000021982	Acanthochromis_polyacanthus
ENSAOCP00000025962	ENSAOCG00000013927	Amphiprion_ocellaris
ENSAOCP00000029314	ENSAOCG00000019533	Amphiprion_ocellaris
ENSAPEP00000012689	ENSAPEG00000009051	Amphiprion_percula
ENSAPOP00000015902	ENSAPOG00000018967	Acanthochromis_polyacanthus
ENSSPAP00000028808	ENSSPAG00000021677	Stegastes_partitus
ENSORLP00000016548	ENSORLG00000013201	Oryzias_latipes_ASM223467v1
ENSORLP00015034113	ENSORLG00015019910	Oryzias_latipes_ASM223469v1
ENSOMEP00000030724	ENSOMEG00000015150	Oryzias_melastigma
ENSPMEP00000000600	ENSPMEG00000001395	Poecilia_mexicana
ENSPFOP00000016779	ENSPFOG00000016710	Poecilia_formosa
ENSPLAP00000014818	ENSPLAG00000018620	Poecilia_latipinna
ENSPFOP00000025820	ENSPFOG00000021948	Poecilia_formosa
ENSPFOP00000025731	ENSPFOG00000022313	Poecilia_formosa
ENSPMEP00000021294	ENSPMEG00000001398	Poecilia_mexicana
ENSPLAP00000014809	ENSPLAG00000018588	Poecilia_latipinna
ENSPFOP00000027600	ENSPFOG00000001665	Poecilia_formosa
ENSPFOP00000001652	ENSPFOG00000001715	Poecilia_formosa
ENSPMEP00000010532	ENSPMEG00000012487	Poecilia_mexicana
ENSPREP00000008123	ENSPREG00000005466	Poecilia_reticulata
ENSPFOP00000028415	ENSPFOG00000022703	Poecilia_formosa
ENSPLAP00000025812	ENSPLAG00000000308	Poecilia_latipinna
ENSPMEP00000021288	ENSPMEG00000001402	Poecilia_mexicana
ENSPLAP00000025796	ENSPLAG00000013087	Poecilia_latipinna
ENSPMEP00000004185	ENSPMEG00000005373	Poecilia_mexicana
ENSXMAP00000021314	ENSXMAG00000024403	Xiphophorus_maculatus
ENSXCOP00000017386	ENSXCOG00000013099	Xiphophorus_couchianus
ENSXMAP00000039126	ENSXMAG00000028691	Xiphophorus_maculatus
ENSXCOP00000017388	ENSXCOG00000013109	Xiphophorus_couchianus
ENSXCOP00000017393	ENSXCOG00000013110	Xiphophorus_couchianus
ENSKMAP00000023669	ENSKMAG00000017548	Kryptolebias_marmoratus
ENSKMAP00000023647	ENSKMAG00000017525	Kryptolebias_marmoratus
ENSCVAP00000030354	ENSCVAG00000018838	Cyprinodon_variegatus
ENSFHEP00000020965	ENSFHEG00000022935	Fundulus_heteroclitus
ENSPFOP00000016765	ENSPFOG00000016683	Poecilia_formosa
ENSPMEP00000000608	ENSPMEG00000001388	Poecilia_mexicana
ENSPLAP00000014845	ENSPLAG00000018650	Poecilia_latipinna
ENSGAFP00000015325	ENSGAFG00000010356	Gambusia_affinis
ENSXMAP00000000038	ENSXMAG00000000038	Xiphophorus_maculatus
ENSXCOP00000017375	ENSXCOG00000013094	Xiphophorus_couchianus
ENSPFOP00000016737	ENSPFOG00000016678	Poecilia_formosa
ENSORLP00020020432	ENSORLG00020021452	Oryzias_latipes_ASM223471v1
ENSORLP00000016556	ENSORLG00000013210	Oryzias_latipes_ASM223467v1
ENSORLP00015018813	ENSORLG00015019878	Oryzias_latipes_ASM223469v1
ENSOMEP00000013702	ENSOMEG00000015188	Oryzias_melastigma
ENSGWIP00000044558	ENSGWIG00000022162	Gouania_willdenowi
ENSPRNP00000015579	ENSPRNG00000008367	Parambassis_ranga
ENSSLDP00000020715	ENSSLDG00000016198	Seriola_lalandi_dorsalis
ENSSDUP00000007511	ENSSDUG00000005501	Seriola_dumerili
ENSLCAP00010040065	ENSLCAG00010018710	Lates_calcarifer
ENSSMAP00000013748	ENSSMAG00000008435	Scophthalmus_maximus
ENSCSEP00000012208	ENSCSEG00000007871	Cynoglossus_semilaevis
ENSMAMP00000004685	ENSMAMG00000003171	Mastacembelus_armatus
ENSMAMP00000004662	ENSMAMG00000003128	Mastacembelus_armatus
ENSMALP00000018020	ENSMALG00000012566	Monopterus_albus
ENSATEP00000002962	ENSATEG00000002104	Anabas_testudineus
ENSATEP00000002920	ENSATEG00000002077	Anabas_testudineus
ENSBSLP00000041975	ENSBSLG00000020225	Betta_splendens
ENSPMGP00000027115	ENSPMGG00000021896	Periophthalmus_magnuspinnatus
ENSHCOP00000000099	ENSHCOG00000021124	Hippocampus_comes
ENSHCOP00000017217	ENSHCOG00000021121	Hippocampus_comes
ENSGMOP00000015561	ENSGMOG00000014536	Gadus_morhua
ENSHHUP00000085185	ENSHHUG00000049368	Hucho_hucho
ENSHHUP00000082640	ENSHHUG00000048001	Hucho_hucho
ENSELUP00000016739	ENSELUG00000016531	Esox_lucius
ENSAMXP00005031836	ENSAMXG00005015569	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000005941	ENSAMXG00000005808	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000022541	ENSPNAG00000004685	Pygocentrus_nattereri
ENSDARP00000038975	ENSDARG00000028336	Danio_rerio
ENSCHAP00000008173	ENSCHAG00000004909	Clupea_harengus
ENSMMOP00000021759	ENSMMOG00000016533	Mola_mola
ENSTRUP00000033081	ENSTRUG00000013036	Takifugu_rubripes
ENSLBEP00000013722	ENSLBEG00000010594	Labrus_bergylta
ENSLCRP00005062432	ENSLCRG00005022930	Larimichthys_crocea
ENSCGOP00000032336	ENSCGOG00000015053	Cottoperca_gobio
ENSLCAP00010040077	ENSLCAG00010018716	Lates_calcarifer
ENSSMAP00000013715	ENSSMAG00000008426	Scophthalmus_maximus
ENSSLDP00000020732	ENSSLDG00000016211	Seriola_lalandi_dorsalis
ENSSDUP00000007479	ENSSDUG00000005489	Seriola_dumerili
ENSAOCP00000029316	ENSAOCG00000019562	Amphiprion_ocellaris
ENSAPEP00000012623	ENSAPEG00000008961	Amphiprion_percula
ENSAPOP00000024858	ENSAPOG00000007586	Acanthochromis_polyacanthus
ENSSPAP00000028856	ENSSPAG00000021714	Stegastes_partitus
ENSPRNP00000048332	ENSPRNG00000023145	Parambassis_ranga
ENSACLP00000023413	ENSACLG00000015889	Astatotilapia_calliptera
ENSMZEP00005009685	ENSMZEG00005007327	Maylandia_zebra
ENSPNYP00000015643	ENSPNYG00000011773	Pundamilia_nyererei
ENSACLP00000023462	ENSACLG00000015928	Astatotilapia_calliptera
ENSMZEP00005009658	ENSMZEG00005007302	Maylandia_zebra
ENSPNYP00000015422	ENSPNYG00000011620	Pundamilia_nyererei
ENSNBRP00000013227	ENSNBRG00000010227	Neolamprologus_brichardi
ENSFHEP00000034742	ENSFHEG00000000687	Fundulus_heteroclitus
ENSCVAP00000015980	ENSCVAG00000018854	Cyprinodon_variegatus
ENSPLAP00000010257	ENSPLAG00000013181	Poecilia_latipinna
ENSPFOP00000001528	ENSPFOG00000001586	Poecilia_formosa
ENSPMEP00000021285	ENSPMEG00000001412	Poecilia_mexicana
ENSPREP00000007883	ENSPREG00000005393	Poecilia_reticulata
ENSXMAP00000025511	ENSXMAG00000024077	Xiphophorus_maculatus
ENSXCOP00000018433	ENSXCOG00000013139	Xiphophorus_couchianus
ENSGAFP00000015377	ENSGAFG00000010388	Gambusia_affinis
ENSKMAP00000023694	ENSKMAG00000017571	Kryptolebias_marmoratus
ENSCSEP00000012418	ENSCSEG00000007892	Cynoglossus_semilaevis
ENSGWIP00000044559	ENSGWIG00000022163	Gouania_willdenowi
ENSPMGP00000027128	ENSPMGG00000021899	Periophthalmus_magnuspinnatus
ENSHHUP00000085174	ENSHHUG00000049363	Hucho_hucho
ENSHHUP00000082667	ENSHHUG00000048014	Hucho_hucho
ENSSFOP00015005180	ENSSFOG00015003352	Scleropages_formosus
ENSLOCP00000018617	ENSLOCG00000015126	Lepisosteus_oculatus
ENSLACP00000013310	ENSLACG00000011719	Latimeria_chalumnae
ENSGAGP00000006493	ENSGAGG00000005254	Gopherus_agassizii
ENSCABP00000000860	ENSCABG00000000628	Chelonoidis_abingdonii
ENSCPBP00000020808	ENSCPBG00000014931	Chrysemys_picta_bellii
ENSCPBP00000020777	ENSCPBG00000014921	Chrysemys_picta_bellii
ENSCABP00000000687	ENSCABG00000000613	Chelonoidis_abingdonii
ENSCPRP00005024129	ENSCPRG00005016764	Crocodylus_porosus
ENSACAP00000019177	ENSACAG00000024093	Anolis_carolinensis	ENSACAT00000022363
ENSPVIP00000020233	ENSPVIG00000015443	Pogona_vitticeps	ENSPVIT00000025161
ENSACAP00000017033	ENSACAG00000017296	Anolis_carolinensis
ENSPVIP00000020235	ENSPVIG00000015444	Pogona_vitticeps
ENSSMRP00000005042	ENSSMRG00000004146	Salvator_merianae
ENSSPUP00000018852	ENSSPUG00000014519	Sphenodon_punctatus
ENSACAP00000017000	ENSACAG00000017265	Anolis_carolinensis
ENSPVIP00000020232	ENSPVIG00000015440	Pogona_vitticeps
ENSNSUP00000007437	ENSNSUG00000005844	Notechis_scutatus
ENSSMRP00000005029	ENSSMRG00000004128	Salvator_merianae
ENSMGAP00000004947	ENSMGAG00000005075	Meleagris_gallopavo
ENSCJPP00005004800	ENSCJPG00005004659	Coturnix_japonica
ENSGALP00000069314	ENSGALG00000031013	Gallus_gallus
ENSNMEP00000013764	ENSNMEG00000012483	Numida_meleagris
ENSPMJP00000017917	ENSPMJG00000013429	Parus_major
ENSLSDP00000016383	ENSLSDG00000011805	Lonchura_striata_domestica
ENSXETP00000005477	ENSXETG00000009848	Xenopus_tropicalis
ENSXETP00000026524	ENSXETG00000009823	Xenopus_tropicalis
ENSCMIP00000034428	ENSCMIG00000014610	Callorhinchus_milii
ENSPMAP00000006489	ENSPMAG00000005867	Petromyzon_marinus
ENSEBUP00000004771	ENSEBUG00000003325	Eptatretus_burgeri
ENSUAMP00000013210	ENSUAMG00000010648	Ursus_americanus
ENSUMAP00000001473	ENSUMAG00000001389	Ursus_maritimus
ENSAMEP00000015410	ENSAMEG00000014616	Ailuropoda_melanoleuca
ENSMPUP00000003281	ENSMPUG00000003313	Mustela_putorius_furo
ENSNVIP00000016110	ENSNVIG00000012578	Neovison_vison
ENSCAFP00020033792	ENSCAFG00020026239	Canis_lupus_dingo
ENSCAFP00000005770	ENSCAFG00000003869	Canis_lupus_familiaris
ENSVVUP00000031636	ENSVVUG00000023009	Vulpes_vulpes
ENSPPRP00000002684	ENSPPRG00000023269	Panthera_pardus
ENSPTIP00000013631	ENSPTIG00000013296	Panthera_tigris_altaica
ENSFCAP00000042739	ENSFCAG00000045319	Felis_catus
ENSEASP00005006533	ENSEASG00005004833	Equus_asinus_asinus
ENSECAP00000012497	ENSECAG00000014872	Equus_caballus
ENSMLUP00000009342	ENSMLUG00000010248	Myotis_lucifugus
ENSPVAP00000009012	ENSPVAG00000009566	Pteropus_vampyrus
ENSBIXP00000013043	ENSBIXG00000018041	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005024287	ENSBIXG00005026932	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000040682	ENSBTAG00000013337	Bos_taurus
ENSBMUP00000021051	ENSBMUG00000015833	Bos_mutus
ENSBBBP00000018086	ENSBBBG00000010800	Bison_bison_bison
ENSOARP00000013329	ENSOARG00000012437	Ovis_aries
ENSCHIP00000018848	ENSCHIG00000018103	Capra_hircus
ENSSSCP00000003404	ENSSSCG00000003144	Sus_scrofa_strain_reference
ENSVPAP00000003374	ENSVPAG00000003639	Vicugna_pacos
ENSSARP00000010579	ENSSARG00000011716	Sorex_araneus
ENSEEUP00000009376	ENSEEUG00000010271	Erinaceus_europaeus
ENSCGRP00001007990	ENSCGRG00001010351	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015022542	ENSCGRG00015017154	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000002279	ENSCGRG00000001677	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000002556	ENSMAUG00000002203	Mesocricetus_auratus
ENSMOCP00000017577	ENSMOCG00000016134	Microtus_ochrogaster
ENSMOCP00000013319	ENSMOCG00000013155	Microtus_ochrogaster
ENSPEMP00000020856	ENSPEMG00000018673	Peromyscus_maniculatus_bairdii
ENSMUGP00000014128	ENSMUGG00000012246	Meriones_unguiculatus
ENSMUSP00000011526	ENSMUSG00000011382	Mus_musculus_strain_reference_(CL57BL6)
ENSMUSP00000147942	ENSMUSG00000109926	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000022673	ENSMSIG00000019228	Mus_spicilegus
MGP_SPRETEiJ_P0082863	MGP_SPRETEiJ_G0030820	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0079526	MGP_CAROLIEiJ_G0029722	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0016396	MGP_PahariEiJ_G0012947	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000028334	ENSRNOG00000020883	Rattus_norvegicus
ENSNGAP00000015691	ENSNGAG00000016654	Nannospalax_galili
ENSJJAP00000020773	ENSJJAG00000021353	Jaculus_jaculus
ENSCCNP00000023048	ENSCCNG00000022660	Castor_canadensis
ENSCAPP00000002065	ENSCAPG00000004489	Cavia_aperea
ENSCPOP00000010064	ENSCPOG00000011194	Cavia_porcellus
ENSCLAP00000023658	ENSCLAG00000016234	Chinchilla_lanigera
ENSFDAP00000014362	ENSFDAG00000001541	Fukomys_damarensis
ENSSDAP00000004879	ENSSDAG00000004569	Spermophilus_dauricus
ENSSTOP00000012501	ENSSTOG00000013949	Ictidomys_tridecemlineatus
ENSMMMP00000012858	ENSMMMG00000011487	Marmota_marmota_marmota
ENSUPAP00010016362	ENSUPAG00010013053	Urocitellus_parryii
ENSTBEP00000007667	ENSTBEG00000008854	Tupaia_belangeri
ENSPPAP00000028534	ENSPPAG00000037298	Pan_paniscus
ENSPTRP00000085725	ENSPTRG00000011266	Pan_troglodytes
ENSP00000221403	ENSG00000104808	Homo_sapiens
ENSGGOP00000001186	ENSGGOG00000001203	Gorilla_gorilla
ENSPPYP00000011432	ENSPPYG00000010221	Pongo_abelii
ENSNLEP00000005693	ENSNLEG00000004702	Nomascus_leucogenys
ENSMFAP00000031243	ENSMFAG00000036688	Macaca_fascicularis
ENSMNEP00000040597	ENSMNEG00000043186	Macaca_nemestrina
ENSTGEP00000031899	ENSTGEG00000025516	Theropithecus_gelada
ENSPANP00000006671	ENSPANG00000020382	Papio_anubis
ENSMLEP00000035664	ENSMLEG00000041970	Mandrillus_leucophaeus
ENSCATP00000033810	ENSCATG00000039877	Cercocebus_atys
ENSCSAP00000015268	ENSCSAG00000002778	Chlorocebus_sabaeus
ENSRROP00000039072	ENSRROG00000042884	Rhinopithecus_roxellana
ENSRBIP00000000308	ENSRBIG00000001516	Rhinopithecus_bieti
ENSMMUP00000042597	ENSMMUG00000003905	Macaca_mulatta
ENSCANP00000034275	ENSCANG00000040809	Colobus_angolensis_palliatus
ENSANAP00000017782	ENSANAG00000026754	Aotus_nancymaae
ENSCJAP00000000439	ENSCJAG00000000256	Callithrix_jacchus
ENSCCAP00000038353	ENSCCAG00000037024	Cebus_capucinus_imitator
ENSSBOP00000030697	ENSSBOG00000031620	Saimiri_boliviensis_boliviensis
ENSTSYP00000027071	ENSTSYG00000035715	Carlito_syrichta
ENSPCOP00000018522	ENSPCOG00000021156	Propithecus_coquereli
ENSPSMP00000000950	ENSPSMG00000000681	Prolemur_simus
ENSMICP00000042013	ENSMICG00000013480	Microcebus_murinus
ENSOGAP00000006719	ENSOGAG00000007513	Otolemur_garnettii
ENSLAFP00000017031	ENSLAFG00000021921	Loxodonta_africana
ENSPCAP00000012207	ENSPCAG00000013092	Procavia_capensis
ENSETEP00000000808	ENSETEG00000001006	Echinops_telfairi
ENSDNOP00000028093	ENSDNOG00000048391	Dasypus_novemcinctus
ENSOCUP00000005550	ENSOCUG00000006419	Oryctolagus_cuniculus
ENSOPRP00000002259	ENSOPRG00000002445	Ochotona_princeps
ENSVURP00010017208	ENSVURG00010013131	Vombatus_ursinus
ENSPCIP00000008889	ENSPCIG00000007331	Phascolarctos_cinereus
ENSMEUP00000007499	ENSMEUG00000008210	Notamacropus_eugenii
ENSMODP00000017151	ENSMODG00000013719	Monodelphis_domestica
ENSCINP00000001880	ENSCING00000011372	Ciona_intestinalis
ENSCSAVP00000017895	ENSCSAVG00000010527	Ciona_savignyi
FBpp0303517	FBgn0031417	Drosophila_melanogaster
FBpp0080485	FBgn0032609	Drosophila_melanogaster
FBpp0077468	FBgn0031418	Drosophila_melanogaster
