ENSCHAP00000015822	ENSCHAG00000008456	Clupea_harengus	ENSCHAT00000017460
ENSCHAP00000015911	ENSCHAG00000008471	Clupea_harengus	ENSCHAT00000017556
ENSDCDP00000041762	ENSDCDG00000027129	Denticeps_clupeoides	ENSDCDT00000052783
ENSCHAP00000015690	ENSCHAG00000008392	Clupea_harengus	ENSCHAT00000017315
ENSCHAP00000015549	ENSCHAG00000007988	Clupea_harengus	ENSCHAT00000017165
ENSIPUP00000033279	ENSIPUG00000022366	Ictalurus_punctatus	ENSIPUT00000034587
ENSEEEP00000035915	ENSEEEG00000017081	Electrophorus_electricus	ENSEEET00000036337
ENSPNAP00000012025	ENSPNAG00000017720	Pygocentrus_nattereri	ENSPNAT00000019172
ENSPNAP00000001389	ENSPNAG00000008147	Pygocentrus_nattereri	ENSPNAT00000012235
ENSAMXP00000033032	ENSAMXG00000041157	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000057678
ENSDARP00000062517	ENSDARG00000042620	Danio_rerio
ENSPMGP00000012066	ENSPMGG00000009979	Periophthalmus_magnuspinnatus
ENSHCOP00000003286	ENSHCOG00000004597	Hippocampus_comes
ENSORLP00000017198	ENSORLG00000022442	Oryzias_latipes_ASM223467v1
ENSORLP00000044616	ENSORLG00000024514	Oryzias_latipes_ASM223467v1
ENSORLP00015027451	ENSORLG00015009555	Oryzias_latipes_ASM223469v1
ENSORLP00020020278	ENSORLG00020021285	Oryzias_latipes_ASM223471v1
ENSOMEP00000011182	ENSOMEG00000012478	Oryzias_melastigma
ENSORLP00000037628	ENSORLG00000013712	Oryzias_latipes_ASM223467v1
ENSORLP00020034691	ENSORLG00020021264	Oryzias_latipes_ASM223471v1
ENSOMEP00000011194	ENSOMEG00000012502	Oryzias_melastigma
ENSGMOP00000011905	ENSGMOG00000011096	Gadus_morhua
ENSHHUP00000000363	ENSHHUG00000000262	Hucho_hucho
ENSHHUP00000048674	ENSHHUG00000029478	Hucho_hucho
ENSELUP00000036553	ENSELUG00000015893	Esox_lucius
ENSSFOP00015017619	ENSSFOG00015011317	Scleropages_formosus
ENSPKIP00000005007	ENSPKIG00000021862	Paramormyrops_kingsleyae
ENSLOCP00000004280	ENSLOCG00000003593	Lepisosteus_oculatus
ENSECRP00000018909	ENSECRG00000012655	Erpetoichthys_calabaricus
ENSCMIP00000033012	ENSCMIG00000014116	Callorhinchus_milii
ENSPMAP00000009581	ENSPMAG00000008694	Petromyzon_marinus
