ENSUMAP00000023341	ENSUMAG00000017000	Ursus_maritimus
ENSMALP00000015487	ENSMALG00000010856	Monopterus_albus
ENSMAMP00000031165	ENSMAMG00000020976	Mastacembelus_armatus
ENSATEP00000022451	ENSATEG00000015482	Anabas_testudineus
ENSBSLP00000024620	ENSBSLG00000012136	Betta_splendens
ENSAPEP00000011844	ENSAPEG00000008371	Amphiprion_percula
ENSAOCP00000003698	ENSAOCG00000007108	Amphiprion_ocellaris
ENSAPOP00000004415	ENSAPOG00000006016	Acanthochromis_polyacanthus
ENSSPAP00000008299	ENSSPAG00000006281	Stegastes_partitus
ENSPRNP00000031880	ENSPRNG00000015980	Parambassis_ranga
ENSGWIP00000002921	ENSGWIG00000001612	Gouania_willdenowi
ENSXMAP00000013243	ENSXMAG00000013193	Xiphophorus_maculatus
ENSXCOP00000021048	ENSXCOG00000015750	Xiphophorus_couchianus
ENSGAFP00000029458	ENSGAFG00000019864	Gambusia_affinis
ENSPFOP00000010420	ENSPFOG00000009911	Poecilia_formosa
ENSPMEP00000028939	ENSPMEG00000014337	Poecilia_mexicana
ENSPLAP00000013272	ENSPLAG00000000379	Poecilia_latipinna
ENSPREP00000013540	ENSPREG00000009183	Poecilia_reticulata
ENSFHEP00000014174	ENSFHEG00000015884	Fundulus_heteroclitus
ENSCVAP00000029838	ENSCVAG00000018054	Cyprinodon_variegatus
ENSKMAP00000003865	ENSKMAG00000002950	Kryptolebias_marmoratus
ENSORLP00015027655	ENSORLG00015009834	Oryzias_latipes_ASM223469v1
ENSORLP00000002414	ENSORLG00000001940	Oryzias_latipes_ASM223467v1
ENSORLP00020019292	ENSORLG00020020298	Oryzias_latipes_ASM223471v1
ENSOMEP00000015767	ENSOMEG00000017426	Oryzias_melastigma
ENSACLP00000027805	ENSACLG00000018835	Astatotilapia_calliptera
ENSMZEP00005007329	ENSMZEG00005005606	Maylandia_zebra
ENSHBUP00000012083	ENSHBUG00000013884	Haplochromis_burtoni
ENSPNYP00000017937	ENSPNYG00000013501	Pundamilia_nyererei
ENSONIP00000003514	ENSONIG00000002802	Oreochromis_niloticus
ENSACIP00000013781	ENSACIG00000010665	Amphilophus_citrinellus
ENSGMOP00000004042	ENSGMOG00000003756	Gadus_morhua
ENSHHUP00000009548	ENSHHUG00000005760	Hucho_hucho
ENSHHUP00000049283	ENSHHUG00000029846	Hucho_hucho
ENSELUP00000026848	ENSELUG00000002881	Esox_lucius
ENSSFOP00015008081	ENSSFOG00015005248	Scleropages_formosus
ENSPKIP00000000058	ENSPKIG00000018869	Paramormyrops_kingsleyae
ENSSFOP00015017198	ENSSFOG00015011030	Scleropages_formosus
ENSPKIP00000035308	ENSPKIG00000014282	Paramormyrops_kingsleyae
ENSLOCP00000018728	ENSLOCG00000015218	Lepisosteus_oculatus
ENSECRP00000020613	ENSECRG00000013850	Erpetoichthys_calabaricus
ENSVURP00010000389	ENSVURG00010000370	Vombatus_ursinus	ENSVURT00010000465
ENSPCIP00000029811	ENSPCIG00000022184	Phascolarctos_cinereus	ENSPCIT00000036686
ENSSHAP00000000718	ENSSHAG00000000642	Sarcophilus_harrisii	ENSSHAT00000000728
ENSMODP00000026063	ENSMODG00000020842	Monodelphis_domestica	ENSMODT00000026528
ENSSTOP00000016051	ENSSTOG00000020597	Ictidomys_tridecemlineatus
ENSUPAP00010000712	ENSUPAG00010000599	Urocitellus_parryii
ENSOCUP00000026967	ENSOCUG00000029401	Oryctolagus_cuniculus
ENSMLUP00000016463	ENSMLUG00000023405	Myotis_lucifugus
ENSOANP00000003521	ENSOANG00000002222	Ornithorhynchus_anatinus
ENSXETP00000042887	ENSXETG00000010498	Xenopus_tropicalis
ENSPMAP00000001861	ENSPMAG00000001679	Petromyzon_marinus
ENSCSAVP00000014636	ENSCSAVG00000008555	Ciona_savignyi
ENSCINP00000007171	ENSCING00000003493	Ciona_intestinalis
