ENSEASP00005030246	ENSEASG00005020598	Equus_asinus_asinus
ENSPLAP00000000198	ENSPLAG00000000980	Poecilia_latipinna
ENSPREP00000016972	ENSPREG00000011471	Poecilia_reticulata
ENSXMAP00000000198	ENSXMAG00000000202	Xiphophorus_maculatus
ENSXCOP00000020669	ENSXCOG00000015489	Xiphophorus_couchianus
ENSGAFP00000011998	ENSGAFG00000008135	Gambusia_affinis
ENSCVAP00000025716	ENSCVAG00000010724	Cyprinodon_variegatus
ENSFHEP00000000841	ENSFHEG00000001591	Fundulus_heteroclitus
ENSKMAP00000002386	ENSKMAG00000001855	Kryptolebias_marmoratus
ENSORLP00000033131	ENSORLG00000030439	Oryzias_latipes_ASM223467v1
ENSORLP00020002041	ENSORLG00020002765	Oryzias_latipes_ASM223471v1
ENSORLP00015032062	ENSORLG00015016649	Oryzias_latipes_ASM223469v1
ENSOMEP00000013177	ENSOMEG00000014631	Oryzias_melastigma
ENSGWIP00000014299	ENSGWIG00000008090	Gouania_willdenowi
ENSSMAP00000006261	ENSSMAG00000003872	Scophthalmus_maximus
ENSMMOP00000002431	ENSMMOG00000001983	Mola_mola
ENSATEP00000029785	ENSATEG00000020560	Anabas_testudineus
ENSBSLP00000044228	ENSBSLG00000021025	Betta_splendens
ENSMALP00000028814	ENSMALG00000019945	Monopterus_albus
ENSPMGP00000028742	ENSPMGG00000023141	Periophthalmus_magnuspinnatus
ENSDCDP00000006153	ENSDCDG00000003149	Denticeps_clupeoides
ENSCHAP00000012887	ENSCHAG00000007135	Clupea_harengus
ENSAMXP00005048650	ENSAMXG00005022244	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000027048	ENSAMXG00000026343	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000001834	ENSPNAG00000008386	Pygocentrus_nattereri
ENSEEEP00000029530	ENSEEEG00000014141	Electrophorus_electricus
ENSIPUP00000036975	ENSIPUG00000024765	Ictalurus_punctatus
ENSDARP00000116712	ENSDARG00000013492	Danio_rerio
ENSPKIP00000009671	ENSPKIG00000024688	Paramormyrops_kingsleyae
ENSSFOP00015026686	ENSSFOG00015017147	Scleropages_formosus
ENSECRP00000014677	ENSECRG00000009798	Erpetoichthys_calabaricus
ENSCMIP00000035582	ENSCMIG00000015049	Callorhinchus_milii
