ENSXETP00000019524	ENSXETG00000001257	Xenopus_tropicalis
ENSBMUP00000009848	ENSBMUG00000007641	Bos_mutus
ENSBTAP00000014069	ENSBTAG00000010644	Bos_taurus
ENSBIXP00005039417	ENSBIXG00005021822	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000025251	ENSBIXG00000005743	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBBBP00000008333	ENSBBBG00000016338	Bison_bison_bison
ENSCHIP00000014535	ENSCHIG00000015554	Capra_hircus
ENSOARP00000018135	ENSOARG00000016886	Ovis_aries
ENSSSCP00000054330	ENSSSCG00000000837	Sus_scrofa_strain_reference
ENSCCNP00000019340	ENSCCNG00000019466	Castor_canadensis
ENSDORP00000012843	ENSDORG00000013660	Dipodomys_ordii
ENSMSIP00000001798	ENSMSIG00000001727	Mus_spicilegus
MGP_SPRETEiJ_P0025454	MGP_SPRETEiJ_G0016486	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000045349	ENSMUSG00000034612	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0024274	MGP_CAROLIEiJ_G0015667	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0088387	MGP_PahariEiJ_G0031417	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000012017	ENSRNOG00000008885	Rattus_norvegicus
ENSMUGP00000024153	ENSMUGG00000020189	Meriones_unguiculatus
ENSCGRP00001009675	ENSCGRG00001011741	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015016601	ENSCGRG00015012787	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000022953	ENSCGRG00000016623	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000016906	ENSMAUG00000015918	Mesocricetus_auratus
ENSPEMP00000028515	ENSPEMG00000024030	Peromyscus_maniculatus_bairdii
ENSMOCP00000000436	ENSMOCG00000000357	Microtus_ochrogaster
ENSNGAP00000016647	ENSNGAG00000017327	Nannospalax_galili
ENSMICP00000046938	ENSMICG00000046027	Microcebus_murinus
ENSPSMP00000015885	ENSPSMG00000011305	Prolemur_simus
ENSPCOP00000026029	ENSPCOG00000025323	Propithecus_coquereli
ENSOGAP00000008998	ENSOGAG00000010072	Otolemur_garnettii
ENSSBOP00000031141	ENSSBOG00000031824	Saimiri_boliviensis_boliviensis
ENSCCAP00000014375	ENSCCAG00000024996	Cebus_capucinus_imitator
ENSCJAP00000027050	ENSCJAG00000014697	Callithrix_jacchus
ENSANAP00000014379	ENSANAG00000025098	Aotus_nancymaae
ENSCANP00000030176	ENSCANG00000038746	Colobus_angolensis_palliatus
ENSPTEP00000014600	ENSPTEG00000016291	Piliocolobus_tephrosceles
ENSRROP00000037242	ENSRROG00000042050	Rhinopithecus_roxellana
ENSRBIP00000010371	ENSRBIG00000029044	Rhinopithecus_bieti
ENSMFAP00000000044	ENSMFAG00000040754	Macaca_fascicularis
ENSMNEP00000017621	ENSMNEG00000032789	Macaca_nemestrina
ENSMMUP00000022534	ENSMMUG00000017127	Macaca_mulatta
ENSMLEP00000015643	ENSMLEG00000032011	Mandrillus_leucophaeus
ENSTGEP00000012932	ENSTGEG00000010536	Theropithecus_gelada
ENSCSAP00000015041	ENSCSAG00000002999	Chlorocebus_sabaeus
ENSCATP00000004409	ENSCATG00000015520	Cercocebus_atys
ENSPANP00000003397	ENSPANG00000012280	Papio_anubis
ENSPTRP00000092625	ENSPTRG00000044821	Pan_troglodytes
ENSPPAP00000013741	ENSPPAG00000030034	Pan_paniscus
ENSP00000305725	ENSG00000171310	Homo_sapiens
ENSGGOP00000016409	ENSGGOG00000016823	Gorilla_gorilla
ENSPPYP00000005586	ENSPPYG00000004894	Pongo_abelii
ENSNLEP00000023777	ENSNLEG00000006580	Nomascus_leucogenys
ENSTBEP00000012489	ENSTBEG00000014420	Tupaia_belangeri
ENSLAFP00000002110	ENSLAFG00000002524	Loxodonta_africana
ENSSFOP00015035001	ENSSFOG00015022287	Scleropages_formosus
ENSPKIP00000039127	ENSPKIG00000016614	Paramormyrops_kingsleyae
ENSAMXP00000018730	ENSAMXG00000018186	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005024408	ENSAMXG00005012449	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000025569	ENSPNAG00000001433	Pygocentrus_nattereri
ENSEEEP00000008702	ENSEEEG00000004517	Electrophorus_electricus
ENSIPUP00000031038	ENSIPUG00000020933	Ictalurus_punctatus
ENSDARP00000042962	ENSDARG00000034375	Danio_rerio
ENSDCDP00000052431	ENSDCDG00000031635	Denticeps_clupeoides
ENSCHAP00000030645	ENSCHAG00000014701	Clupea_harengus
ENSLBEP00000037428	ENSLBEG00000027940	Labrus_bergylta
ENSCGOP00000033275	ENSCGOG00000015433	Cottoperca_gobio
ENSTNIP00000008100	ENSTNIG00000005412	Tetraodon_nigroviridis
ENSTRUP00000019794	ENSTRUG00000007948	Takifugu_rubripes
ENSMMOP00000003464	ENSMMOG00000002773	Mola_mola
ENSGACP00000025561	ENSGACG00000019340	Gasterosteus_aculeatus
ENSBSLP00000030602	ENSBSLG00000015060	Betta_splendens
ENSCSEP00000004861	ENSCSEG00000003149	Cynoglossus_semilaevis
ENSAPEP00000032822	ENSAPEG00000023318	Amphiprion_percula
ENSAOCP00000030087	ENSAOCG00000020807	Amphiprion_ocellaris
ENSAPOP00000010601	ENSAPOG00000013067	Acanthochromis_polyacanthus
ENSSPAP00000031083	ENSSPAG00000023307	Stegastes_partitus
ENSPRNP00000041312	ENSPRNG00000020245	Parambassis_ranga
ENSHBUP00000022719	ENSHBUG00000003141	Haplochromis_burtoni
ENSPNYP00000026863	ENSPNYG00000020248	Pundamilia_nyererei
ENSACLP00000020258	ENSACLG00000013764	Astatotilapia_calliptera
ENSMZEP00005038202	ENSMZEG00005028581	Maylandia_zebra
ENSMZEP00005010251	ENSMZEG00005007735	Maylandia_zebra
ENSONIP00000015092	ENSONIG00000011989	Oreochromis_niloticus
ENSNBRP00000025281	ENSNBRG00000019322	Neolamprologus_brichardi
ENSACIP00000026784	ENSACIG00000020730	Amphilophus_citrinellus
ENSPMEP00000003410	ENSPMEG00000004544	Poecilia_mexicana
ENSPFOP00000005003	ENSPFOG00000005076	Poecilia_formosa
ENSPREP00000025032	ENSPREG00000016896	Poecilia_reticulata
ENSGAFP00000029686	ENSGAFG00000020013	Gambusia_affinis
ENSPLAP00000015366	ENSPLAG00000019270	Poecilia_latipinna
ENSXMAP00000034498	ENSXMAG00000023984	Xiphophorus_maculatus
ENSFHEP00000030056	ENSFHEG00000015147	Fundulus_heteroclitus
ENSKMAP00000014086	ENSKMAG00000010556	Kryptolebias_marmoratus
ENSORLP00000014976	ENSORLG00000011953	Oryzias_latipes_ASM223467v1
ENSORLP00020000653	ENSORLG00020001356	Oryzias_latipes_ASM223471v1
ENSORLP00015020361	ENSORLG00015021490	Oryzias_latipes_ASM223469v1
ENSOMEP00000015021	ENSOMEG00000016562	Oryzias_melastigma
ENSGWIP00000029703	ENSGWIG00000015517	Gouania_willdenowi
ENSMAMP00000034770	ENSMAMG00000023351	Mastacembelus_armatus
ENSMALP00000020110	ENSMALG00000014060	Monopterus_albus
ENSATEP00000034380	ENSATEG00000023620	Anabas_testudineus
ENSSLDP00000017446	ENSSLDG00000013772	Seriola_lalandi_dorsalis
ENSSDUP00000026742	ENSSDUG00000019387	Seriola_dumerili
ENSSMAP00000025644	ENSSMAG00000015693	Scophthalmus_maximus
ENSLCAP00010039097	ENSLCAG00010018278	Lates_calcarifer
ENSLCRP00005058999	ENSLCRG00005021879	Larimichthys_crocea
ENSPMGP00000019430	ENSPMGG00000015776	Periophthalmus_magnuspinnatus
ENSHCOP00000022564	ENSHCOG00000010377	Hippocampus_comes
ENSGMOP00000015429	ENSGMOG00000014443	Gadus_morhua
ENSHHUP00000001427	ENSHHUG00000000945	Hucho_hucho
ENSHHUP00000084941	ENSHHUG00000049237	Hucho_hucho
ENSELUP00000028804	ENSELUG00000005547	Esox_lucius
ENSLOCP00000018512	ENSLOCG00000015041	Lepisosteus_oculatus
ENSECRP00000016633	ENSECRG00000011068	Erpetoichthys_calabaricus
ENSOANP00000008812	ENSOANG00000005545	Ornithorhynchus_anatinus
ENSCMIP00000019659	ENSCMIG00000009140	Callorhinchus_milii
