ENSABRP00000021801	ENSABRG00000018048	Anser_brachyrhynchus
ENSCHIP00000018960	ENSCHIG00000018157	Capra_hircus
ENSSSCP00000059377	ENSSSCG00000026596	Sus_scrofa_strain_reference
ENSTTRP00000008457	ENSTTRG00000008916	Tursiops_truncatus
ENSVPAP00000001824	ENSVPAG00000001977	Vicugna_pacos
ENSUMAP00000023263	ENSUMAG00000016970	Ursus_maritimus
ENSUAMP00000015478	ENSUAMG00000012392	Ursus_americanus
ENSAMEP00000013936	ENSAMEG00000013209	Ailuropoda_melanoleuca
ENSMPUP00000014922	ENSMPUG00000015033	Mustela_putorius_furo
ENSNVIP00000026891	ENSNVIG00000020683	Neovison_vison
ENSCAFP00020004530	ENSCAFG00020002774	Canis_lupus_dingo
ENSCAFP00020001177	ENSCAFG00020000773	Canis_lupus_dingo
ENSCAFP00000051683	ENSCAFG00000018133	Canis_lupus_familiaris
ENSVVUP00000027478	ENSVVUG00000019777	Vulpes_vulpes
ENSPPRP00000015944	ENSPPRG00000008504	Panthera_pardus
ENSPTIP00000012328	ENSPTIG00000012241	Panthera_tigris_altaica
ENSFCAP00000037198	ENSFCAG00000010572	Felis_catus
ENSEASP00005016248	ENSEASG00005011280	Equus_asinus_asinus
ENSECAP00000006849	ENSECAG00000008489	Equus_caballus
ENSMLUP00000013481	ENSMLUG00000014805	Myotis_lucifugus
ENSPVAP00000009856	ENSPVAG00000010456	Pteropus_vampyrus
ENSEEUP00000009829	ENSEEUG00000010763	Erinaceus_europaeus
ENSSARP00000009825	ENSSARG00000010867	Sorex_araneus
ENSCHOP00000001364	ENSCHOG00000001539	Choloepus_hoffmanni
ENSDNOP00000000440	ENSDNOG00000000577	Dasypus_novemcinctus
ENSLAFP00000002202	ENSLAFG00000002633	Loxodonta_africana
ENSPCAP00000005329	ENSPCAG00000005580	Procavia_capensis
ENSETEP00000014953	ENSETEG00000018396	Echinops_telfairi
ENSOANP00000011351	ENSOANG00000007134	Ornithorhynchus_anatinus
ENSXETP00000005507	ENSXETG00000009421	Xenopus_tropicalis
ENSSPUP00000000876	ENSSPUG00000000716	Sphenodon_punctatus
ENSACAP00000014094	ENSACAG00000014326	Anolis_carolinensis
ENSXETP00000016475	ENSXETG00000003102	Xenopus_tropicalis
ENSCHAP00000061097	ENSCHAG00000027269	Clupea_harengus
ENSDCDP00000008939	ENSDCDG00000004442	Denticeps_clupeoides
ENSAMXP00005024717	ENSAMXG00005012314	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000004125	ENSAMXG00000004038	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000009324	ENSPNAG00000014998	Pygocentrus_nattereri
ENSIPUP00000025436	ENSIPUG00000017171	Ictalurus_punctatus
ENSEEEP00000002661	ENSEEEG00000001522	Electrophorus_electricus
ENSDARP00000102639	ENSDARG00000073926	Danio_rerio
ENSSLDP00000012899	ENSSLDG00000010265	Seriola_lalandi_dorsalis
ENSSDUP00000015278	ENSSDUG00000011163	Seriola_dumerili
ENSSMAP00000006745	ENSSMAG00000004139	Scophthalmus_maximus
ENSLCAP00010026100	ENSLCAG00010012208	Lates_calcarifer
ENSMALP00000024264	ENSMALG00000016905	Monopterus_albus
ENSMAMP00000027520	ENSMAMG00000018521	Mastacembelus_armatus
ENSATEP00000032856	ENSATEG00000022634	Anabas_testudineus
ENSBSLP00000024100	ENSBSLG00000011255	Betta_splendens
ENSCGOP00000053996	ENSCGOG00000023621	Cottoperca_gobio
ENSGACP00000014697	ENSGACG00000011112	Gasterosteus_aculeatus
ENSTRUP00000010531	ENSTRUG00000004428	Takifugu_rubripes
ENSTNIP00000019319	ENSTNIG00000016226	Tetraodon_nigroviridis
ENSMMOP00000018988	ENSMMOG00000014371	Mola_mola
ENSLCRP00005008635	ENSLCRG00005003479	Larimichthys_crocea
ENSLBEP00000035013	ENSLBEG00000026280	Labrus_bergylta
ENSAOCP00000024050	ENSAOCG00000010578	Amphiprion_ocellaris
ENSAPEP00000014117	ENSAPEG00000010075	Amphiprion_percula
ENSAPOP00000021991	ENSAPOG00000002893	Acanthochromis_polyacanthus
ENSSPAP00000030245	ENSSPAG00000022704	Stegastes_partitus
ENSPRNP00000020952	ENSPRNG00000010646	Parambassis_ranga
ENSFHEP00000022605	ENSFHEG00000003108	Fundulus_heteroclitus
ENSCVAP00000030196	ENSCVAG00000018542	Cyprinodon_variegatus
ENSXMAP00000029695	ENSXMAG00000011807	Xiphophorus_maculatus
ENSXCOP00000012640	ENSXCOG00000009553	Xiphophorus_couchianus
ENSGAFP00000018742	ENSGAFG00000012670	Gambusia_affinis
ENSPLAP00000029575	ENSPLAG00000000441	Poecilia_latipinna
ENSPFOP00000009433	ENSPFOG00000009062	Poecilia_formosa
ENSPMEP00000024148	ENSPMEG00000006210	Poecilia_mexicana
ENSPREP00000013765	ENSPREG00000009307	Poecilia_reticulata
ENSKMAP00000026167	ENSKMAG00000019335	Kryptolebias_marmoratus
ENSORLP00000026446	ENSORLG00000004525	Oryzias_latipes_ASM223467v1
ENSORLP00020026957	ENSORLG00020009805	Oryzias_latipes_ASM223471v1
ENSORLP00015013665	ENSORLG00015014556	Oryzias_latipes_ASM223469v1
ENSOMEP00000023708	ENSOMEG00000003978	Oryzias_melastigma
ENSPNYP00000022822	ENSPNYG00000017234	Pundamilia_nyererei
ENSHBUP00000014602	ENSHBUG00000016607	Haplochromis_burtoni
ENSMZEP00005010685	ENSMZEG00005008013	Maylandia_zebra
ENSACLP00000007786	ENSACLG00000005301	Astatotilapia_calliptera
ENSONIP00000016557	ENSONIG00000013163	Oreochromis_niloticus
ENSNBRP00000026034	ENSNBRG00000019914	Neolamprologus_brichardi
ENSACIP00000010771	ENSACIG00000008352	Amphilophus_citrinellus
ENSGWIP00000010101	ENSGWIG00000005963	Gouania_willdenowi
ENSCSEP00000023624	ENSCSEG00000014970	Cynoglossus_semilaevis
ENSPMGP00000016310	ENSPMGG00000013384	Periophthalmus_magnuspinnatus
ENSHCOP00000015254	ENSHCOG00000018811	Hippocampus_comes
ENSGMOP00000017286	ENSGMOG00000016084	Gadus_morhua
ENSHHUP00000029511	ENSHHUG00000018774	Hucho_hucho
ENSHHUP00000035353	ENSHHUG00000022245	Hucho_hucho
ENSELUP00000041083	ENSELUG00000021831	Esox_lucius
ENSSFOP00015007076	ENSSFOG00015004628	Scleropages_formosus
ENSPKIP00000023404	ENSPKIG00000007000	Paramormyrops_kingsleyae
ENSLOCP00000007138	ENSLOCG00000005903	Lepisosteus_oculatus
ENSECRP00000010239	ENSECRG00000006830	Erpetoichthys_calabaricus
ENSCMIP00000027978	ENSCMIG00000012154	Callorhinchus_milii	ENSCMIT00000028419
ENSLACP00000013461	ENSLACG00000011849	Latimeria_chalumnae	ENSLACT00000013557
ENSNPEP00000014105	ENSNPEG00000010547	Nothoprocta_perdicaria
ENSPMAP00000005498	ENSPMAG00000004988	Petromyzon_marinus
ENSEBUP00000003977	ENSEBUG00000002793	Eptatretus_burgeri
ENSPVIP00000028325	ENSPVIG00000021000	Pogona_vitticeps
ENSACAP00000021601	ENSACAG00000023833	Anolis_carolinensis
ENSSMRP00000023337	ENSSMRG00000018122	Salvator_merianae
ENSCINP00000021686	ENSCING00000011314	Ciona_intestinalis
ENSCMIP00000017208	ENSCMIG00000008221	Callorhinchus_milii
ENSCINP00000010183	ENSCING00000004949	Ciona_intestinalis
R10E11.6a.1	WBGene00011218	Caenorhabditis_elegans_strain_N2
