ENSLOCP00000011185	ENSLOCG00000009171	Lepisosteus_oculatus	ENSLOCT00000011201
ENSECRP00000017165	ENSECRG00000011441	Erpetoichthys_calabaricus	ENSECRT00000017494
ENSAHAP00000019495	ENSAHAG00000013776	Apteryx_haastii
ENSPTIP00000013002	ENSPTIG00000012875	Panthera_tigris_altaica
ENSFCAP00000024140	ENSFCAG00000026225	Felis_catus
ENSECAP00000008898	ENSECAG00000011023	Equus_caballus
ENSEASP00005024753	ENSEASG00005016844	Equus_asinus_asinus
ENSMLUP00000019716	ENSMLUG00000023106	Myotis_lucifugus
ENSLAFP00000027012	ENSLAFG00000020533	Loxodonta_africana
ENSVURP00010010646	ENSVURG00010008230	Vombatus_ursinus
ENSPCIP00000038625	ENSPCIG00000028395	Phascolarctos_cinereus
ENSMEUP00000015165	ENSMEUG00000016595	Notamacropus_eugenii
ENSSHAP00000016437	ENSSHAG00000013982	Sarcophilus_harrisii
ENSMODP00000007213	ENSMODG00000005831	Monodelphis_domestica
ENSOANP00000001501	ENSOANG00000000952	Ornithorhynchus_anatinus
ENSCMIP00000009906	ENSCMIG00000005219	Callorhinchus_milii
ENSCMIP00000010114	ENSCMIG00000005333	Callorhinchus_milii
ENSCINP00000029462	ENSCING00000017382	Ciona_intestinalis
