ENSGWIP00000031978	ENSGWIG00000016491	Gouania_willdenowi
ENSCGRP00001025727	ENSCGRG00001023233	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000002033	ENSCGRG00000001516	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015017381	ENSCGRG00015013379	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000020270	ENSMAUG00000018316	Mesocricetus_auratus
ENSPEMP00000001241	ENSPEMG00000000908	Peromyscus_maniculatus_bairdii
ENSMOCP00000016740	ENSMOCG00000015554	Microtus_ochrogaster
ENSJJAP00000012241	ENSJJAG00000015327	Jaculus_jaculus
ENSCCNP00000001348	ENSCCNG00000001488	Castor_canadensis
ENSMMMP00000002520	ENSMMMG00000002330	Marmota_marmota_marmota
ENSPPAP00000029525	ENSPPAG00000037777	Pan_paniscus
ENSPTRP00000011443	ENSPTRG00000006712	Pan_troglodytes
ENSP00000330601	ENSG00000182218	Homo_sapiens
ENSGGOP00000007976	ENSGGOG00000008155	Gorilla_gorilla
ENSNLEP00000000949	ENSNLEG00000000793	Nomascus_leucogenys
ENSTGEP00000007241	ENSTGEG00000005932	Theropithecus_gelada
ENSCATP00000026378	ENSCATG00000036604	Cercocebus_atys
ENSMNEP00000019613	ENSMNEG00000033661	Macaca_nemestrina
ENSMFAP00000041409	ENSMFAG00000041439	Macaca_fascicularis
ENSMMUP00000000133	ENSMMUG00000000098	Macaca_mulatta
ENSCSAP00000006649	ENSCSAG00000010430	Chlorocebus_sabaeus
ENSRROP00000043798	ENSRROG00000044914	Rhinopithecus_roxellana
ENSCANP00000025310	ENSCANG00000036085	Colobus_angolensis_palliatus
ENSMLEP00000015050	ENSMLEG00000031697	Mandrillus_leucophaeus
ENSRBIP00000010590	ENSRBIG00000029147	Rhinopithecus_bieti
ENSPPYP00000006973	ENSPPYG00000006134	Pongo_abelii
ENSSBOP00000038065	ENSSBOG00000035103	Saimiri_boliviensis_boliviensis
ENSCJAP00000012566	ENSCJAG00000006767	Callithrix_jacchus
ENSANAP00000018687	ENSANAG00000027169	Aotus_nancymaae
ENSPVAP00000007016	ENSPVAG00000007435	Pteropus_vampyrus
ENSUAMP00000013179	ENSUAMG00000010623	Ursus_americanus
ENSAMEP00000012002	ENSAMEG00000011408	Ailuropoda_melanoleuca
ENSMPUP00000002943	ENSMPUG00000002972	Mustela_putorius_furo
ENSNVIP00000006053	ENSNVIG00000004769	Neovison_vison
ENSCAFP00020013912	ENSCAFG00020011263	Canis_lupus_dingo
ENSVVUP00000039834	ENSVVUG00000028379	Vulpes_vulpes
ENSPPRP00000007832	ENSPPRG00000002851	Panthera_pardus
ENSFCAP00000020870	ENSFCAG00000021945	Felis_catus
ENSECAP00000022244	ENSECAG00000024687	Equus_caballus
ENSEASP00005031696	ENSEASG00005021574	Equus_asinus_asinus
ENSMLUP00000005995	ENSMLUG00000006558	Myotis_lucifugus
ENSOARP00000000862	ENSOARG00000000837	Ovis_aries
ENSBMUP00000005682	ENSBMUG00000004463	Bos_mutus
ENSCHIP00000002552	ENSCHIG00000005850	Capra_hircus
ENSTTRP00000016098	ENSTTRG00000016982	Tursiops_truncatus
ENSPCOP00000027135	ENSPCOG00000026017	Propithecus_coquereli
ENSETEP00000012122	ENSETEG00000014960	Echinops_telfairi
ENSLAFP00000020786	ENSLAFG00000013235	Loxodonta_africana
ENSBBBP00000027053	ENSBBBG00000000455	Bison_bison_bison
ENSDNOP00000018208	ENSDNOG00000041029	Dasypus_novemcinctus
ENSOPRP00000000715	ENSOPRG00000000783	Ochotona_princeps
ENSOANP00000003822	ENSOANG00000002410	Ornithorhynchus_anatinus
ENSXETP00000049651	ENSXETG00000019020	Xenopus_tropicalis
ENSLACP00000022072	ENSLACG00000011226	Latimeria_chalumnae
ENSSFOP00015004541	ENSSFOG00015002985	Scleropages_formosus
ENSCMIP00000013704	ENSCMIG00000006859	Callorhinchus_milii	ENSCMIT00000014006
ENSOANP00000001835	ENSOANG00000001153	Ornithorhynchus_anatinus	ENSOANT00000001836
ENSPMAP00000006719	ENSPMAG00000006084	Petromyzon_marinus
ENSEBUP00000026651	ENSEBUG00000016409	Eptatretus_burgeri
ENSPMAP00000009122	ENSPMAG00000008278	Petromyzon_marinus
