ENSORLP00020010653	ENSORLG00020011582	Oryzias_latipes_ASM223471v1
ENSPVAP00000008649	ENSPVAG00000009170	Pteropus_vampyrus
ENSSMAP00000029096	ENSSMAG00000017786	Scophthalmus_maximus
ENSSPAP00000025434	ENSSPAG00000019192	Stegastes_partitus
ENSDNOP00000018923	ENSDNOG00000034808	Dasypus_novemcinctus
ENSHGLP00000023898	ENSHGLG00000017036	Heterocephalus_glaber_HetGla_female_1.0
ENSRBIP00000034240	ENSRBIG00000040811	Rhinopithecus_bieti
ENSDNVP00000025589	ENSDNVG00000017791	Dromaius_novaehollandiae
ENSEASP00005020884	ENSEASG00005014319	Equus_asinus_asinus
ENSCABP00000025342	ENSCABG00000018338	Chelonoidis_abingdonii
ENSMVIP00005002258	ENSMVIG00005001740	Manacus_vitellinus
ENSCVAP00000002155	ENSCVAG00000003266	Cyprinodon_variegatus
ENSOPRP00000007954	ENSOPRG00000008682	Ochotona_princeps
ENSCHOP00000008122	ENSCHOG00000009181	Choloepus_hoffmanni
ENSMICP00000000920	ENSMICG00000001015	Microcebus_murinus
ENSNVIP00000004733	ENSNVIG00000003804	Neovison_vison
ENSACAP00000010480	ENSACAG00000010682	Anolis_carolinensis
ENSMPUP00000007594	ENSMPUG00000007649	Mustela_putorius_furo
ENSCPBP00000030471	ENSCPBG00000021446	Chrysemys_picta_bellii
ENSACIP00000016678	ENSACIG00000012957	Amphilophus_citrinellus
ENSTBEP00000010456	ENSTBEG00000012059	Tupaia_belangeri
ENSFCAP00000008829	ENSFCAG00000009521	Felis_catus
ENSPPAP00000005863	ENSPPAG00000023688	Pan_paniscus
ENSSMRP00000011463	ENSSMRG00000009012	Salvator_merianae
ENSBIXP00000035666	ENSBIXG00000007824	Bos_indicus_x_Bos_taurus_UOA_Angus_1
YDR531W_mRNA	YDR531W	Saccharomyces_cerevisiae_strain_S288C
ENSATEP00000001057	ENSATEG00000000770	Anabas_testudineus
ENSODEP00000019885	ENSODEG00000014680	Octodon_degus
ENSCAFP00020013800	ENSCAFG00020010480	Canis_lupus_dingo
ENSBIXP00005034350	ENSBIXG00005015300	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSPNAP00000019365	ENSPNAG00000026019	Pygocentrus_nattereri
ENSPANP00000002016	ENSPANG00000012486	Papio_anubis
ENSAMXP00005016007	ENSAMXG00005008171	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCCAP00000019567	ENSCCAG00000027608	Cebus_capucinus_imitator
MGP_CAROLIEiJ_P0066217	MGP_CAROLIEiJ_G0026880	Mus_caroli_strain_CAROLI_EIJ
ENSPSMP00000021370	ENSPSMG00000015087	Prolemur_simus
ENSPTEP00000017924	ENSPTEG00000019419	Piliocolobus_tephrosceles
ENSTRUP00000006259	ENSTRUG00000002683	Takifugu_rubripes
ENSEBUP00000014954	ENSEBUG00000009427	Eptatretus_burgeri
ENSNGAP00000022840	ENSNGAG00000021587	Nannospalax_galili
ENSECAP00000045515	ENSECAG00000035260	Equus_caballus
ENSCPOP00000006604	ENSCPOG00000007326	Cavia_porcellus
ENSOARP00000019447	ENSOARG00000018112	Ovis_aries
ENSVURP00010030992	ENSVURG00010023695	Vombatus_ursinus
ENSAOCP00000031257	ENSAOCG00000022840	Amphiprion_ocellaris
ENSPKIP00000035832	ENSPKIG00000014574	Paramormyrops_kingsleyae
ENSSDUP00000023924	ENSSDUG00000017362	Seriola_dumerili	ENSSDUT00000024370
ENSMNEP00000007852	ENSMNEG00000028432	Macaca_nemestrina
ENSPREP00000021423	ENSPREG00000014475	Poecilia_reticulata
ENSHHUP00000089223	ENSHHUG00000051505	Hucho_hucho
ENSLACP00000018476	ENSLACG00000016269	Latimeria_chalumnae
C10G11.5a.1	WBGene00004068	Caenorhabditis_elegans_strain_N2
ENSCSAP00000017293	ENSCSAG00000000714	Chlorocebus_sabaeus
ENSEEEP00000027554	ENSEEEG00000013280	Electrophorus_electricus
ENSXETP00000012923	ENSXETG00000013747	Xenopus_tropicalis
ENSCGOP00000048879	ENSCGOG00000021555	Cottoperca_gobio	ENSCGOT00000052171
ENSECRP00000010198	ENSECRG00000006799	Erpetoichthys_calabaricus
ENSPNYP00000003800	ENSPNYG00000002928	Pundamilia_nyererei
ENSOANP00000016922	ENSOANG00000010670	Ornithorhynchus_anatinus
ENSLCOP00000003320	ENSLCOG00000002520	Lepidothrix_coronata
ENSCPRP00005018138	ENSCPRG00005012645	Crocodylus_porosus
ENSNSUP00000000691	ENSNSUG00000000435	Notechis_scutatus
ENSANAP00000016911	ENSANAG00000026315	Aotus_nancymaae
ENSSCAP00000000676	ENSSCAG00000000387	Serinus_canaria
ENSZALP00000003062	ENSZALG00000003097	Zonotrichia_albicollis
ENSAOWP00000012315	ENSAOWG00000008429	Apteryx_owenii
ENSAMEP00000014057	ENSAMEG00000013341	Ailuropoda_melanoleuca
ENSCJAP00000004622	ENSCJAG00000002520	Callithrix_jacchus
ENSMUGP00000002206	ENSMUGG00000002080	Meriones_unguiculatus
ENSLSDP00000007844	ENSLSDG00000005891	Lonchura_striata_domestica
ENSMLEP00000016109	ENSMLEG00000032258	Mandrillus_leucophaeus
ENSDCDP00000060713	ENSDCDG00000034778	Denticeps_clupeoides
ENSKMAP00000024448	ENSKMAG00000018097	Kryptolebias_marmoratus
MGP_SPRETEiJ_P0068803	MGP_SPRETEiJ_G0027873	Mus_spretus_strain_SPRET/EiJ
ENSCATP00000028773	ENSCATG00000037649	Cercocebus_atys
ENSPTRP00000000094	ENSPTRG00000000052	Pan_troglodytes
ENSLCRP00005051670	ENSLCRG00005019451	Larimichthys_crocea	ENSLCRT00005052507
ENSGALP00000001762	ENSGALG00000001165	Gallus_gallus
ENSLBEP00000002412	ENSLBEG00000001851	Labrus_bergylta	ENSLBET00000002546
ENSCGRP00001012107	ENSCGRG00001013559	Cricetulus_griseus_CHOK1GS_HDv1
ENSCPGP00000018189	ENSCPGG00000012723	Calidris_pygmaea
ENSDARP00000136152	ENSDARG00000098453	Danio_rerio
ENSACLP00000004941	ENSACLG00000003245	Astatotilapia_calliptera
ENSMAMP00000002817	ENSMAMG00000001898	Mastacembelus_armatus
ENSGAGP00000004785	ENSGAGG00000003933	Gopherus_agassizii
ENSPTRP00000087813	ENSPTRG00000048145	Pan_troglodytes
ENSARWP00000009843	ENSARWG00000006863	Apteryx_rowi
ENSMFAP00000009013	ENSMFAG00000001007	Macaca_fascicularis
ENSMEUP00000000609	ENSMEUG00000000659	Notamacropus_eugenii
ENSORLP00000006252	ENSORLG00000004961	Oryzias_latipes_ASM223467v1
ENSNPEP00000008015	ENSNPEG00000006016	Nothoprocta_perdicaria
ENSCMIP00000009376	ENSCMIG00000004866	Callorhinchus_milii
ENSOMEP00000030572	ENSOMEG00000014713	Oryzias_melastigma
ENSTGUP00000017023	ENSTGUG00000016736	Taeniopygia_guttata
ENSCANP00000008526	ENSCANG00000027431	Colobus_angolensis_palliatus
ENSPFOP00000017311	ENSPFOG00000017176	Poecilia_formosa
ENSAMXP00000009259	ENSAMXG00000009007	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSGGOP00000036036	ENSGGOG00000010260	Gorilla_gorilla
ENSBSLP00000001011	ENSBSLG00000000709	Betta_splendens
ENSPLAP00000021384	ENSPLAG00000005127	Poecilia_latipinna
ENSTGEP00000022031	ENSTGEG00000017804	Theropithecus_gelada
ENSORLP00015024397	ENSORLG00015004953	Oryzias_latipes_ASM223469v1
ENSNMEP00000005622	ENSNMEG00000005825	Numida_meleagris
ENSCGRP00000000603	ENSCGRG00000000502	Cricetulus_griseus_CriGri_1.0
ENSMMUP00000019265	ENSMMUG00000014686	Macaca_mulatta
ENSLCAP00010037748	ENSLCAG00010017662	Lates_calcarifer
ENSSARP00000004158	ENSSARG00000004555	Sorex_araneus
ENSPRNP00000046887	ENSPRNG00000022557	Parambassis_ranga
ENSPMEP00000012995	ENSPMEG00000015301	Poecilia_mexicana
ENSCLAP00000009740	ENSCLAG00000006749	Chinchilla_lanigera
ENSNLEP00000000278	ENSNLEG00000000237	Nomascus_leucogenys
ENSSDAP00000025705	ENSSDAG00000023341	Spermophilus_dauricus
ENSMUSP00000064330	ENSMUSG00000029056	Mus_musculus_strain_reference_(CL57BL6)
ENSPCAP00000000911	ENSPCAG00000000935	Procavia_capensis
ENSDORP00000021486	ENSDORG00000002776	Dipodomys_ordii
ENSBTAP00000003219	ENSBTAG00000002479	Bos_taurus
ENSGMOP00000003545	ENSGMOG00000003315	Gadus_morhua
ENSHCOP00000011539	ENSHCOG00000014406	Hippocampus_comes
ENSMZEP00005000821	ENSMZEG00005000656	Maylandia_zebra
