ENSPMAP00000005347	ENSPMAG00000004860	Petromyzon_marinus	ENSPMAT00000005367
ENSEBUP00000005118	ENSEBUG00000003526	Eptatretus_burgeri	ENSEBUT00000005556
ENSGALP00000008904	ENSGALG00000005558	Gallus_gallus
ENSMZEP00005000783	ENSMZEG00005000630	Maylandia_zebra
ENSACLP00000041530	ENSACLG00000027954	Astatotilapia_calliptera
ENSHBUP00000028194	ENSHBUG00000011872	Haplochromis_burtoni
ENSNBRP00000004043	ENSNBRG00000003173	Neolamprologus_brichardi
ENSPNYP00000022759	ENSPNYG00000017137	Pundamilia_nyererei
ENSONIP00000002896	ENSONIG00000002319	Oreochromis_niloticus
ENSACIP00000009554	ENSACIG00000007459	Amphilophus_citrinellus
ENSPFOP00000010018	ENSPFOG00000009834	Poecilia_formosa
ENSPMEP00000031956	ENSPMEG00000019513	Poecilia_mexicana
ENSPLAP00000012967	ENSPLAG00000016437	Poecilia_latipinna
ENSPREP00000008270	ENSPREG00000005662	Poecilia_reticulata
ENSXMAP00000036737	ENSXMAG00000014866	Xiphophorus_maculatus
ENSXCOP00000013573	ENSXCOG00000010277	Xiphophorus_couchianus
ENSGAFP00000029928	ENSGAFG00000020165	Gambusia_affinis
ENSFHEP00000022077	ENSFHEG00000002234	Fundulus_heteroclitus
ENSCVAP00000001694	ENSCVAG00000002720	Cyprinodon_variegatus
ENSKMAP00000027162	ENSKMAG00000020117	Kryptolebias_marmoratus
ENSORLP00020032214	ENSORLG00020017711	Oryzias_latipes_ASM223471v1
ENSORLP00000040308	ENSORLG00000009312	Oryzias_latipes_ASM223467v1
ENSORLP00015025712	ENSORLG00015007004	Oryzias_latipes_ASM223469v1
ENSOMEP00000011315	ENSOMEG00000012684	Oryzias_melastigma
ENSGWIP00000033592	ENSGWIG00000015385	Gouania_willdenowi
ENSCGOP00000017265	ENSCGOG00000007123	Cottoperca_gobio
ENSGACP00000015863	ENSGACG00000011960	Gasterosteus_aculeatus
ENSLBEP00000035674	ENSLBEG00000026742	Labrus_bergylta
ENSLCRP00005018853	ENSLCRG00005007751	Larimichthys_crocea
ENSTRUP00000017221	ENSTRUG00000007010	Takifugu_rubripes
ENSTNIP00000004057	ENSTNIG00000018011	Tetraodon_nigroviridis
ENSMMOP00000009768	ENSMMOG00000007551	Mola_mola
ENSHCOP00000013492	ENSHCOG00000016689	Hippocampus_comes
ENSPMGP00000025610	ENSPMGG00000020660	Periophthalmus_magnuspinnatus
ENSGMOP00000012372	ENSGMOG00000011562	Gadus_morhua
ENSHHUP00000016906	ENSHHUG00000010497	Hucho_hucho
ENSHHUP00000013126	ENSHHUG00000007973	Hucho_hucho
ENSELUP00000006512	ENSELUG00000007394	Esox_lucius
ENSSFOP00015036996	ENSSFOG00015023537	Scleropages_formosus
ENSPKIP00000012311	ENSPKIG00000000136	Paramormyrops_kingsleyae
ENSLOCP00000010781	ENSLOCG00000008853	Lepisosteus_oculatus
ENSECRP00000022813	ENSECRG00000015449	Erpetoichthys_calabaricus
ENSCMIP00000041856	ENSCMIG00000017424	Callorhinchus_milii
ENSLACP00000000688	ENSLACG00000000615	Latimeria_chalumnae
ENSCINP00000019387	ENSCING00000009521	Ciona_intestinalis
ENSPTEP00000002901	ENSPTEG00000003432	Piliocolobus_tephrosceles
FBpp0087461	FBgn0033454	Drosophila_melanogaster	FBtr0088373
Y53C12B.1.1	WBGene00013143	Caenorhabditis_elegans_strain_N2	Y53C12B.1.1
YLR222C_mRNA	YLR222C	Saccharomyces_cerevisiae_strain_S288C
